RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
None, None, None, 12.7, 3.999, 163.9, -6999.0, -4.1, None, None, 164.0, None, None, 217.0, None, None, None, -4.085, None, -2.9, None, None, 44.98, 4.0, -4.1, 0.0, -3.0, -6999.0,2021-02-26 00:00:00, -6999.0,9
None, None, None, 13.1, 6.358, 186.0, -6999.0, -4.1, None, None, 186.0, None, None, 217.0, None, None, None, -4.133, None, -2.9, None, None, 23.94, 6.4, -4.1, 0.0, -1.0, -6999.0,2021-02-26 01:00:00, -6999.0,9
None, None, None, 15.9, 8.14, 184.2, -6999.0, -4.2, None, None, 184.0, None, None, 217.0, None, None, None, -4.017, None, -2.9, None, None, 24.26, 8.1, -4.0, 0.0, 0.0, -6999.0,2021-02-26 02:00:00, -6999.0,9
None, None, None, 13.8, 6.663, 183.2, -6999.0, -4.2, None, None, 183.0, None, None, 216.0, None, None, None, -3.733, None, -2.9, None, None, 25.78, 6.7, -3.7, 0.0, -1.0, -6999.0,2021-02-26 03:00:00, -6999.0,9
None, None, None, 13.3, 4.386, 180.0, -6999.0, -4.2, None, None, 180.0, None, None, 214.0, None, 214.0, None, -3.532, None, -2.9, None, None, 30.87, 4.4, -3.5, 0.0, -2.0, -6999.0,2021-02-26 04:00:00, -6999.0,9
None, None, None, 12.0, 3.722, 174.6, -6999.0, -4.2, None, None, 175.0, None, None, 215.0, None, 215.1, None, -3.684, None, -2.9, None, None, 42.86, 3.7, -3.7, 0.0, 1.0, -6999.0,2021-02-26 05:00:00, -6999.0,9
None, None, None, 10.9, 3.129, 168.6, -6999.0, -4.2, None, None, 169.0, None, None, 217.0, None, 217.2, None, -3.78, None, -2.9, None, None, 44.28, 3.1, -3.8, 0.0, 2.0, -6999.0,2021-02-26 06:00:00, -6999.0,9
None, None, None, 11.2, 2.498, 164.9, -6999.0, -3.8, None, None, 165.0, None, None, 215.0, None, 215.3, None, -3.807, None, -3.7, None, None, 53.15, 2.5, -3.8, 0.0, -2.0, -6999.0,2021-02-26 07:00:00, -6999.0,9
None, None, None, 11.7, 2.048, 169.9, -6999.0, -4.0, None, None, 170.0, None, None, 219.0, None, None, None, -3.989, None, -3.7, None, None, 55.77, 2.0, -4.0, 0.0, 3.0, -6999.0,2021-02-26 08:00:00, -6999.0,9
None, None, None, 12.1, 4.084, 187.7, -6999.0, -4.1, None, None, 188.0, None, None, 217.0, None, None, None, -4.133, None, -3.7, None, None, 37.05, 4.1, -4.1, 0.0, -2.0, -6999.0,2021-02-26 09:00:00, -6999.0,9
