CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-10.23,89.0, None, None, None,21.05,5.067,159.0, None, None, None, None, None, -12.0, None, None, None, None, None, None,2017-12-17 00:00:00, None, None, None, None,51
-9.94,89.4, None, None, None,22.17,6.042,178.7, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-12-17 01:00:00, None, None, None, None,51
-9.79,89.4, None, None, None,23.77,5.224,177.3, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-12-17 02:00:00, None, None, None, None,51
-9.55,89.6, None, None, None,26.81,5.943,187.0, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-12-17 03:00:00, None, None, None, None,51
-9.4,89.8, None, None, None,32.63,3.446,211.5, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-12-17 04:00:00, None, None, None, None,51
-9.35,89.8, None, None, None,35.75,4.021,190.3, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-12-17 05:00:00, None, None, None, None,51
-8.97,90.2, None, None, None,25.97,6.644,193.5, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-12-17 06:00:00, None, None, None, None,51
-9.16,90.0, None, None, None,25.39,6.231,215.5, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-12-17 07:00:00, None, None, None, None,51
-9.01,90.4, None, None, None,29.5,5.55,221.7, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-12-17 08:00:00, None, None, None, None,51
-8.62,90.5, None, None, None,34.49,5.224,194.1, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-12-17 09:00:00, None, None, None, None,51
