RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.285, 93.6, None, None, None, None, None, None, None, None, 187.0, None, None,-0.168, None, None, None, 51.67, None, None, None, None, None,2019-03-26 00:00:00, None,13
None, None, None, None, 0.159, 94.0, None, None, None, None, None, None, None, None, 187.0, None, None,0.905, None, None, None, 43.94, None, None, None, None, None,2019-03-26 01:00:00, None,13
None, None, None, None, 1.666, 53.86, None, None, None, None, None, None, None, None, 186.9, None, None,-0.688, None, None, None, 72.08, None, None, None, None, None,2019-03-26 02:00:00, None,13
None, None, None, None, 1.251, 95.6, None, None, None, None, None, None, None, None, 190.8, None, None,-0.68, None, None, None, 74.13, None, None, None, None, None,2019-03-26 03:00:00, None,13
None, None, None, None, 1.651, 82.6, None, None, None, None, None, None, None, None, 190.6, None, None,-0.059, None, None, None, 55.05, None, None, None, None, None,2019-03-26 04:00:00, None,13
None, None, None, None, 1.169, 87.3, None, None, None, None, None, None, None, None, 191.2, None, None,-0.587, None, None, None, 58.86, None, None, None, None, None,2019-03-26 05:00:00, None,13
None, None, None, None, 2.025, 90.3, None, None, None, None, None, None, None, None, 190.9, None, None,-0.476, None, None, None, 57.54, None, None, None, None, None,2019-03-26 06:00:00, None,13
None, None, None, None, 1.662, 81.1, None, None, None, None, None, None, None, None, 190.8, None, None,-0.908, None, None, None, 52.36, None, None, None, None, None,2019-03-26 07:00:00, None,13
None, None, None, None, 1.267, 66.58, None, None, None, None, None, None, None, None, 190.6, None, None,-1.202, None, None, None, 53.96, None, None, None, None, None,2019-03-26 08:00:00, None,13
None, None, None, None, 1.168, 97.9, None, None, None, None, None, None, None, None, 190.4, None, None,-1.513, None, None, None, 56.82, None, None, None, None, None,2019-03-26 09:00:00, None,13
None, None, None, None, 1.942, 59.88, None, None, None, None, None, None, None, None, 190.1, None, None,-1.257, None, None, None, 58.41, None, None, None, None, None,2019-03-26 10:00:00, None,13
None, None, None, None, 2.376, 35.41, None, None, None, None, None, None, None, None, None, None, None,-1.276, None, None, None, 51.6, None, None, None, None, None,2019-03-26 11:00:00, None,13
None, None, None, None, 2.415, 53.14, None, None, None, None, None, None, None, None, 186.4, None, None,-1.432, None, None, None, 57.55, None, None, None, None, None,2019-03-26 12:00:00, None,13
None, None, None, None, 3.175, 42.86, None, None, None, None, None, None, None, None, 190.5, None, None,0.319, None, None, None, 58.56, None, None, None, None, None,2019-03-26 13:00:00, None,13
None, None, None, None, 3.586, 49.19, None, None, None, None, None, None, None, None, 189.6, None, None,0.467, None, None, None, 61.6, None, None, None, None, None,2019-03-26 15:00:00, None,13
None, None, None, None, 3.904, 16.11, None, None, None, None, None, None, None, None, 189.1, None, None,2.025, None, None, None, 65.97, None, None, None, None, None,2019-03-26 16:00:00, None,13
None, None, None, None, 3.175, 1.53, None, None, None, None, None, None, None, None, 189.2, None, None,0.319, None, None, None, 60.23, None, None, None, None, None,2019-03-26 17:00:00, None,13
None, None, None, None, 2.045, 11.42, None, None, None, None, None, None, None, None, 188.1, None, None,0.134, None, None, None, 59.79, None, None, None, None, None,2019-03-26 18:00:00, None,13
