AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
3.6, 0.0,0.0, 3.6,2019-11-05 00:00:00, 33.0, 100.0,45
3.6, None,0.0, 3.7,2019-11-05 00:15:00, 41.0, 100.0,45
3.7, None,0.0, 4.3,2019-11-05 00:30:00, 30.0, 100.0,45
3.9, None,0.0, 3.4,2019-11-05 00:45:00, 30.0, 100.0,45
3.9, 0.0,0.0, 4.3,2019-11-05 01:00:00, 32.0, 100.0,45
4.0, None,0.0, 5.1,2019-11-05 01:15:00, 35.0, 100.0,45
4.0, None,0.0, 5.1,2019-11-05 01:30:00, 33.0, 100.0,45
4.1, None,0.0, 5.6,2019-11-05 01:45:00, 36.0, 100.0,45
4.1, 0.0,0.0, 5.5,2019-11-05 02:00:00, 36.0, 100.0,45
4.1, None,0.0, 5.5,2019-11-05 02:15:00, 37.0, 100.0,45
4.1, None,0.0, 6.3,2019-11-05 02:30:00, 39.0, 100.0,45
4.1, None,0.0, 6.3,2019-11-05 02:45:00, 35.0, 100.0,45
4.2, 0.0,0.0, 5.1,2019-11-05 03:00:00, 40.0, 100.0,45
4.1, None,0.0, 6.2,2019-11-05 03:15:00, 38.0, 100.0,45
4.1, None,0.0, 6.1,2019-11-05 03:30:00, 35.0, 100.0,45
4.1, None,0.0, 5.9,2019-11-05 03:45:00, 41.0, 100.0,45
4.1, 0.0,0.0, 3.8,2019-11-05 04:00:00, 38.0, 100.0,45
4.1, None,0.0, 3.8,2019-11-05 04:15:00, 38.0, 100.0,45
4.1, None,0.0, 3.7,2019-11-05 04:30:00, 36.0, 100.0,45
4.0, None,0.0, 5.9,2019-11-05 04:45:00, 38.0, 100.0,45
4.0, 0.0,0.0, 4.4,2019-11-05 05:00:00, 36.0, 100.0,45
4.0, None,0.0, 3.8,2019-11-05 05:15:00, 36.0, 100.0,45
3.9, None,0.0, 5.5,2019-11-05 05:30:00, 38.0, 100.0,45
3.9, None,0.0, 4.4,2019-11-05 05:45:00, 38.0, 100.0,45
