RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
49.95, None, None, None, 1.111, 313.8, -9.0, 0.6, -9.0, None, None, None, None, None, None, None, None, 0.707, None, 4.2, 50.0, None, 69.68, None, 0.7, 0.0, None,2022-09-17 00:00:00, None,38
49.82, None, None, None, 2.71, 293.4, -8.0, -0.3, -8.0, None, None, None, None, None, None, None, None, -0.243, None, 4.2, 50.0, None, 34.0, None, -0.2, 0.1, None,2022-09-17 01:00:00, None,38
50.21, None, None, None, 4.692, 335.4, -9.0, -0.5, -9.0, None, None, None, None, None, None, None, None, -0.424, None, 4.2, 50.0, None, 31.5, None, -0.4, 0.2, None,2022-09-17 02:00:00, None,38
49.88, None, None, None, 3.426, 319.7, -9.0, -0.5, -9.0, None, None, None, None, None, None, None, None, 0.145, None, 4.2, 50.0, None, 20.27, None, 0.1, 0.0, None,2022-09-17 03:00:00, None,38
50.35, None, None, None, 1.656, 341.7, -9.0, -0.8, -9.0, None, None, None, None, None, None, None, None, -0.624, None, 4.2, 50.0, None, 52.62, None, -0.6, 0.0, None,2022-09-17 04:00:00, None,38
50.57, None, None, None, 0.816, 328.0, -9.0, -1.1, -9.0, None, None, None, None, None, None, None, None, -1.008, None, 4.2, 51.0, None, 49.62, None, -1.0, 0.1, None,2022-09-17 05:00:00, None,38
50.31, None, None, None, 1.72, 1.43, -8.0, -1.1, -8.0, None, None, None, None, None, None, None, None, -0.406, None, 4.2, 50.0, None, 44.72, None, -0.4, 0.0, None,2022-09-17 06:00:00, None,38
50.34, None, None, None, 1.073, 85.4, -8.0, -0.4, -8.0, None, None, None, None, None, None, None, None, -0.188, None, -0.1, 50.0, None, 22.76, None, -0.2, -0.1, None,2022-09-17 07:00:00, None,38
49.99, None, None, None, 3.584, 87.0, -8.0, -0.4, -8.0, None, None, None, None, None, None, None, None, 0.988, None, 1.1, 50.0, None, 12.58, None, 1.0, -0.3, None,2022-09-17 08:00:00, None,38
47.77, None, None, None, 2.308, 111.5, -9.0, -0.4, -9.0, None, None, None, None, None, None, None, None, 0.286, None, 1.1, 48.0, None, 26.36, None, 0.3, -0.2, None,2022-09-17 09:00:00, None,38
48.4, None, None, None, 1.118, 314.0, -8.0, -0.4, -8.0, None, None, None, None, None, None, None, None, 1.892, None, 1.9, 48.0, None, 27.62, None, 1.9, -0.5, None,2022-09-17 10:00:00, None,38
42.62, None, None, None, 2.328, 280.9, -8.0, -0.4, -8.0, None, None, None, None, None, None, None, None, 3.454, None, 3.5, 43.0, None, 34.22, None, 3.5, -0.3, None,2022-09-17 11:00:00, None,38
32.99, None, None, None, 3.578, 267.4, -9.0, -0.4, -9.0, None, None, None, None, None, None, None, None, 5.728, None, 5.7, 33.0, None, 28.79, None, 5.7, -1.1, None,2022-09-17 12:00:00, None,38
17.92, None, None, None, 6.018, 260.0, -14.0, -0.4, -14.0, None, None, None, None, None, None, None, None, 9.69, None, 9.7, 18.0, None, 22.65, None, 9.7, 0.3, None,2022-09-17 13:00:00, None,38
16.85, None, None, None, 6.045, 256.3, -12.0, -0.4, -12.0, None, None, None, None, None, None, None, None, 12.64, None, 12.6, 17.0, None, 22.3, None, 12.6, -1.1, None,2022-09-17 14:00:00, None,38
