pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 6.225, 12.9, None, None, None, None, 6.2, 6.2, -0.2, None, 0.0,2022-09-17 00:00:00, 2.0, 2.288, None,38
None, 5.709, 12.9, None, None, None, None, 5.7, 5.6, 0.0, None, 0.0,2022-09-17 01:00:00, 2.0, 2.222, None,38
None, 5.307, 12.9, None, None, None, None, 5.3, 5.2, 0.0, None, 0.0,2022-09-17 02:00:00, 2.0, 2.368, None,38
None, 5.355, 12.9, None, None, None, None, 5.4, 4.9, -0.1, None, 0.0,2022-09-17 03:00:00, 2.0, 2.303, None,38
None, 4.63, 12.9, None, None, None, None, 4.6, 4.6, 0.0, None, 0.0,2022-09-17 04:00:00, 2.0, 2.218, None,38
None, 4.535, 12.9, None, None, None, None, 4.5, 4.0, -0.1, None, 0.0,2022-09-17 05:00:00, 2.0, 2.249, None,38
None, 3.526, 12.9, None, None, None, None, 3.5, 3.5, 0.0, None, 0.0,2022-09-17 06:00:00, 2.0, 2.269, None,38
None, 2.653, 3.6, None, None, None, None, 2.7, 2.5, -0.1, None, 0.0,2022-09-17 07:00:00, 2.0, 2.228, None,38
None, 3.308, 3.6, None, None, None, None, 3.3, 2.3, -0.1, None, 0.0,2022-09-17 08:00:00, 2.0, 2.381, None,38
None, 4.353, 4.9, None, None, None, None, 4.4, 2.3, 0.0, None, 0.0,2022-09-17 09:00:00, 2.0, 2.281, None,38
None, 6.831, 6.9, None, None, None, None, 6.8, 2.3, 0.2, None, 0.0,2022-09-17 10:00:00, 2.0, 2.373, None,38
None, 11.35, 11.4, None, None, None, None, 11.4, 2.3, 0.0, None, 0.0,2022-09-17 11:00:00, 2.0, 2.379, None,38
None, 14.2, 14.2, None, None, None, None, 14.2, 2.3, 0.1, None, 0.0,2022-09-17 12:00:00, 2.0, 2.485, None,38
