WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
103.4, -3.0, 95.6,95.6,2018-11-19 00:00:00,-3.041,47
88.2, -3.3, 95.5,95.5,2018-11-19 01:00:00,-3.306,47
92.6, -3.7, 95.3,95.3,2018-11-19 02:00:00,-3.714,47
98.9, -4.0, 95.1,95.1,2018-11-19 03:00:00,-4.045,47
94.2, -3.9, 95.0,95.0,2018-11-19 04:00:00,-3.908,47
89.0, -3.6, 95.0,95.0,2018-11-19 05:00:00,-3.621,47
93.9, -2.8, 95.3,95.3,2018-11-19 06:00:00,-2.752,47
100.1, -2.5, 95.7,95.7,2018-11-19 07:00:00,-2.508,47
107.0, -2.5, 95.8,95.8,2018-11-19 08:00:00,-2.532,47
100.0, -2.6, 95.5,95.5,2018-11-19 09:00:00,-2.641,47
102.5, -2.6, 95.1,95.1,2018-11-19 10:00:00,-2.588,47
121.9, -2.5, 94.8,94.8,2018-11-19 11:00:00,-2.518,47
132.5, -2.3, 94.6,94.6,2018-11-19 12:00:00,-2.318,47
134.0, -2.0, 94.5,94.5,2018-11-19 13:00:00,-2.047,47
139.6, -1.8, 94.2,94.2,2018-11-19 14:00:00,-1.817,47
136.8, -1.7, 94.1,94.1,2018-11-19 15:00:00,-1.699,47
157.8, -1.5, 94.0,94.0,2018-11-19 16:00:00,-1.459,47
146.0, -1.4, 94.0,94.0,2018-11-19 17:00:00,-1.444,47
122.6, -1.5, 93.9,93.9,2018-11-19 18:00:00,-1.475,47
97.1, -1.5, 93.8,93.8,2018-11-19 19:00:00,-1.511,47
87.8, -1.8, 93.7,93.7,2018-11-19 20:00:00,-1.763,47
100.1, -2.0, 93.9,93.9,2018-11-19 21:00:00,-2.031,47
106.0, -2.2, 93.4,93.4,2018-11-19 22:00:00,-2.203,47
87.2, -2.2, 93.1,93.1,2018-11-19 23:00:00,-2.192,47
117.4, -2.2, 93.1,93.1,2018-11-20 00:00:00,-2.221,47
93.6, -2.3, 93.2,93.2,2018-11-20 01:00:00,-2.33,47
256.9, -2.4, 93.3,93.3,2018-11-20 02:00:00,-2.421,47
274.5, -2.6, 93.6,93.6,2018-11-20 03:00:00,-2.554,47
101.4, -2.9, 93.9,93.9,2018-11-20 04:00:00,-2.882,47
92.2, -2.9, 94.1,94.1,2018-11-20 05:00:00,-2.883,47
106.2, -3.0, 94.3,94.3,2018-11-20 06:00:00,-3.001,47
120.8, -3.0, 94.1,94.1,2018-11-20 07:00:00,-2.963,47
94.8, -3.0, 93.7,93.7,2018-11-20 08:00:00,-3.048,47
100.8, -3.4, 93.6,93.6,2018-11-20 09:00:00,-3.406,47
93.6, -3.2, 93.9,93.9,2018-11-20 10:00:00,-3.248,47
89.6, -2.3, 93.6,93.6,2018-11-20 11:00:00,-2.343,47
88.1, -1.5, 92.6,92.6,2018-11-20 12:00:00,-1.474,47
79.2, -0.7, 89.7,89.7,2018-11-20 13:00:00,-0.689998,47
90.8, -0.3, 89.1,89.1,2018-11-20 14:00:00,-0.261999,47
88.6, -0.1, 88.7,88.7,2018-11-20 15:00:00,-0.064998,47
83.5, 0.0, 88.4,88.4,2018-11-20 16:00:00,-0.028,47
86.1, -0.2, 89.1,89.1,2018-11-20 17:00:00,-0.157,47
89.6, -0.4, 90.0,90.0,2018-11-20 18:00:00,-0.428,47
90.2, -0.7, 91.4,91.4,2018-11-20 19:00:00,-0.661,47
103.3, -1.3, 92.7,92.7,2018-11-20 20:00:00,-1.279,47
99.1, -1.5, 93.6,93.6,2018-11-20 21:00:00,-1.453,47
102.0, -2.1, 94.1,94.1,2018-11-20 22:00:00,-2.09,47
109.5, -2.5, 94.4,94.4,2018-11-20 23:00:00,-2.54,47
108.4, -3.2, 94.6,94.6,2018-11-21 00:00:00,-3.177,47
104.5, -3.8, 94.4,94.4,2018-11-21 01:00:00,-3.814,47
103.7, -4.5, 93.8,93.8,2018-11-21 02:00:00,-4.539,47
108.5, -5.1, 93.4,93.4,2018-11-21 03:00:00,-5.075,47
97.5, -5.5, 92.9,92.9,2018-11-21 04:00:00,-5.528,47
89.5, -5.1, 92.8,92.8,2018-11-21 05:00:00,-5.142,47
90.4, -4.5, 93.0,93.0,2018-11-21 06:00:00,-4.504,47
87.5, -4.1, 93.2,93.2,2018-11-21 07:00:00,-4.073,47
97.6, -3.4, 93.4,93.4,2018-11-21 08:00:00,-3.427,47
91.5, -3.2, 93.9,93.9,2018-11-21 09:00:00,-3.158,47
103.6, -2.2, 93.2,93.2,2018-11-21 10:00:00,-2.159,47
91.3, -1.0, 91.1,91.1,2018-11-21 11:00:00,-1.041,47
92.5, 0.5, 87.5,87.5,2018-11-21 12:00:00,0.512,47
103.7, 2.6, 78.8,78.84,2018-11-21 13:00:00,2.588,47
141.6, 5.8, 59.7,59.65,2018-11-21 14:00:00,5.795,47
129.0, 5.9, 59.3,59.3,2018-11-21 15:00:00,5.857,47
90.4, 3.4, 76.9,76.9,2018-11-21 16:00:00,3.432,47
305.7, 1.9, 83.6,83.6,2018-11-21 17:00:00,1.876,47
242.1, 3.4, 75.8,75.75,2018-11-21 18:00:00,3.356,47
274.4, 2.7, 75.2,75.18,2018-11-21 19:00:00,2.744,47
271.6, 0.5, 85.3,85.3,2018-11-21 20:00:00,0.456999,47
284.8, -0.7, 88.4,88.4,2018-11-21 21:00:00,-0.657998,47
277.4, -1.8, 91.5,91.5,2018-11-21 22:00:00,-1.814,47
274.3, -2.4, 92.8,92.8,2018-11-21 23:00:00,-2.357,47
98.4, -3.4, 93.8,93.8,2018-11-22 00:00:00,-3.369,47
118.3, -3.3, 94.1,94.1,2018-11-22 01:00:00,-3.299,47
147.5, -3.4, 94.0,94.0,2018-11-22 02:00:00,-3.449,47
112.3, -3.9, 93.9,93.9,2018-11-22 03:00:00,-3.937,47
113.1, -4.7, 93.8,93.8,2018-11-22 04:00:00,-4.739,47
99.2, -5.7, 93.4,93.4,2018-11-22 05:00:00,-5.691,47
114.2, -6.7, 92.5,92.5,2018-11-22 06:00:00,-6.681,47
98.2, -7.7, 91.3,91.3,2018-11-22 07:00:00,-7.713,47
102.7, -8.1, 91.0,91.0,2018-11-22 08:00:00,-8.06,47
99.5, -8.5, 89.7,89.7,2018-11-22 09:00:00,-8.54,47
94.2, -8.4, 89.0,89.0,2018-11-22 10:00:00,-8.39,47
96.4, -6.1, 89.5,89.5,2018-11-22 11:00:00,-6.149,47
99.1, -4.0, 89.4,89.4,2018-11-22 12:00:00,-3.995,47
137.5, -1.0, 83.5,83.5,2018-11-22 13:00:00,-1.017,47
131.8, 0.4, 79.4,79.42,2018-11-22 14:00:00,0.412999,47
106.0, 0.2, 82.0,82.0,2018-11-22 15:00:00,0.224,47
91.3, -1.4, 88.1,88.1,2018-11-22 16:00:00,-1.433,47
95.1, -1.6, 90.1,90.1,2018-11-22 17:00:00,-1.648,47
91.2, -1.1, 88.1,88.1,2018-11-22 18:00:00,-1.095,47
94.7, -1.4, 89.4,89.4,2018-11-22 19:00:00,-1.43,47
103.0, -0.1, 86.5,86.5,2018-11-22 20:00:00,-0.136,47
118.0, 0.9, 83.1,83.1,2018-11-22 21:00:00,0.931999,47
124.0, 1.5, 81.2,81.2,2018-11-22 22:00:00,1.503,47
101.1, 1.7, 82.1,82.1,2018-11-22 23:00:00,1.695,47
116.5, 1.5, 84.1,84.1,2018-11-23 00:00:00,1.509,47
98.7, 0.5, 92.9,92.9,2018-11-23 01:00:00,0.476,47
97.2, 0.3, 95.5,95.5,2018-11-23 02:00:00,0.256,47
104.9, 0.2, 96.2,96.2,2018-11-23 03:00:00,0.165998,47
0.0, 0.2, 96.5,96.5,2018-11-23 04:00:00,0.202,47
0.0, 0.2, 96.6,96.6,2018-11-23 05:00:00,0.236,47
0.0, 0.3, 96.6,96.6,2018-11-23 06:00:00,0.275999,47
0.0, 0.3, 96.4,96.4,2018-11-23 07:00:00,0.264999,47
0.0, 0.3, 96.3,96.3,2018-11-23 08:00:00,0.270999,47
0.0, 0.3, 96.5,96.5,2018-11-23 09:00:00,0.256,47
93.8, 0.2, 96.6,96.6,2018-11-23 10:00:00,0.151998,47
92.0, 0.3, 96.8,96.8,2018-11-23 11:00:00,0.273,47
95.3, 0.4, 96.7,96.7,2018-11-23 12:00:00,0.377,47
106.6, 0.6, 96.6,96.6,2018-11-23 13:00:00,0.619,47
78.4, 1.1, 95.8,95.8,2018-11-23 14:00:00,1.119,47
275.9, 1.1, 95.5,95.5,2018-11-23 15:00:00,1.065,47
90.4, 1.0, 96.0,96.0,2018-11-23 16:00:00,1.033,47
103.2, 0.8, 96.4,96.4,2018-11-23 17:00:00,0.757,47
279.9, 0.5, 96.6,96.6,2018-11-23 18:00:00,0.460999,47
87.7, 0.4, 96.8,96.8,2018-11-23 19:00:00,0.356999,47
81.2, 0.1, 96.9,96.9,2018-11-23 20:00:00,0.142,47
91.8, 0.1, 97.0,97.0,2018-11-23 21:00:00,0.076999,47
126.3, 0.1, 97.2,97.2,2018-11-23 22:00:00,0.054,47
197.9, 0.0, 97.2,97.2,2018-11-23 23:00:00,0.006,47
110.4, -0.1, 97.3,97.3,2018-11-24 00:00:00,-0.093,47
95.8, -0.3, 97.3,97.3,2018-11-24 01:00:00,-0.340999,47
102.2, -0.5, 97.3,97.3,2018-11-24 02:00:00,-0.509998,47
97.1, -0.6, 97.3,97.3,2018-11-24 03:00:00,-0.628,47
110.5, -0.7, 97.2,97.2,2018-11-24 04:00:00,-0.704999,47
97.1, -0.5, 97.1,97.1,2018-11-24 05:00:00,-0.488,47
112.7, -0.6, 96.7,96.7,2018-11-24 06:00:00,-0.649999,47
94.1, -0.7, 96.3,96.3,2018-11-24 07:00:00,-0.704999,47
111.7, -0.9, 96.2,96.2,2018-11-24 08:00:00,-0.859,47
96.2, -0.9, 96.1,96.1,2018-11-24 09:00:00,-0.902998,47
98.9, -0.7, 96.0,96.0,2018-11-24 10:00:00,-0.712,47
108.4, -0.3, 95.9,95.9,2018-11-24 11:00:00,-0.307,47
116.5, 0.5, 95.1,95.1,2018-11-24 12:00:00,0.470999,47
115.6, 1.1, 94.2,94.2,2018-11-24 13:00:00,1.056,47
119.6, 1.0, 94.3,94.3,2018-11-24 14:00:00,1.015,47
266.6, 0.8, 95.2,95.2,2018-11-24 15:00:00,0.805998,47
99.7, 0.5, 95.9,95.9,2018-11-24 16:00:00,0.453999,47
94.5, 0.1, 96.4,96.4,2018-11-24 17:00:00,0.126,47
98.4, 0.1, 96.8,96.8,2018-11-24 18:00:00,0.052999,47
97.6, 0.1, 96.9,96.9,2018-11-24 19:00:00,0.145998,47
109.5, 0.2, 97.1,97.1,2018-11-24 20:00:00,0.193,47
121.9, 0.3, 97.2,97.2,2018-11-24 21:00:00,0.328999,47
138.2, 0.5, 96.1,96.1,2018-11-24 22:00:00,0.476,47
110.4, 0.5, 93.9,93.9,2018-11-24 23:00:00,0.462998,47
90.9, 0.2, 94.7,94.7,2018-11-25 00:00:00,0.224,47
97.9, 0.3, 95.1,95.1,2018-11-25 01:00:00,0.31,47
99.5, 0.3, 95.4,95.4,2018-11-25 02:00:00,0.298,47
116.4, 0.3, 95.5,95.5,2018-11-25 03:00:00,0.3,47
106.6, 0.3, 94.2,94.2,2018-11-25 04:00:00,0.291,47
0.0, 0.1, 94.3,94.3,2018-11-25 05:00:00,0.123998,47
0.0, 0.1, 94.5,94.5,2018-11-25 06:00:00,0.103,47
0.0, 0.1, 93.8,93.8,2018-11-25 07:00:00,0.092,47
0.0, -0.2, 95.2,95.2,2018-11-25 08:00:00,-0.225998,47
0.0, -0.4, 95.7,95.7,2018-11-25 09:00:00,-0.407999,47
93.0, -0.3, 96.1,96.1,2018-11-25 10:00:00,-0.331999,47
99.2, 0.1, 95.9,95.9,2018-11-25 11:00:00,0.082,47
96.3, 0.8, 94.7,94.7,2018-11-25 12:00:00,0.815998,47
82.4, 1.8, 91.3,91.3,2018-11-25 13:00:00,1.795,47
86.2, 1.7, 92.0,92.0,2018-11-25 14:00:00,1.692,47
93.2, 1.7, 90.9,90.9,2018-11-25 15:00:00,1.73,47
129.1, 2.1, 87.7,87.7,2018-11-25 16:00:00,2.112,47
92.9, 1.8, 89.0,89.0,2018-11-25 17:00:00,1.791,47
100.8, 1.9, 88.0,88.0,2018-11-25 18:00:00,1.928,47
110.3, 1.6, 90.1,90.1,2018-11-25 19:00:00,1.634,47
136.7, 1.9, 89.5,89.5,2018-11-25 20:00:00,1.929,47
144.5, 2.2, 88.5,88.5,2018-11-25 21:00:00,2.176,47
137.6, 2.3, 88.7,88.7,2018-11-25 22:00:00,2.251,47
130.1, 2.3, 89.6,89.6,2018-11-25 23:00:00,2.276,47
