pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, 20.5, 20.53, 20.6, 0.0, None, 33.8, -6999.0, None,2021-06-25 00:00:00, None, -6999.0,26
None, 18.7, 18.72, 18.8, 0.0, None, 33.8, -6999.0, None,2021-06-25 01:00:00, None, -6999.0,26
None, 17.3, 17.34, 17.4, 0.0, None, 33.8, -6999.0, None,2021-06-25 02:00:00, None, -6999.0,26
None, 16.6, 16.58, 16.6, 0.0, None, 33.8, -6999.0, None,2021-06-25 03:00:00, None, -6999.0,26
None, 16.0, 15.97, 16.0, 0.0, None, 33.8, -6999.0, None,2021-06-25 04:00:00, None, -6999.0,26
None, 15.3, 15.26, 15.3, 0.0, None, 33.8, -6999.0, None,2021-06-25 05:00:00, None, -6999.0,26
None, 14.9, 14.88, 14.9, 0.0, None, 33.8, -6999.0, None,2021-06-25 06:00:00, None, -6999.0,26
None, 21.9, 21.93, 14.9, 0.0, None, 21.8, -6999.0, None,2021-06-25 07:00:00, None, -6999.0,26
None, 26.1, 26.06, 14.9, 0.0, None, 26.0, -6999.0, None,2021-06-25 08:00:00, None, -6999.0,26
None, 27.3, 27.31, 14.9, 0.5, None, 27.3, -6999.0, None,2021-06-25 09:00:00, None, -6999.0,26
None, 28.8, 28.78, 14.9, 0.5, None, 28.7, -6999.0, None,2021-06-25 10:00:00, None, -6999.0,26
None, 32.3, 32.33, 14.9, 0.0, None, 32.3, -6999.0, None,2021-06-25 11:00:00, None, -6999.0,26
None, 34.7, 34.72, 14.9, 0.8, None, 34.7, -6999.0, None,2021-06-25 12:00:00, None, -6999.0,26
None, 36.7, 36.73, 14.9, 0.2, None, 36.7, -6999.0, None,2021-06-25 13:00:00, None, -6999.0,26
None, 38.4, 38.4, 14.9, 0.0, None, 38.4, -6999.0, None,2021-06-25 14:00:00, None, -6999.0,26
None, 39.5, 39.45, 14.9, -0.7, None, 39.8, -6999.0, None,2021-06-25 15:00:00, None, -6999.0,26
None, 36.3, 36.25, 14.9, -0.8, None, 39.8, -6999.0, None,2021-06-25 16:00:00, None, -6999.0,26
None, 35.3, 35.28, 14.9, 0.4, None, 39.8, -6999.0, None,2021-06-25 17:00:00, None, -6999.0,26
None, 36.1, 36.08, 14.9, 0.0, None, 39.8, -6999.0, None,2021-06-25 18:00:00, None, -6999.0,26
None, 35.3, 35.28, 35.3, -1.0, None, 36.2, -6999.0, None,2021-06-25 19:00:00, None, -6999.0,26
None, 32.5, 32.5, 32.6, -1.0, None, 36.2, -6999.0, None,2021-06-25 20:00:00, None, -6999.0,26
None, 28.5, 28.48, 28.5, 0.0, None, 36.2, -6999.0, None,2021-06-25 21:00:00, None, -6999.0,26
None, 25.4, 25.36, 25.4, 0.0, None, 36.2, -6999.0, None,2021-06-25 22:00:00, None, -6999.0,26
None, 22.9, 22.93, 23.0, 0.0, None, 36.2, -6999.0, None,2021-06-25 23:00:00, None, -6999.0,26
None, 21.3, 21.3, 21.3, 0.8, None, 36.2, -6999.0, None,2021-06-26 00:00:00, None, -6999.0,26
None, 20.0, 20.03, 20.1, 0.2, None, 36.2, -6999.0, None,2021-06-26 01:00:00, None, -6999.0,26
None, 19.1, 19.05, 19.1, 0.0, None, 36.2, -6999.0, None,2021-06-26 02:00:00, None, -6999.0,26
None, 18.1, 18.1, 18.1, 0.0, None, 36.2, -6999.0, None,2021-06-26 03:00:00, None, -6999.0,26
None, 17.4, 17.41, 17.4, 0.0, None, 36.2, -6999.0, None,2021-06-26 04:00:00, None, -6999.0,26
None, 17.5, 17.51, 17.4, 0.0, None, 36.2, -6999.0, None,2021-06-26 05:00:00, None, -6999.0,26
None, 18.4, 18.38, 17.4, 0.0, None, 36.2, -6999.0, None,2021-06-26 06:00:00, None, -6999.0,26
None, 24.5, 24.5, 18.4, 0.0, None, 24.4, -6999.0, None,2021-06-26 07:00:00, None, -6999.0,26
None, 28.3, 28.33, 18.4, 0.0, None, 28.3, -6999.0, None,2021-06-26 08:00:00, None, -6999.0,26
None, 30.2, 30.18, 18.4, 0.0, None, 30.1, -6999.0, None,2021-06-26 09:00:00, None, -6999.0,26
None, 31.0, 31.03, 18.4, 0.5, None, 31.0, -6999.0, None,2021-06-26 10:00:00, None, -6999.0,26
None, 33.2, 33.2, 18.4, 0.3, None, 33.2, -6999.0, None,2021-06-26 11:00:00, None, -6999.0,26
None, 35.5, 35.45, 18.4, 0.3, None, 35.4, -6999.0, None,2021-06-26 12:00:00, None, -6999.0,26
None, 36.5, 36.48, 18.4, 0.4, None, 36.4, -6999.0, None,2021-06-26 13:00:00, None, -6999.0,26
None, 39.5, 39.46, 18.4, 0.6, None, 39.4, -6999.0, None,2021-06-26 14:00:00, None, -6999.0,26
None, 41.8, 41.75, 18.4, 0.0, None, 41.9, -6999.0, None,2021-06-26 15:00:00, None, -6999.0,26
