CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 13.9, 65.52, None, None, None, None, 77.82, 1.0, 4.091, 159.4, 8.0, None, 13.9, 13.5, None, None, 16.3, 66.0, None,2021-06-25 00:00:00, 90.0, 90.3,26
None, 12.69, 69.53, None, None, None, None, 64.88, -1.0, 3.488, 72.68, 7.0, None, 12.7, 12.6, None, None, 16.3, 70.0, None,2021-06-25 01:00:00, 89.0, 88.8,26
None, 13.2, 65.9, None, None, None, None, 39.11, -1.0, 8.27, 36.05, 7.0, None, 13.2, 12.4, None, None, 16.3, 66.0, None,2021-06-25 02:00:00, 88.0, 88.0,26
None, 13.03, 66.66, None, None, None, None, 38.64, 0.0, 8.06, 37.17, 7.0, None, 13.0, 12.4, None, None, 16.3, 67.0, None,2021-06-25 03:00:00, 88.0, 88.0,26
None, 12.9, 67.45, None, None, None, None, 41.36, 0.0, 7.561, 39.21, 7.0, None, 12.9, 12.4, None, None, 16.3, 67.0, None,2021-06-25 04:00:00, 88.0, 87.7,26
None, 12.83, 69.02, None, None, None, None, 48.77, 0.0, 6.258, 51.19, 7.0, None, 12.8, 12.4, None, None, 16.3, 69.0, None,2021-06-25 05:00:00, 88.0, 87.7,26
None, 13.69, 66.14, None, None, None, None, 50.85, -1.0, 5.905, 56.16, 8.0, None, 13.7, 12.1, None, None, 16.3, 66.0, None,2021-06-25 06:00:00, 87.0, 87.1,26
None, 14.02, 66.77, None, None, None, None, 56.23, 1.0, 4.928, 44.39, 8.0, None, 14.0, 13.4, None, None, 14.0, 67.0, None,2021-06-25 07:00:00, 88.0, 87.7,26
None, 14.37, 61.32, None, None, None, None, 45.52, -1.0, 7.253, 33.8, 7.0, None, 14.4, 13.3, None, None, 14.4, 61.0, None,2021-06-25 08:00:00, 87.0, 86.7,26
None, 14.76, 60.16, None, None, None, None, 36.63, -2.0, 9.23, 37.07, 7.0, None, 14.8, 13.3, None, None, 14.9, 60.0, None,2021-06-25 09:00:00, 84.0, 84.3,26
None, 15.62, 55.46, None, None, None, None, 47.88, -1.0, 11.49, 38.25, 7.0, None, 15.6, 13.3, None, None, 16.5, 55.0, None,2021-06-25 10:00:00, 83.0, 83.1,26
None, 16.94, 52.6, None, None, None, None, 44.64, -2.0, 13.12, 33.58, 7.0, None, 16.9, 13.3, None, None, 17.5, 53.0, None,2021-06-25 11:00:00, 82.0, 81.6,26
None, 18.85, 48.62, None, None, None, None, 50.42, 0.0, 11.32, 48.28, 8.0, None, 18.9, 13.3, None, None, 18.8, 49.0, None,2021-06-25 12:00:00, 81.0, 81.4,26
None, 20.81, 45.15, None, None, None, None, 51.13, 1.0, 8.33, 29.36, 8.0, None, 20.8, 13.3, None, None, 20.6, 45.0, None,2021-06-25 13:00:00, 82.0, 82.0,26
None, 20.54, 43.74, None, None, None, None, 50.67, -3.0, 8.76, 34.77, 8.0, None, 20.5, 13.3, None, None, 21.4, 44.0, None,2021-06-25 14:00:00, 79.0, 78.89,26
None, 21.93, 40.19, None, None, None, None, 28.54, 0.0, 11.2, 24.56, 8.0, None, 21.9, 13.3, None, None, 21.9, 40.0, None,2021-06-25 15:00:00, 79.0, 78.55,26
None, 22.65, 38.72, None, None, None, None, 49.18, -2.0, 7.237, 29.85, 8.0, None, 22.7, 13.3, None, None, 23.7, 39.0, None,2021-06-25 16:00:00, 76.0, 76.09,26
None, 23.73, 36.87, None, None, None, None, 43.51, 4.0, 6.87, 34.88, 8.0, None, 23.7, 13.3, None, None, 23.7, 37.0, None,2021-06-25 17:00:00, 80.0, 79.58,26
None, 24.03, 35.58, None, None, None, None, 66.3, -3.0, 4.485, 15.56, 8.0, None, 24.0, 13.3, None, None, 24.2, 36.0, None,2021-06-25 18:00:00, 77.0, 76.59,26
None, 23.45, 34.99, None, None, None, None, 73.73, 1.0, 7.106, 29.31, 7.0, None, 23.5, 23.0, None, None, 24.1, 35.0, None,2021-06-25 19:00:00, 77.0, 77.24,26
None, 23.13, 34.41, None, None, None, None, 66.08, -3.0, 7.022, 45.49, 7.0, None, 23.1, 22.8, None, None, 24.1, 34.0, None,2021-06-25 20:00:00, 74.0, 74.29,26
None, 21.09, 40.97, None, None, None, None, 46.16, 3.0, 5.256, 16.15, 7.0, None, 21.1, 21.2, None, None, 24.1, 41.0, None,2021-06-25 21:00:00, 76.0, 76.46,26
