station_observations
TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
0.8, 9.32, 69.4, 69.44, 2019-01-01 00:00:00, 0.831
0.8, 4.015, 67.1, 67.08, 2019-01-01 01:00:00, 0.841
0.8, 3.072, 67.1, 67.14, 2019-01-01 02:00:00, 0.765
0.4, 1.839, 68.8, 68.82, 2019-01-01 03:00:00, 0.36
0.5, 3.559, 69.4, 69.41, 2019-01-01 04:00:00, 0.54
0.7, 4.914, 70.6, 70.56, 2019-01-01 05:00:00, 0.691
1.0, 5.075, 70.2, 70.15, 2019-01-01 06:00:00, 1.015
0.9, 5.326, 71.7, 71.7, 2019-01-01 07:00:00, 0.931
1.1, 3.692, 72.2, 72.15, 2019-01-01 08:00:00, 1.137
1.5, 4.39, 71.9, 71.89, 2019-01-01 09:00:00, 1.534
2.4, 4.483, 70.2, 70.19, 2019-01-01 10:00:00, 2.393
3.0, 3.413, 68.6, 68.62, 2019-01-01 11:00:00, 3.03
3.7, 1.551, 65.4, 65.4, 2019-01-01 12:00:00, 3.702
4.0, 2.572, 65.0, 64.99, 2019-01-01 13:00:00, 3.952
3.8, 2.925, 67.3, 67.25, 2019-01-01 14:00:00, 3.766
3.6, 4.618, 69.1, 69.12, 2019-01-01 15:00:00, 3.643
3.9, 4.073, 68.7, 68.65, 2019-01-01 16:00:00, 3.905
4.3, 6.037, 68.0, 68.01, 2019-01-01 17:00:00, 4.349
4.8, 5.742, 67.0, 67.0, 2019-01-01 18:00:00, 4.783
5.1, 4.627, 67.4, 67.35, 2019-01-01 19:00:00, 5.077
4.8, 3.738, 69.0, 69.02, 2019-01-01 20:00:00, 4.821
4.9, 4.39, 70.1, 70.05, 2019-01-01 21:00:00, 4.909
5.7, 3.97, 68.7, 68.66, 2019-01-01 22:00:00, 5.664
6.2, 3.533, 66.9, 66.91, 2019-01-01 23:00:00, 6.245
6.8, 4.281, 64.8, 64.83, 2019-01-02 00:00:00, 6.833
7.7, 5.507, 61.0, 61.02, 2019-01-02 01:00:00, 7.689
8.1, 8.66, 59.7, 59.71, 2019-01-02 02:00:00, 8.14
7.9, 9.75, 61.4, 61.39, 2019-01-02 03:00:00, 7.899
7.4, 8.75, 62.2, 62.21, 2019-01-02 04:00:00, 7.415
6.8, 9.38, 64.8, 64.76, 2019-01-02 05:00:00, 6.786
6.2, 10.93, 67.8, 67.81, 2019-01-02 06:00:00, 6.229
5.8, 7.712, 69.9, 69.85, 2019-01-02 07:00:00, 5.758
5.5, 5.703, 70.9, 70.86, 2019-01-02 08:00:00, 5.478
5.1, 4.859, 72.7, 72.67, 2019-01-02 09:00:00, 5.109
5.4, 4.644, 70.1, 70.12, 2019-01-02 10:00:00, 5.415
5.8, 7.342, 66.8, 66.82, 2019-01-02 11:00:00, 5.832
6.1, 8.22, 64.7, 64.7, 2019-01-02 12:00:00, 6.139
6.6, 7.195, 61.1, 61.09, 2019-01-02 13:00:00, 6.574
6.3, 6.037, 60.4, 60.38, 2019-01-02 14:00:00, 6.292
5.9, 5.219, 61.4, 61.36, 2019-01-02 15:00:00, 5.862
5.2, 5.17, 62.9, 62.9, 2019-01-02 16:00:00, 5.227
4.6, 4.835, 61.7, 61.66, 2019-01-02 17:00:00, 4.593
4.6, 5.527, 56.7, 56.69, 2019-01-02 18:00:00, 4.597
3.5, 4.597, 60.5, 60.49, 2019-01-02 19:00:00, 3.471
2.8, 5.41, 59.5, 59.49, 2019-01-02 20:00:00, 2.822
1.9, 4.714, 61.7, 61.65, 2019-01-02 21:00:00, 1.866
1.2, 4.401, 57.7, 57.73, 2019-01-02 22:00:00, 1.2
0.7, 4.902, 53.0, 52.96, 2019-01-02 23:00:00, 0.748
0.5, 5.188, 53.0, 53.04, 2019-01-03 00:00:00, 0.46
-0.4, 2.722, 57.9, 57.87, 2019-01-03 01:00:00, -0.369
-0.4, 3.059, 57.4, 57.4, 2019-01-03 02:00:00, -0.442
-0.8, 3.702, 57.8, 57.82, 2019-01-03 03:00:00, -0.752
-1.8, 2.33, 62.2, 62.24, 2019-01-03 04:00:00, -1.785
-2.4, 2.06, 64.5, 64.47, 2019-01-03 05:00:00, -2.382
-1.6, 3.303, 57.3, 57.34, 2019-01-03 06:00:00, -1.617
-2.6, 3.458, 61.4, 61.39, 2019-01-03 07:00:00, -2.591
-2.9, 3.55, 61.9, 61.9, 2019-01-03 08:00:00, -2.915
-3.6, 2.639, 63.7, 63.72, 2019-01-03 09:00:00, -3.579
-5.3, 1.517, 70.7, 70.69, 2019-01-03 10:00:00, -5.327
-5.0, 1.768, 70.3, 70.3, 2019-01-03 11:00:00, -5.026
-5.3, 2.023, 71.7, 71.7, 2019-01-03 12:00:00, -5.251
-5.2, 1.153, 72.6, 72.56, 2019-01-03 13:00:00, -5.243
-5.5, 1.145, 74.7, 74.71, 2019-01-03 14:00:00, -5.537
-6.3, 0.399, 79.9, 79.9, 2019-01-03 15:00:00, -6.284
-6.9, 0.319, 83.0, 83.0, 2019-01-03 16:00:00, -6.931
-7.6, 0.339, 82.1, 82.1, 2019-01-03 17:00:00, -7.61
-8.5, 0.922, 83.3, 83.3, 2019-01-03 18:00:00, -8.52
-9.3, 1.484, 83.2, 83.2, 2019-01-03 19:00:00, -9.25
-10.2, 0.308, 86.9, 86.9, 2019-01-03 20:00:00, -10.19
-9.7, 1.071, 85.0, 85.0, 2019-01-03 21:00:00, -9.67
-9.6, 1.068, 81.8, 81.8, 2019-01-03 22:00:00, -9.61
-9.7, 1.118, 84.0, 84.0, 2019-01-03 23:00:00, -9.7
-9.8, 0.966, 88.0, 88.0, 2019-01-04 00:00:00, -9.81
-9.8, 2.408, 85.1, 85.1, 2019-01-04 01:00:00, -9.83
-9.8, 0.669, 85.8, 85.8, 2019-01-04 02:00:00, -9.81
-10.0, 0.414, 89.6, 89.6, 2019-01-04 03:00:00, -10.0
-9.5, 0.89, 88.0, 88.0, 2019-01-04 04:00:00, -9.47
-9.3, 1.332, 86.9, 86.9, 2019-01-04 05:00:00, -9.32
-9.7, 1.336, 90.1, 90.1, 2019-01-04 06:00:00, -9.66
-9.7, 1.087, 91.5, 91.5, 2019-01-04 07:00:00, -9.68
-9.4, 0.967, 91.3, 91.3, 2019-01-04 08:00:00, -9.41
-9.5, 1.336, 91.8, 91.8, 2019-01-04 09:00:00, -9.46
-9.4, 1.547, 91.8, 91.8, 2019-01-04 10:00:00, -9.42
-8.8, 1.197, 91.5, 91.5, 2019-01-04 11:00:00, -8.84
-8.3, 0.916, 89.3, 89.3, 2019-01-04 12:00:00, -8.31
-8.2, 1.183, 90.2, 90.2, 2019-01-04 13:00:00, -8.23
-8.0, 0.843, 91.5, 91.5, 2019-01-04 14:00:00, -8.01
-7.5, 0.425, 89.4, 89.4, 2019-01-04 15:00:00, -7.488
-8.0, 1.011, 92.6, 92.6, 2019-01-04 16:00:00, -7.991
-8.5, 1.081, 88.0, 88.0, 2019-01-04 17:00:00, -8.53
-8.8, 1.434, 87.1, 87.1, 2019-01-04 18:00:00, -8.84
-8.7, 1.029, 86.1, 86.1, 2019-01-04 19:00:00, -8.72
-8.5, 1.35, 86.0, 86.0, 2019-01-04 20:00:00, -8.53
-8.5, 1.626, 86.9, 86.9, 2019-01-04 21:00:00, -8.47
-8.4, 1.637, 87.8, 87.8, 2019-01-04 22:00:00, -8.37
-8.7, 2.414, 90.6, 90.6, 2019-01-04 23:00:00, -8.72
-8.9, 2.919, 93.9, 93.9, 2019-01-05 00:00:00, -8.86
-8.6, 4.048, 93.1, 93.1, 2019-01-05 01:00:00, -8.63
-8.6, 3.954, 90.7, 90.7, 2019-01-05 02:00:00, -8.59
-9.0, 3.365, 89.8, 89.8, 2019-01-05 03:00:00, -8.97
-9.3, 3.566, 89.1, 89.1, 2019-01-05 04:00:00, -9.29
-9.3, 3.479, 88.8, 88.8, 2019-01-05 05:00:00, -9.32
-9.4, 3.867, 90.7, 90.7, 2019-01-05 06:00:00, -9.39
-9.5, 3.407, 90.3, 90.3, 2019-01-05 07:00:00, -9.46
-9.8, 4.259, 90.3, 90.3, 2019-01-05 08:00:00, -9.83
-9.7, 4.032, 91.4, 91.4, 2019-01-05 09:00:00, -9.71
-9.4, 4.571, 90.6, 90.6, 2019-01-05 10:00:00, -9.45
-9.3, 4.764, 89.5, 89.5, 2019-01-05 11:00:00, -9.25
-8.9, 5.489, 88.0, 88.0, 2019-01-05 12:00:00, -8.93
-8.4, 4.597, 85.6, 85.6, 2019-01-05 13:00:00, -8.37
-8.2, 3.809, 85.5, 85.5, 2019-01-05 14:00:00, -8.22
-8.5, 3.675, 87.0, 87.0, 2019-01-05 15:00:00, -8.53
-8.4, 3.82, 88.6, 88.6, 2019-01-05 16:00:00, -8.43
-8.1, 3.246, 89.4, 89.4, 2019-01-05 17:00:00, -8.15
-7.9, 2.121, 89.3, 89.3, 2019-01-05 18:00:00, -7.89
-7.7, 3.23, 88.2, 88.2, 2019-01-05 19:00:00, -7.708
-7.3, 2.765, 87.7, 87.7, 2019-01-05 20:00:00, -7.297
-7.2, 3.829, 87.1, 87.1, 2019-01-05 21:00:00, -7.201
-7.2, 3.298, 84.8, 84.8, 2019-01-05 22:00:00, -7.21
-7.5, 2.752, 85.6, 85.6, 2019-01-05 23:00:00, -7.523
-8.7, 3.233, 83.5, 83.5, 2019-01-06 00:00:00, -8.73
-9.6, 3.381, 83.4, 83.4, 2019-01-06 01:00:00, -9.6
-10.4, 3.363, 83.6, 83.6, 2019-01-06 02:00:00, -10.38
-11.0, 3.001, 82.6, 82.6, 2019-01-06 03:00:00, -11.01
-11.6, 3.036, 80.4, 80.4, 2019-01-06 04:00:00, -11.59
-12.0, 3.44, 82.1, 82.1, 2019-01-06 05:00:00, -11.96
-12.0, 3.347, 82.8, 82.8, 2019-01-06 06:00:00, -12.03
-12.2, 4.201, 81.4, 81.4, 2019-01-06 07:00:00, -12.22
-12.6, 3.419, 81.3, 81.3, 2019-01-06 08:00:00, -12.6
-12.8, 3.175, 81.7, 81.7, 2019-01-06 09:00:00, -12.82
-13.0, 3.819, 81.5, 81.5, 2019-01-06 10:00:00, -12.98
-13.4, 3.955, 77.7, 77.7, 2019-01-06 11:00:00, -13.35
-13.6, 3.776, 72.6, 72.55, 2019-01-06 12:00:00, -13.61
-14.2, 3.615, 71.3, 71.33, 2019-01-06 13:00:00, -14.2
-14.7, 3.862, 68.2, 68.23, 2019-01-06 14:00:00, -14.65
-14.9, 3.398, 69.8, 69.78, 2019-01-06 15:00:00, -14.89
-15.2, 3.037, 70.8, 70.8, 2019-01-06 16:00:00, -15.15
-15.4, 3.733, 72.5, 72.46, 2019-01-06 17:00:00, -15.43
-15.6, 3.888, 73.9, 73.93, 2019-01-06 18:00:00, -15.63
-16.0, 3.257, 77.6, 77.57, 2019-01-06 19:00:00, -15.95
-16.4, 3.272, 77.1, 77.06, 2019-01-06 20:00:00, -16.37
-16.5, 3.743, 74.0, 73.96, 2019-01-06 21:00:00, -16.51
-16.9, 3.317, 72.9, 72.89, 2019-01-06 22:00:00, -16.92
-17.5, 3.341, 70.4, 70.41, 2019-01-06 23:00:00, -17.45
-17.4, 3.847, 70.3, 70.27, 2019-01-07 00:00:00, -17.37
-17.6, 3.153, 73.2, 73.2, 2019-01-07 01:00:00, -17.59
-17.8, 3.357, 74.5, 74.45, 2019-01-07 02:00:00, -17.81
-18.1, 3.016, 74.1, 74.06, 2019-01-07 03:00:00, -18.12
-18.4, 3.343, 70.2, 70.21, 2019-01-07 04:00:00, -18.35
-18.7, 3.164, 64.9, 64.93, 2019-01-07 05:00:00, -18.68
-19.0, 2.038, 67.3, 67.28, 2019-01-07 06:00:00, -18.98
-19.0, 2.686, 68.0, 67.99, 2019-01-07 07:00:00, -19.01
-19.6, 2.685, 69.5, 69.51, 2019-01-07 08:00:00, -19.64
-20.1, 2.802, 69.0, 69.0, 2019-01-07 09:00:00, -20.08
-20.3, 2.87, 73.9, 73.91, 2019-01-07 10:00:00, -20.32
-19.6, 3.153, 68.3, 68.3, 2019-01-07 11:00:00, -19.64
-19.3, 2.083, 66.0, 66.03, 2019-01-07 12:00:00, -19.32
-19.1, 2.37, 61.9, 61.9, 2019-01-07 13:00:00, -19.09
-19.0, 2.671, 61.2, 61.19, 2019-01-07 14:00:00, -18.98
-19.6, 1.333, 63.9, 63.89, 2019-01-07 15:00:00, -19.56
-19.6, 1.365, 67.0, 66.96, 2019-01-07 16:00:00, -19.59
-19.5, 1.442, 67.7, 67.65, 2019-01-07 17:00:00, -19.48
-19.4, 1.411, 69.7, 69.7, 2019-01-07 18:00:00, -19.39
-19.7, 1.321, 71.8, 71.76, 2019-01-07 19:00:00, -19.71
-20.1, 1.428, 70.5, 70.52, 2019-01-07 20:00:00, -20.05
-21.7, 1.573, 71.5, 71.51, 2019-01-07 21:00:00, -21.7
-22.4, 1.781, 74.0, 73.99, 2019-01-07 22:00:00, -22.37
-22.9, 0.817, 77.6, 77.64, 2019-01-07 23:00:00, -22.9
-23.7, 0.821, 84.1, 84.1, 2019-01-08 00:00:00, -23.73
-24.5, 0.882, 83.2, 83.2, 2019-01-08 01:00:00, -24.47
-25.3, 1.148, 81.6, 81.6, 2019-01-08 02:00:00, -25.27
-25.5, 0.926, 80.0, 80.0, 2019-01-08 03:00:00, -25.47
-26.1, 1.276, 78.9, 78.92, 2019-01-08 04:00:00, -26.05
-26.6, 1.188, 78.5, 78.48, 2019-01-08 05:00:00, -26.64
-26.4, 1.086, 78.6, 78.56, 2019-01-08 06:00:00, -26.37
-26.7, 0.389, 78.2, 78.18, 2019-01-08 07:00:00, -26.67
-26.9, 0.413, 78.0, 78.04, 2019-01-08 08:00:00, -26.85
-26.4, 1.107, 78.5, 78.48, 2019-01-08 09:00:00, -26.37
-25.3, 0.909, 79.4, 79.42, 2019-01-08 10:00:00, -25.33
-23.6, 0.842, 80.2, 80.2, 2019-01-08 11:00:00, -23.56
-23.6, 1.459, 80.5, 80.5, 2019-01-08 12:00:00, -23.64
-23.0, 1.745, 81.4, 81.4, 2019-01-08 13:00:00, -23.0
-22.3, 2.28, 82.1, 82.1, 2019-01-08 14:00:00, -22.28
-22.1, 2.204, 82.5, 82.5, 2019-01-08 15:00:00, -22.09
-22.1, 2.35, 82.5, 82.5, 2019-01-08 16:00:00, -22.1
-22.1, 2.528, 82.7, 82.7, 2019-01-08 17:00:00, -22.07
-22.1, 2.179, 82.5, 82.5, 2019-01-08 18:00:00, -22.14
-22.1, 1.9, 82.6, 82.6, 2019-01-08 19:00:00, -22.14
-22.2, 1.507, 82.5, 82.5, 2019-01-08 20:00:00, -22.21
-21.9, 0.252, 82.9, 82.9, 2019-01-08 21:00:00, -21.88
-21.5, 0.329, 83.3, 83.3, 2019-01-08 22:00:00, -21.5
-21.3, 0.797, 83.4, 83.4, 2019-01-08 23:00:00, -21.31
-21.9, 2.36, 82.6, 82.6, 2019-01-09 00:00:00, -21.86
-22.0, 2.202, 82.9, 82.9, 2019-01-09 01:00:00, -21.95
-21.1, 2.192, 83.8, 83.8, 2019-01-09 02:00:00, -21.09
-20.4, 2.198, 84.2, 84.2, 2019-01-09 03:00:00, -20.42
-20.0, 1.841, 84.6, 84.6, 2019-01-09 04:00:00, -20.01
-19.6, 0.949, 85.0, 85.0, 2019-01-09 05:00:00, -19.56
-19.2, 0.663, 85.3, 85.3, 2019-01-09 06:00:00, -19.17
-19.1, 0.777, 85.4, 85.4, 2019-01-09 07:00:00, -19.05
-18.8, 0.827, 85.7, 85.7, 2019-01-09 08:00:00, -18.79
-18.6, 0.37, 85.8, 85.8, 2019-01-09 09:00:00, -18.62
-18.3, 0.176, 86.2, 86.2, 2019-01-09 10:00:00, -18.27
-18.0, 0.854, 86.2, 86.2, 2019-01-09 11:00:00, -17.99
-17.4, 0.984, 86.5, 86.5, 2019-01-09 12:00:00, -17.4
-17.0, 0.329, 87.0, 87.0, 2019-01-09 13:00:00, -17.02
-16.8, 0.286, 87.3, 87.3, 2019-01-09 14:00:00, -16.75
-16.6, 0.776, 87.6, 87.6, 2019-01-09 15:00:00, -16.63
-16.6, 0.324, 87.7, 87.7, 2019-01-09 16:00:00, -16.6
-16.6, 0.857, 87.6, 87.6, 2019-01-09 17:00:00, -16.63
-16.7, 1.588, 87.7, 87.7, 2019-01-09 18:00:00, -16.66
-16.6, 1.313, 87.7, 87.7, 2019-01-09 19:00:00, -16.58
-16.5, 1.128, 87.8, 87.8, 2019-01-09 20:00:00, -16.45
-16.3, 1.648, 88.0, 88.0, 2019-01-09 21:00:00, -16.28
-16.4, 2.397, 87.9, 87.9, 2019-01-09 22:00:00, -16.37
-16.3, 2.782, 88.0, 88.0, 2019-01-09 23:00:00, -16.32
-16.2, 2.827, 87.6, 87.6, 2019-01-10 00:00:00, -16.19
-16.1, 2.897, 86.7, 86.7, 2019-01-10 01:00:00, -16.08
-16.1, 3.307, 86.6, 86.6, 2019-01-10 02:00:00, -16.14
-16.1, 3.463, 85.2, 85.2, 2019-01-10 03:00:00, -16.06
-16.0, 3.433, 83.8, 83.8, 2019-01-10 04:00:00, -16.03
-16.1, 3.397, 84.9, 84.9, 2019-01-10 05:00:00, -16.14
-16.1, 3.713, 85.4, 85.4, 2019-01-10 06:00:00, -16.1
-15.9, 3.567, 86.1, 86.1, 2019-01-10 07:00:00, -15.94
-15.7, 4.061, 84.3, 84.3, 2019-01-10 08:00:00, -15.73
-15.7, 5.027, 83.4, 83.4, 2019-01-10 09:00:00, -15.67
-15.7, 4.991, 82.6, 82.6, 2019-01-10 10:00:00, -15.67
-15.3, 4.597, 81.3, 81.3, 2019-01-10 11:00:00, -15.32
-14.8, 4.137, 79.4, 79.39, 2019-01-10 12:00:00, -14.77
-14.4, 3.836, 77.8, 77.82, 2019-01-10 13:00:00, -14.37
-14.0, 4.213, 75.4, 75.39, 2019-01-10 14:00:00, -13.96
-13.6, 3.129, 73.7, 73.73, 2019-01-10 15:00:00, -13.58
-14.2, 2.795, 75.7, 75.7, 2019-01-10 16:00:00, -14.2
-15.0, 1.914, 78.3, 78.26, 2019-01-10 17:00:00, -14.98
-15.4, 2.034, 79.0, 79.0, 2019-01-10 18:00:00, -15.42
-15.6, 2.059, 80.4, 80.4, 2019-01-10 19:00:00, -15.55
-15.3, 1.887, 81.6, 81.6, 2019-01-10 20:00:00, -15.34
-15.0, 1.83, 82.3, 82.3, 2019-01-10 21:00:00, -14.95
-15.0, 2.043, 82.9, 82.9, 2019-01-10 22:00:00, -14.96
-15.4, 2.128, 87.4, 87.4, 2019-01-10 23:00:00, -15.42
-14.7, 3.07, 87.0, 87.0, 2019-01-11 00:00:00, -14.67
-14.1, 2.989, 85.8, 85.8, 2019-01-11 01:00:00, -14.05
-13.5, 2.973, 86.3, 86.3, 2019-01-11 02:00:00, -13.5
-13.2, 3.155, 86.5, 86.5, 2019-01-11 03:00:00, -13.16
-13.0, 3.813, 86.6, 86.6, 2019-01-11 04:00:00, -12.96
-12.8, 3.696, 87.6, 87.6, 2019-01-11 05:00:00, -12.84
-12.6, 3.403, 88.2, 88.2, 2019-01-11 06:00:00, -12.56
-12.1, 3.139, 88.3, 88.3, 2019-01-11 07:00:00, -12.13
-11.7, 3.357, 88.3, 88.3, 2019-01-11 08:00:00, -11.73
-11.2, 3.482, 88.1, 88.1, 2019-01-11 09:00:00, -11.23
-10.7, 3.612, 87.7, 87.7, 2019-01-11 10:00:00, -10.71
-10.2, 3.635, 87.1, 87.1, 2019-01-11 11:00:00, -10.23
-9.7, 3.663, 86.6, 86.6, 2019-01-11 12:00:00, -9.73
-9.2, 3.142, 85.8, 85.8, 2019-01-11 13:00:00, -9.17
-8.6, 3.434, 84.5, 84.5, 2019-01-11 14:00:00, -8.55
-8.2, 3.07, 84.4, 84.4, 2019-01-11 15:00:00, -8.17
-8.3, 2.964, 85.9, 85.9, 2019-01-11 16:00:00, -8.3
-8.5, 2.586, 87.8, 87.8, 2019-01-11 17:00:00, -8.52
-8.6, 3.213, 88.9, 88.9, 2019-01-11 18:00:00, -8.55
-8.4, 3.122, 89.2, 89.2, 2019-01-11 19:00:00, -8.4
-8.4, 2.303, 91.0, 91.0, 2019-01-11 20:00:00, -8.43
-8.2, 2.04, 91.8, 91.8, 2019-01-11 21:00:00, -8.2
-8.3, 2.291, 92.0, 92.0, 2019-01-11 22:00:00, -8.28
-8.0, 2.438, 92.2, 92.2, 2019-01-11 23:00:00, -8.02
-8.1, 2.748, 92.0, 92.0, 2019-01-12 00:00:00, -8.09
-8.0, 1.896, 92.3, 92.3, 2019-01-12 01:00:00, -7.961
-8.4, 2.569, 92.9, 92.9, 2019-01-12 02:00:00, -8.45
-7.8, 2.844, 92.7, 92.7, 2019-01-12 03:00:00, -7.809
-7.9, 2.776, 92.8, 92.8, 2019-01-12 04:00:00, -7.876
-6.5, 2.246, 93.4, 93.4, 2019-01-12 05:00:00, -6.511
-5.9, 1.018, 93.8, 93.8, 2019-01-12 06:00:00, -5.883
-4.9, 0.85, 93.0, 93.0, 2019-01-12 07:00:00, -4.886
-3.2, 0.474, 93.4, 93.4, 2019-01-12 08:00:00, -3.213
-3.1, 0.953, 90.2, 90.2, 2019-01-12 09:00:00, -3.118
-3.8, 0.599, 89.7, 89.7, 2019-01-12 10:00:00, -3.813
-4.2, 0.793, 87.3, 87.3, 2019-01-12 11:00:00, -4.162
-5.3, 1.766, 88.9, 88.9, 2019-01-12 12:00:00, -5.35
-3.6, 1.82, 87.7, 87.7, 2019-01-12 13:00:00, -3.592
-3.4, 2.171, 87.1, 87.1, 2019-01-12 14:00:00, -3.382
-3.3, 0.99, 91.7, 91.7, 2019-01-12 15:00:00, -3.283
-3.6, 0.849, 95.9, 95.9, 2019-01-12 16:00:00, -3.621
-3.8, 0.875, 95.6, 95.6, 2019-01-12 17:00:00, -3.843
-3.2, 1.509, 95.1, 95.1, 2019-01-12 18:00:00, -3.179
-4.4, 1.579, 92.7, 92.7, 2019-01-12 19:00:00, -4.388
-3.4, 1.089, 94.4, 94.4, 2019-01-12 20:00:00, -3.389
-5.0, 0.732, 94.6, 94.6, 2019-01-12 21:00:00, -5.005
-4.9, 1.615, 96.4, 96.4, 2019-01-12 22:00:00, -4.945
-4.8, 1.795, 95.6, 95.6, 2019-01-12 23:00:00, -4.833
-5.3, 2.048, 96.3, 96.3, 2019-01-13 00:00:00, -5.299
-4.6, 1.45, 97.2, 97.2, 2019-01-13 01:00:00, -4.606
-3.6, 1.447, 96.1, 96.1, 2019-01-13 02:00:00, -3.593
-3.7, 1.564, 96.4, 96.4, 2019-01-13 03:00:00, -3.713
-3.6, 1.66, 96.8, 96.8, 2019-01-13 04:00:00, -3.607
-3.3, 1.796, 97.1, 97.1, 2019-01-13 05:00:00, -3.302
-2.8, 1.916, 97.3, 97.3, 2019-01-13 06:00:00, -2.828
-3.1, 1.957, 98.0, 98.0, 2019-01-13 07:00:00, -3.146
-3.4, 1.904, 98.3, 98.3, 2019-01-13 08:00:00, -3.422
-3.4, 1.73, 98.4, 98.4, 2019-01-13 09:00:00, -3.42
-3.3, 1.785, 97.7, 97.7, 2019-01-13 10:00:00, -3.251
-2.2, 1.415, 95.4, 95.4, 2019-01-13 11:00:00, -2.204
-1.1, 1.345, 94.1, 94.1, 2019-01-13 12:00:00, -1.116
-0.8, 1.065, 93.9, 93.9, 2019-01-13 13:00:00, -0.808
-0.9, 1.357, 92.9, 92.9, 2019-01-13 14:00:00, -0.896
-1.4, 1.832, 94.9, 94.9, 2019-01-13 15:00:00, -1.423
-1.8, 2.051, 97.3, 97.3, 2019-01-13 16:00:00, -1.847
-2.2, 2.116, 98.4, 98.4, 2019-01-13 17:00:00, -2.227
-2.4, 1.84, 99.6, 99.6, 2019-01-13 18:00:00, -2.385
-2.3, 2.177, 100.0, 100.0, 2019-01-13 19:00:00, -2.271
-2.7, 2.311, 100.1, 100.0, 2019-01-13 20:00:00, -2.725
-2.9, 1.785, 99.9, 99.9, 2019-01-13 21:00:00, -2.941
-3.1, 1.42, 99.7, 99.7, 2019-01-13 22:00:00, -3.114
-3.3, 0.881, 99.4, 99.4, 2019-01-13 23:00:00, -3.304
-3.6, 0.376, 99.1, 99.1, 2019-01-14 00:00:00, -3.639
-3.8, 0.458, 98.9, 98.9, 2019-01-14 01:00:00, -3.815
-3.4, 1.641, 99.0, 99.0, 2019-01-14 02:00:00, -3.366
-2.0, 2.556, 98.6, 98.6, 2019-01-14 03:00:00, -2.033
-0.2, 1.982, 96.5, 96.5, 2019-01-14 04:00:00, -0.202
0.4, 1.881, 92.9, 92.9, 2019-01-14 05:00:00, 0.385
-0.1, 3.509, 92.3, 92.3, 2019-01-14 06:00:00, -0.107
1.2, 3.145, 85.2, 85.2, 2019-01-14 07:00:00, 1.2
1.2, 3.245, 84.4, 84.4, 2019-01-14 08:00:00, 1.217
1.2, 3.763, 83.2, 83.2, 2019-01-14 09:00:00, 1.215
1.0, 3.02, 83.1, 83.1, 2019-01-14 10:00:00, 1.007
-0.6, 1.806, 90.4, 90.4, 2019-01-14 11:00:00, -0.607
