station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time, avg_air_temp_pst1hr
178.3, -4.8, 2.905, None, 2019-01-01 00:00:00, -4.75
171.0, -4.6, 2.48, None, 2019-01-01 01:00:00, -4.6
170.3, -4.4, 2.512, None, 2019-01-01 02:00:00, -4.432
174.4, -4.4, 2.92, None, 2019-01-01 03:00:00, -4.377
187.7, -4.2, 3.565, None, 2019-01-01 04:00:00, -4.228
192.8, -4.0, 3.865, None, 2019-01-01 05:00:00, -3.991
176.3, -4.0, 2.644, None, 2019-01-01 06:00:00, -3.957
181.6, -3.7, 3.349, None, 2019-01-01 07:00:00, -3.723
183.2, -3.6, 3.208, None, 2019-01-01 08:00:00, -3.625
190.3, -3.5, 3.615, None, 2019-01-01 09:00:00, -3.459
189.3, -3.3, 4.279, None, 2019-01-01 10:00:00, -3.333
183.8, -3.1, 3.234, None, 2019-01-01 11:00:00, -3.108
182.4, -2.7, 2.702, None, 2019-01-01 12:00:00, -2.723
178.9, -2.4, 3.79, None, 2019-01-01 13:00:00, -2.394
174.9, -1.9, 2.938, None, 2019-01-01 14:00:00, -1.942
186.1, -1.7, 3.392, None, 2019-01-01 15:00:00, -1.669
181.5, -1.8, 3.03, None, 2019-01-01 16:00:00, -1.831
185.0, -1.5, 2.822, None, 2019-01-01 17:00:00, -1.45
171.2, -1.3, 2.915, None, 2019-01-01 18:00:00, -1.32
182.0, -1.3, 3.654, None, 2019-01-01 19:00:00, -1.3
188.7, -1.0, 4.087, None, 2019-01-01 20:00:00, -0.975
186.7, -0.8, 3.525, None, 2019-01-01 21:00:00, -0.828
184.1, -0.6, 4.62, None, 2019-01-01 22:00:00, -0.55
184.2, -0.4, 5.791, None, 2019-01-01 23:00:00, -0.421999
186.7, -0.2, 6.452, None, 2019-01-02 00:00:00, -0.190999
182.4, -0.2, 6.458, None, 2019-01-02 01:00:00, -0.187
191.4, -0.1, 5.838, None, 2019-01-02 02:00:00, -0.057998
199.7, 0.3, 5.571, None, 2019-01-02 03:00:00, 0.268999
203.9, 0.2, 6.167, None, 2019-01-02 04:00:00, 0.174998
203.3, 0.1, 6.299, None, 2019-01-02 05:00:00, 0.133
193.7, 0.3, 6.584, None, 2019-01-02 06:00:00, 0.27
197.0, 0.2, 6.697, None, 2019-01-02 07:00:00, 0.171
190.6, -0.2, 6.065, None, 2019-01-02 08:00:00, -0.158
197.7, 0.0, 6.411, None, 2019-01-02 09:00:00, 0.027
206.2, 0.4, 6.663, None, 2019-01-02 10:00:00, 0.374
209.5, 0.6, 5.627, None, 2019-01-02 11:00:00, 0.617999
208.3, 0.9, 4.712, None, 2019-01-02 12:00:00, 0.896
208.5, 1.1, 4.773, None, 2019-01-02 13:00:00, 1.094
197.8, 0.6, 4.04, None, 2019-01-02 14:00:00, 0.621999
194.4, 0.0, 4.106, None, 2019-01-02 15:00:00, -0.028
196.0, -0.1, 3.726, None, 2019-01-02 16:00:00, -0.082998
196.0, -0.1, 3.85, None, 2019-01-02 17:00:00, -0.093
195.8, 0.0, 3.572, None, 2019-01-02 18:00:00, 0.017
190.2, 0.0, 3.058, None, 2019-01-02 19:00:00, 0.048999
192.8, 0.0, 2.87, None, 2019-01-02 20:00:00, 0.014
202.5, 0.0, 2.407, None, 2019-01-02 21:00:00, 0.008999
183.6, -0.1, 1.979, None, 2019-01-02 22:00:00, -0.052
188.3, 0.1, 1.921, None, 2019-01-02 23:00:00, 0.079998
192.6, 0.1, 2.059, None, 2019-01-03 00:00:00, 0.093
204.3, 0.0, 1.753, None, 2019-01-03 01:00:00, 0.0
208.6, -0.2, 0.402, None, 2019-01-03 02:00:00, -0.165998
235.7, -0.2, 0.481, None, 2019-01-03 03:00:00, -0.240998
49.8, -0.3, 0.523998, None, 2019-01-03 04:00:00, -0.25
23.1, -0.5, 1.089, None, 2019-01-03 05:00:00, -0.483
1.5, -0.7, 1.322, None, 2019-01-03 06:00:00, -0.67
18.4, -0.7, 1.441, None, 2019-01-03 07:00:00, -0.725
19.6, -0.8, 1.552, None, 2019-01-03 08:00:00, -0.758
19.2, -1.0, 2.486, None, 2019-01-03 09:00:00, -0.985
23.5, -1.0, 2.185, None, 2019-01-03 10:00:00, -0.973999
20.2, -1.0, 2.103, None, 2019-01-03 11:00:00, -0.996999
23.6, -0.9, 1.697, None, 2019-01-03 12:00:00, -0.921998
25.2, -0.9, 1.946, None, 2019-01-03 13:00:00, -0.85
23.8, -1.2, 2.302, None, 2019-01-03 14:00:00, -1.155
10.9, -1.3, 2.058, None, 2019-01-03 15:00:00, -1.33
21.2, -1.6, 2.22, None, 2019-01-03 16:00:00, -1.551
356.4, -2.1, 2.592, None, 2019-01-03 17:00:00, -2.094
0.6, -2.7, 1.766, None, 2019-01-03 18:00:00, -2.657
1.5, -2.9, 1.644, None, 2019-01-03 19:00:00, -2.892
24.6, -3.0, 1.144, None, 2019-01-03 20:00:00, -2.978
11.8, -3.0, 1.375, None, 2019-01-03 21:00:00, -2.996
8.7, -3.2, 2.251, None, 2019-01-03 22:00:00, -3.238
4.1, -3.4, 1.902, None, 2019-01-03 23:00:00, -3.441
7.8, -3.5, 1.883, None, 2019-01-04 00:00:00, -3.481
6.0, -3.5, 1.921, None, 2019-01-04 01:00:00, -3.455
10.5, -3.5, 1.811, None, 2019-01-04 02:00:00, -3.454
358.8, -3.6, 1.908, None, 2019-01-04 03:00:00, -3.585
358.7, -3.6, 1.821, None, 2019-01-04 04:00:00, -3.596
348.3, -3.7, 0.802999, None, 2019-01-04 05:00:00, -3.706
0.0, -3.6, None, None, 2019-01-04 06:00:00, -3.587
0.0, -4.1, None, None, 2019-01-04 07:00:00, -4.051
0.0, -4.3, None, None, 2019-01-04 08:00:00, -4.33
0.0, -4.3, None, None, 2019-01-04 09:00:00, -4.33
0.0, -4.5, None, None, 2019-01-04 10:00:00, -4.475
0.0, -4.3, None, None, 2019-01-04 11:00:00, -4.282
0.0, -4.4, None, None, 2019-01-04 12:00:00, -4.441
0.0, -4.4, None, None, 2019-01-04 13:00:00, -4.4
0.0, -3.8, None, None, 2019-01-04 14:00:00, -3.843
0.0, -3.9, None, None, 2019-01-04 15:00:00, -3.86
0.0, -4.0, None, None, 2019-01-04 16:00:00, -3.985
0.0, -4.1, None, None, 2019-01-04 17:00:00, -4.063
0.0, -4.1, None, None, 2019-01-04 18:00:00, -4.097
0.0, -4.1, None, None, 2019-01-04 19:00:00, -4.072
0.0, -4.0, None, None, 2019-01-04 20:00:00, -4.042
0.0, -4.1, None, None, 2019-01-04 21:00:00, -4.063
0.0, -3.9, None, None, 2019-01-04 22:00:00, -3.947
0.0, -3.8, None, None, 2019-01-04 23:00:00, -3.798
0.0, -3.8, None, None, 2019-01-05 00:00:00, -3.781
0.0, -3.9, None, None, 2019-01-05 01:00:00, -3.907
0.0, -3.9, None, None, 2019-01-05 02:00:00, -3.875
0.0, -3.9, None, None, 2019-01-05 03:00:00, -3.902
0.0, -4.1, None, None, 2019-01-05 04:00:00, -4.101
0.0, -4.1, None, None, 2019-01-05 05:00:00, -4.121
0.0, -4.0, None, None, 2019-01-05 06:00:00, -4.027
0.0, -4.0, None, None, 2019-01-05 07:00:00, -3.958
0.0, -4.0, None, None, 2019-01-05 08:00:00, -3.95
0.0, -3.9, None, None, 2019-01-05 09:00:00, -3.863
0.0, -3.6, None, None, 2019-01-05 10:00:00, -3.641
0.0, -3.3, None, None, 2019-01-05 11:00:00, -3.252
0.0, -2.6, None, None, 2019-01-05 12:00:00, -2.602
64.5, -1.7, 0.0, None, 2019-01-05 13:00:00, -1.67
11.4, -1.1, 0.146999, None, 2019-01-05 14:00:00, -1.112
21.9, -1.1, 1.078, None, 2019-01-05 15:00:00, -1.051
19.6, -1.1, 1.647, None, 2019-01-05 16:00:00, -1.064
3.5, -1.4, 1.673, None, 2019-01-05 17:00:00, -1.363
1.2, -1.3, 1.466, None, 2019-01-05 18:00:00, -1.27
355.7, -1.1, 1.555, None, 2019-01-05 19:00:00, -1.138
7.8, -1.1, 1.487, None, 2019-01-05 20:00:00, -1.064
6.5, -0.9, 1.351, None, 2019-01-05 21:00:00, -0.933
9.2, -0.9, 1.344, None, 2019-01-05 22:00:00, -0.907
31.4, -0.9, 1.614, None, 2019-01-05 23:00:00, -0.86
57.5, -0.8, 0.512, None, 2019-01-06 00:00:00, -0.772
None, -0.6, None, None, 2019-01-06 01:00:00, -0.630999
69.9, -0.6, 1.182, None, 2019-01-06 02:00:00, -0.566999
72.0, -0.5, 1.678, None, 2019-01-06 03:00:00, -0.508
68.1, -0.5, 1.406, None, 2019-01-06 04:00:00, -0.472
73.1, -0.4, 1.482, None, 2019-01-06 05:00:00, -0.419999
77.8, -0.4, 1.291, None, 2019-01-06 06:00:00, -0.409999
52.3, -0.4, 1.123, None, 2019-01-06 07:00:00, -0.365
19.2, -0.4, 1.639, None, 2019-01-06 08:00:00, -0.365999
15.8, -1.7, 3.052, None, 2019-01-06 09:00:00, -1.661
13.9, -3.3, 3.114, None, 2019-01-06 10:00:00, -3.298
21.2, -4.0, 3.213, None, 2019-01-06 11:00:00, -4.006
22.8, -4.6, 3.165, None, 2019-01-06 12:00:00, -4.592
18.1, -4.9, 2.922, None, 2019-01-06 13:00:00, -4.934
0.8, -5.4, 2.582, None, 2019-01-06 14:00:00, -5.357
320.5, -6.1, 2.265, None, 2019-01-06 15:00:00, -6.089
335.7, -6.6, 1.377, None, 2019-01-06 16:00:00, -6.564
