station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
285.6, None, None, None, None, 2019-01-01 00:00:00, None
335.9, None, 0.554444, None, None, 2019-01-01 01:00:00, None
295.0, None, 1.20014, None, None, 2019-01-01 02:00:00, None
292.3, None, 1.44722, None, None, 2019-01-01 03:00:00, None
292.2, None, 1.38778, None, None, 2019-01-01 04:00:00, None
306.8, None, 0.840694, None, None, 2019-01-01 05:00:00, None
78.8, None, 0.603748, None, None, 2019-01-01 06:00:00, None
307.5, None, 0.61111, None, None, 2019-01-01 07:00:00, None
342.0, None, 0.451943, None, None, 2019-01-01 08:00:00, None
318.4, None, 0.733748, None, None, 2019-01-01 09:00:00, None
305.7, None, 1.23917, None, None, 2019-01-01 10:00:00, None
304.9, None, 1.39222, None, None, 2019-01-01 11:00:00, None
289.5, None, 1.48444, None, None, 2019-01-01 12:00:00, None
319.4, None, 1.07514, None, None, 2019-01-01 13:00:00, None
309.6, None, 0.650138, None, None, 2019-01-01 14:00:00, None
316.9, None, 1.19667, None, None, 2019-01-01 15:00:00, None
315.3, None, 1.19055, None, None, 2019-01-01 16:00:00, None
291.7, None, 1.11528, None, None, 2019-01-01 17:00:00, None
291.2, None, 0.675554, None, None, 2019-01-01 18:00:00, None
267.7, None, 0.977083, None, None, 2019-01-01 19:00:00, None
288.3, None, 1.10222, None, None, 2019-01-01 20:00:00, None
157.4, None, 1.14528, None, None, 2019-01-01 21:00:00, None
311.2, None, 0.871666, None, None, 2019-01-01 22:00:00, None
255.6, None, 0.825276, None, None, 2019-01-01 23:00:00, None
272.2, None, 1.33806, None, None, 2019-01-02 00:00:00, None
132.0, None, 1.05069, None, None, 2019-01-02 01:00:00, None
121.4, None, 0.901804, None, None, 2019-01-02 02:00:00, None
53.2, None, 1.32069, None, None, 2019-01-02 03:00:00, None
203.0, None, 1.03291, None, None, 2019-01-02 04:00:00, None
109.0, None, 1.62222, None, None, 2019-01-02 05:00:00, None
114.6, None, 1.83722, None, None, 2019-01-02 06:00:00, None
106.2, None, 3.6525, None, None, 2019-01-02 07:00:00, None
92.6, None, 3.33292, None, None, 2019-01-02 08:00:00, None
110.4, None, 3.30347, None, None, 2019-01-02 09:00:00, None
113.5, None, 2.67291, None, None, 2019-01-02 10:00:00, None
91.2, None, 3.49153, None, None, 2019-01-02 11:00:00, None
71.1, None, 3.63653, None, None, 2019-01-02 12:00:00, None
95.5, None, 3.51111, None, None, 2019-01-02 13:00:00, None
119.8, None, 3.32667, None, None, 2019-01-02 14:00:00, None
97.6, None, 5.46264, None, None, 2019-01-02 15:00:00, None
109.1, None, 4.47555, None, None, 2019-01-02 16:00:00, None
99.1, None, 5.77889, None, None, 2019-01-02 17:00:00, None
103.7, None, 5.775, None, None, 2019-01-02 18:00:00, None
110.9, None, 5.01458, None, None, 2019-01-02 19:00:00, None
102.8, None, 4.44583, None, None, 2019-01-02 20:00:00, None
110.8, None, 4.51555, None, None, 2019-01-02 21:00:00, None
104.7, None, 4.22278, None, None, 2019-01-02 22:00:00, None
111.4, None, 3.68236, None, None, 2019-01-02 23:00:00, None
107.4, None, 3.93361, None, None, 2019-01-03 00:00:00, None
94.8, None, 3.94375, None, None, 2019-01-03 01:00:00, None
107.2, None, 3.8925, None, None, 2019-01-03 02:00:00, None
105.8, None, 4.56722, None, None, 2019-01-03 03:00:00, None
108.9, None, 4.32153, None, None, 2019-01-03 04:00:00, None
113.5, None, 4.60764, None, None, 2019-01-03 05:00:00, None
112.0, None, 4.38611, None, None, 2019-01-03 06:00:00, None
113.9, None, 3.99486, None, None, 2019-01-03 07:00:00, None
104.2, None, 4.81958, None, None, 2019-01-03 08:00:00, None
114.2, None, 3.39319, None, None, 2019-01-03 09:00:00, None
111.0, None, 4.71056, None, None, 2019-01-03 10:00:00, None
105.1, None, 4.96083, None, None, 2019-01-03 11:00:00, None
111.5, None, 4.11958, None, None, 2019-01-03 12:00:00, None
92.8, None, 5.14541, None, None, 2019-01-03 13:00:00, None
113.5, None, 5.29, None, None, 2019-01-03 14:00:00, None
114.8, None, 3.62403, None, None, 2019-01-03 15:00:00, None
95.0, None, 2.69125, None, None, 2019-01-03 16:00:00, None
119.6, None, 3.42486, None, None, 2019-01-03 17:00:00, None
121.9, None, 3.7143, None, None, 2019-01-03 18:00:00, None
115.4, None, 4.69625, None, None, 2019-01-03 19:00:00, None
113.8, None, 4.5875, None, None, 2019-01-03 20:00:00, None
119.2, None, 3.99972, None, None, 2019-01-03 21:00:00, None
112.6, None, 3.91944, None, None, 2019-01-03 22:00:00, None
121.5, None, 3.25, None, None, 2019-01-03 23:00:00, None
123.4, None, 2.76153, None, None, 2019-01-04 00:00:00, None
117.4, None, 2.42861, None, None, 2019-01-04 01:00:00, None
124.6, None, 2.59347, None, None, 2019-01-04 02:00:00, None
113.3, None, 3.57889, None, None, 2019-01-04 03:00:00, None
107.5, None, 3.07444, None, None, 2019-01-04 04:00:00, None
203.6, None, 2.60222, None, None, 2019-01-04 05:00:00, None
157.6, None, 1.98889, None, None, 2019-01-04 06:00:00, None
123.4, None, 3.04528, None, None, 2019-01-04 07:00:00, None
102.2, None, 4.04111, None, None, 2019-01-04 08:00:00, None
99.4, None, 5.36792, None, None, 2019-01-04 09:00:00, None
102.2, None, 5.08222, None, None, 2019-01-04 10:00:00, None
112.9, None, 4.21375, None, None, 2019-01-04 11:00:00, None
130.9, None, 2.62542, None, None, 2019-01-04 12:00:00, None
100.6, None, 3.75295, None, None, 2019-01-04 13:00:00, None
112.0, None, 1.93986, None, None, 2019-01-04 14:00:00, None
125.8, None, 2.22653, None, None, 2019-01-04 15:00:00, None
133.0, None, 1.85903, None, None, 2019-01-04 16:00:00, None
104.2, None, 2.26597, None, None, 2019-01-04 17:00:00, None
110.6, None, 2.39444, None, None, 2019-01-04 18:00:00, None
106.8, None, 4.26111, None, None, 2019-01-04 19:00:00, None
135.3, None, 2.07778, None, None, 2019-01-04 20:00:00, None
107.5, None, 2.38319, None, None, 2019-01-04 21:00:00, None
111.5, None, 3.36431, None, None, 2019-01-04 22:00:00, None
125.0, None, 2.51403, None, None, 2019-01-04 23:00:00, None
126.5, None, 2.07569, None, None, 2019-01-05 00:00:00, None
109.2, None, 1.81944, None, None, 2019-01-05 01:00:00, None
117.5, None, 2.62778, None, None, 2019-01-05 02:00:00, None
120.3, None, 2.25236, None, None, 2019-01-05 03:00:00, None
120.7, None, 1.89208, None, None, 2019-01-05 04:00:00, None
120.3, None, 1.21389, None, None, 2019-01-05 05:00:00, None
97.4, None, 1.47903, None, None, 2019-01-05 06:00:00, None
326.2, None, 0.784443, None, None, 2019-01-05 07:00:00, None
