pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -0.047, 97.6, 3.0, 98.0, 0.0, 0.0, -0.6, 0.0, 0.0, 0.0,2020-11-25 00:00:00, 6.0, 6.405,48
None, -0.316, 97.4, 3.0, 97.0, 0.0, -0.3, -0.6, 0.0, 0.0, 0.0,2020-11-25 01:00:00, 6.0, 6.403,48
None, -0.713, 97.6, 3.0, 98.0, -1.0, -0.7, -0.7, -1.0, 0.0, 0.0,2020-11-25 02:00:00, 6.0, 6.338,48
None, -0.431, 98.0, 3.0, 98.0, -1.0, -0.4, -0.7, -1.0, 0.0, 0.0,2020-11-25 03:00:00, 6.0, 6.381,48
None, -0.776, 97.9, 3.0, 98.0, -1.0, -0.8, -1.0, -1.0, 0.0, 0.0,2020-11-25 04:00:00, 6.0, 6.307,48
None, -1.729, 97.5, 3.0, 98.0, -1.0, -1.7, -1.8, -1.0, 0.0, 0.0,2020-11-25 05:00:00, 6.0, 6.209,48
None, -1.595, 97.6, 3.0, 98.0, -2.0, -1.6, -1.8, -2.0, 0.0, 0.0,2020-11-25 06:00:00, 6.0, 6.213,48
None, -1.69, 96.8, -1.4, 97.0, -2.0, -1.7, -2.3, -2.0, 0.0, 0.0,2020-11-25 07:00:00, 6.0, 6.336,48
4.9, -1.682, 96.2, -1.4, 96.0, -2.0, -1.7, -2.3, -2.0, 0.0, 0.0,2020-11-25 08:00:00, 6.0, 6.239,48
4.9, -1.262, 96.3, -1.1, 96.0, -2.0, -1.3, -2.3, -2.0, 0.0, 0.0,2020-11-25 09:00:00, 6.0, 6.373,48
4.9, -1.089, 93.4, -0.5, 93.0, -2.0, -1.1, -2.3, -2.0, 0.0, 0.0,2020-11-25 10:00:00, 6.0, 6.34,48
4.9, -1.427, 92.4, -0.5, 92.0, -3.0, -1.4, -2.3, -3.0, 0.0, 0.0,2020-11-25 11:00:00, 6.0, 6.294,48
3.9, 1.078, 79.86, 1.2, 80.0, -2.0, 1.1, -2.3, -2.0, 0.0, 0.0,2020-11-25 12:00:00, 6.0, 5.845,48
3.9, 1.731, 74.63, 2.1, 75.0, -3.0, 1.7, -2.3, -3.0, 0.0, 0.0,2020-11-25 13:00:00, 6.0, 6.026,48
2.9, 1.782, 73.32, 3.2, 73.0, -2.0, 1.8, -2.3, -2.0, 0.0, 0.0,2020-11-25 14:00:00, 6.0, 6.132,48
2.0, 0.47, 84.8, 3.2, 85.0, -2.0, 0.5, -2.3, -2.0, 0.0, 0.0,2020-11-25 15:00:00, 6.0, 6.061,48
2.0, -1.42, 92.1, 3.2, 92.0, -2.0, -1.4, -2.3, -2.0, 0.0, 0.0,2020-11-25 16:00:00, 6.0, 6.139,48
1.0, -2.423, 94.2, 3.2, 94.0, -3.0, -2.4, -2.4, -3.0, 0.0, 0.0,2020-11-25 17:00:00, 6.0, 5.948,48
0.0, -2.689, 95.5, 3.2, 96.0, -3.0, -2.7, -3.1, -3.0, 0.0, 1.0,2020-11-25 18:00:00, 6.0, 6.289,48
0.0, -3.049, 96.2, -2.4, 96.0, -4.0, -3.0, -3.4, -4.0, 0.0, 0.0,2020-11-25 19:00:00, 6.0, 5.926,48
0.0, -3.67, 95.8, -2.4, 96.0, -5.0, -3.7, -3.9, -5.0, 0.0, 0.0,2020-11-25 20:00:00, 6.0, 5.938,48
0.0, -4.332, 95.0, -2.4, 95.0, -5.0, -4.3, -4.5, -5.0, 0.0, 0.0,2020-11-25 21:00:00, 6.0, 5.855,48
0.0, -4.712, 94.9, -2.4, 95.0, -6.0, -4.7, -4.9, -6.0, 0.0, 0.0,2020-11-25 22:00:00, 6.0, 5.733,48
0.0, -4.695, 94.0, -2.4, 94.0, -5.0, -4.7, -5.3, -5.0, 0.0, 0.0,2020-11-25 23:00:00, 6.0, 5.95,48
0.0, -4.237, 93.9, -2.4, 94.0, -5.0, -4.2, -5.3, -5.0, 0.0, 0.0,2020-11-26 00:00:00, 6.0, 5.944,48
0.0, -4.923, 94.4, -2.4, 94.0, -5.0, -4.9, -5.3, -5.0, 0.0, 0.0,2020-11-26 01:00:00, 6.0, 5.959,48
0.0, -5.046, 93.7, -2.4, 94.0, -6.0, -5.0, -5.3, -6.0, 0.0, 0.0,2020-11-26 02:00:00, 6.0, 6.018,48
0.0, -4.72, 94.1, -2.4, 94.0, -6.0, -4.7, -5.4, -6.0, 0.0, 0.0,2020-11-26 03:00:00, 6.0, 6.088,48
0.0, -4.522, 93.7, -2.4, 94.0, -6.0, -4.5, -5.4, -6.0, 0.0, 0.0,2020-11-26 04:00:00, 6.0, 6.061,48
0.0, -4.935, 93.7, -2.4, 94.0, -5.0, -4.9, -5.4, -5.0, 0.0, 0.0,2020-11-26 05:00:00, 6.0, 5.983,48
0.0, -4.817, 94.1, -2.4, 94.0, -5.0, -4.8, -5.4, -5.0, 0.0, 0.0,2020-11-26 06:00:00, 6.0, 6.018,48
0.0, -4.481, 94.0, -4.2, 94.0, -6.0, -4.5, -5.0, -6.0, 0.0, 0.0,2020-11-26 07:00:00, 6.0, 5.903,48
0.0, -4.066, 94.1, -4.1, 94.0, -5.0, -4.1, -5.0, -5.0, 0.0, 0.0,2020-11-26 08:00:00, 6.0, 6.105,48
0.0, -3.801, 92.6, -3.6, 93.0, -4.0, -3.8, -5.0, -4.0, 0.0, 0.0,2020-11-26 09:00:00, 6.0, 6.185,48
None, -0.966, 84.2, -0.9, 84.0, -3.0, -1.0, -5.0, -3.0, 0.8, 0.0,2020-11-26 12:00:00, 6.0, 6.256,48
None, -0.627, 81.6, -0.3, 82.0, -3.0, -0.6, -5.0, -3.0, 0.2, 0.0,2020-11-26 13:00:00, 6.0, 6.314,48
None, 0.406, 80.5, 0.3, 81.0, -2.0, 0.4, -5.0, -2.0, -0.3, 0.0,2020-11-26 14:00:00, 6.0, 6.202,48
None, 4.855, 58.79, 4.9, 59.0, -2.0, 4.9, -5.0, -2.0, 0.3, 1.0,2020-11-26 15:00:00, 7.0, 6.75,48
None, 4.784, 59.93, 5.1, 60.0, -1.0, 4.8, -5.0, -1.0, 0.0, 0.0,2020-11-26 16:00:00, 7.0, 6.648,48
None, 5.14, 60.03, 5.3, 60.0, -2.0, 5.1, -5.0, -2.0, -0.1, 0.0,2020-11-26 17:00:00, 7.0, 6.655,48
None, 5.678, 59.88, 5.9, 60.0, -1.0, 5.7, -5.0, -1.0, 0.1, 0.0,2020-11-26 18:00:00, 7.0, 6.576,48
None, 6.328, 57.95, 6.4, 58.0, -2.0, 6.3, 5.6, -2.0, 0.0, 0.0,2020-11-26 19:00:00, 6.0, 6.108,48
None, 6.482, 57.35, 6.8, 57.0, -2.0, 6.5, 5.6, -2.0, -0.1, 1.0,2020-11-26 20:00:00, 7.0, 6.772,48
None, 6.526, 58.69, 6.9, 59.0, 0.0, 6.5, 5.6, 0.0, 0.1, -1.0,2020-11-26 21:00:00, 6.0, 6.064,48
None, 6.225, 62.23, 6.9, 62.0, 0.0, 6.2, 5.6, 0.0, 0.0, -1.0,2020-11-26 22:00:00, 6.0, 5.509,48
None, 6.316, 63.24, 6.9, 63.0, 0.0, 6.3, 5.6, 0.0, -0.2, 0.0,2020-11-26 23:00:00, 5.0, 5.376,48
None, 6.352, 64.09, 6.9, 64.0, 0.0, 6.4, 5.6, 0.0, 0.3, -1.0,2020-11-27 00:00:00, 5.0, 4.584,48
None, 7.076, 60.79, 7.2, 61.0, 0.0, 7.1, 5.6, 0.0, 0.0, 0.0,2020-11-27 01:00:00, 5.0, 4.548,48
None, 7.668, 57.68, 7.8, 58.0, 0.0, 7.7, 5.6, 0.0, 0.0, -1.0,2020-11-27 02:00:00, 4.0, 3.856,48
None, 7.825, 58.57, 7.8, 59.0, 0.0, 7.8, 5.6, 0.0, -0.2, -1.0,2020-11-27 03:00:00, 3.0, 2.796,48
None, 7.446, 61.05, 7.9, 61.0, 0.0, 7.4, 5.6, 0.0, 0.3, 0.0,2020-11-27 04:00:00, 3.0, 2.766,48
None, 7.72, 58.8, 8.2, 59.0, 0.0, 7.7, 5.6, 0.0, -0.1, 0.0,2020-11-27 05:00:00, 3.0, 2.717,48
None, 8.41, 54.59, 8.5, 55.0, 1.0, 8.4, 5.6, 1.0, -0.1, -1.0,2020-11-27 06:00:00, 2.0, 1.542,48
None, 8.3, 56.18, 8.5, 56.0, 0.0, 8.3, 8.0, 0.0, 0.1, -1.0,2020-11-27 07:00:00, 1.0, 0.687,48
None, 8.09, 57.65, 8.5, 58.0, 0.0, 8.1, 7.8, 0.0, -0.1, 1.0,2020-11-27 08:00:00, 1.0, 0.986,48
None, 8.63, 54.82, 8.8, 55.0, 0.0, 8.6, 7.8, 0.0, 0.1, 0.0,2020-11-27 09:00:00, 1.0, 0.697,48
None, 8.9, 52.37, 9.0, 52.0, 0.0, 8.9, 7.8, 0.0, 0.0, -1.0,2020-11-27 10:00:00, -1.0, -0.539,48
None, 9.13, 51.36, 9.3, 51.0, -1.0, 9.1, 7.8, -1.0, 0.0, 0.0,2020-11-27 11:00:00, 0.0, -0.338,48
None, 8.84, 54.65, 9.6, 55.0, 0.0, 8.8, 7.8, 0.0, 0.1, 0.0,2020-11-27 12:00:00, -1.0, -0.564,48
None, 8.66, 56.46, 9.6, 56.0, 1.0, 8.7, 7.8, 1.0, -0.3, 0.0,2020-11-27 13:00:00, -1.0, -0.862,48
None, 8.77, 53.72, 9.6, 54.0, -1.0, 8.8, 7.8, -1.0, -0.2, 0.0,2020-11-27 14:00:00, -1.0, -0.813,48
None, 8.45, 52.49, 9.6, 52.0, -1.0, 8.5, 7.8, -1.0, 0.0, 0.0,2020-11-27 15:00:00, -1.0, -0.749,48
None, 8.18, 52.3, 9.6, 52.0, -1.0, 8.2, 7.8, -1.0, -0.1, 0.0,2020-11-27 16:00:00, -1.0, -0.864,48
None, None, None, 9.6, 59.0, 1.0, 7.9, 7.7, None, -0.3, 0.0,2020-11-27 17:00:00, -1.0, None,48
None, 6.084, 74.61, 9.6, 75.0, 2.0, 6.1, 6.0, 2.0, -0.1, 0.0,2020-11-27 18:00:00, -1.0, -0.786,48
None, 4.522, 89.2, 6.1, 89.0, 3.0, 4.5, 4.3, 3.0, 1.0, 0.0,2020-11-27 19:00:00, -1.0, -0.64,48
None, 3.362, 96.1, 6.1, 96.0, 3.0, 3.4, 3.2, 3.0, 1.6, 0.0,2020-11-27 20:00:00, -1.0, -0.736,48
None, 2.923, 97.0, 6.1, 97.0, 2.0, 2.9, 2.8, 2.0, 0.4, 0.0,2020-11-27 21:00:00, -1.0, -0.632,48
None, 3.776, 94.9, 6.1, 95.0, 3.0, 3.8, 2.8, 3.0, 0.0, 0.0,2020-11-27 22:00:00, -1.0, -0.615,48
None, 3.035, 94.6, 6.1, 95.0, 2.0, 3.0, 2.8, 2.0, 0.0, 0.0,2020-11-27 23:00:00, -1.0, -0.793,48
None, 1.887, 97.6, 6.1, 98.0, 1.0, 1.9, 1.8, 1.0, 0.0, 0.0,2020-11-28 00:00:00, -1.0, -0.921,48
None, 1.026, 97.8, 6.1, 98.0, 1.0, 1.0, 0.9, 1.0, 0.0, 0.0,2020-11-28 01:00:00, -1.0, -0.69,48
None, 1.587, 96.1, 6.1, 96.0, 1.0, 1.6, 0.9, 1.0, 0.0, 0.0,2020-11-28 02:00:00, -1.0, -0.894,48
None, 1.591, 95.5, 6.1, 96.0, 1.0, 1.6, 0.9, 1.0, 0.0, 0.0,2020-11-28 03:00:00, -1.0, -0.687,48
None, 0.779, 95.7, 6.1, 96.0, 0.0, 0.8, 0.9, 0.0, 0.0, 0.0,2020-11-28 04:00:00, -1.0, -0.999,48
None, -0.354, 97.2, 6.1, 97.0, 0.0, -0.4, -0.4, 0.0, 0.0, 0.0,2020-11-28 05:00:00, -1.0, -0.892,48
None, 0.037, 98.0, 6.1, 98.0, 0.0, 0.0, -0.4, 0.0, 0.0, 0.0,2020-11-28 06:00:00, -1.0, -0.688,48
None, None, None, 0.7, 98.0, 0.0, 0.4, 0.0, None, 0.4, 0.0,2020-11-28 07:00:00, -1.0, None,48
None, 0.382, 98.2, 0.7, 98.0, 0.0, 0.4, 0.0, 0.0, 0.1, 0.0,2020-11-28 08:00:00, -1.0, -0.686,48
