wind_speed,time,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,week_of_year
10.4,2019-08-27 04:00:00, None,141.0, None,0.0, None, None, None,0.0,35
11.5,2019-08-27 05:00:00, None,115.0, None,0.0, None, None, None,0.0,35
10.2,2019-08-27 06:00:00, None,156.0, None,0.0, None, None, None,0.0,35
9.6,2019-08-27 07:00:00, None,144.0, None,0.0, None, None, None,0.0,35
17.1,2019-08-27 08:00:00, None,129.0, None,0.0, None, None, None,0.0,35
17.5,2019-08-27 09:00:00, None,140.0, None,0.0, None, None, None,0.0,35
16.1,2019-08-27 10:00:00, None,138.0, None,0.0, None, None, None,0.0,35
18.1,2019-08-27 11:00:00, None,150.0, None,0.0, None, None, None,0.0,35
16.0,2019-08-27 12:00:00, None,155.0, None,0.0, None, None, None,0.0,35
19.0,2019-08-27 13:00:00, None,146.0, None,0.0, None, None, None,0.0,35
16.2,2019-08-27 14:00:00, None,179.0, None,0.0, None, None, None,0.0,35
20.7,2019-08-27 15:00:00, None,158.0, None,0.0, None, None, None,0.0,35
25.0,2019-08-27 16:00:00, None,154.0, None,0.0, None, None, None,0.0,35
27.1,2019-08-27 17:00:00, None,146.0, None,0.0, None, None, None,0.0,35
30.6,2019-08-27 18:00:00, None,137.0, None,0.0, None, None, None,0.0,35
16.2,2019-08-27 19:00:00, None,172.0, None,0.0, None, None, None,0.0,35
6.3,2019-08-27 20:00:00, None,212.0, None,0.0, None, None, None,0.0,35
13.1,2019-08-27 21:00:00, None,262.0, None,0.0, None, None, None,0.0,35
16.8,2019-08-27 22:00:00, None,264.0, None,0.0, None, None, None,0.0,35
7.0,2019-08-27 23:00:00, None,248.0, None,0.0, None, None, None,0.0,35
7.5,2019-08-28 00:00:00, None,250.0, None,0.0, None, None, None,0.0,35
7.5,2019-08-28 01:00:00, None,259.0, None,0.0, None, None, None,0.0,35
7.2,2019-08-28 02:00:00, None,246.0, None,0.0, None, None, None,0.0,35
6.4,2019-08-28 03:00:00, None,230.0, None,0.0, None, None, None,0.0,35
9.5,2019-08-28 04:00:00, None,257.0, None,0.0, None, None, None,0.0,35
8.0,2019-08-28 05:00:00, None,267.0, None,0.0, None, None, None,0.0,35
4.6,2019-08-28 06:00:00, None,241.0, None,0.0, None, None, None,0.0,35
4.5,2019-08-28 07:00:00, None,195.0, None,0.0, None, None, None,0.0,35
9.7,2019-08-28 08:00:00, None,264.0, None,0.0, None, None, None,0.0,35
9.5,2019-08-28 09:00:00, None,273.0, None,0.0, None, None, None,0.0,35
10.0,2019-08-28 10:00:00, None,269.0, None,0.0, None, None, None,0.0,35
12.3,2019-08-28 11:00:00, None,238.0, None,0.0, None, None, None,0.0,35
13.4,2019-08-28 12:00:00, None,262.0, None,0.0, None, None, None,0.0,35
8.7,2019-08-28 13:00:00, None,265.0, None,0.0, None, None, None,0.0,35
12.0,2019-08-28 14:00:00, None,233.0, None,0.0, None, None, None,0.0,35
13.5,2019-08-28 15:00:00, None,169.0, None,0.0, None, None, None,0.0,35
14.6,2019-08-28 16:00:00, None,259.0, None,0.0, None, None, None,0.0,35
9.7,2019-08-28 17:00:00, None,178.0, None,0.0, None, None, None,0.0,35
7.4,2019-08-28 18:00:00, None,195.0, None,0.0, None, None, None,0.0,35
4.7,2019-08-28 19:00:00, None,304.0, None,0.0, None, None, None,0.0,35
1.7,2019-08-28 20:00:00, None,211.0, None,0.0, None, None, None,0.0,35
7.2,2019-08-28 21:00:00, None,206.0, None,0.0, None, None, None,0.0,35
6.6,2019-08-28 22:00:00, None,177.0, None,0.0, None, None, None,0.0,35
7.1,2019-08-28 23:00:00, None,171.0, None,0.0, None, None, None,0.0,35
6.8,2019-08-29 00:00:00, None,218.0, None,0.0, None, None, None,0.0,35
6.3,2019-08-29 01:00:00, None,224.0, None,0.0, None, None, None,0.0,35
8.3,2019-08-29 02:00:00, None,201.0, None,0.0, None, None, None,0.0,35
9.9,2019-08-29 03:00:00, None,212.0, None,0.0, None, None, None,0.0,35
2.7,2019-08-29 04:00:00, None,189.0, None,0.0, None, None, None,0.0,35
2.2,2019-08-29 05:00:00, None,202.0, None,0.0, None, None, None,0.0,35
0.0,2019-08-29 06:00:00, None,325.0, None,0.0, None, None, None,0.0,35
1.8,2019-08-29 07:00:00, None,13.0, None,0.0, None, None, None,0.0,35
6.5,2019-08-29 08:00:00, None,166.0, None,0.0, None, None, None,0.0,35
6.4,2019-08-29 09:00:00, None,162.0, None,0.0, None, None, None,0.0,35
8.8,2019-08-29 10:00:00, None,161.0, None,0.0, None, None, None,0.0,35
11.1,2019-08-29 11:00:00, None,172.0, None,0.0, None, None, None,0.0,35
12.3,2019-08-29 12:00:00, None,163.0, None,0.0, None, None, None,0.0,35
10.6,2019-08-29 13:00:00, None,187.0, None,0.0, None, None, None,0.0,35
14.7,2019-08-29 14:00:00, None,177.0, None,0.0, None, None, None,0.0,35
13.3,2019-08-29 15:00:00, None,189.0, None,0.0, None, None, None,0.0,35
14.6,2019-08-29 16:00:00, None,149.0, None,0.0, None, None, None,0.0,35
15.6,2019-08-29 17:00:00, None,164.0, None,0.0, None, None, None,0.0,35
17.4,2019-08-29 18:00:00, None,175.0, None,0.0, None, None, None,0.0,35
9.2,2019-08-29 19:00:00, None,200.0, None,0.0, None, None, None,0.0,35
4.7,2019-08-29 20:00:00, None,181.0, None,0.0, None, None, None,0.0,35
4.8,2019-08-29 21:00:00, None,156.0, None,0.0, None, None, None,0.0,35
7.2,2019-08-29 22:00:00, None,191.0, None,0.0, None, None, None,0.0,35
6.0,2019-08-29 23:00:00, None,182.0, None,0.0, None, None, None,0.0,35
7.2,2019-08-30 00:00:00, None,209.0, None,0.0, None, None, None,0.0,35
8.0,2019-08-30 01:00:00, None,181.0, None,0.0, None, None, None,0.0,35
12.1,2019-08-30 02:00:00, None,329.0, None,0.0, None, None, None,0.0,35
4.9,2019-08-30 03:00:00, None,359.0, None,0.0, None, None, None,0.0,35
2.6,2019-08-30 04:00:00, None,284.0, None,0.0, None, None, None,0.0,35
1.9,2019-08-30 05:00:00, None,290.0, None,0.0, None, None, None,0.0,35
2.0,2019-08-30 06:00:00, None,150.0, None,0.0, None, None, None,0.0,35
3.5,2019-08-30 07:00:00, None,306.0, None,0.0, None, None, None,0.0,35
1.8,2019-08-30 08:00:00, None,269.0, None,0.0, None, None, None,0.0,35
9.6,2019-08-30 09:00:00, None,124.0, None,0.0, None, None, None,0.0,35
6.5,2019-08-30 18:00:00, None,202.0, None,0.0, None, None, None,0.0,35
6.7,2019-08-30 19:00:00, None,275.0, None,0.0, None, None, None,0.0,35
5.7,2019-08-30 20:00:00, None,183.0, None,0.0, None, None, None,0.0,35
8.0,2019-08-30 21:00:00, None,258.0, None,0.0, None, None, None,0.0,35
13.4,2019-08-30 22:00:00, None,155.0, None,0.0, None, None, None,0.0,35
12.1,2019-08-30 23:00:00, None,175.0, None,0.0, None, None, None,0.0,35
10.5,2019-08-31 00:00:00, None,164.0, None,0.0, None, None, None,0.0,35
11.5,2019-08-31 01:00:00, None,127.0, None,0.0, None, None, None,0.0,35
22.2,2019-08-31 02:00:00, None,134.0, None,0.0, None, None, None,0.0,35
22.1,2019-08-31 03:00:00, None,163.0, None,0.0, None, None, None,0.0,35
15.8,2019-08-31 04:00:00, None,336.0, None,0.0, None, None, None,0.0,35
9.5,2019-08-31 05:00:00, None,27.0, None,0.0, None, None, None,0.0,35
13.7,2019-08-31 06:00:00, None,352.0, None,0.0, None, None, None,0.0,35
11.6,2019-08-31 07:00:00, None,3.0, None,0.0, None, None, None,0.0,35
6.1,2019-08-31 08:00:00, None,320.0, None,0.0, None, None, None,0.0,35
13.7,2019-08-31 09:00:00, None,50.0, None,0.0, None, None, None,0.0,35
13.8,2019-08-31 10:00:00, None,35.0, None,0.0, None, None, None,0.0,35
11.8,2019-08-31 11:00:00, None,330.0, None,0.0, None, None, None,0.0,35
11.4,2019-08-31 12:00:00, None,323.0, None,0.0, None, None, None,0.0,35
16.4,2019-08-31 13:00:00, None,328.0, None,0.0, None, None, None,0.0,35
10.5,2019-08-31 14:00:00, None,359.0, None,0.0, None, None, None,0.0,35
9.9,2019-08-31 15:00:00, None,13.0, None,0.0, None, None, None,0.0,35
7.5,2019-08-31 16:00:00, None,359.0, None,0.0, None, None, None,0.0,35
9.6,2019-08-31 17:00:00, None,83.0, None,0.0, None, None, None,0.0,35
9.1,2019-08-31 18:00:00, None,110.0, None,0.0, None, None, None,0.0,35
17.7,2019-08-31 19:00:00, None,67.0, None,0.0, None, None, None,0.0,35
19.5,2019-08-31 20:00:00, None,86.0, None,0.0, None, None, None,0.0,35
21.2,2019-08-31 21:00:00, None,111.0, None,0.0, None, None, None,0.0,35
24.0,2019-08-31 22:00:00, None,102.0, None,0.0, None, None, None,0.0,35
26.9,2019-08-31 23:00:00, None,107.0, None,0.0, None, None, None,0.0,35
6.8,2019-09-01 00:00:00, None,155.0, None,0.0, None, None, None,0.0,35
12.4,2019-09-01 01:00:00, None,139.0, None,0.0, None, None, None,0.0,35
24.4,2019-09-01 02:00:00, None,98.0, None,0.0, None, None, None,0.0,35
21.7,2019-09-01 03:00:00, None,107.0, None,0.0, None, None, None,0.0,35
19.6,2019-09-01 04:00:00, None,123.0, None,0.0, None, None, None,0.0,35
18.4,2019-09-01 05:00:00, None,114.0, None,0.0, None, None, None,0.0,35
19.1,2019-09-01 06:00:00, None,124.0, None,0.0, None, None, None,0.0,35
22.3,2019-09-01 07:00:00, None,129.0, None,0.0, None, None, None,0.0,35
19.4,2019-09-01 08:00:00, None,118.0, None,0.0, None, None, None,0.0,35
19.3,2019-09-01 09:00:00, None,120.0, None,0.0, None, None, None,0.0,35
15.4,2019-09-01 10:00:00, None,154.0, None,0.0, None, None, None,0.0,35
20.9,2019-09-01 11:00:00, None,147.0, None,0.0, None, None, None,0.0,35
19.6,2019-09-01 12:00:00, None,165.0, None,0.0, None, None, None,0.0,35
15.9,2019-09-01 13:00:00, None,184.0, None,0.0, None, None, None,0.0,35
19.5,2019-09-01 14:00:00, None,181.0, None,0.0, None, None, None,0.0,35
11.6,2019-09-01 15:00:00, None,275.0, None,0.0, None, None, None,0.0,35
6.6,2019-09-01 16:00:00, None,252.0, None,0.0, None, None, None,0.0,35
10.6,2019-09-01 17:00:00, None,308.0, None,0.0, None, None, None,0.0,35
16.1,2019-09-01 18:00:00, None,275.0, None,0.0, None, None, None,0.0,35
7.2,2019-09-01 19:00:00, None,202.0, None,0.0, None, None, None,0.0,35
9.3,2019-09-01 20:00:00, None,263.0, None,0.0, None, None, None,0.0,35
7.8,2019-09-01 21:00:00, None,193.0, None,0.0, None, None, None,0.0,35
6.7,2019-09-01 22:00:00, None,238.0, None,0.0, None, None, None,0.0,35
15.4,2019-09-01 23:00:00, None,273.0, None,0.0, None, None, None,0.0,35
14.6,2019-09-02 00:00:00, None,270.0, None,0.0, None, None, None,0.0,35
17.3,2019-09-02 01:00:00, None,277.0, None,0.0, None, None, None,0.0,35
10.8,2019-09-02 02:00:00, None,254.0, None,0.0, None, None, None,0.0,35
12.3,2019-09-02 03:00:00, None,281.0, None,0.0, None, None, None,0.0,35
12.0,2019-09-02 04:00:00, None,281.0, None,0.0, None, None, None,0.0,35
10.4,2019-09-02 05:00:00, None,296.0, None,0.0, None, None, None,0.0,35
11.9,2019-09-02 06:00:00, None,288.0, None,0.0, None, None, None,0.0,35
10.0,2019-09-02 07:00:00, None,314.0, None,0.0, None, None, None,0.0,35
12.3,2019-09-02 08:00:00, None,311.0, None,0.0, None, None, None,0.0,35
7.9,2019-09-02 09:00:00, None,317.0, None,0.0, None, None, None,0.0,35
8.0,2019-09-02 10:00:00, None,252.0, None,0.0, None, None, None,0.0,35
13.6,2019-09-02 11:00:00, None,273.0, None,0.0, None, None, None,0.0,35
12.0,2019-09-02 12:00:00, None,240.0, None,0.0, None, None, None,0.0,35
12.4,2019-09-02 13:00:00, None,250.0, None,0.0, None, None, None,0.0,35
