pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None, 0.0,4.0,522.0, None, None,2022-06-25 00:00:00,7.4, None,0.0, None,26
None, None, 0.0,4.0,522.0, None, None,2022-06-25 01:00:00,7.1, None,0.0, None,26
None, None, 0.0,4.0,522.0, None, None,2022-06-25 02:00:00,6.7, None,0.0, None,26
None, None, 0.0,4.0,522.0, None, None,2022-06-25 03:00:00,6.2, None,0.0, None,26
None, None, 0.0,4.0,522.0, None, None,2022-06-25 04:00:00,5.7, None,1.0, None,26
0.0, None, 1.0,4.0,523.0, None, None,2022-06-25 05:00:00,5.2, None,0.0, None,26
0.0, None, 0.0,4.0,523.0, None, None,2022-06-25 06:00:00,5.4, None,0.0, None,26
None, None, None,4.0,522.0, None, None,2022-06-25 07:00:00,6.3, None,0.0, None,26
None, None, 0.0,4.0,522.0, None, None,2022-06-25 08:00:00,7.6, None,0.0, None,26
0.0, None, 0.0,4.0,522.0, None, None,2022-06-25 09:00:00,10.6, None,-1.0, None,26
None, None, None,4.0,521.0, None, None,2022-06-25 10:00:00,13.9, None,0.0, None,26
None, None, None,4.0,520.0, None, None,2022-06-25 11:00:00,17.0, None,-1.0, None,26
None, None, 0.0,4.0,520.0, None, None,2022-06-25 12:00:00,19.4, None,0.0, None,26
0.0, None, 0.0,4.0,520.0, None, None,2022-06-25 13:00:00,20.4, None,-3.0, None,26
None, None, None,4.0,519.0, None, None,2022-06-25 14:00:00,21.4, None,-1.0, None,26
None, None, 0.0,4.0,519.0, None, None,2022-06-25 15:00:00,20.2, None,-1.0, None,26
0.0, None, 1.0,4.0,520.0, None, None,2022-06-25 16:00:00,19.4, None,-2.0, None,26
None, None, 0.0,4.0,520.0, None, None,2022-06-25 17:00:00,17.0, None,0.0, None,26
0.0, None, 1.0,4.0,521.0, None, None,2022-06-25 18:00:00,16.7, None,-1.0, None,26
0.0, None, 0.0,4.0,521.0, None, None,2022-06-25 19:00:00,14.2, None,0.0, None,26
None, None, 0.0,4.0,521.0, None, None,2022-06-25 20:00:00,13.6, None,0.0, None,26
None, None, 0.0,4.0,521.0, None, None,2022-06-25 21:00:00,13.3, None,0.0, None,26
None, None, 0.0,4.0,521.0, None, None,2022-06-25 22:00:00,12.7, None,0.0, None,26
None, None, 0.0,4.0,521.0, None, None,2022-06-25 23:00:00,11.9, None,0.0, None,26
0.0, None, 1.0,4.0,522.0, None, None,2022-06-26 00:00:00,11.2, None,0.0, None,26
0.0, None, 0.0,4.0,522.0, None, None,2022-06-26 01:00:00,10.7, None,0.0, None,26
0.0, None, 0.0,4.0,522.0, None, None,2022-06-26 02:00:00,10.0, None,0.0, None,26
0.0, None, 0.0,4.0,522.0, None, None,2022-06-26 03:00:00,9.5, None,1.0, None,26
0.0, None, 0.0,4.0,522.0, None, None,2022-06-26 04:00:00,9.0, None,1.0, None,26
None, None, 0.0,4.0,522.0, None, None,2022-06-26 05:00:00,8.5, None,1.0, None,26
None, None, 0.0,4.0,522.0, None, None,2022-06-26 06:00:00,8.6, None,0.0, None,26
0.0, None, 0.0,4.0,522.0, None, None,2022-06-26 07:00:00,9.3, None,0.0, None,26
