wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
85.0, 99.0, 4.3,0.0, 0.2,3.2, 0.3,0.1, 213.0, 0.2, 6.6,99.0,2020-12-09 00:00:00, None,50,,,,,,,,,,,,
50.0, 99.0, 3.2,0.0, 0.0,2.3, 0.1,0.1, 85.0, 0.0, 6.6,99.0,2020-12-09 01:00:00, None,50,,,,,,,,,,,,
129.0, 99.0, 2.3,0.0, 0.0,2.8, 0.1,0.1, 50.0, 0.0, 6.6,99.0,2020-12-09 02:00:00, None,50,,,,,,,,,,,,
191.0, 99.0, 2.8,0.0, 0.0,2.1, 0.1,0.1, 129.0, 0.0, 6.6,99.0,2020-12-09 03:00:00, None,50,,,,,,,,,,,,
26.0, 99.0, 2.1,0.0, 0.0,2.7, 0.1,0.2, 191.0, 0.0, 6.6,99.0,2020-12-09 04:00:00, None,50,,,,,,,,,,,,
338.0, 99.0, 2.7,0.2, 0.1,3.8, 0.2,0.3, 26.0, 0.0, 6.6,99.0,2020-12-09 05:00:00, None,50,,,,,,,,,,,,
64.0, 99.0, 3.8,0.2, 0.2,3.2, 0.3,0.3, 338.0, 0.2, 6.8,99.0,2020-12-09 06:00:00, None,50,,,,,,,,,,,,
133.0, 99.0, 3.2,0.2, 0.2,6.2, 0.3,0.6, 64.0, 0.2, 6.0,99.0,2020-12-09 07:00:00, None,50,,,,,,,,,,,,
188.0, 99.0, 6.2,0.6, 0.5,3.0, 0.6,0.9, 133.0, 0.2, 5.8,99.0,2020-12-09 08:00:00, None,50,,,,,,,,,,,,
350.0, 99.0, 3.0,0.4, 0.8,2.0, 0.9,1.2, 188.0, 0.6, 6.4,99.0,2020-12-09 09:00:00, None,50,,,,,,,,,,,,
277.0, 99.0, 2.0,0.0, 1.1,2.1, 1.2,1.6, 350.0, 0.4, 6.6,99.0,2020-12-09 10:00:00, None,50,,,,,,,,,,,,
343.0, 99.0, 2.1,0.0, 1.5,2.2, 1.6,1.5, 277.0, 0.0, 6.6,99.0,2020-12-09 11:00:00, None,50,,,,,,,,,,,,
42.0, 99.0, 2.2,0.0, 1.4,2.4, 1.5,1.6, 343.0, 0.0, 6.6,99.0,2020-12-09 12:00:00, None,50,,,,,,,,,,,,
253.0, 99.0, 2.4,0.0, 1.5,1.9, 1.6,1.8, 42.0, 0.0, 6.4,98.0,2020-12-09 13:00:00, None,50,,,,,,,,,,,,
126.0, 98.0, 1.9,0.0, 1.5,1.8, 1.8,1.6, 253.0, 0.0, 6.2,98.0,2020-12-09 14:00:00, None,50,,,,,,,,,,,,
118.0, 98.0, 1.8,0.0, 1.3,2.6, 1.6,1.4, 126.0, 0.0, 6.2,98.0,2020-12-09 15:00:00, None,50,,,,,,,,,,,,
145.0, 98.0, 2.6,0.0, 1.1,2.6, 1.4,0.8, 118.0, 0.0, 5.4,98.0,2020-12-09 16:00:00, None,50,,,,,,,,,,,,
243.0, 98.0, 2.6,0.0, 0.5,3.0, 0.8,0.6, 145.0, 0.0, 4.6,98.0,2020-12-09 17:00:00, None,50,,,,,,,,,,,,
6.0, 98.0, 3.0,0.0, 0.3,2.5, 0.6,0.6, 243.0, 0.0, 3.2,98.0,2020-12-09 18:00:00, None,50,,,,,,,,,,,,
137.0, 98.0, 2.5,0.0, 0.3,2.9, 0.6,0.7, 6.0, 0.0, 2.4,99.0,2020-12-09 19:00:00, None,50,,,,,,,,,,,,
26.0, 99.0, 2.9,0.0, 0.6,3.0, 0.7,0.7, 137.0, 0.0, 2.2,99.0,2020-12-09 20:00:00, None,50,,,,,,,,,,,,
169.0, 99.0, 3.0,0.0, 0.6,3.1, 0.7,0.7, 26.0, 0.0, 2.2,99.0,2020-12-09 21:00:00, None,50,,,,,,,,,,,,
178.0, 99.0, 3.1,0.0, 0.6,5.8, 0.7,0.9, 169.0, 0.0, 2.0,99.0,2020-12-09 22:00:00, None,50,,,,,,,,,,,,
143.0, 99.0, 5.8,0.0, 0.8,1.7, 0.9,0.8, 178.0, 0.0, 1.8,99.0,2020-12-09 23:00:00, None,50,,,,,,,,,,,,
1.0, 99.0, 1.7,0.0, 0.7,2.0, 0.8,0.6, 143.0, 0.0, 1.6,98.0,2020-12-10 00:00:00, None,50,,,,,,,,,,,,
74.0, 98.0, 2.0,0.0, 0.3,1.6, 0.6,0.6, 1.0, 0.0, 1.6,98.0,2020-12-10 01:00:00, None,50,,,,,,,,,,,,
248.0, 98.0, 1.6,0.0, 0.3,3.0, 0.6,0.5, 74.0, 0.0, 1.6,98.0,2020-12-10 02:00:00, None,50,,,,,,,,,,,,
33.0, 98.0, 3.0,0.0, 0.2,2.4, 0.5,0.5, 248.0, 0.0, 1.6,98.0,2020-12-10 03:00:00, None,50,,,,,,,,,,,,
159.0, 98.0, 2.4,0.0, 0.2,3.4, 0.5,0.6, 33.0, 0.0, 1.6,99.0,2020-12-10 04:00:00, None,50,,,,,,,,,,,,
32.0, 99.0, 3.4,0.0, 0.5,0.0, 0.6,0.5, 159.0, 0.0, 1.6,99.0,2020-12-10 05:00:00, None,50,,,,,,,,,,,,
109.0, 99.0, 0.0,0.0, 0.4,2.6, 0.5,0.4, 32.0, 0.0, 1.4,99.0,2020-12-10 06:00:00, None,50,,,,,,,,,,,,
47.0, 99.0, 2.6,0.0, 0.3,3.1, 0.4,0.4, 109.0, 0.0, 1.2,99.0,2020-12-10 07:00:00, None,50,,,,,,,,,,,,
311.0, 99.0, 3.1,0.0, 0.3,1.9, 0.4,0.8, 47.0, 0.0, 1.0,99.0,2020-12-10 08:00:00, None,50,,,,,,,,,,,,
252.0, 99.0, 1.9,0.0, 0.7,1.7, 0.8,1.2, 311.0, 0.0, 0.4,99.0,2020-12-10 09:00:00, None,50,,,,,,,,,,,,
289.0, 99.0, 1.7,0.0, 1.1,3.4, 1.2,1.4, 252.0, 0.0, 0.0,98.0,2020-12-10 10:00:00, None,50,,,,,,,,,,,,
248.0, 98.0, 3.4,0.0, 1.1,2.7, 1.4,2.9, 289.0, 0.0, 0.0,83.0,2020-12-10 11:00:00, None,50,,,,,,,,,,,,
