pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,13.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 00:00:00, None, None, None,22
None, None,12.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 01:00:00, None, None, None,22
None, None,12.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 02:00:00, None, None, None,22
None, None,12.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 03:00:00, None, None, None,22
None, None,11.88, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 04:00:00, None, None, None,22
None, None,10.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 05:00:00, None, None, None,22
None, None,10.64, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 06:00:00, None, None, None,22
None, None,10.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 07:00:00, None, None, None,22
None, None,10.61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 08:00:00, None, None, None,22
None, None,12.78, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 09:00:00, None, None, None,22
None, None,14.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 10:00:00, None, None, None,22
None, None,15.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 11:00:00, None, None, None,22
None, None,16.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 12:00:00, None, None, None,22
None, None,16.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 13:00:00, None, None, None,22
None, None,17.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 14:00:00, None, None, None,22
None, None,18.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 15:00:00, None, None, None,22
None, None,19.36, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 16:00:00, None, None, None,22
None, None,20.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 17:00:00, None, None, None,22
None, None,16.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 18:00:00, None, None, None,22
None, None,16.36, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 19:00:00, None, None, None,22
None, None,16.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-28 20:00:00, None, None, None,22
