TempC,SolarRadiationWm,RH,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-3.508,0.6,57.7,2.34,825.45, None,4.68,2022-02-26 00:00:00,244.3,-10.642,9
-3.449,0.6,50.3,1.95,824.85, None,3.7,2022-02-26 01:00:00,248.5,-12.298,9
-3.687,0.6,48.5,2.92,824.25, None,5.26,2022-02-26 02:00:00,221.8,-12.968,9
-4.106,0.6,59.5,3.7,823.75, None,6.24,2022-02-26 03:00:00,216.2,-10.82,9
-6.866,0.6,55.4,2.53,822.85, None,5.46,2022-02-26 04:00:00,200.8,-14.3,9
-6.357,0.6,74.9,3.12,822.15, None,6.24,2022-02-26 05:00:00,91.3,-10.079,9
-6.898,0.6,74.2,3.9,821.65, None,7.41,2022-02-26 06:00:00,119.3,-10.722,9
-4.804,0.6,71.6,1.95,820.95, None,5.65,2022-02-26 07:00:00,148.8,-9.148,9
-6.61,16.9,69.5,3.51,820.35, None,6.82,2022-02-26 08:00:00,106.7,-11.263,9
-8.364,43.1,84.4,4.29,820.05, None,6.24,2022-02-26 09:00:00,120.7,-10.535,9
-7.058,98.1,92.0,4.09,819.65, None,7.41,2022-02-26 10:00:00,105.3,-8.15,9
-7.122,99.4,93.6,4.48,819.25, None,7.02,2022-02-26 11:00:00,108.1,-7.992,9
-8.099,139.4,93.9,5.46,818.95, None,9.94,2022-02-26 12:00:00,119.3,-8.922,9
-8.132,148.1,94.2,5.26,818.55, None,8.19,2022-02-26 13:00:00,126.4,-8.914,9
-5.885,128.1,95.1,3.51,818.25, None,5.65,2022-02-26 14:00:00,123.5,-6.555,9
-7.804,109.4,94.9,4.68,818.25, None,8.19,2022-02-26 15:00:00,115.1,-8.493,9
-6.77,186.9,95.2,3.7,818.25, None,6.63,2022-02-26 16:00:00,123.5,-7.423,9
-7.219,48.1,95.2,4.29,818.05, None,7.6,2022-02-26 17:00:00,123.5,-7.87,9
-6.962,0.6,95.3,5.65,817.75, None,8.58,2022-02-26 18:00:00,124.9,-7.601,9
