ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
3.6,3.6,0.0,2018-02-26, 18.0,9
4.6,4.6,0.0,2018-02-27, 16.0,9
12.2,12.2,0.0,2018-02-28, 10.0,9
2.2,2.2,0.0,2018-03-01, 5.0,9
7.0,7.0,0.0,2018-03-02, 0.0,9
0.6,0.6,0.0,2018-03-04, 0.0,9
