wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
13.0, 102.7, 4.5, 292.5, 61.0, 11.8,2018-04-23 00:00:00, None, None, None, None, -0.14,17
11.0, 102.7, 5.8, 292.5, 66.0, 11.9,2018-04-23 01:00:00, None, None, None, None, -0.13,17
13.0, 102.6, 5.0, 292.5, 62.0, 12.0,2018-04-23 02:00:00, None, None, None, None, -0.12,17
12.0, 102.6, 4.8, 315.0, 61.0, 12.0,2018-04-23 03:00:00, None, None, None, None, -0.1,17
3.0, 102.7, 1.8, 315.0, 52.0, 11.3,2018-04-23 04:00:00, None, None, None, None, -0.02,17
3.0, 102.7, 1.9, 315.0, 55.0, 10.5,2018-04-23 05:00:00, None, None, None, None, 0.05,17
5.0, 102.7, 1.7, 270.0, 56.0, 10.1,2018-04-23 06:00:00, 5.7, 1.3, 33.0, 12.8, 0.04,17
1.0, 102.7, 2.3, 22.5, 62.0, 9.3,2018-04-23 07:00:00, None, None, None, None, 0.02,17
4.0, 102.7, 1.7, 112.5, 58.0, 9.4,2018-04-23 08:00:00, None, None, None, None, 0.01,17
1.0, 102.8, 2.9, 22.5, 66.0, 8.8,2018-04-23 09:00:00, None, None, None, None, 0.09,17
4.0, 102.8, 3.2, 67.5, 70.0, 8.4,2018-04-23 10:00:00, None, None, None, None, 0.1,17
3.0, 102.8, 1.8, 337.5, 65.0, 8.0,2018-04-23 11:00:00, None, None, None, None, 0.1,17
2.0, 102.8, 1.7, 22.5, 63.0, 8.4,2018-04-23 12:00:00, None, None, None, None, 0.02,17
2.0, 102.8, 2.3, 45.0, 71.0, 7.2,2018-04-23 13:00:00, None, None, None, None, -0.01,17
0.0, 102.8, 2.9, None, 64.0, 9.3,2018-04-23 14:00:00, None, None, None, None, -0.01,17
3.0, 102.9, 3.9, 112.5, 70.0, 9.1,2018-04-23 15:00:00, None, None, None, None, 0.07,17
5.0, 102.9, 3.3, 90.0, 65.0, 9.5,2018-04-23 16:00:00, None, None, None, None, 0.09,17
17.0, 102.8, 2.5, 292.5, 58.0, 10.3,2018-04-23 17:00:00, None, None, 29.0, None, 0.02,17
