WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 0.096,82.3,2016-07-01 00:00:00,15.19,27
None, None, 0.939998,83.0,2016-07-01 01:00:00,14.88,27
None, None, 0.208,83.4,2016-07-01 02:00:00,15.09,27
None, None, 0.6,84.7,2016-07-01 03:00:00,14.98,27
None, None, 0.686999,83.8,2016-07-01 04:00:00,15.19,27
None, None, 2.503,80.2,2016-07-01 05:00:00,15.46,27
None, None, 2.264,76.6,2016-07-01 06:00:00,16.02,27
None, None, 1.6,82.6,2016-07-01 07:00:00,15.86,27
None, None, 1.733,78.3,2016-07-01 08:00:00,16.39,27
None, None, 3.021,81.8,2016-07-01 09:00:00,16.16,27
None, None, 2.86,82.3,2016-07-01 10:00:00,15.46,27
None, None, 1.517,82.3,2016-07-01 11:00:00,15.82,27
None, None, 2.442,79.3,2016-07-01 12:00:00,16.21,27
None, None, 1.483,74.4,2016-07-01 13:00:00,17.0,27
None, None, 2.961,73.9,2016-07-01 14:00:00,17.45,27
None, None, 3.605,75.7,2016-07-01 15:00:00,17.52,27
None, None, 2.351,74.0,2016-07-01 16:00:00,18.03,27
None, None, 1.929,72.8,2016-07-01 17:00:00,18.6,27
None, None, 2.614,72.9,2016-07-01 18:00:00,18.53,27
None, None, 2.712,73.7,2016-07-01 19:00:00,18.37,27
None, None, 0.501999,75.1,2016-07-01 20:00:00,18.11,27
None, None, 1.313,79.0,2016-07-01 21:00:00,16.9,27
None, None, 1.018,80.4,2016-07-01 22:00:00,16.21,27
None, None, 0.056,82.2,2016-07-01 23:00:00,15.88,27
None, None, 0.296,82.3,2016-07-02 00:00:00,16.17,27
None, None, 0.441,81.9,2016-07-02 01:00:00,16.2,27
None, None, 1.04,83.0,2016-07-02 02:00:00,15.76,27
None, None, 0.437999,83.4,2016-07-02 03:00:00,15.76,27
None, None, 0.446999,84.1,2016-07-02 04:00:00,15.68,27
None, None, 1.015,84.7,2016-07-02 05:00:00,15.44,27
None, None, 0.275,85.0,2016-07-02 06:00:00,15.88,27
None, None, None,83.8,2016-07-02 07:00:00,16.84,27
None, None, 0.291999,81.1,2016-07-02 08:00:00,17.45,27
None, None, 2.18,78.8,2016-07-02 09:00:00,18.01,27
None, None, 4.901,76.0,2016-07-02 10:00:00,18.73,27
None, None, 4.221,71.7,2016-07-02 11:00:00,19.1,27
None, None, 5.041,72.4,2016-07-02 12:00:00,19.49,27
None, None, 4.654,68.88,2016-07-02 13:00:00,20.25,27
None, None, 5.186,66.98,2016-07-02 14:00:00,20.61,27
None, None, 5.328,65.15,2016-07-02 15:00:00,20.69,27
None, None, 4.664,63.35,2016-07-02 16:00:00,20.61,27
None, None, 3.34,64.31,2016-07-02 17:00:00,20.28,27
None, None, 3.137,65.54,2016-07-02 18:00:00,20.03,27
None, None, 1.937,65.33,2016-07-02 19:00:00,20.41,27
None, None, 1.625,62.12,2016-07-02 20:00:00,20.46,27
None, None, 2.552,65.09,2016-07-02 21:00:00,19.59,27
None, None, 3.06,60.36,2016-07-02 22:00:00,19.23,27
None, None, 4.076,59.27,2016-07-02 23:00:00,18.7,27
None, None, 5.419,63.97,2016-07-03 00:00:00,18.5,27
None, None, 4.016,64.6,2016-07-03 01:00:00,18.5,27
None, None, 3.551,63.66,2016-07-03 02:00:00,18.03,27
None, None, 3.034,66.15,2016-07-03 03:00:00,17.57,27
None, None, 2.942,64.15,2016-07-03 04:00:00,17.36,27
None, None, 1.608,69.62,2016-07-03 05:00:00,16.36,27
None, None, 0.796998,62.67,2016-07-03 06:00:00,18.11,27
None, None, 3.462,55.6,2016-07-03 07:00:00,18.83,27
None, None, 3.86,52.8,2016-07-03 08:00:00,19.22,27
None, None, 4.041,50.71,2016-07-03 09:00:00,19.76,27
None, None, 4.599,47.54,2016-07-03 10:00:00,20.2,27
None, None, 6.499,50.74,2016-07-03 11:00:00,19.89,27
None, None, 6.375,42.3,2016-07-03 12:00:00,20.87,27
None, None, 5.756,35.82,2016-07-03 13:00:00,21.52,27
None, None, 5.805,33.67,2016-07-03 14:00:00,21.89,27
None, None, 5.512,32.28,2016-07-03 15:00:00,22.5,27
None, None, 5.877,36.95,2016-07-03 16:00:00,22.04,27
None, None, 7.01,47.71,2016-07-03 17:00:00,21.3,27
None, None, 5.376,58.99,2016-07-03 18:00:00,19.58,27
None, None, 4.716,60.17,2016-07-03 19:00:00,19.3,27
None, None, 4.527,64.88,2016-07-03 20:00:00,18.86,27
None, None, 4.003,58.38,2016-07-03 21:00:00,18.83,27
None, None, 2.348,60.47,2016-07-03 22:00:00,18.1,27
None, None, 2.901,56.23,2016-07-03 23:00:00,18.34,27
None, None, 1.254,57.4,2016-07-04 00:00:00,18.35,27
