station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 1.526, None, 100.0, 2017-01-01 00:00:00, -3.511
None, None, 2.049, None, None, 2017-01-01 01:00:00, -3.666
None, None, 2.094, None, None, 2017-01-01 02:00:00, -3.578
None, None, 2.032, None, None, 2017-01-01 03:00:00, -3.387
None, None, 1.138, None, None, 2017-01-01 04:00:00, -3.224
None, None, 2.027, None, None, 2017-01-01 05:00:00, -3.31
None, None, 2.105, None, None, 2017-01-01 06:00:00, -3.261
None, None, 2.317, None, None, 2017-01-01 07:00:00, -3.062
None, None, 1.534, None, None, 2017-01-01 08:00:00, -2.991
None, None, 1.535, None, None, 2017-01-01 09:00:00, -2.878
None, None, 2.653, None, None, 2017-01-01 10:00:00, -1.885
None, None, 3.883, None, None, 2017-01-01 11:00:00, -1.14
None, None, 5.987, None, None, 2017-01-01 12:00:00, -0.732999
None, None, 6.846, None, None, 2017-01-01 13:00:00, -0.541998
None, None, 7.751, None, None, 2017-01-01 14:00:00, -0.67
None, None, 8.8, None, None, 2017-01-01 15:00:00, -0.958
None, None, 7.213, None, None, 2017-01-01 16:00:00, -1.175
None, None, 6.13, None, None, 2017-01-01 17:00:00, -1.271
None, None, 6.529, None, None, 2017-01-01 18:00:00, -1.445
None, None, 6.136, None, None, 2017-01-01 19:00:00, -1.705
None, None, 5.48, None, None, 2017-01-01 20:00:00, -2.041
None, None, 5.366, None, None, 2017-01-01 21:00:00, -2.698
None, None, 5.767, None, None, 2017-01-01 22:00:00, -3.087
None, None, 5.458, None, None, 2017-01-01 23:00:00, -3.399
None, None, 4.112, None, None, 2017-01-02 00:00:00, -3.749
None, None, 3.174, None, None, 2017-01-02 01:00:00, -5.465
None, None, 3.41, None, None, 2017-01-02 02:00:00, -6.741
None, None, 2.916, None, None, 2017-01-02 03:00:00, -7.398
None, None, 3.096, None, None, 2017-01-02 04:00:00, -7.867
None, None, 2.441, None, None, 2017-01-02 05:00:00, -8.78
None, None, 2.851, None, None, 2017-01-02 06:00:00, -9.92
None, None, 3.066, None, None, 2017-01-02 07:00:00, -10.6
None, None, 2.224, None, None, 2017-01-02 08:00:00, -11.38
None, None, 3.003, None, None, 2017-01-02 09:00:00, -11.16
None, None, 3.297, None, None, 2017-01-02 10:00:00, -9.15
None, None, 2.788, None, None, 2017-01-02 11:00:00, -7.572
None, None, 2.457, None, None, 2017-01-02 12:00:00, -6.614
None, None, 2.64, None, None, 2017-01-02 13:00:00, -5.881
None, None, 2.648, None, None, 2017-01-02 14:00:00, -5.751
None, None, 2.031, None, None, 2017-01-02 15:00:00, -5.377
None, None, 1.65, None, None, 2017-01-02 16:00:00, -5.907
None, None, 2.649, None, None, 2017-01-02 17:00:00, -7.63
None, None, 2.232, None, None, 2017-01-02 18:00:00, -9.16
None, None, 2.949, None, None, 2017-01-02 19:00:00, -10.91
None, None, 3.091, None, None, 2017-01-02 20:00:00, -11.59
None, None, 3.459, None, None, 2017-01-02 21:00:00, -12.18
None, None, 3.43, None, None, 2017-01-02 22:00:00, -12.72
None, None, 3.088, None, None, 2017-01-02 23:00:00, -13.19
None, None, 3.284, None, None, 2017-01-03 00:00:00, -14.01
None, None, 3.235, None, None, 2017-01-03 01:00:00, -14.42
None, None, 3.41, None, None, 2017-01-03 02:00:00, -14.57
None, None, 3.742, None, None, 2017-01-03 03:00:00, -14.77
None, None, 3.739, None, None, 2017-01-03 04:00:00, -14.56
None, None, 3.148, None, None, 2017-01-03 05:00:00, -14.58
None, None, 3.279, None, None, 2017-01-03 06:00:00, -14.94
None, None, 3.695, None, None, 2017-01-03 07:00:00, -15.07
None, None, 3.162, None, None, 2017-01-03 08:00:00, -14.99
None, None, 3.33, None, None, 2017-01-03 09:00:00, -14.52
None, None, 3.401, None, None, 2017-01-03 10:00:00, -14.09
None, None, 1.864, None, None, 2017-01-03 11:00:00, -11.69
None, None, 2.524, None, None, 2017-01-03 12:00:00, -10.62
None, None, 2.293, None, None, 2017-01-03 13:00:00, -9.67
None, None, 2.366, None, None, 2017-01-03 14:00:00, -9.09
None, None, 2.203, None, None, 2017-01-03 15:00:00, -8.9
None, None, 1.733, None, None, 2017-01-03 16:00:00, -9.68
None, None, 2.269, None, None, 2017-01-03 17:00:00, -10.79
None, None, 2.118, None, None, 2017-01-03 18:00:00, -12.23
None, None, 2.611, None, None, 2017-01-03 19:00:00, -13.0
None, None, 3.281, None, None, 2017-01-03 20:00:00, -14.29
None, None, 2.442, None, None, 2017-01-03 21:00:00, -14.91
None, None, 2.7, None, None, 2017-01-03 22:00:00, -14.93
None, None, 2.391, None, None, 2017-01-03 23:00:00, -15.1
None, None, 3.028, None, None, 2017-01-04 00:00:00, -15.37
None, None, 3.089, None, None, 2017-01-04 01:00:00, -15.72
None, None, 3.28, None, None, 2017-01-04 02:00:00, -15.64
None, None, 3.544, None, None, 2017-01-04 03:00:00, -15.62
None, None, 3.645, None, None, 2017-01-04 04:00:00, -15.75
None, None, 2.765, None, None, 2017-01-04 05:00:00, -15.6
None, None, 3.831, None, None, 2017-01-04 06:00:00, -15.41
None, None, 2.982, None, None, 2017-01-04 07:00:00, -15.07
None, None, 3.224, None, None, 2017-01-04 08:00:00, -15.2
None, None, 2.634, None, None, 2017-01-04 09:00:00, -14.75
None, None, 2.193, None, None, 2017-01-04 10:00:00, -14.05
None, None, 2.279, None, None, 2017-01-04 11:00:00, -12.65
None, None, 2.123, None, None, 2017-01-04 12:00:00, -11.56
None, None, 2.171, None, None, 2017-01-04 13:00:00, -10.62
None, None, 2.39, None, None, 2017-01-04 14:00:00, -9.84
None, None, 2.645, None, None, 2017-01-04 15:00:00, -9.59
None, None, 2.603, None, None, 2017-01-04 16:00:00, -10.03
None, None, 2.455, None, None, 2017-01-04 17:00:00, -11.29
None, None, 2.616, None, None, 2017-01-04 18:00:00, -12.8
None, None, 2.846, None, None, 2017-01-04 19:00:00, -13.56
None, None, 2.097, None, None, 2017-01-04 20:00:00, -13.6
None, None, 2.259, None, None, 2017-01-04 21:00:00, -14.18
None, None, 1.709, None, None, 2017-01-04 22:00:00, -15.01
None, None, 2.345, None, None, 2017-01-04 23:00:00, -14.97
None, None, 2.475, None, None, 2017-01-05 00:00:00, -15.17
None, None, 2.763, None, None, 2017-01-05 01:00:00, -14.91
None, None, 2.563, None, None, 2017-01-05 02:00:00, -14.56
None, None, 2.269, None, None, 2017-01-05 03:00:00, -13.62
None, None, 2.053, None, None, 2017-01-05 04:00:00, -13.28
None, None, 1.653, None, None, 2017-01-05 05:00:00, -12.6
None, None, 1.729, None, None, 2017-01-05 06:00:00, -12.18
