station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 2.74803, None, 68.8995, 2017-01-01 00:00:00, -7.65578
None, None, 2.95227, None, 68.0684, 2017-01-01 01:00:00, -8.13174
None, None, 4.17406, None, 67.8349, 2017-01-01 02:00:00, -8.11934
None, None, 3.81978, None, 68.841, 2017-01-01 03:00:00, -8.49033
None, None, 3.54096, None, 71.166, 2017-01-01 04:00:00, -8.71157
None, None, 1.66841, None, 75.8317, 2017-01-01 05:00:00, -9.78145
None, None, 1.29606, None, 80.638, 2017-01-01 06:00:00, -11.2949
None, None, 1.23623, None, 81.9722, 2017-01-01 07:00:00, -12.6133
None, None, 2.04271, None, 85.2302, 2017-01-01 08:00:00, -12.8684
None, None, 1.81199, None, 84.4756, 2017-01-01 09:00:00, -12.474
None, None, 1.56181, None, 82.6631, 2017-01-01 10:00:00, -12.197
None, None, 1.24787, None, 81.4425, 2017-01-01 11:00:00, -11.5941
None, None, 1.46336, None, 79.1692, 2017-01-01 12:00:00, -10.9469
None, None, 0.883575, None, 77.8198, 2017-01-01 13:00:00, -10.3148
None, None, 1.20413, None, 76.8619, 2017-01-01 14:00:00, -9.8347
None, None, 1.04656, None, 75.5866, 2017-01-01 15:00:00, -10.1178
None, None, 0.961228, None, 79.1699, 2017-01-01 16:00:00, -11.5057
None, None, 0.609633, None, 81.4643, 2017-01-01 17:00:00, -12.3497
None, None, 0.361241, None, 81.933, 2017-01-01 18:00:00, -12.3133
None, None, 0.670506, None, 82.9077, 2017-01-01 19:00:00, -12.1759
None, None, 1.21094, None, 84.5014, 2017-01-01 20:00:00, -11.4339
None, None, 1.33651, None, 85.114, 2017-01-01 21:00:00, -10.9371
None, None, 1.24774, None, 85.492, 2017-01-01 22:00:00, -10.8429
None, None, 1.06184, None, 85.9112, 2017-01-01 23:00:00, -10.8391
None, None, 1.37636, None, 86.5885, 2017-01-02 00:00:00, -10.2682
None, None, 1.3868, None, 86.4719, 2017-01-02 01:00:00, -9.79685
None, None, 3.1881, None, 74.6426, 2017-01-02 02:00:00, -8.02045
None, None, 4.4475, None, 69.8056, 2017-01-02 03:00:00, -8.01416
None, None, 5.03883, None, 68.8701, 2017-01-02 04:00:00, -9.29186
