station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, PRECIP_TOTAL, avg_rel_hum_pst1hr, time, HUMIDITY, avg_air_temp_pst1hr
None, None, 1.33, 0.0, 88.8, 2017-01-01 00:00:00, None, 0.842
None, None, 1.374, 0.0, 85.0, 2017-01-01 01:00:00, None, 0.898998
None, None, 1.285, 0.0, 78.4, 2017-01-01 02:00:00, None, 1.4
None, None, 1.995, 0.0, 84.2, 2017-01-01 03:00:00, None, 0.194998
None, None, 1.595, 0.0, 90.3, 2017-01-01 04:00:00, None, 0.409
None, None, 1.659, 0.0, 94.4, 2017-01-01 05:00:00, None, 0.49
None, None, 2.257, 0.0, 94.9, 2017-01-01 06:00:00, None, 1.001
None, None, 2.731, 0.0, 93.9, 2017-01-01 07:00:00, None, 1.258
None, None, 2.943, 0.0, 90.1, 2017-01-01 08:00:00, None, 1.583
None, None, 4.45, 0.3, 76.7, 2017-01-01 09:00:00, None, 2.482
None, None, 4.741, 1.2, 65.23, 2017-01-01 10:00:00, None, 3.2
None, None, 6.382, 0.0, 55.01, 2017-01-01 11:00:00, None, 3.624
None, None, 6.47, 0.0, 49.84, 2017-01-01 12:00:00, None, 3.875
None, None, 6.879, 0.0, 44.26, 2017-01-01 13:00:00, None, 4.061
None, None, 7.77, 0.0, 40.12, 2017-01-01 14:00:00, None, 3.775
None, None, 7.2, 0.0, 41.89, 2017-01-01 15:00:00, None, 3.338
None, None, 7.01, 0.0, 42.57, 2017-01-01 16:00:00, None, 2.983
None, None, 6.966, 0.0, 45.01, 2017-01-01 17:00:00, None, 2.653
None, None, 7.02, 0.0, 45.3, 2017-01-01 18:00:00, None, 2.37
None, None, 9.15, 0.0, 40.97, 2017-01-01 19:00:00, None, 2.077
None, None, 10.21, 0.0, 37.7, 2017-01-01 20:00:00, None, 1.752
None, None, 9.14, 0.0, 39.85, 2017-01-01 21:00:00, None, 1.524
None, None, 8.55, 0.0, 41.81, 2017-01-01 22:00:00, None, 1.34
None, None, 9.31, 0.0, 41.51, 2017-01-01 23:00:00, None, 1.281
None, None, 8.59, 0.0, 41.06, 2017-01-02 00:00:00, None, 1.173
None, None, 8.4, 0.0, 40.22, 2017-01-02 01:00:00, None, 0.893
None, None, 8.65, 0.0, 40.07, 2017-01-02 02:00:00, None, 0.677999
None, None, 8.44, 0.0, 39.95, 2017-01-02 03:00:00, None, 0.495999
None, None, 8.52, 0.0, 40.37, 2017-01-02 04:00:00, None, 0.301999
None, None, 7.75, 0.0, 41.17, 2017-01-02 05:00:00, None, 0.1
None, None, 7.9, 0.0, 40.6, 2017-01-02 06:00:00, None, -0.158998
None, None, 8.7, 0.0, 39.05, 2017-01-02 07:00:00, None, -0.386
None, None, 7.8, 0.0, 39.78, 2017-01-02 08:00:00, None, -0.607999
None, None, 7.88, 0.0, 40.02, 2017-01-02 09:00:00, None, -0.811999
None, None, 7.96, 0.0, 39.92, 2017-01-02 10:00:00, None, -0.584999
None, None, 7.44, 0.0, 40.36, 2017-01-02 11:00:00, None, -0.268
None, None, 7.12, 0.0, 39.81, 2017-01-02 12:00:00, None, -0.068
None, None, 6.875, 0.0, 39.82, 2017-01-02 13:00:00, None, 0.174998
None, None, 7.37, 0.0, 37.86, 2017-01-02 14:00:00, None, 0.211998
None, None, 7.11, 0.0, 38.76, 2017-01-02 15:00:00, None, 0.333
