station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
None, None, 0.298999, 2017-01-01 00:00:00, -4.753
None, None, 0.143998, 2017-01-01 01:00:00, -4.731
None, None, 0.467999, 2017-01-01 02:00:00, -4.402
None, None, 0.640999, 2017-01-01 03:00:00, -3.95
None, None, 1.33, 2017-01-01 04:00:00, -2.972
None, None, 1.769, 2017-01-01 05:00:00, -2.34
None, None, 2.02, 2017-01-01 06:00:00, -2.068
None, None, 2.069, 2017-01-01 07:00:00, -1.995
None, None, 0.513998, 2017-01-01 08:00:00, -2.351
None, None, 0.289, 2017-01-01 09:00:00, -2.746
None, None, 0.924, 2017-01-01 10:00:00, -1.712
None, None, 1.723, 2017-01-01 11:00:00, -1.164
None, None, 2.699, 2017-01-01 12:00:00, 0.277
None, None, 2.456, 2017-01-01 13:00:00, 0.933
None, None, 2.75, 2017-01-01 14:00:00, 1.042
None, None, 2.374, 2017-01-01 15:00:00, 0.151998
None, None, 1.956, 2017-01-01 16:00:00, -0.287999
None, None, 2.23, 2017-01-01 17:00:00, -1.053
None, None, 2.461, 2017-01-01 18:00:00, -1.231
None, None, 2.002, 2017-01-01 19:00:00, -1.587
None, None, 2.134, 2017-01-01 20:00:00, -2.109
None, None, 2.407, 2017-01-01 21:00:00, -2.317
None, None, 1.144, 2017-01-01 22:00:00, -4.218
None, None, 1.018, 2017-01-01 23:00:00, -5.876
None, None, 0.777998, 2017-01-02 00:00:00, -7.05
None, None, 0.901, 2017-01-02 01:00:00, -7.66
None, None, 1.15, 2017-01-02 02:00:00, -7.66
None, None, 1.633, 2017-01-02 03:00:00, -7.53
None, None, 1.227, 2017-01-02 04:00:00, -7.24
None, None, 1.107, 2017-01-02 05:00:00, -7.44
None, None, 2.167, 2017-01-02 06:00:00, -7.21
None, None, 2.94, 2017-01-02 07:00:00, -6.234
None, None, 1.27, 2017-01-02 08:00:00, -7.69
None, None, 2.012, 2017-01-02 09:00:00, -8.41
None, None, 1.024, 2017-01-02 10:00:00, -8.63
None, None, 1.259, 2017-01-02 11:00:00, -8.95
None, None, 1.214, 2017-01-02 12:00:00, -8.52
None, None, 1.16, 2017-01-02 13:00:00, -8.36
None, None, 1.163, 2017-01-02 14:00:00, -8.16
None, None, 0.874, 2017-01-02 15:00:00, -8.23
None, None, 0.748, 2017-01-02 16:00:00, -8.88
None, None, 0.695999, 2017-01-02 17:00:00, -9.52
None, None, 0.633, 2017-01-02 18:00:00, -10.15
None, None, 0.764998, 2017-01-02 19:00:00, -10.54
None, None, 0.425, 2017-01-02 20:00:00, -11.46
None, None, 0.268, 2017-01-02 21:00:00, -11.97
None, None, 0.344998, 2017-01-02 22:00:00, -12.54
None, None, 0.419999, 2017-01-02 23:00:00, -12.98
None, None, 0.495999, 2017-01-03 00:00:00, -13.15
None, None, 0.430999, 2017-01-03 01:00:00, -13.24
None, None, 0.470999, 2017-01-03 02:00:00, -13.59
None, None, 0.458999, 2017-01-03 03:00:00, -13.9
None, None, 0.492, 2017-01-03 04:00:00, -13.77
None, None, 0.544, 2017-01-03 05:00:00, -13.66
None, None, 0.602998, 2017-01-03 06:00:00, -13.2
None, None, 1.147, 2017-01-03 07:00:00, -11.29
None, None, 1.156, 2017-01-03 08:00:00, -11.61
None, None, 0.987999, 2017-01-03 09:00:00, -11.09
None, None, 0.758, 2017-01-03 10:00:00, -10.04
None, None, 0.583, 2017-01-03 11:00:00, -8.68
None, None, 3.031, 2017-01-03 12:00:00, -7.6
None, None, 5.43, 2017-01-03 13:00:00, -8.05
None, None, 5.733, 2017-01-03 14:00:00, -8.55
None, None, 5.379, 2017-01-03 15:00:00, -8.77
None, None, 4.607, 2017-01-03 16:00:00, -8.9
None, None, 3.519, 2017-01-03 17:00:00, -9.16
None, None, 1.806, 2017-01-03 18:00:00, -9.7
None, None, 0.449, 2017-01-03 19:00:00, -11.54
None, None, 0.308999, 2017-01-03 20:00:00, -12.74
None, None, 0.337998, 2017-01-03 21:00:00, -13.22
None, None, 1.94, 2017-01-03 22:00:00, -11.97
None, None, 2.821, 2017-01-03 23:00:00, -10.25
None, None, 4.12, 2017-01-04 00:00:00, -9.75
None, None, 4.573, 2017-01-04 01:00:00, -9.65
None, None, 5.02, 2017-01-04 02:00:00, -9.62
None, None, 4.234, 2017-01-04 03:00:00, -9.61
None, None, 3.918, 2017-01-04 04:00:00, -9.09
None, None, 4.232, 2017-01-04 05:00:00, -9.27
None, None, 5.1, 2017-01-04 06:00:00, -9.88
None, None, 4.195, 2017-01-04 07:00:00, -10.12
None, None, 4.397, 2017-01-04 08:00:00, -10.09
None, None, 4.209, 2017-01-04 09:00:00, -9.16
None, None, 4.957, 2017-01-04 10:00:00, -8.99
None, None, 4.932, 2017-01-04 11:00:00, -9.64
None, None, 5.182, 2017-01-04 12:00:00, -9.92
None, None, 6.155, 2017-01-04 13:00:00, -9.74
None, None, 7.21, 2017-01-04 14:00:00, -9.08
None, None, 6.532, 2017-01-04 15:00:00, -8.69
None, None, 6.621, 2017-01-04 16:00:00, -8.43
None, None, 4.678, 2017-01-04 17:00:00, -8.62
None, None, 6.548, 2017-01-04 18:00:00, -8.62
None, None, 6.406, 2017-01-04 19:00:00, -8.49
None, None, 6.984, 2017-01-04 20:00:00, -8.73
None, None, 5.11, 2017-01-04 21:00:00, -8.96
None, None, 3.921, 2017-01-04 22:00:00, -9.34
None, None, 3.926, 2017-01-04 23:00:00, -9.3
None, None, 2.157, 2017-01-05 00:00:00, -9.54
None, None, 1.221, 2017-01-05 01:00:00, -9.27
None, None, 1.476, 2017-01-05 02:00:00, -9.18
None, None, 1.704, 2017-01-05 03:00:00, -9.03
None, None, 2.504, 2017-01-05 04:00:00, -9.09
None, None, 4.463, 2017-01-05 05:00:00, -8.85
None, None, 2.785, 2017-01-05 06:00:00, -9.38
None, None, 3.12, 2017-01-05 07:00:00, -9.41
None, None, 2.332, 2017-01-05 08:00:00, -9.44
None, None, 2.445, 2017-01-05 09:00:00, -8.77
None, None, 3.388, 2017-01-05 10:00:00, -8.2
None, None, 2.191, 2017-01-05 11:00:00, -10.09
None, None, 2.061, 2017-01-05 12:00:00, -8.92
None, None, 1.409, 2017-01-05 13:00:00, -7.46
None, None, 1.592, 2017-01-05 14:00:00, -6.245
None, None, 1.831, 2017-01-05 15:00:00, -5.822
None, None, 2.264, 2017-01-05 16:00:00, -4.964
None, None, 1.217, 2017-01-05 17:00:00, -6.805
None, None, 1.996, 2017-01-05 18:00:00, -6.736
None, None, 2.117, 2017-01-05 19:00:00, -7.84
None, None, 2.0, 2017-01-05 20:00:00, -7.98
None, None, 2.054, 2017-01-05 21:00:00, -8.21
None, None, 1.822, 2017-01-05 22:00:00, -8.7
None, None, 1.873, 2017-01-05 23:00:00, -8.75
None, None, 2.324, 2017-01-06 00:00:00, -8.54
None, None, 1.687, 2017-01-06 01:00:00, -8.76
None, None, 2.285, 2017-01-06 02:00:00, -8.47
None, None, 1.835, 2017-01-06 03:00:00, -8.91
None, None, 2.669, 2017-01-06 04:00:00, -7.64
None, None, 3.399, 2017-01-06 05:00:00, -6.641
None, None, 2.67, 2017-01-06 06:00:00, -7.17
None, None, 2.466, 2017-01-06 07:00:00, -8.17
None, None, 1.965, 2017-01-06 08:00:00, -9.42
None, None, 1.917, 2017-01-06 09:00:00, -9.18
None, None, 3.113, 2017-01-06 10:00:00, -7.62
None, None, 3.383, 2017-01-06 11:00:00, -6.506
None, None, 3.485, 2017-01-06 12:00:00, -5.611
None, None, 4.006, 2017-01-06 13:00:00, -4.497
None, None, 3.073, 2017-01-06 14:00:00, -4.912
None, None, 2.737, 2017-01-06 15:00:00, -4.509
None, None, 1.964, 2017-01-06 16:00:00, -7.8
None, None, 2.249, 2017-01-06 17:00:00, -8.69
None, None, 3.028, 2017-01-06 18:00:00, -7.71
None, None, 3.466, 2017-01-06 19:00:00, -8.45
None, None, 3.272, 2017-01-06 20:00:00, -9.44
None, None, 3.314, 2017-01-06 21:00:00, -9.35
None, None, 4.428, 2017-01-06 22:00:00, -9.26
None, None, 3.771, 2017-01-06 23:00:00, -9.34
None, None, 4.034, 2017-01-07 00:00:00, -9.07
None, None, 3.935, 2017-01-07 01:00:00, -8.7
None, None, 3.842, 2017-01-07 02:00:00, -8.26
None, None, 1.351, 2017-01-07 03:00:00, -8.96
None, None, 0.486999, 2017-01-07 04:00:00, -11.45
None, None, 0.921998, 2017-01-07 05:00:00, -11.69
None, None, 1.241, 2017-01-07 06:00:00, -10.68
None, None, 0.931999, 2017-01-07 07:00:00, -11.43
None, None, 0.699998, 2017-01-07 08:00:00, -11.72
None, None, 1.272, 2017-01-07 09:00:00, -10.21
None, None, 1.113, 2017-01-07 10:00:00, -9.0
None, None, 0.395999, 2017-01-07 11:00:00, -8.26
None, None, 0.577, 2017-01-07 12:00:00, -7.09
None, None, 1.728, 2017-01-07 13:00:00, -7.19
None, None, 3.341, 2017-01-07 14:00:00, -5.795
None, None, 3.325, 2017-01-07 15:00:00, -5.345
None, None, 3.785, 2017-01-07 16:00:00, -4.943
None, None, 2.927, 2017-01-07 17:00:00, -4.638
None, None, 1.986, 2017-01-07 18:00:00, -4.635
None, None, 2.093, 2017-01-07 19:00:00, -4.498
None, None, 3.137, 2017-01-07 20:00:00, -4.049
None, None, 4.481, 2017-01-07 21:00:00, -3.972
None, None, 3.541, 2017-01-07 22:00:00, -4.273
None, None, 3.557, 2017-01-07 23:00:00, -4.275
None, None, 3.692, 2017-01-08 00:00:00, -4.317
None, None, 4.021, 2017-01-08 01:00:00, -4.455
None, None, 2.29, 2017-01-08 02:00:00, -4.474
None, None, 3.105, 2017-01-08 03:00:00, -4.989
None, None, 2.378, 2017-01-08 04:00:00, -5.45
None, None, 0.358, 2017-01-08 05:00:00, -7.29
None, None, 0.925, 2017-01-08 06:00:00, -7.42
None, None, 0.837, 2017-01-08 07:00:00, -6.422
None, None, 0.444999, 2017-01-08 08:00:00, -5.619
None, None, 0.783999, 2017-01-08 09:00:00, -5.578
None, None, 1.051, 2017-01-08 10:00:00, -4.163
None, None, 0.538999, 2017-01-08 11:00:00, -3.6
None, None, 1.672, 2017-01-08 12:00:00, -3.694
None, None, 1.929, 2017-01-08 13:00:00, -3.044
None, None, 4.136, 2017-01-08 14:00:00, -3.381
None, None, 6.538, 2017-01-08 15:00:00, -3.328
None, None, 6.051, 2017-01-08 16:00:00, -3.273
None, None, 6.847, 2017-01-08 17:00:00, -3.388
None, None, 6.757, 2017-01-08 18:00:00, -3.56
None, None, 6.261, 2017-01-08 19:00:00, -3.714
None, None, 5.661, 2017-01-08 20:00:00, -3.876
None, None, 6.198, 2017-01-08 21:00:00, -3.9
None, None, 4.957, 2017-01-08 22:00:00, -3.897
None, None, 4.458, 2017-01-08 23:00:00, -3.858
None, None, 3.93, 2017-01-09 00:00:00, -3.854
None, None, 2.373, 2017-01-09 01:00:00, -3.925
None, None, 0.349, 2017-01-09 02:00:00, -4.121
