station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -12.04, None, None, None, None, None, 12.91, None, 6.486, 178.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 02:00:00, None, None, 148.5
None, -12.08, None, None, None, None, None, 18.23, None, 6.782, 198.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 03:00:00, None, None, 148.2
None, -12.22, None, None, None, None, None, 14.15, None, 4.525, 201.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 04:00:00, None, None, 148.2
None, -12.42, None, None, None, None, None, 21.58, None, 4.12, 149.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 05:00:00, None, None, 148.3
None, -12.79, None, None, None, None, None, 27.29, None, 2.978, 131.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 06:00:00, None, None, 148.0
None, -13.25, None, None, None, None, None, 16.79, None, 4.567, 135.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 07:00:00, None, None, 148.0
None, -13.17, None, None, None, None, None, 29.99, None, 2.957, 143.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 08:00:00, None, None, 147.7
None, -12.53, None, None, None, None, None, 37.52, None, 2.999, 157.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 09:00:00, None, None, 147.8
None, -10.12, None, None, None, None, None, 19.38, None, 4.458, 114.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 10:00:00, None, None, 147.6
None, -9.76, None, None, None, None, None, 12.5, None, 7.97, 119.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 11:00:00, None, None, 147.7
None, -9.07, None, None, None, None, None, 11.57, None, 8.58, 114.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 12:00:00, None, None, 148.3
None, -9.26, None, None, None, None, None, 12.66, None, 7.07, 112.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 13:00:00, None, None, 148.1
None, -9.09, None, None, None, None, None, 11.45, None, 12.45, 108.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 14:00:00, None, None, 147.9
None, -9.99, None, None, None, None, None, 17.71, None, 12.12, 115.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 15:00:00, None, None, 147.8
None, -9.42, None, None, None, None, None, 14.9, None, 12.4, 110.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 16:00:00, None, None, 147.9
None, -7.33, None, None, None, None, None, 14.27, None, 12.8, 115.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 17:00:00, None, None, 147.2
None, -8.42, None, None, None, None, None, 16.12, None, 11.9, 104.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 18:00:00, None, None, 148.0
None, -7.69, None, None, None, None, None, 17.96, None, 13.24, 109.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 19:00:00, None, None, 149.5
None, -7.05, None, None, None, None, None, 16.05, None, 14.96, 119.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 20:00:00, None, None, 152.9
None, -7.23, None, None, None, None, None, 15.65, None, 13.55, 124.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 21:00:00, None, None, 154.1
None, -7.3, None, None, None, None, None, 15.31, None, 11.01, 141.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 22:00:00, None, None, 155.8
None, -6.732, None, None, None, None, None, 20.53, None, 8.01, 169.0, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 23:00:00, None, None, 154.8
None, -7.54, None, None, None, None, None, 22.68, None, 6.952, 218.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 00:00:00, None, None, 158.0
None, -7.62, None, None, None, None, None, 21.23, None, 11.12, 223.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 01:00:00, None, None, 157.2
None, -8.07, None, None, None, None, None, 23.98, None, 8.94, 229.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 02:00:00, None, None, 157.2
None, -8.51, None, None, None, None, None, 35.58, None, 4.972, 201.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 03:00:00, None, None, 157.3
None, -8.84, None, None, None, None, None, 19.52, None, 6.051, 182.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 04:00:00, None, None, 157.0
None, -8.71, None, None, None, None, None, 14.49, None, 6.847, 146.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 05:00:00, None, None, 156.8
None, -8.87, None, None, None, None, None, 57.81, None, 1.894, 186.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 06:00:00, None, None, 156.0
None, -9.26, None, None, None, None, None, 24.39, None, 5.057, 158.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 07:00:00, None, None, 154.2
None, -8.95, None, None, None, None, None, 29.78, None, 4.691, 181.0, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 08:00:00, None, None, 153.1
None, -9.6, None, None, None, None, None, 29.29, None, 4.069, 199.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 09:00:00, None, None, 153.3
None, -9.95, None, None, None, None, None, 27.49, None, 3.883, 204.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 10:00:00, None, None, 152.9
None, -10.18, None, None, None, None, None, 29.83, None, 2.755, 198.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 11:00:00, None, None, 157.7
None, -10.01, None, None, None, None, None, 34.84, None, 2.168, 217.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 12:00:00, None, None, 157.5
None, -10.45, None, None, None, None, None, 36.09, None, 1.535, 189.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 13:00:00, None, None, 157.7
None, -10.71, None, None, None, None, None, 27.76, None, 2.407, 227.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 14:00:00, None, None, 157.4
None, -11.26, None, None, None, None, None, 36.52, None, 1.864, 188.0, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 15:00:00, None, None, 157.2
None, -11.56, None, None, None, None, None, 28.51, None, 1.841, 191.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 16:00:00, None, None, 157.0
None, -11.87, None, None, None, None, None, 31.59, None, 2.229, 180.0, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 17:00:00, None, None, 156.7
None, -12.0, None, None, None, None, None, 24.45, None, 2.337, 211.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 18:00:00, None, None, 156.2
None, -12.0, None, None, None, None, None, 25.49, None, 2.497, 215.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 19:00:00, None, None, 156.1
None, -11.96, None, None, None, None, None, 21.99, None, 2.455, 224.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 20:00:00, None, None, 156.2
None, -11.86, None, None, None, None, None, 24.86, None, 1.855, 227.0, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 21:00:00, None, None, None
None, -12.0, None, None, None, None, None, 23.61, None, 1.361, 216.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 22:00:00, None, None, None
None, -12.24, None, None, None, None, None, 34.97, None, 1.093, 248.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 00:00:00, None, None, 156.4
None, -12.38, None, None, None, None, None, 33.44, None, 1.3, 245.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 01:00:00, None, None, None
None, -12.39, None, None, None, None, None, 27.85, None, 0.99, 303.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 02:00:00, None, None, None
None, -12.6, None, None, None, None, None, 17.12, None, 2.551, 325.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 03:00:00, None, None, None
None, -12.91, None, None, None, None, None, 20.17, None, 3.028, 322.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 04:00:00, None, None, None
None, -13.12, None, None, None, None, None, 22.02, None, 2.569, 317.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 05:00:00, None, None, None
None, -13.34, None, None, None, None, None, 21.93, None, 3.021, 325.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 06:00:00, None, None, None
None, -13.54, None, None, None, None, None, 18.03, None, 2.558, 321.0, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 07:00:00, None, None, None
None, -14.09, None, None, None, None, None, 22.22, None, 2.431, 321.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 08:00:00, None, None, None
None, -14.34, None, None, None, None, None, 20.54, None, 2.231, 321.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 09:00:00, None, None, None
None, -13.9, None, None, None, None, None, 18.61, None, 1.54, 327.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 11:00:00, None, None, 156.6
None, -12.81, None, None, None, None, None, 29.14, None, 0.91, 317.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 12:00:00, None, None, None
None, -14.59, None, None, None, None, None, 24.46, None, 1.251, 323.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 13:00:00, None, None, 153.9
None, -17.94, None, None, None, None, None, 24.35, None, 3.872, 328.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 16:00:00, None, None, 155.7
None, -19.27, None, None, None, None, None, 31.45, None, 4.978, 7.96, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 17:00:00, None, None, 156.0
None, -19.31, None, None, None, None, None, 22.82, None, 5.209, 56.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 18:00:00, None, None, 155.5
None, -19.42, None, None, None, None, None, 23.78, None, 4.592, 50.77, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 19:00:00, None, None, 156.1
None, -19.3, None, None, None, None, None, 33.17, None, 1.651, 85.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 20:00:00, None, None, 155.8
None, -19.4, None, None, None, None, None, 22.64, None, 2.481, 92.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 21:00:00, None, None, 156.0
None, -18.59, None, None, None, None, None, 32.98, None, 4.267, 102.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 23:00:00, None, None, 155.6
None, -18.14, None, None, None, None, None, 38.04, None, 3.204, 99.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 00:00:00, None, None, 156.2
None, -18.36, None, None, None, None, None, 27.13, None, 4.931, 90.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 01:00:00, None, None, 156.9
None, -18.36, None, None, None, None, None, 56.06, None, 1.27, 195.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 02:00:00, None, None, 155.9
None, -18.55, None, None, None, None, None, 64.52, None, 0.423, 90.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 03:00:00, None, None, 157.1
None, -18.05, None, None, None, None, None, 45.02, None, 0.962, 9.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 04:00:00, None, None, 156.6
None, -17.69, None, None, None, None, None, 45.99, None, 1.995, 25.01, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 05:00:00, None, None, 156.0
None, -17.12, None, None, None, None, None, 33.67, None, 2.422, 42.95, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 07:00:00, None, None, 156.5
None, -17.55, None, None, None, None, None, 34.51, None, 3.725, 83.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 08:00:00, None, None, 156.4
None, -15.89, None, None, None, None, None, 25.95, None, 4.643, 84.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 09:00:00, None, None, 155.9
None, -13.2, None, None, None, None, None, 26.07, None, 5.273, 98.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 10:00:00, None, None, 155.7
None, -10.75, None, None, None, None, None, 28.82, None, 3.84, 108.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 11:00:00, None, None, 154.7
None, -9.47, None, None, None, None, None, 43.23, None, 2.021, 89.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 12:00:00, None, None, 154.2
None, -8.94, None, None, None, None, None, 25.45, None, 2.127, 97.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 13:00:00, None, None, 153.9
None, -6.727, None, None, None, None, None, 20.11, None, 1.489, 154.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 14:00:00, None, None, 153.3
None, -9.08, None, None, None, None, None, 54.18, None, 0.441, 241.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 15:00:00, None, None, 153.8
None, -13.25, None, None, None, None, None, 19.36, None, 2.677, 229.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 16:00:00, None, None, 155.6
None, -14.56, None, None, None, None, None, 15.29, None, 3.399, 230.0, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 17:00:00, None, None, 156.0
None, -14.58, None, None, None, None, None, 19.06, None, 5.779, 217.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 18:00:00, None, None, 155.0
None, -14.42, None, None, None, None, None, 9.97, None, 8.08, 194.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 19:00:00, None, None, 154.4
None, -14.85, None, None, None, None, None, 23.03, None, 6.022, 174.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 20:00:00, None, None, 154.0
None, -15.87, None, None, None, None, None, 10.24, None, 7.93, 168.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 21:00:00, None, None, 153.8
None, -15.98, None, None, None, None, None, 9.04, None, 8.79, 164.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 22:00:00, None, None, 153.7
None, -16.49, None, None, None, None, None, 10.54, None, 8.59, 150.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 23:00:00, None, None, 153.2
None, -16.97, None, None, None, None, None, 14.9, None, 8.38, 150.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 00:00:00, None, None, 153.4
None, -17.54, None, None, None, None, None, 9.98, None, 9.64, 165.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 01:00:00, None, None, 152.9
None, -17.55, None, None, None, None, None, 10.27, None, 9.39, 161.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 02:00:00, None, None, 152.4
None, -17.85, None, None, None, None, None, 10.78, None, 9.43, 152.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 03:00:00, None, None, 153.1
None, -17.98, None, None, None, None, None, 10.56, None, 10.43, 155.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 04:00:00, None, None, 153.7
None, -18.13, None, None, None, None, None, 9.35, None, 7.95, 147.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 05:00:00, None, None, 153.1
None, -18.44, None, None, None, None, None, 10.49, None, 9.7, 163.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 06:00:00, None, None, 154.0
None, -18.38, None, None, None, None, None, 9.96, None, 8.92, 158.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 07:00:00, None, None, 154.0
None, -18.66, None, None, None, None, None, 10.57, None, 9.19, 161.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 08:00:00, None, None, 153.5
None, -16.65, None, None, None, None, None, 16.37, None, 7.31, 157.9, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 09:00:00, None, None, 153.5
None, -14.7, None, None, None, None, None, 29.04, None, 4.675, 162.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 10:00:00, None, None, 152.8
None, -13.98, None, None, None, None, None, 29.04, None, 3.312, 151.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 11:00:00, None, None, 152.6
None, -13.56, None, None, None, None, None, 24.56, None, 3.888, 142.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 12:00:00, None, None, 152.5
None, -11.81, None, None, None, None, None, 18.55, None, 3.206, 123.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 14:00:00, None, None, 152.3
None, -11.56, None, None, None, None, None, 20.21, None, 2.548, 102.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 15:00:00, None, None, 152.2
None, -13.64, None, None, None, None, None, 9.47, None, 4.434, 106.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 16:00:00, None, None, 153.5
None, -16.59, None, None, None, None, None, 20.99, None, 3.629, 146.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 17:00:00, None, None, 153.5
None, -15.99, None, None, None, None, None, 10.42, None, 5.959, 145.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 18:00:00, None, None, 153.3
None, -15.99, None, None, None, None, None, 16.35, None, 6.174, 165.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 19:00:00, None, None, 153.0
None, -16.29, None, None, None, None, None, 15.38, None, 5.128, 155.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 20:00:00, None, None, 152.8
None, -16.65, None, None, None, None, None, 10.69, None, 7.87, 157.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 21:00:00, None, None, 152.7
None, -15.99, None, None, None, None, None, 11.57, None, 7.96, 147.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 22:00:00, None, None, 152.7
None, -15.64, None, None, None, None, None, 20.19, None, 4.139, 136.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 23:00:00, None, None, 152.7
None, -15.71, None, None, None, None, None, 11.04, None, 5.218, 136.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 00:00:00, None, None, 152.8
None, -16.19, None, None, None, None, None, 9.33, None, 8.62, 170.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 02:00:00, None, None, 151.7
None, -15.5, None, None, None, None, None, 12.63, None, 8.3, 156.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 03:00:00, None, None, 151.7
None, -15.17, None, None, None, None, None, 8.35, None, 8.46, 152.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 04:00:00, None, None, 151.5
None, -15.1, None, None, None, None, None, 9.89, None, 8.52, 160.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 05:00:00, None, None, 151.3
None, -15.24, None, None, None, None, None, 9.59, None, 7.45, 161.3, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 06:00:00, None, None, 151.0
None, -15.16, None, None, None, None, None, 24.46, None, 4.473, 162.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 07:00:00, None, None, 151.2
None, -15.18, None, None, None, None, None, 18.29, None, 6.896, 156.4, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 08:00:00, None, None, 150.8
None, -13.83, None, None, None, None, None, 11.09, None, 7.44, 157.7, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 09:00:00, None, None, 150.4
None, -12.73, None, None, None, None, None, 18.0, None, 7.34, 138.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 10:00:00, None, None, 150.6
None, -12.09, None, None, None, None, None, 15.14, None, 8.43, 143.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 11:00:00, None, None, 150.2
None, -11.26, None, None, None, None, None, 16.17, None, 5.452, 143.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 12:00:00, None, None, 149.7
None, -11.38, None, None, None, None, None, 16.84, None, 4.994, 142.6, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 13:00:00, None, None, 150.0
None, -10.08, None, None, None, None, None, 19.38, None, 4.867, 132.1, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 14:00:00, None, None, 150.0
None, -12.21, None, None, None, None, None, 26.07, None, 3.33, 139.5, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 15:00:00, None, None, 150.6
None, -14.93, None, None, None, None, None, 11.85, None, 5.545, 127.8, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 16:00:00, None, None, 151.0
None, -15.75, None, None, None, None, None, 18.4, None, 4.912, 162.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 17:00:00, None, None, 151.4
None, -15.02, None, None, None, None, None, 34.51, None, 2.403, 133.2, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 18:00:00, None, None, 151.1
