station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-12.56, None, None, None, 11.58, 20.6, 43.93, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 14:00:00, None, None, None, None
-12.34, None, None, None, 17.47, 22.08, 50.52, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 15:00:00, None, None, None, None
-12.18, None, None, None, 15.68, 23.54, 37.73, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 16:00:00, None, None, None, None
-12.06, None, None, None, 17.66, 24.35, 38.85, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 17:00:00, None, None, None, None
-11.9, None, None, None, 18.88, 23.8, 36.65, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 18:00:00, None, None, None, None
-11.97, None, None, None, 20.32, 25.69, 52.22, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 19:00:00, None, None, None, None
-12.29, None, None, None, 25.33, 17.26, 45.37, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 20:00:00, None, None, None, None
-12.26, None, None, None, 20.16, 22.25, 45.22, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 21:00:00, None, None, None, None
-12.34, None, None, None, 13.81, 32.45, 54.32, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 22:00:00, None, None, None, None
-12.75, None, None, None, 15.26, 32.7, 59.44, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 23:00:00, None, None, None, None
-12.97, None, None, None, 18.3, 21.59, 43.52, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 00:00:00, None, None, None, None
-13.1, None, None, None, 19.02, 23.56, 48.43, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 01:00:00, None, None, None, None
-13.32, None, None, None, 12.92, 28.06, 49.11, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 02:00:00, None, None, None, None
-13.21, None, None, None, 16.74, 22.53, 40.12, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 03:00:00, None, None, None, None
-13.4, None, None, None, 10.71, 32.07, 62.46, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 04:00:00, None, None, None, None
-13.57, None, None, None, 14.47, 29.04, 61.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 05:00:00, None, None, None, None
