station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
53.48, None, None, None, 22.5, 50.26, None, None, -18.0, None, None, None, None, None, None, None, None, None, -11.63, None, None, None, None, 11.91, None, None, None, None, 2017-01-06 14:00:00, None
53.62, None, None, None, 26.07, 50.46, None, None, -19.0, None, None, None, None, None, None, None, None, None, -11.83, None, None, None, None, 12.15, None, None, None, None, 2017-01-06 15:00:00, None
53.61, None, None, None, 27.11, 51.45, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.12, None, None, None, None, 13.29, None, None, None, None, 2017-01-06 16:00:00, None
53.93, None, None, None, 31.92, 51.46, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.18, None, None, None, None, 11.39, None, None, None, None, 2017-01-06 17:00:00, None
54.04, None, None, None, 31.21, 53.88, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.17, None, None, None, None, 11.24, None, None, None, None, 2017-01-06 18:00:00, None
54.23, None, None, None, 29.7, 50.38, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.1, None, None, None, None, 12.76, None, None, None, None, 2017-01-06 19:00:00, None
54.14, None, None, None, 27.98, 52.4, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.08, None, None, None, None, 12.29, None, None, None, None, 2017-01-06 20:00:00, None
54.15, None, None, None, 28.69, 56.0, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.03, None, None, None, None, 9.88, None, None, None, None, 2017-01-06 21:00:00, None
54.18, None, None, None, 29.57, 54.72, None, None, -19.0, None, None, None, None, None, None, None, None, None, -11.99, None, None, None, None, 10.84, None, None, None, None, 2017-01-06 22:00:00, None
53.85, None, None, None, 29.48, 53.87, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.06, None, None, None, None, 10.68, None, None, None, None, 2017-01-06 23:00:00, None
54.03, None, None, None, 28.79, 53.17, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.17, None, None, None, None, 10.15, None, None, None, None, 2017-01-07 00:00:00, None
53.96, None, None, None, 32.43, 51.23, None, None, -19.0, None, None, None, None, None, None, None, None, None, -12.19, None, None, None, None, 10.56, None, None, None, None, 2017-01-07 01:00:00, None
