station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, HEIGHT_OF_SNOW, time, snw_dpth, dwpt_temp, stn_pres
None, -13.05, None, None, None, None, 195.3, 2017-01-08 11:00:00, None, None, None
None, -13.39, None, None, None, None, 195.2, 2017-01-08 12:00:00, None, None, None
None, -13.63, None, None, None, None, 194.6, 2017-01-08 13:00:00, None, None, None
None, -13.84, None, None, None, None, 194.6, 2017-01-08 14:00:00, None, None, None
None, -13.87, None, None, None, None, 194.2, 2017-01-08 15:00:00, None, None, None
None, -14.32, None, None, None, None, 194.1, 2017-01-08 16:00:00, None, None, None
None, -14.66, None, None, None, None, 193.9, 2017-01-08 17:00:00, None, None, None
None, -14.89, None, None, None, None, 193.8, 2017-01-08 18:00:00, None, None, None
None, -15.19, None, None, None, None, 193.5, 2017-01-08 19:00:00, None, None, None
None, -15.17, None, None, None, None, 193.5, 2017-01-08 20:00:00, None, None, None
None, -15.66, None, None, None, None, 193.4, 2017-01-08 21:00:00, None, None, None
None, -15.84, None, None, None, None, 193.3, 2017-01-08 22:00:00, None, None, None
None, -16.21, None, None, None, None, 193.0, 2017-01-08 23:00:00, None, None, None
None, -16.4, None, None, None, None, 192.8, 2017-01-09 00:00:00, None, None, None
None, -16.68, None, None, None, None, 192.5, 2017-01-09 01:00:00, None, None, None
None, -16.88, None, None, None, None, 192.3, 2017-01-09 02:00:00, None, None, None
None, -16.99, None, None, None, None, 192.2, 2017-01-09 03:00:00, None, None, None
None, -17.02, None, None, None, None, 192.5, 2017-01-09 04:00:00, None, None, None
None, -17.22, None, None, None, None, 192.9, 2017-01-09 05:00:00, None, None, None
None, -17.29, None, None, None, None, 193.3, 2017-01-09 06:00:00, None, None, None
None, -17.25, None, None, None, None, 196.4, 2017-01-09 07:00:00, None, None, None
None, -17.21, None, None, None, None, 197.9, 2017-01-09 08:00:00, None, None, None
None, -17.09, None, None, None, None, 197.1, 2017-01-09 09:00:00, None, None, None
None, -16.51, None, None, None, None, 196.2, 2017-01-09 10:00:00, None, None, None
None, -15.83, None, None, None, None, 195.1, 2017-01-09 11:00:00, None, None, None
None, -14.81, None, None, None, None, 194.8, 2017-01-09 12:00:00, None, None, None
None, -15.47, None, None, None, None, 194.3, 2017-01-09 13:00:00, None, None, None
None, -15.48, None, None, None, None, 194.1, 2017-01-09 14:00:00, None, None, None
None, -16.07, None, None, None, None, 194.0, 2017-01-09 15:00:00, None, None, None
None, -16.04, None, None, None, None, 193.9, 2017-01-09 16:00:00, None, None, None
None, -16.08, None, None, None, None, 193.7, 2017-01-09 17:00:00, None, None, None
None, -15.94, None, None, None, None, 193.3, 2017-01-09 18:00:00, None, None, None
None, -16.17, None, None, None, None, 192.9, 2017-01-09 19:00:00, None, None, None
None, -16.17, None, None, None, None, 192.6, 2017-01-09 20:00:00, None, None, None
None, -16.32, None, None, None, None, 192.3, 2017-01-09 21:00:00, None, None, None
None, -16.48, None, None, None, None, 192.0, 2017-01-09 22:00:00, None, None, None
None, -16.62, None, None, None, None, 191.7, 2017-01-09 23:00:00, None, None, None
None, -16.74, None, None, None, None, 191.4, 2017-01-10 00:00:00, None, None, None
None, -16.85, None, None, None, None, 191.2, 2017-01-10 01:00:00, None, None, None
None, -16.92, None, None, None, None, 191.0, 2017-01-10 02:00:00, None, None, None
None, -16.81, None, None, None, None, 191.0, 2017-01-10 03:00:00, None, None, None
None, -16.85, None, None, None, None, 191.1, 2017-01-10 04:00:00, None, None, None
None, -17.24, None, None, None, None, 190.9, 2017-01-10 05:00:00, None, None, None
None, -17.27, None, None, None, None, 190.8, 2017-01-10 06:00:00, None, None, None
None, -17.3, None, None, None, None, 190.4, 2017-01-10 07:00:00, None, None, None
None, -17.43, None, None, None, None, 190.0, 2017-01-10 08:00:00, None, None, None
None, -17.41, None, None, None, None, 189.6, 2017-01-10 09:00:00, None, None, None
None, -16.28, None, None, None, None, 190.0, 2017-01-10 10:00:00, None, None, None
None, -15.52, None, None, None, None, 189.8, 2017-01-10 11:00:00, None, None, None
None, -14.92, None, None, None, None, 190.1, 2017-01-10 12:00:00, None, None, None
None, -14.72, None, None, None, None, 190.5, 2017-01-10 13:00:00, None, None, None
None, -14.66, None, None, None, None, 189.9, 2017-01-10 15:00:00, None, None, None
None, -14.42, None, None, None, None, 190.1, 2017-01-10 16:00:00, None, None, None
None, -14.24, None, None, None, None, 190.0, 2017-01-10 17:00:00, None, None, None
None, -14.36, None, None, None, None, 190.1, 2017-01-10 18:00:00, None, None, None
None, -14.41, None, None, None, None, 190.0, 2017-01-10 19:00:00, None, None, None
None, -14.32, None, None, None, None, 189.9, 2017-01-10 20:00:00, None, None, None
None, -13.71, None, None, None, None, 189.6, 2017-01-10 21:00:00, None, None, None
None, -13.66, None, None, None, None, 189.9, 2017-01-10 22:00:00, None, None, None
None, -13.63, None, None, None, None, 188.9, 2017-01-10 23:00:00, None, None, None
None, -13.48, None, None, None, None, 189.2, 2017-01-11 00:00:00, None, None, None
None, -13.23, None, None, None, None, 189.0, 2017-01-11 01:00:00, None, None, None
None, -13.17, None, None, None, None, 188.8, 2017-01-11 02:00:00, None, None, None
None, -13.21, None, None, None, None, 188.5, 2017-01-11 03:00:00, None, None, None
None, -13.09, None, None, None, None, 188.1, 2017-01-11 04:00:00, None, None, None
None, -12.78, None, None, None, None, 188.2, 2017-01-11 05:00:00, None, None, None
None, -12.0, None, None, None, None, 187.8, 2017-01-11 06:00:00, None, None, None
None, -11.38, None, None, None, None, 187.7, 2017-01-11 07:00:00, None, None, None
None, -10.82, None, None, None, None, 187.6, 2017-01-11 08:00:00, None, None, None
None, -9.45, None, None, None, None, 187.8, 2017-01-11 09:00:00, None, None, None
None, -7.97, None, None, None, None, 187.5, 2017-01-11 10:00:00, None, None, None
None, -7.16, None, None, None, None, 187.4, 2017-01-11 11:00:00, None, None, None
None, -7.76, None, None, None, None, 186.0, 2017-01-11 12:00:00, None, None, None
None, -7.14, None, None, None, None, 186.5, 2017-01-11 13:00:00, None, None, None
None, -6.967, None, None, None, None, 186.7, 2017-01-11 14:00:00, None, None, None
None, -9.78, None, None, None, None, 186.6, 2017-01-11 15:00:00, None, None, None
None, -8.5, None, None, None, None, 186.3, 2017-01-11 16:00:00, None, None, None
None, -8.01, None, None, None, None, 186.1, 2017-01-11 17:00:00, None, None, None
None, -5.873, None, None, None, None, 186.6, 2017-01-11 18:00:00, None, None, None
None, -8.79, None, None, None, None, 186.7, 2017-01-11 19:00:00, None, None, None
None, -7.14, None, None, None, None, 186.7, 2017-01-11 20:00:00, None, None, None
None, -6.323, None, None, None, None, 185.9, 2017-01-11 21:00:00, None, None, None
None, -6.409, None, None, None, None, 186.2, 2017-01-11 22:00:00, None, None, None
None, -4.884, None, None, None, None, 185.5, 2017-01-11 23:00:00, None, None, None
None, -4.383, None, None, None, None, 185.5, 2017-01-12 00:00:00, None, None, None
None, -4.458, None, None, None, None, 184.8, 2017-01-12 01:00:00, None, None, None
None, -4.572, None, None, None, None, 185.1, 2017-01-12 02:00:00, None, None, None
None, -5.282, None, None, None, None, 185.4, 2017-01-12 03:00:00, None, None, None
None, -5.853, None, None, None, None, 185.5, 2017-01-12 04:00:00, None, None, None
None, -6.293, None, None, None, None, 186.1, 2017-01-12 05:00:00, None, None, None
None, -7.23, None, None, None, None, 186.2, 2017-01-12 06:00:00, None, None, None
None, -8.03, None, None, None, None, 185.5, 2017-01-12 07:00:00, None, None, None
None, -8.41, None, None, None, None, 185.7, 2017-01-12 08:00:00, None, None, None
None, -8.72, None, None, None, None, 185.8, 2017-01-12 09:00:00, None, None, None
None, -8.25, None, None, None, None, 185.4, 2017-01-12 10:00:00, None, None, None
None, -7.04, None, None, None, None, 184.9, 2017-01-12 11:00:00, None, None, None
None, -6.871, None, None, None, None, 184.4, 2017-01-12 12:00:00, None, None, None
None, -6.419, None, None, None, None, 184.0, 2017-01-12 13:00:00, None, None, None
None, -7.04, None, None, None, None, 183.5, 2017-01-12 14:00:00, None, None, None
None, -7.04, None, None, None, None, 182.8, 2017-01-12 15:00:00, None, None, None
None, -7.06, None, None, None, None, 182.8, 2017-01-12 16:00:00, None, None, None
None, -6.678, None, None, None, None, 182.7, 2017-01-12 17:00:00, None, None, None
None, -6.746, None, None, None, None, 182.6, 2017-01-12 18:00:00, None, None, None
None, -6.476, None, None, None, None, 182.4, 2017-01-12 19:00:00, None, None, None
None, -5.825, None, None, None, None, 182.8, 2017-01-12 20:00:00, None, None, None
None, -6.371, None, None, None, None, 182.5, 2017-01-12 21:00:00, None, None, None
None, -4.713, None, None, None, None, 181.1, 2017-01-13 00:00:00, None, None, None
None, -4.279, None, None, None, None, 180.8, 2017-01-13 01:00:00, None, None, None
None, -4.184, None, None, None, None, 180.4, 2017-01-13 02:00:00, None, None, None
None, -4.081, None, None, None, None, 180.5, 2017-01-13 03:00:00, None, None, None
None, -3.742, None, None, None, None, 180.7, 2017-01-13 04:00:00, None, None, None
None, -3.525, None, None, None, None, 180.2, 2017-01-13 05:00:00, None, None, None
None, -3.629, None, None, None, None, 180.1, 2017-01-13 06:00:00, None, None, None
None, -3.629, None, None, None, None, 180.0, 2017-01-13 07:00:00, None, None, None
None, -3.647, None, None, None, None, 180.0, 2017-01-13 08:00:00, None, None, None
None, -3.685, None, None, None, None, 179.9, 2017-01-13 09:00:00, None, None, None
None, -3.497, None, None, None, None, 180.1, 2017-01-13 10:00:00, None, None, None
None, -2.756, None, None, None, None, 179.8, 2017-01-13 11:00:00, None, None, None
None, -2.092, None, None, None, None, 179.5, 2017-01-13 12:00:00, None, None, None
None, -1.653, None, None, None, None, 179.4, 2017-01-13 13:00:00, None, None, None
None, -2.231, None, None, None, None, 179.7, 2017-01-13 14:00:00, None, None, None
None, -2.577, None, None, None, None, 179.3, 2017-01-13 15:00:00, None, None, None
None, -2.793, None, None, None, None, 179.0, 2017-01-13 16:00:00, None, None, None
None, -2.803, None, None, None, None, 178.7, 2017-01-13 17:00:00, None, None, None
None, -2.429, None, None, None, None, 178.2, 2017-01-13 18:00:00, None, None, None
None, -2.345, None, None, None, None, 178.6, 2017-01-13 19:00:00, None, None, None
None, -2.466, None, None, None, None, 178.1, 2017-01-13 20:00:00, None, None, None
None, -2.354, None, None, None, None, 178.3, 2017-01-13 21:00:00, None, None, None
None, -1.905, None, None, None, None, 178.5, 2017-01-13 22:00:00, None, None, None
None, -2.13, None, None, None, None, 177.7, 2017-01-13 23:00:00, None, None, None
None, -1.867, None, None, None, None, 178.1, 2017-01-14 00:00:00, None, None, None
None, -2.344, None, None, None, None, 178.1, 2017-01-14 01:00:00, None, None, None
None, -2.448, None, None, None, None, 178.0, 2017-01-14 02:00:00, None, None, None
None, -2.242, None, None, None, None, 178.0, 2017-01-14 03:00:00, None, None, None
None, -2.26, None, None, None, None, 177.4, 2017-01-14 04:00:00, None, None, None
None, -1.756, None, None, None, None, 178.3, 2017-01-14 05:00:00, None, None, None
None, -1.784, None, None, None, None, 179.0, 2017-01-14 06:00:00, None, None, None
None, -1.551, None, None, None, None, 177.9, 2017-01-14 07:00:00, None, None, None
None, -1.168, None, None, None, None, 177.0, 2017-01-14 08:00:00, None, None, None
None, -1.075, None, None, None, None, 177.7, 2017-01-14 09:00:00, None, None, None
None, -0.479, None, None, None, None, 178.5, 2017-01-14 10:00:00, None, None, None
None, 0.567, None, None, None, None, 178.9, 2017-01-14 13:00:00, None, None, None
None, 0.483, None, None, None, None, 179.6, 2017-01-14 14:00:00, None, None, None
None, 0.241, None, None, None, None, 180.7, 2017-01-14 15:00:00, None, None, None
None, 0.231, None, None, None, None, 179.9, 2017-01-14 16:00:00, None, None, None
None, 0.007, None, None, None, None, 180.0, 2017-01-14 17:00:00, None, None, None
None, -0.365, None, None, None, None, 178.1, 2017-01-14 18:00:00, None, None, None
None, -0.067, None, None, None, None, 177.8, 2017-01-14 19:00:00, None, None, None
None, -0.812, None, None, None, None, 180.1, 2017-01-14 20:00:00, None, None, None
None, -0.673, None, None, None, None, 179.3, 2017-01-14 21:00:00, None, None, None
None, -0.618, None, None, None, None, 177.5, 2017-01-14 22:00:00, None, None, None
None, -0.674, None, None, None, None, 179.0, 2017-01-14 23:00:00, None, None, None
None, -0.737, None, None, None, None, 179.5, 2017-01-15 00:00:00, None, None, None
None, -0.693, None, None, None, None, 180.2, 2017-01-15 01:00:00, None, None, None
None, -0.467, None, None, None, None, 179.0, 2017-01-15 02:00:00, None, None, None
None, -0.533, None, None, None, None, 180.8, 2017-01-15 03:00:00, None, None, None
None, -0.506, None, None, None, None, 180.5, 2017-01-15 04:00:00, None, None, None
None, -0.42, None, None, None, None, 180.3, 2017-01-15 05:00:00, None, None, None
None, -0.059, None, None, None, None, 181.2, 2017-01-15 06:00:00, None, None, None
None, -0.776, None, None, None, None, 180.7, 2017-01-15 07:00:00, None, None, None
None, -0.392, None, None, None, None, 180.6, 2017-01-15 08:00:00, None, None, None
None, -0.496, None, None, None, None, 180.3, 2017-01-15 09:00:00, None, None, None
None, 0.343, None, None, None, None, 179.9, 2017-01-15 10:00:00, None, None, None
None, 0.325, None, None, None, None, 179.9, 2017-01-15 11:00:00, None, None, None
None, 1.404, None, None, None, None, 179.7, 2017-01-15 12:00:00, None, None, None
None, 1.258, None, None, None, None, 179.7, 2017-01-15 13:00:00, None, None, None
None, 1.128, None, None, None, None, 179.8, 2017-01-15 14:00:00, None, None, None
None, 0.691, None, None, None, None, 179.8, 2017-01-15 15:00:00, None, None, None
None, 1.088, None, None, None, None, 179.7, 2017-01-15 16:00:00, None, None, None
None, 0.838, None, None, None, None, 179.8, 2017-01-15 17:00:00, None, None, None
None, 1.332, None, None, None, None, 179.6, 2017-01-15 18:00:00, None, None, None
None, 1.061, None, None, None, None, 180.4, 2017-01-15 19:00:00, None, None, None
None, 1.909, None, None, None, None, 180.6, 2017-01-15 20:00:00, None, None, None
None, 2.178, None, None, None, None, 179.5, 2017-01-15 21:00:00, None, None, None
None, 1.956, None, None, None, None, 178.8, 2017-01-15 22:00:00, None, None, None
None, 1.09, None, None, None, None, 178.9, 2017-01-15 23:00:00, None, None, None
None, 1.276, None, None, None, None, 179.3, 2017-01-16 00:00:00, None, None, None
None, 0.968, None, None, None, None, 179.3, 2017-01-16 01:00:00, None, None, None
None, 0.818, None, None, None, None, 179.2, 2017-01-16 02:00:00, None, None, None
None, 1.125, None, None, None, None, 179.0, 2017-01-16 03:00:00, None, None, None
None, 1.153, None, None, None, None, 178.3, 2017-01-16 04:00:00, None, None, None
None, 1.153, None, None, None, None, 176.3, 2017-01-16 05:00:00, None, None, None
None, 0.808, None, None, None, None, 177.1, 2017-01-16 06:00:00, None, None, None
None, 0.23, None, None, None, None, 178.1, 2017-01-16 07:00:00, None, None, None
None, 0.221, None, None, None, None, 176.8, 2017-01-16 08:00:00, None, None, None
None, 0.081, None, None, None, None, 176.5, 2017-01-16 09:00:00, None, None, None
None, -0.039, None, None, None, None, 175.6, 2017-01-16 10:00:00, None, None, None
None, -0.506, None, None, None, None, 177.8, 2017-01-16 11:00:00, None, None, None
None, -0.655, None, None, None, None, 181.8, 2017-01-16 12:00:00, None, None, None
None, -0.03, None, None, None, None, 183.6, 2017-01-16 13:00:00, None, None, None
None, 0.164, None, None, None, None, 185.0, 2017-01-16 14:00:00, None, None, None
None, 1.06, None, None, None, None, 185.0, 2017-01-16 15:00:00, None, None, None
None, 1.404, None, None, None, None, 183.0, 2017-01-16 16:00:00, None, None, None
None, 1.377, None, None, None, None, 180.5, 2017-01-16 17:00:00, None, None, None
None, 1.124, None, None, None, None, 181.3, 2017-01-16 18:00:00, None, None, None
None, 0.987, None, None, None, None, 179.7, 2017-01-16 19:00:00, None, None, None
None, 1.041, None, None, None, None, 179.3, 2017-01-16 20:00:00, None, None, None
None, 1.078, None, None, None, None, 179.0, 2017-01-16 21:00:00, None, None, None
None, 1.161, None, None, None, None, 178.1, 2017-01-16 22:00:00, None, None, None
None, 0.873, None, None, None, None, 178.9, 2017-01-16 23:00:00, None, None, None
None, 0.854, None, None, None, None, 177.0, 2017-01-17 00:00:00, None, None, None
None, 0.948, None, None, None, None, 176.3, 2017-01-17 01:00:00, None, None, None
None, 1.098, None, None, None, None, 179.3, 2017-01-17 02:00:00, None, None, None
None, 0.93, None, None, None, None, 179.3, 2017-01-17 03:00:00, None, None, None
None, 1.171, None, None, None, None, 179.2, 2017-01-17 04:00:00, None, None, None
None, 1.424, None, None, None, None, 178.4, 2017-01-17 05:00:00, None, None, None
None, 1.134, None, None, None, None, 177.7, 2017-01-17 06:00:00, None, None, None
None, 0.938, None, None, None, None, 175.2, 2017-01-17 07:00:00, None, None, None
None, 0.594, None, None, None, None, 176.2, 2017-01-17 08:00:00, None, None, None
None, 0.799, None, None, None, None, 176.3, 2017-01-17 09:00:00, None, None, None
None, 0.725, None, None, None, None, 176.2, 2017-01-17 10:00:00, None, None, None
None, 1.676, None, None, None, None, 175.7, 2017-01-17 11:00:00, None, None, None
None, 0.839, None, None, None, None, 176.0, 2017-01-17 12:00:00, None, None, None
None, 2.095, None, None, None, None, 174.2, 2017-01-17 13:00:00, None, None, None
None, 2.197, None, None, None, None, 174.5, 2017-01-17 14:00:00, None, None, None
None, 2.461, None, None, None, None, 174.5, 2017-01-17 15:00:00, None, None, None
None, 3.011, None, None, None, None, 174.2, 2017-01-17 16:00:00, None, None, None
None, 3.0, None, None, None, None, 173.6, 2017-01-17 17:00:00, None, None, None
None, 3.495, None, None, None, None, 174.0, 2017-01-17 18:00:00, None, None, None
None, 2.898, None, None, None, None, 173.6, 2017-01-17 19:00:00, None, None, None
None, 2.375, None, None, None, None, 173.5, 2017-01-17 20:00:00, None, None, None
None, 2.171, None, None, None, None, 173.1, 2017-01-17 21:00:00, None, None, None
None, 1.528, None, None, None, None, 171.0, 2017-01-17 22:00:00, None, None, None
None, 1.331, None, None, None, None, 171.3, 2017-01-17 23:00:00, None, None, None
None, 1.732, None, None, None, None, 171.0, 2017-01-18 00:00:00, None, None, None
None, 2.459, None, None, None, None, 170.6, 2017-01-18 01:00:00, None, None, None
None, 2.096, None, None, None, None, 171.6, 2017-01-18 02:00:00, None, None, None
None, 2.505, None, None, None, None, 171.0, 2017-01-18 03:00:00, None, None, None
None, 2.13, None, None, None, None, 169.3, 2017-01-18 04:00:00, None, None, None
None, 1.665, None, None, None, None, 168.7, 2017-01-18 05:00:00, None, None, None
None, 1.61, None, None, None, None, 168.5, 2017-01-18 06:00:00, None, None, None
None, 1.378, None, None, None, None, 168.1, 2017-01-18 07:00:00, None, None, None
None, 1.61, None, None, None, None, 167.9, 2017-01-18 08:00:00, None, None, None
None, 1.554, None, None, None, None, 168.3, 2017-01-18 09:00:00, None, None, None
None, 2.655, None, None, None, None, 168.2, 2017-01-18 10:00:00, None, None, None
None, 3.309, None, None, None, None, 167.1, 2017-01-18 11:00:00, None, None, None
None, 4.255, None, None, None, None, 167.5, 2017-01-18 12:00:00, None, None, None
None, 3.507, None, None, None, None, 167.2, 2017-01-18 13:00:00, None, None, None
None, 3.451, None, None, None, None, 166.6, 2017-01-18 14:00:00, None, None, None
None, 3.938, None, None, None, None, 166.7, 2017-01-18 15:00:00, None, None, None
None, 4.273, None, None, None, None, 168.0, 2017-01-18 16:00:00, None, None, None
None, 3.451, None, None, None, None, 167.7, 2017-01-18 17:00:00, None, None, None
None, 3.094, None, None, None, None, 168.0, 2017-01-18 18:00:00, None, None, None
None, 3.141, None, None, None, None, 167.8, 2017-01-18 19:00:00, None, None, None
None, 2.861, None, None, None, None, 168.0, 2017-01-18 20:00:00, None, None, None
None, 2.012, None, None, None, None, 167.5, 2017-01-18 21:00:00, None, None, None
None, 1.563, None, None, None, None, 167.2, 2017-01-18 22:00:00, None, None, None
None, 0.966, None, None, None, None, 166.9, 2017-01-18 23:00:00, None, None, None
None, 1.338, None, None, None, None, 167.0, 2017-01-19 00:00:00, None, None, None
None, 2.496, None, None, None, None, 167.1, 2017-01-19 01:00:00, None, None, None
None, 1.823, None, None, None, None, 167.1, 2017-01-19 02:00:00, None, None, None
None, 2.684, None, None, None, None, 166.9, 2017-01-19 03:00:00, None, None, None
None, 2.347, None, None, None, None, 166.9, 2017-01-19 04:00:00, None, None, None
None, 1.323, None, None, None, None, 166.8, 2017-01-19 05:00:00, None, None, None
None, 0.707, None, None, None, None, 167.0, 2017-01-19 06:00:00, None, None, None
None, 0.054, None, None, None, None, 166.5, 2017-01-19 07:00:00, None, None, None
None, -0.094, None, None, None, None, 163.6, 2017-01-19 08:00:00, None, None, None
None, -0.413, None, None, None, None, 164.6, 2017-01-19 09:00:00, None, None, None
None, -0.673, None, None, None, None, 165.3, 2017-01-19 10:00:00, None, None, None
None, -0.56, None, None, None, None, 161.6, 2017-01-19 11:00:00, None, None, None
None, -0.495, None, None, None, None, 163.9, 2017-01-19 12:00:00, None, None, None
None, -0.867, None, None, None, None, 160.5, 2017-01-19 13:00:00, None, None, None
None, -0.689, None, None, None, None, 165.0, 2017-01-19 14:00:00, None, None, None
None, -0.989, None, None, None, None, 165.4, 2017-01-19 15:00:00, None, None, None
None, -1.009, None, None, None, None, 160.3, 2017-01-19 16:00:00, None, None, None
None, -1.419, None, None, None, None, 163.4, 2017-01-19 17:00:00, None, None, None
None, -1.195, None, None, None, None, 162.1, 2017-01-19 18:00:00, None, None, None
None, -1.7, None, None, None, None, 163.7, 2017-01-19 19:00:00, None, None, None
None, -1.485, None, None, None, None, 167.0, 2017-01-19 20:00:00, None, None, None
None, -1.568, None, None, None, None, 165.1, 2017-01-19 21:00:00, None, None, None
None, -1.485, None, None, None, None, 164.5, 2017-01-19 22:00:00, None, None, None
None, -1.513, None, None, None, None, 164.0, 2017-01-19 23:00:00, None, None, None
None, -1.514, None, None, None, None, 165.2, 2017-01-20 00:00:00, None, None, None
None, -1.393, None, None, None, None, 164.8, 2017-01-20 01:00:00, None, None, None
None, -1.533, None, None, None, None, 164.6, 2017-01-20 02:00:00, None, None, None
None, -2.27, None, None, None, None, 165.5, 2017-01-20 03:00:00, None, None, None
None, -2.467, None, None, None, None, 166.1, 2017-01-20 04:00:00, None, None, None
None, -2.587, None, None, None, None, 165.3, 2017-01-20 05:00:00, None, None, None
None, -2.597, None, None, None, None, 165.8, 2017-01-20 06:00:00, None, None, None
None, -2.718, None, None, None, None, 166.0, 2017-01-20 07:00:00, None, None, None
None, -2.635, None, None, None, None, 165.3, 2017-01-20 08:00:00, None, None, None
None, -2.607, None, None, None, None, 164.7, 2017-01-20 09:00:00, None, None, None
None, -1.644, None, None, None, None, 164.1, 2017-01-20 10:00:00, None, None, None
None, -0.692, None, None, None, None, 164.6, 2017-01-20 11:00:00, None, None, None
None, -0.31, None, None, None, None, 164.7, 2017-01-20 12:00:00, None, None, None
None, 0.043, None, None, None, None, 164.8, 2017-01-20 13:00:00, None, None, None
None, -0.272, None, None, None, None, 165.1, 2017-01-20 14:00:00, None, None, None
None, -1.28, None, None, None, None, 165.7, 2017-01-20 15:00:00, None, None, None
None, -1.103, None, None, None, None, 165.1, 2017-01-20 16:00:00, None, None, None
None, -1.67, None, None, None, None, 164.7, 2017-01-20 17:00:00, None, None, None
None, -1.568, None, None, None, None, 163.9, 2017-01-20 18:00:00, None, None, None
None, -2.391, None, None, None, None, 163.5, 2017-01-20 19:00:00, None, None, None
None, -1.822, None, None, None, None, 162.0, 2017-01-20 20:00:00, None, None, None
None, -2.008, None, None, None, None, 162.1, 2017-01-20 21:00:00, None, None, None
None, -2.241, None, None, None, None, 165.4, 2017-01-20 22:00:00, None, None, None
None, -2.438, None, None, None, None, 165.7, 2017-01-20 23:00:00, None, None, None
None, -2.654, None, None, None, None, 165.7, 2017-01-21 00:00:00, None, None, None
None, -2.476, None, None, None, None, 165.5, 2017-01-21 01:00:00, None, None, None
