station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW
None, -6.589, 83.7, None, None, None, None, 71.26, None, 1.975, 317.0, None, None, None, None, None, None, None, None, None, 2017-01-06 14:00:00, None, 179.9
None, -6.461, 87.2, None, None, None, None, 71.19, None, 2.188, 279.8, None, None, None, None, None, None, None, None, None, 2017-01-06 15:00:00, None, 180.1
None, -7.441, 83.2, None, None, None, None, 40.9, None, 3.355, 238.6, None, None, None, None, None, None, None, None, None, 2017-01-06 16:00:00, None, 179.9
None, -8.14, 79.96, None, None, None, None, 45.59, None, 2.706, 249.6, None, None, None, None, None, None, None, None, None, 2017-01-06 17:00:00, None, 180.0
None, -8.57, 77.43, None, None, None, None, 63.22, None, 3.163, 272.5, None, None, None, None, None, None, None, None, None, 2017-01-06 18:00:00, None, 179.8
None, -8.66, 74.73, None, None, None, None, 12.67, None, 4.92, 60.89, None, None, None, None, None, None, None, None, None, 2017-01-06 19:00:00, None, 179.7
None, -8.55, 65.34, None, None, None, None, 12.67, None, 4.469, 58.23, None, None, None, None, None, None, None, None, None, 2017-01-06 20:00:00, None, 179.6
None, -8.71, 61.08, None, None, None, None, 13.09, None, 3.346, 58.91, None, None, None, None, None, None, None, None, None, 2017-01-06 21:00:00, None, 179.3
None, -8.65, 54.79, None, None, None, None, 20.48, None, 3.019, 72.58, None, None, None, None, None, None, None, None, None, 2017-01-06 22:00:00, None, 179.5
None, -8.35, 53.27, None, None, None, None, 25.17, None, 3.001, 82.4, None, None, None, None, None, None, None, None, None, 2017-01-06 23:00:00, None, 178.9
None, -8.05, 50.51, None, None, None, None, 10.99, None, 5.82, 54.22, None, None, None, None, None, None, None, None, None, 2017-01-07 00:00:00, None, 178.9
None, -8.67, 55.67, None, None, None, None, 12.97, None, 8.53, 53.22, None, None, None, None, None, None, None, None, None, 2017-01-07 01:00:00, None, 178.3
None, -9.23, 58.54, None, None, None, None, 14.07, None, 10.0, 54.63, None, None, None, None, None, None, None, None, None, 2017-01-07 02:00:00, None, 178.1
None, -9.45, 58.25, None, None, None, None, 13.42, None, 10.7, 53.76, None, None, None, None, None, None, None, None, None, 2017-01-07 03:00:00, None, 178.2
None, -9.38, 57.75, None, None, None, None, 13.93, None, 10.28, 56.47, None, None, None, None, None, None, None, None, None, 2017-01-07 04:00:00, None, 177.6
None, -10.62, 63.01, None, None, None, None, 13.29, None, 12.76, 53.46, None, None, None, None, None, None, None, None, None, 2017-01-07 05:00:00, None, 177.8
None, -12.21, 65.54, None, None, None, None, 14.39, None, 14.16, 55.53, None, None, None, None, None, None, None, None, None, 2017-01-07 06:00:00, None, 177.9
None, -13.11, 67.74, None, None, None, None, 13.37, None, 14.73, 58.59, None, None, None, None, None, None, None, None, None, 2017-01-07 07:00:00, None, 178.5
None, -13.67, 67.47, None, None, None, None, 14.74, None, 18.65, 56.68, None, None, None, None, None, None, None, None, None, 2017-01-07 08:00:00, None, 179.8
None, -14.46, 71.18, None, None, None, None, 14.75, None, 22.96, 55.65, None, None, None, None, None, None, None, None, None, 2017-01-07 09:00:00, None, 179.3
None, -13.71, 70.43, None, None, None, None, 13.29, None, 25.55, 52.77, None, None, None, None, None, None, None, None, None, 2017-01-07 10:00:00, None, 179.2
None, -13.21, 69.17, None, None, None, None, 16.18, None, 24.62, 56.91, None, None, None, None, None, None, None, None, None, 2017-01-07 11:00:00, None, 178.3
None, -12.81, 69.8, None, None, None, None, 15.74, None, 29.43, 54.08, None, None, None, None, None, None, None, None, None, 2017-01-07 12:00:00, None, 178.4
None, -12.1, 68.36, None, None, None, None, 15.67, None, 26.49, 53.58, None, None, None, None, None, None, None, None, None, 2017-01-07 13:00:00, None, 177.0
None, -12.12, 70.06, None, None, None, None, 16.78, None, 25.61, 54.44, None, None, None, None, None, None, None, None, None, 2017-01-07 14:00:00, None, 177.1
None, -11.72, 69.98, None, None, None, None, 18.85, None, 25.56, 44.97, None, None, None, None, None, None, None, None, None, 2017-01-07 15:00:00, None, 177.1
None, -11.67, 69.65, None, None, None, None, 15.7, None, 24.57, 52.35, None, None, None, None, None, None, None, None, None, 2017-01-07 16:00:00, None, 177.1
None, -11.71, 71.96, None, None, None, None, 15.39, None, 23.81, 50.21, None, None, None, None, None, None, None, None, None, 2017-01-07 17:00:00, None, 176.8
None, -11.63, 73.93, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 18:00:00, None, None
None, -11.57, 72.64, None, None, None, None, 14.53, None, 20.42, 48.29, None, None, None, None, None, None, None, None, None, 2017-01-07 19:00:00, None, 176.8
None, -11.42, 71.17, None, None, None, None, 13.84, None, 19.61, 52.64, None, None, None, None, None, None, None, None, None, 2017-01-07 20:00:00, None, 176.5
None, -11.76, 73.46, None, None, None, None, 14.8, None, 16.58, 52.4, None, None, None, None, None, None, None, None, None, 2017-01-07 21:00:00, None, 176.2
None, -11.92, 72.91, None, None, None, None, 14.32, None, 14.54, 54.67, None, None, None, None, None, None, None, None, None, 2017-01-07 22:00:00, None, 176.4
None, -11.95, 72.56, None, None, None, None, 13.01, None, 8.94, 59.25, None, None, None, None, None, None, None, None, None, 2017-01-07 23:00:00, None, 176.3
None, -11.82, 72.96, None, None, None, None, 20.0, None, 6.43, 62.28, None, None, None, None, None, None, None, None, None, 2017-01-08 00:00:00, None, 176.4
None, -11.12, 73.46, None, None, None, None, 17.73, None, 7.047, 67.5, None, None, None, None, None, None, None, None, None, 2017-01-08 01:00:00, None, 176.1
None, -10.58, 74.72, None, None, None, None, 13.77, None, 7.924, 74.67, None, None, None, None, None, None, None, None, None, 2017-01-08 02:00:00, None, 176.5
None, -11.15, 77.44, None, None, None, None, 14.84, None, 9.73, 68.88, None, None, None, None, None, None, None, None, None, 2017-01-08 03:00:00, None, 176.1
None, -10.84, 79.88, None, None, None, None, 13.33, None, 10.06, 66.67, None, None, None, None, None, None, None, None, None, 2017-01-08 04:00:00, None, 176.3
None, -9.11, 78.93, None, None, None, None, 13.78, None, 14.31, 58.24, None, None, None, None, None, None, None, None, None, 2017-01-08 05:00:00, None, 176.3
None, -10.03, 81.9, None, None, None, None, 14.03, None, 14.27, 59.92, None, None, None, None, None, None, None, None, None, 2017-01-08 06:00:00, None, 175.5
None, -10.3, 87.3, None, None, None, None, 14.16, None, 20.24, 55.62, None, None, None, None, None, None, None, None, None, 2017-01-08 07:00:00, None, 175.3
None, -9.85, 87.5, None, None, None, None, 13.86, None, 22.97, 53.85, None, None, None, None, None, None, None, None, None, 2017-01-08 08:00:00, None, 175.3
None, -10.5, 90.7, None, None, None, None, 13.22, None, 21.25, 54.52, None, None, None, None, None, None, None, None, None, 2017-01-08 09:00:00, None, 175.1
None, -10.32, 90.4, None, None, None, None, 15.24, None, 22.08, 56.62, None, None, None, None, None, None, None, None, None, 2017-01-08 10:00:00, None, 175.1
None, -10.08, 90.4, None, None, None, None, 15.7, None, 26.44, 53.53, None, None, None, None, None, None, None, None, None, 2017-01-08 11:00:00, None, 174.5
None, -9.91, 90.5, None, None, None, None, 18.92, None, 25.22, 46.11, None, None, None, None, None, None, None, None, None, 2017-01-08 12:00:00, None, 174.5
None, -11.06, 92.5, None, None, None, None, 33.91, None, 16.16, 28.35, None, None, None, None, None, None, None, None, None, 2017-01-08 13:00:00, None, 174.5
None, -10.32, 92.5, None, None, None, None, 29.32, None, 20.47, 38.74, None, None, None, None, None, None, None, None, None, 2017-01-08 14:00:00, None, 174.2
None, -10.66, 92.3, None, None, None, None, 33.3, None, 16.47, 31.74, None, None, None, None, None, None, None, None, None, 2017-01-08 15:00:00, None, 174.4
None, -10.99, 92.1, None, None, None, None, 30.32, None, 19.39, 35.11, None, None, None, None, None, None, None, None, None, 2017-01-08 16:00:00, None, 174.1
None, -11.2, 91.7, None, None, None, None, 26.08, None, 22.49, 35.8, None, None, None, None, None, None, None, None, None, 2017-01-08 17:00:00, None, 174.1
None, -10.41, 92.4, None, None, None, None, 14.55, None, 30.71, 52.42, None, None, None, None, None, None, None, None, None, 2017-01-08 18:00:00, None, 173.2
None, -9.93, 92.6, None, None, None, None, 14.92, None, 23.85, 53.56, None, None, None, None, None, None, None, None, None, 2017-01-08 19:00:00, None, 173.7
None, -9.3, 93.2, None, None, None, None, 14.69, None, 14.85, 55.22, None, None, None, None, None, None, None, None, None, 2017-01-08 20:00:00, None, 173.8
None, -8.57, 93.6, None, None, None, None, 12.5, None, 7.063, 61.55, None, None, None, None, None, None, None, None, None, 2017-01-08 21:00:00, None, 173.7
None, -6.972, 94.8, None, None, None, None, 47.73, None, 2.416, 58.92, None, None, None, None, None, None, None, None, None, 2017-01-08 22:00:00, None, 173.9
None, -6.352, 95.1, None, None, None, None, 14.23, None, 2.74, 220.0, None, None, None, None, None, None, None, None, None, 2017-01-08 23:00:00, None, 174.8
None, -4.541, 96.2, None, None, None, None, 15.92, None, 2.592, 224.7, None, None, None, None, None, None, None, None, None, 2017-01-09 00:00:00, None, 175.9
None, -3.996, 96.4, None, None, None, None, 19.25, None, 2.657, 227.6, None, None, None, None, None, None, None, None, None, 2017-01-09 01:00:00, None, 177.0
None, -3.792, 96.5, None, None, None, None, 24.46, None, 2.554, 230.6, None, None, None, None, None, None, None, None, None, 2017-01-09 02:00:00, None, 181.9
None, -4.027, 96.3, None, None, None, None, 21.37, None, 3.274, 225.7, None, None, None, None, None, None, None, None, None, 2017-01-09 03:00:00, None, 182.2
None, -4.397, 96.1, None, None, None, None, 25.46, None, 2.896, 230.4, None, None, None, None, None, None, None, None, None, 2017-01-09 04:00:00, None, 182.8
None, -4.941, 95.9, None, None, None, None, 28.47, None, 3.507, 228.4, None, None, None, None, None, None, None, None, None, 2017-01-09 05:00:00, None, 182.1
None, -6.573, 94.9, None, None, None, None, 27.55, None, 6.819, 224.2, None, None, None, None, None, None, None, None, None, 2017-01-09 06:00:00, None, 185.9
None, -6.801, 94.8, None, None, None, None, 28.82, None, 6.738, 228.4, None, None, None, None, None, None, None, None, None, 2017-01-09 07:00:00, None, 184.8
None, -7.292, 94.4, None, None, None, None, 26.2, None, 7.578, 224.4, None, None, None, None, None, None, None, None, None, 2017-01-09 08:00:00, None, 186.4
None, -8.01, 93.8, None, None, None, None, 26.57, None, 7.863, 225.0, None, None, None, None, None, None, None, None, None, 2017-01-09 09:00:00, None, 186.1
None, -8.07, 94.1, None, None, None, None, 18.7, None, 9.01, 222.1, None, None, None, None, None, None, None, None, None, 2017-01-09 10:00:00, None, 186.6
None, -6.997, 94.5, None, None, None, None, 25.43, None, 7.779, 225.8, None, None, None, None, None, None, None, None, None, 2017-01-09 11:00:00, None, 186.3
None, -6.531, 94.6, None, None, None, None, 22.65, None, 6.469, 224.3, None, None, None, None, None, None, None, None, None, 2017-01-09 12:00:00, None, 186.1
None, -6.692, 94.4, None, None, None, None, 21.21, None, 6.829, 223.0, None, None, None, None, None, None, None, None, None, 2017-01-09 13:00:00, None, 186.2
None, -6.424, 94.3, None, None, None, None, 25.57, None, 5.109, 226.4, None, None, None, None, None, None, None, None, None, 2017-01-09 14:00:00, None, 185.2
None, -6.354, 94.6, None, None, None, None, 29.06, None, 1.411, 235.9, None, None, None, None, None, None, None, None, None, 2017-01-09 15:00:00, None, 184.3
None, -7.197, 94.3, None, None, None, None, 29.68, None, 1.965, 228.2, None, None, None, None, None, None, None, None, None, 2017-01-09 16:00:00, None, 185.2
None, -7.488, 94.3, None, None, None, None, 19.31, None, 2.376, 225.6, None, None, None, None, None, None, None, None, None, 2017-01-09 17:00:00, None, 189.7
None, -8.16, 93.7, None, None, None, None, 24.1, None, 2.278, 223.6, None, None, None, None, None, None, None, None, None, 2017-01-09 18:00:00, None, 189.3
None, -9.28, 92.9, None, None, None, None, 19.39, None, 2.777, 224.4, None, None, None, None, None, None, None, None, None, 2017-01-09 19:00:00, None, 188.1
None, -11.22, 91.1, None, None, None, None, 79.09, None, 2.123, 111.2, None, None, None, None, None, None, None, None, None, 2017-01-09 20:00:00, None, 187.5
None, -14.21, 89.5, None, None, None, None, 15.36, None, 7.894, 57.53, None, None, None, None, None, None, None, None, None, 2017-01-09 21:00:00, None, 188.9
None, -15.74, 88.7, None, None, None, None, 13.97, None, 9.31, 59.31, None, None, None, None, None, None, None, None, None, 2017-01-09 22:00:00, None, 191.1
None, -16.26, 88.4, None, None, None, None, 16.58, None, 10.97, 57.58, None, None, None, None, None, None, None, None, None, 2017-01-09 23:00:00, None, 191.1
None, -16.97, 87.0, None, None, None, None, 17.58, None, 15.19, 54.75, None, None, None, None, None, None, None, None, None, 2017-01-10 00:00:00, None, 190.9
None, -17.24, 87.8, None, None, None, None, 22.78, None, 12.93, 53.63, None, None, None, None, None, None, None, None, None, 2017-01-10 01:00:00, None, 191.2
None, -18.23, 86.6, None, None, None, None, 21.92, None, 13.07, 51.64, None, None, None, None, None, None, None, None, None, 2017-01-10 02:00:00, None, 190.5
None, -18.44, 86.4, None, None, None, None, 18.5, None, 14.3, 57.05, None, None, None, None, None, None, None, None, None, 2017-01-10 03:00:00, None, 190.1
None, -18.53, 86.5, None, None, None, None, 17.36, None, 14.11, 55.53, None, None, None, None, None, None, None, None, None, 2017-01-10 04:00:00, None, 189.8
None, -17.74, 87.3, None, None, None, None, 18.77, None, 14.94, 52.91, None, None, None, None, None, None, None, None, None, 2017-01-10 05:00:00, None, 189.5
None, -18.04, 86.8, None, None, None, None, 22.34, None, 13.26, 46.25, None, None, None, None, None, None, None, None, None, 2017-01-10 06:00:00, None, 188.7
None, -18.32, 86.4, None, None, None, None, 22.23, None, 11.87, 47.63, None, None, None, None, None, None, None, None, None, 2017-01-10 07:00:00, None, 189.0
None, -18.96, 86.0, None, None, None, None, 18.52, None, 11.67, 54.16, None, None, None, None, None, None, None, None, None, 2017-01-10 08:00:00, None, 188.8
None, -18.76, 86.1, None, None, None, None, 21.25, None, 9.49, 51.55, None, None, None, None, None, None, None, None, None, 2017-01-10 09:00:00, None, 188.5
None, -19.19, 85.6, None, None, None, None, 31.01, None, 7.669, 44.57, None, None, None, None, None, None, None, None, None, 2017-01-10 10:00:00, None, 188.0
None, -18.32, 86.5, None, None, None, None, 34.12, None, 7.648, 48.27, None, None, None, None, None, None, None, None, None, 2017-01-10 11:00:00, None, 188.2
None, -17.65, 86.9, None, None, None, None, 51.61, None, 6.433, 19.23, None, None, None, None, None, None, None, None, None, 2017-01-10 12:00:00, None, 188.1
None, -15.86, 85.9, None, None, None, None, 61.79, None, 4.56, 33.17, None, None, None, None, None, None, None, None, None, 2017-01-10 13:00:00, None, 186.9
None, -18.27, 85.9, None, None, None, None, 48.75, None, 6.896, 14.73, None, None, None, None, None, None, None, None, None, 2017-01-10 15:00:00, None, 187.2
None, -19.03, 85.6, None, None, None, None, 43.34, None, 10.34, 25.6, None, None, None, None, None, None, None, None, None, 2017-01-10 16:00:00, None, 187.2
None, -19.69, 85.3, None, None, None, None, 55.03, None, 10.04, 32.09, None, None, None, None, None, None, None, None, None, 2017-01-10 17:00:00, None, 186.7
None, -19.89, 85.1, None, None, None, None, 55.12, None, 8.93, 17.11, None, None, None, None, None, None, None, None, None, 2017-01-10 18:00:00, None, 187.1
None, -20.03, 85.2, None, None, None, None, 40.52, None, 9.91, 35.02, None, None, None, None, None, None, None, None, None, 2017-01-10 19:00:00, None, 187.0
None, -20.24, 84.8, None, None, None, None, 32.92, None, 13.06, 29.87, None, None, None, None, None, None, None, None, None, 2017-01-10 20:00:00, None, 186.6
None, -20.42, 84.6, None, None, None, None, 35.13, None, 13.92, 25.39, None, None, None, None, None, None, None, None, None, 2017-01-10 21:00:00, None, 186.5
None, -20.55, 84.4, None, None, None, None, 35.19, None, 15.01, 28.28, None, None, None, None, None, None, None, None, None, 2017-01-10 22:00:00, None, 185.8
None, -20.38, 85.2, None, None, None, None, 32.92, None, 15.54, 36.93, None, None, None, None, None, None, None, None, None, 2017-01-10 23:00:00, None, 186.0
None, -20.48, 84.6, None, None, None, None, 28.42, None, 19.54, 37.32, None, None, None, None, None, None, None, None, None, 2017-01-11 00:00:00, None, 186.1
None, -20.04, 85.1, None, None, None, None, 47.32, None, 11.0, 22.73, None, None, None, None, None, None, None, None, None, 2017-01-11 01:00:00, None, 185.9
None, -19.62, 86.3, None, None, None, None, 42.09, None, 9.84, 35.53, None, None, None, None, None, None, None, None, None, 2017-01-11 02:00:00, None, 186.4
None, -20.12, 85.6, None, None, None, None, 41.18, None, 8.21, 41.13, None, None, None, None, None, None, None, None, None, 2017-01-11 03:00:00, None, 185.5
None, -19.83, 84.6, None, None, None, None, 28.52, None, 13.5, 46.23, None, None, None, None, None, None, None, None, None, 2017-01-11 04:00:00, None, 184.9
None, -19.51, 85.0, None, None, None, None, 33.08, None, 14.0, 41.15, None, None, None, None, None, None, None, None, None, 2017-01-11 05:00:00, None, 184.9
None, -19.09, 84.7, None, None, None, None, 26.71, None, 18.22, 39.21, None, None, None, None, None, None, None, None, None, 2017-01-11 06:00:00, None, 183.7
None, -19.55, 84.2, None, None, None, None, 34.47, None, 12.93, 32.1, None, None, None, None, None, None, None, None, None, 2017-01-11 07:00:00, None, 184.2
None, -19.35, 84.9, None, None, None, None, 55.59, None, 7.229, 44.91, None, None, None, None, None, None, None, None, None, 2017-01-11 08:00:00, None, 184.6
None, -19.57, 83.6, None, None, None, None, 34.1, None, 8.98, 53.71, None, None, None, None, None, None, None, None, None, 2017-01-11 09:00:00, None, 184.0
None, -19.65, 84.6, None, None, None, None, 25.08, None, 9.11, 57.87, None, None, None, None, None, None, None, None, None, 2017-01-11 10:00:00, None, 183.8
None, -18.3, 84.4, None, None, None, None, 22.63, None, 9.38, 56.54, None, None, None, None, None, None, None, None, None, 2017-01-11 11:00:00, None, 183.9
None, -17.18, 85.8, None, None, None, None, 20.28, None, 15.19, 44.25, None, None, None, None, None, None, None, None, None, 2017-01-11 12:00:00, None, 183.9
None, -15.24, 82.0, None, None, None, None, 25.98, None, 10.64, 43.79, None, None, None, None, None, None, None, None, None, 2017-01-11 13:00:00, None, 183.0
None, -15.2, 82.7, None, None, None, None, 24.36, None, 9.0, 45.73, None, None, None, None, None, None, None, None, None, 2017-01-11 14:00:00, None, 182.7
None, -15.54, 84.0, None, None, None, None, 20.63, None, 9.58, 56.73, None, None, None, None, None, None, None, None, None, 2017-01-11 15:00:00, None, 184.9
None, -15.66, 84.1, None, None, None, None, 17.55, None, 12.87, 48.3, None, None, None, None, None, None, None, None, None, 2017-01-11 16:00:00, None, 184.8
None, -15.87, 84.3, None, None, None, None, 21.09, None, 14.35, 42.73, None, None, None, None, None, None, None, None, None, 2017-01-11 17:00:00, None, 185.0
None, -14.17, 76.83, None, None, None, None, 15.56, None, 14.23, 52.56, None, None, None, None, None, None, None, None, None, 2017-01-11 18:00:00, None, 184.5
None, -15.04, 76.22, None, None, None, None, 16.74, None, 8.57, 59.15, None, None, None, None, None, None, None, None, None, 2017-01-11 19:00:00, None, 183.9
None, -13.19, 68.83, None, None, None, None, 14.88, None, 12.61, 54.66, None, None, None, None, None, None, None, None, None, 2017-01-11 20:00:00, None, 183.7
None, -12.12, 61.18, None, None, None, None, 14.12, None, 16.0, 55.19, None, None, None, None, None, None, None, None, None, 2017-01-11 21:00:00, None, 184.0
None, -12.35, 63.28, None, None, None, None, 15.24, None, 13.82, 53.65, None, None, None, None, None, None, None, None, None, 2017-01-11 22:00:00, None, 183.2
None, -11.29, 59.08, None, None, None, None, 13.81, None, 9.91, 61.77, None, None, None, None, None, None, None, None, None, 2017-01-11 23:00:00, None, 183.8
None, -12.12, 61.56, None, None, None, None, 13.64, None, 9.76, 58.49, None, None, None, None, None, None, None, None, None, 2017-01-12 00:00:00, None, 183.8
None, -11.43, 59.92, None, None, None, None, 12.35, None, 7.499, 64.22, None, None, None, None, None, None, None, None, None, 2017-01-12 01:00:00, None, 183.9
None, -10.62, 57.39, None, None, None, None, 8.77, None, 6.584, 67.38, None, None, None, None, None, None, None, None, None, 2017-01-12 02:00:00, None, 183.8
None, -11.05, 67.92, None, None, None, None, 50.94, None, 3.249, 75.41, None, None, None, None, None, None, None, None, None, 2017-01-12 03:00:00, None, 183.3
None, -11.29, 70.71, None, None, None, None, 17.16, None, 1.787, 224.0, None, None, None, None, None, None, None, None, None, 2017-01-12 04:00:00, None, 183.3
None, -11.53, 77.56, None, None, None, None, 8.19, None, 2.489, 227.5, None, None, None, None, None, None, None, None, None, 2017-01-12 05:00:00, None, 183.3
None, -12.07, 75.92, None, None, None, None, 9.0, None, 2.542, 226.8, None, None, None, None, None, None, None, None, None, 2017-01-12 06:00:00, None, 182.9
None, -12.35, 78.69, None, None, None, None, 9.16, None, 2.429, 223.9, None, None, None, None, None, None, None, None, None, 2017-01-12 07:00:00, None, 182.2
None, -12.15, 78.66, None, None, None, None, 8.55, None, 2.634, 227.7, None, None, None, None, None, None, None, None, None, 2017-01-12 08:00:00, None, 182.2
None, -11.68, 74.55, None, None, None, None, 10.21, None, 2.867, 223.2, None, None, None, None, None, None, None, None, None, 2017-01-12 09:00:00, None, 182.3
None, -10.96, 75.79, None, None, None, None, 16.01, None, 3.831, 221.7, None, None, None, None, None, None, None, None, None, 2017-01-12 10:00:00, None, 182.0
None, -10.59, 77.68, None, None, None, None, 11.7, None, 3.685, 224.5, None, None, None, None, None, None, None, None, None, 2017-01-12 11:00:00, None, 181.8
None, -9.52, 74.31, None, None, None, None, 11.15, None, 3.815, 222.0, None, None, None, None, None, None, None, None, None, 2017-01-12 12:00:00, None, 181.8
None, -7.745, 66.31, None, None, None, None, 21.26, None, 3.013, 227.8, None, None, None, None, None, None, None, None, None, 2017-01-12 13:00:00, None, 181.1
None, -8.4, 70.76, None, None, None, None, 20.57, None, 4.041, 225.4, None, None, None, None, None, None, None, None, None, 2017-01-12 14:00:00, None, 181.3
None, -8.92, 72.01, None, None, None, None, 21.14, None, 3.438, 227.6, None, None, None, None, None, None, None, None, None, 2017-01-12 15:00:00, None, 181.6
None, -9.89, 67.94, None, None, None, None, 29.71, None, 2.4, 234.1, None, None, None, None, None, None, None, None, None, 2017-01-12 16:00:00, None, 180.9
None, -11.1, 73.37, None, None, None, None, 16.3, None, 2.429, 229.8, None, None, None, None, None, None, None, None, None, 2017-01-12 17:00:00, None, 180.9
None, -11.67, 75.99, None, None, None, None, 11.92, None, 2.629, 227.1, None, None, None, None, None, None, None, None, None, 2017-01-12 18:00:00, None, 180.5
None, -12.27, 77.18, None, None, None, None, 15.2, None, 2.25, 227.2, None, None, None, None, None, None, None, None, None, 2017-01-12 19:00:00, None, 180.9
None, -11.07, 71.12, None, None, None, None, 11.88, None, 2.752, 226.6, None, None, None, None, None, None, None, None, None, 2017-01-12 20:00:00, None, 180.9
None, -11.0, 77.34, None, None, None, None, 13.67, None, 2.424, 222.7, None, None, None, None, None, None, None, None, None, 2017-01-12 21:00:00, None, 180.8
None, -11.31, 79.54, None, None, None, None, 21.42, None, 3.082, 228.8, None, None, None, None, None, None, None, None, None, 2017-01-12 22:00:00, None, 180.0
None, -11.42, 80.1, None, None, None, None, 16.22, None, 2.18, 229.0, None, None, None, None, None, None, None, None, None, 2017-01-12 23:00:00, None, 180.0
None, -10.53, 77.21, None, None, None, None, 20.7, None, 2.386, 228.6, None, None, None, None, None, None, None, None, None, 2017-01-13 00:00:00, None, 180.3
None, -10.31, 76.88, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 01:00:00, None, None
None, -10.37, 78.03, None, None, None, None, 13.93, None, 3.788, 221.0, None, None, None, None, None, None, None, None, None, 2017-01-13 02:00:00, None, 180.2
None, -10.51, 76.53, None, None, None, None, 25.66, None, 2.514, 221.5, None, None, None, None, None, None, None, None, None, 2017-01-13 03:00:00, None, 179.7
None, -10.86, 78.39, None, None, None, None, 30.28, None, 1.461, 227.8, None, None, None, None, None, None, None, None, None, 2017-01-13 04:00:00, None, 180.2
None, -10.19, 73.57, None, None, None, None, 29.51, None, 2.103, 226.3, None, None, None, None, None, None, None, None, None, 2017-01-13 05:00:00, None, 180.0
None, -10.6, 70.45, None, None, None, None, 23.84, None, 2.644, 226.6, None, None, None, None, None, None, None, None, None, 2017-01-13 06:00:00, None, 180.5
None, -10.02, 68.98, None, None, None, None, 76.1, None, 1.075, 259.6, None, None, None, None, None, None, None, None, None, 2017-01-13 07:00:00, None, 179.8
None, -10.51, 73.07, None, None, None, None, 30.3, None, 1.053, 189.7, None, None, None, None, None, None, None, None, None, 2017-01-13 08:00:00, None, 179.9
