station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, PRECIP_DETECTOR_RATIO, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
None, -11.14, 90.0, None, None, None, 10.37, 27.35, None, 206.9, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-06 14:00:00, None, None, None, None
None, -11.9, 91.7, None, None, None, 12.19, 29.13, None, 209.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-06 15:00:00, None, None, None, None
None, -12.05, 92.3, None, None, None, 11.01, 33.78, None, 207.8, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-06 16:00:00, None, None, None, None
None, -12.1, 92.4, None, None, None, 11.2, 31.11, None, 206.5, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-06 17:00:00, None, None, None, None
None, -12.19, 92.7, None, None, None, 7.73, 29.63, None, 200.8, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-06 18:00:00, None, None, None, None
None, -12.34, 92.5, None, None, None, 11.41, 28.32, None, 189.4, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-06 19:00:00, None, None, None, None
None, -12.43, 92.4, None, None, None, 15.65, 16.03, None, 168.2, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-06 20:00:00, None, None, None, None
None, -12.7, 92.1, None, None, None, 15.4, 15.88, None, 173.2, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-06 21:00:00, None, None, None, None
None, -12.89, 92.1, None, None, None, 17.36, 10.56, None, 165.4, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-06 22:00:00, None, None, None, None
None, -12.94, 92.2, None, None, None, 13.13, 14.96, None, 142.7, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-06 23:00:00, None, None, None, None
None, -12.75, 92.2, None, None, None, 16.54, 15.78, None, 161.3, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-07 00:00:00, None, None, None, None
None, -13.08, 91.4, None, None, None, 15.33, 17.31, None, 182.0, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-07 01:00:00, None, None, None, None
None, -13.51, 89.5, None, None, None, 17.81, 17.66, None, 155.4, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-07 02:00:00, None, None, None, None
None, -13.56, 87.1, None, None, None, 11.9, 19.29, None, 143.1, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-07 03:00:00, None, None, None, None
None, -13.66, 82.0, None, None, None, 7.33, 21.4, None, 144.1, None, None, None, None, None, -16.0, None, None, None, None, None, None, None, 2017-01-07 04:00:00, None, None, None, None
