station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -10.34, 90.4, None, None, None, None, 24.69, None, 1.904, 38.18, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2017-01-07 06:00:00, None, None, 46.38
None, -10.53, 91.2, None, None, None, None, 15.84, None, 2.751, 33.46, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-07 07:00:00, None, None, 46.33
None, -11.01, 90.6, None, None, None, None, 22.83, None, 2.897, 22.03, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-07 08:00:00, None, None, 46.02
None, -11.11, 90.8, None, None, None, None, 21.93, None, 3.774, 22.81, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-07 09:00:00, None, None, 46.25
None, -10.82, 90.2, None, None, None, None, 25.08, None, 3.531, 16.14, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-07 10:00:00, None, None, None
None, -10.19, 88.8, None, None, None, None, 26.01, None, 3.854, 15.27, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-07 11:00:00, None, None, 45.56
None, -9.38, 87.9, None, None, None, None, 26.73, None, 3.829, 13.85, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2017-01-07 12:00:00, None, None, 45.45
None, -9.64, 86.1, None, None, None, None, 31.69, None, 2.331, 22.76, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2017-01-07 13:00:00, None, None, 45.51
None, -10.96, 86.6, None, None, None, None, 59.81, None, 0.627, 151.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-07 16:00:00, None, None, 45.35
None, -11.3, 86.0, None, None, None, None, 57.22, None, 0.427, 93.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-07 17:00:00, None, None, 45.36
None, -11.35, 86.6, None, None, None, None, 62.21, None, 0.272, 89.4, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-07 18:00:00, None, None, 45.39
None, -11.39, 86.7, None, None, None, None, 46.99, None, 0.798, 92.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-07 19:00:00, None, None, 45.43
None, -11.49, 87.2, None, None, None, None, 29.84, None, 1.887, 118.7, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-07 20:00:00, None, None, 45.43
None, -11.2, 86.5, None, None, None, None, 40.75, None, 0.877, 157.4, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-07 21:00:00, None, None, 45.46
None, -11.78, 86.6, None, None, None, None, 18.1, None, 1.504, 184.5, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-07 22:00:00, None, None, 45.3
None, -11.92, 86.7, None, None, None, None, 27.15, None, 0.685, 190.1, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-07 23:00:00, None, None, 45.38
None, -11.49, 86.8, None, None, None, None, 35.26, None, 0.321, 162.9, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 00:00:00, None, None, 45.43
None, -11.2, 86.4, None, None, None, None, 23.16, None, 1.094, 179.2, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 01:00:00, None, None, 45.35
None, -11.3, 86.0, None, None, None, None, 24.2, None, 0.748, 167.2, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 02:00:00, None, None, 45.44
None, -11.2, 84.9, None, None, None, None, 15.75, None, 1.584, 171.8, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 03:00:00, None, None, 45.27
None, -11.49, 85.3, None, None, None, None, 21.02, None, 1.696, 118.1, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 04:00:00, None, None, 45.0
None, -11.25, 80.3, None, None, None, None, 25.13, None, 2.689, 145.5, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-08 05:00:00, None, None, 45.06
None, -11.06, 75.3, None, None, None, None, 33.01, None, 1.394, 136.1, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-08 06:00:00, None, None, 45.14
None, -11.25, 76.3, None, None, None, None, 46.1, None, 1.318, 96.2, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-08 07:00:00, None, None, 45.1
None, -11.2, 71.7, None, None, None, None, 38.33, None, 1.409, 70.9, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-08 08:00:00, None, None, 45.23
None, -11.54, 76.6, None, None, None, None, 42.54, None, 2.012, 72.0, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-08 09:00:00, None, None, 44.86
None, -11.73, 77.4, None, None, None, None, 38.34, None, 2.216, 124.2, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-08 10:00:00, None, None, 44.98
None, -10.63, 78.5, None, None, None, None, 38.51, None, 1.962, 130.7, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 11:00:00, None, None, 44.87
None, -8.37, 77.2, None, None, None, None, 42.92, None, 0.876, 43.97, None, None, None, None, None, -11.0, None, None, None, None, None, None, None, 2017-01-08 12:00:00, None, None, 44.68
None, -10.01, 77.6, None, None, None, None, 29.55, None, 2.653, 34.37, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 13:00:00, None, None, 44.81
None, -10.01, 73.6, None, None, None, None, 27.36, None, 5.923, 47.88, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 14:00:00, None, None, 44.76
None, -9.58, 69.92, None, None, None, None, 28.12, None, 5.86, 57.73, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-08 15:00:00, None, None, 44.69
None, -8.76, 63.22, None, None, None, None, 42.82, None, 3.287, 74.4, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-08 16:00:00, None, None, 44.84
None, -9.05, 67.84, None, None, None, None, 42.75, None, 3.515, 75.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 17:00:00, None, None, 44.82
None, -8.72, 72.9, None, None, None, None, 36.55, None, 5.03, 58.13, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-08 18:00:00, None, None, 45.23
None, -8.86, 71.2, None, None, None, None, 34.17, None, 4.465, 51.47, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 19:00:00, None, None, 45.14
None, -8.91, 72.2, None, None, None, None, 32.52, None, 6.58, 45.56, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 20:00:00, None, None, 44.9
None, -9.34, 75.1, None, None, None, None, 24.6, None, 8.22, 44.78, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 21:00:00, None, None, 45.35
None, -10.54, 85.5, None, None, None, None, 23.82, None, 6.887, 38.19, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-08 22:00:00, None, None, 43.39
None, -11.63, 90.3, None, None, None, None, 23.64, None, 5.659, 24.43, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-08 23:00:00, None, None, 45.95
None, -11.92, 90.2, None, None, None, None, 29.66, None, 4.476, 30.01, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-09 00:00:00, None, None, 45.08
None, -12.07, 89.2, None, None, None, None, 24.75, None, 5.865, 28.58, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-09 01:00:00, None, None, None
None, -12.3, 88.4, None, None, None, None, 27.28, None, 5.571, 29.9, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-09 02:00:00, None, None, 48.6
None, -12.98, 88.6, None, None, None, None, 25.72, None, 5.528, 27.36, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-09 03:00:00, None, None, None
None, -13.31, 87.6, None, None, None, None, 29.26, None, 4.79, 34.07, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-09 04:00:00, None, None, 46.61
None, -13.89, 86.8, None, None, None, None, 34.96, None, 4.005, 50.88, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-09 05:00:00, None, None, 52.32
None, -14.65, 87.7, None, None, None, None, 60.78, None, 0.625, 320.8, None, None, None, None, None, -16.0, None, None, None, None, None, None, None, 2017-01-09 06:00:00, None, None, 54.48
None, -15.98, 86.0, None, None, None, None, 37.37, None, 1.811, 10.07, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-09 07:00:00, None, None, 53.64
None, -16.41, 87.0, None, None, None, None, 21.59, None, 5.521, 26.4, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-09 08:00:00, None, None, 55.49
None, -16.84, 86.0, None, None, None, None, 23.29, None, 5.112, 33.8, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-09 09:00:00, None, None, 54.74
None, -16.89, 86.4, None, None, None, None, 20.99, None, 6.912, 42.88, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-09 10:00:00, None, None, 55.92
None, -16.65, 85.4, None, None, None, None, 24.8, None, 5.31, 34.75, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-09 11:00:00, None, None, 55.56
None, -15.93, 85.4, None, None, None, None, 25.93, None, 3.569, 18.85, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-09 12:00:00, None, None, 55.72
None, -16.22, 84.4, None, None, None, None, 30.47, None, 2.071, 348.2, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-09 13:00:00, None, None, 55.89
None, -17.47, 85.0, None, None, None, None, 25.97, None, 3.206, 23.79, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-09 15:00:00, None, None, 55.99
None, -18.33, 85.2, None, None, None, None, 23.74, None, 4.298, 37.92, None, None, None, None, None, -20.0, None, None, None, None, None, None, None, 2017-01-09 16:00:00, None, None, 55.65
None, -18.81, 84.2, None, None, None, None, 21.51, None, 4.117, 44.49, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-09 17:00:00, None, None, 55.44
None, -19.24, 83.7, None, None, None, None, 18.19, None, 2.491, 60.83, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-09 18:00:00, None, None, 55.12
None, -19.7, 82.9, None, None, None, None, 24.66, None, 1.876, 75.7, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2017-01-09 19:00:00, None, None, 55.74
None, -20.14, 83.0, None, None, None, None, 31.99, None, 0.741, 125.7, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2017-01-09 20:00:00, None, None, 55.81
None, -20.04, 82.9, None, None, None, None, 20.68, None, 1.576, 196.6, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2017-01-09 21:00:00, None, None, 55.63
None, -20.57, 82.7, None, None, None, None, 18.28, None, 1.633, 189.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2017-01-09 22:00:00, None, None, 55.67
None, -21.19, 81.0, None, None, None, None, 16.84, None, 1.308, 174.9, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2017-01-09 23:00:00, None, None, 55.52
None, -21.67, 81.4, None, None, None, None, 13.71, None, 2.039, 181.3, None, None, None, None, None, -24.0, None, None, None, None, None, None, None, 2017-01-10 00:00:00, None, None, 55.28
None, -21.48, 82.4, None, None, None, None, 14.36, None, 2.089, 176.6, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2017-01-10 01:00:00, None, None, 55.38
None, -21.38, 81.4, None, None, None, None, 47.69, None, 1.125, 169.3, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2017-01-10 02:00:00, None, None, 55.4
None, -21.96, 81.3, None, None, None, None, 12.99, None, 3.886, 64.76, None, None, None, None, None, -24.0, None, None, None, None, None, None, None, 2017-01-10 03:00:00, None, None, 55.13
None, -21.95, 81.3, None, None, None, None, 11.95, None, 5.05, 60.38, None, None, None, None, None, -24.0, None, None, None, None, None, None, None, 2017-01-10 04:00:00, None, None, 55.22
None, -22.05, 81.8, None, None, None, None, 15.3, None, 5.331, 57.2, None, None, None, None, None, -24.0, None, None, None, None, None, None, None, 2017-01-10 05:00:00, None, None, 55.24
None, -22.28, 79.1, None, None, None, None, 15.63, None, 6.311, 60.95, None, None, None, None, None, -25.0, None, None, None, None, None, None, None, 2017-01-10 06:00:00, None, None, 55.02
None, -22.23, 81.7, None, None, None, None, 19.72, None, 6.961, 49.7, None, None, None, None, None, -24.0, None, None, None, None, None, None, None, 2017-01-10 07:00:00, None, None, 55.57
None, -21.42, 81.7, None, None, None, None, 24.19, None, 5.1, 41.41, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2017-01-10 08:00:00, None, None, 55.3
None, -20.94, 82.7, None, None, None, None, 24.09, None, 5.126, 44.72, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2017-01-10 09:00:00, None, None, 55.44
None, -20.04, 81.8, None, None, None, None, 20.55, None, 4.052, 54.14, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2017-01-10 10:00:00, None, None, 55.42
None, -19.18, 81.0, None, None, None, None, 32.07, None, 3.514, 39.73, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-10 11:00:00, None, None, 55.02
None, -19.85, 81.7, None, None, None, None, 25.17, None, 4.374, 37.65, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2017-01-10 12:00:00, None, None, 55.03
None, -19.94, 81.3, None, None, None, None, 17.97, None, 4.777, 44.09, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2017-01-10 13:00:00, None, None, 55.0
None, -19.51, 82.3, None, None, None, None, 18.67, None, 5.017, 45.65, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2017-01-10 15:00:00, None, None, 54.8
None, -19.08, 82.5, None, None, None, None, 21.57, None, 3.761, 36.96, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-10 16:00:00, None, None, 54.88
None, -19.27, 82.7, None, None, None, None, 20.83, None, 4.296, 40.14, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-10 17:00:00, None, None, 54.94
None, -19.9, 84.1, None, None, None, None, 18.96, None, 5.62, 44.96, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2017-01-10 18:00:00, None, None, 55.11
None, -19.56, 83.4, None, None, None, None, 18.37, None, 5.489, 44.45, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-10 19:00:00, None, None, 54.74
None, -19.03, 83.9, None, None, None, None, 17.15, None, 4.936, 45.55, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-10 20:00:00, None, None, 54.8
None, -18.89, 84.2, None, None, None, None, 30.0, None, 4.311, 35.8, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-10 21:00:00, None, None, 54.86
None, -19.37, 83.9, None, None, None, None, 28.34, None, 4.504, 35.48, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-10 22:00:00, None, None, 54.62
None, -18.98, 84.0, None, None, None, None, 23.9, None, 3.979, 50.63, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-10 23:00:00, None, None, 54.49
None, -18.79, 83.1, None, None, None, None, 22.93, None, 3.781, 52.74, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-11 00:00:00, None, None, 54.34
None, -18.89, 84.0, None, None, None, None, 25.08, None, 4.532, 43.11, None, None, None, None, None, -21.0, None, None, None, None, None, None, None, 2017-01-11 01:00:00, None, None, 54.51
None, -17.74, 82.3, None, None, None, None, 27.01, None, 3.833, 54.08, None, None, None, None, None, -20.0, None, None, None, None, None, None, None, 2017-01-11 02:00:00, None, None, 54.52
None, -17.78, 82.9, None, None, None, None, 27.39, None, 3.298, 51.21, None, None, None, None, None, -20.0, None, None, None, None, None, None, None, 2017-01-11 03:00:00, None, None, 54.32
None, -18.02, 83.1, None, None, None, None, 15.19, None, 6.235, 57.61, None, None, None, None, None, -20.0, None, None, None, None, None, None, None, 2017-01-11 04:00:00, None, None, 54.27
None, -18.31, 83.3, None, None, None, None, 16.58, None, 5.463, 73.6, None, None, None, None, None, -20.0, None, None, None, None, None, None, None, 2017-01-11 05:00:00, None, None, 53.85
None, -17.98, 82.6, None, None, None, None, 12.75, None, 6.229, 67.21, None, None, None, None, None, -20.0, None, None, None, None, None, None, None, 2017-01-11 06:00:00, None, None, 53.86
None, -17.5, 82.1, None, None, None, None, 17.25, None, 4.092, 82.1, None, None, None, None, None, -20.0, None, None, None, None, None, None, None, 2017-01-11 07:00:00, None, None, 54.2
None, -17.06, 81.1, None, None, None, None, 12.26, None, 4.609, 75.2, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 08:00:00, None, None, 53.8
None, -16.6, 81.8, None, None, None, None, 9.56, None, 4.638, 69.6, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 10:00:00, None, None, 54.27
None, -16.46, 81.4, None, None, None, None, 33.29, None, 0.925, 85.2, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 11:00:00, None, None, 53.88
None, -16.36, 81.6, None, None, None, None, 18.19, None, 2.408, 78.1, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 12:00:00, None, None, 53.8
None, -16.56, 82.8, None, None, None, None, 56.46, None, 0.886, 167.3, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 13:00:00, None, None, 53.82
None, -16.6, 81.2, None, None, None, None, 15.09, None, 4.182, 66.6, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 14:00:00, None, None, 53.66
None, -16.08, 79.5, None, None, None, None, 12.46, None, 2.205, 63.07, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 15:00:00, None, None, 53.77
None, -16.27, 81.3, None, None, None, None, 14.06, None, 3.102, 71.1, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-11 16:00:00, None, None, 53.54
None, -16.99, 81.4, None, None, None, None, 16.45, None, 3.964, 73.3, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 17:00:00, None, None, 53.61
None, -16.94, 81.0, None, None, None, None, 10.57, None, 3.991, 73.9, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 18:00:00, None, None, 53.37
None, -16.51, 80.1, None, None, None, None, 12.33, None, 3.383, 66.51, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 19:00:00, None, None, 53.53
None, -16.36, 78.3, None, None, None, None, 40.31, None, 0.71, 91.4, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 20:00:00, None, None, 53.32
None, -16.27, 80.3, None, None, None, None, 30.16, None, 0.924, 79.8, None, None, None, None, None, -19.0, None, None, None, None, None, None, None, 2017-01-11 21:00:00, None, None, 53.7
None, -15.93, 79.5, None, None, None, None, 28.63, None, 1.027, 176.6, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-11 22:00:00, None, None, 53.35
None, -15.02, 76.5, None, None, None, None, 37.52, None, 1.058, 187.0, None, None, None, None, None, -18.0, None, None, None, None, None, None, None, 2017-01-11 23:00:00, None, None, 53.35
None, -14.35, 77.9, None, None, None, None, 46.01, None, 1.414, 187.7, None, None, None, None, None, -17.0, None, None, None, None, None, None, None, 2017-01-12 00:00:00, None, None, 53.25
None, -14.35, 79.5, None, None, None, None, 32.31, None, 1.982, 187.7, None, None, None, None, None, -17.0, None, None, None, None, None, None, None, 2017-01-12 01:00:00, None, None, 53.64
None, -14.3, 80.1, None, None, None, None, 41.38, None, 1.856, 197.8, None, None, None, None, None, -17.0, None, None, None, None, None, None, None, 2017-01-12 02:00:00, None, None, 53.6
None, -13.92, 79.2, None, None, None, None, 38.07, None, 3.365, 222.9, None, None, None, None, None, -16.0, None, None, None, None, None, None, None, 2017-01-12 03:00:00, None, None, 53.89
None, -13.39, 73.0, None, None, None, None, 56.06, None, 1.507, 239.0, None, None, None, None, None, -17.0, None, None, None, None, None, None, None, 2017-01-12 04:00:00, None, None, 53.56
None, -12.96, 76.2, None, None, None, None, 49.04, None, 2.014, 236.6, None, None, None, None, None, -16.0, None, None, None, None, None, None, None, 2017-01-12 05:00:00, None, None, 53.51
None, -12.52, 76.7, None, None, None, None, 41.38, None, 3.243, 236.4, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-12 06:00:00, None, None, 52.58
None, -11.8, 71.8, None, None, None, None, 23.26, None, 10.28, 229.1, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-12 07:00:00, None, None, None
None, -12.01, 71.8, None, None, None, None, 21.73, None, 11.79, 224.3, None, None, None, None, None, -16.0, None, None, None, None, None, None, None, 2017-01-12 08:00:00, None, None, None
None, -12.39, 70.6, None, None, None, None, 17.7, None, 14.91, 224.6, None, None, None, None, None, -16.0, None, None, None, None, None, None, None, 2017-01-12 09:00:00, None, None, None
None, -12.2, 73.9, None, None, None, None, 20.19, None, 13.4, 223.3, None, None, None, None, None, -15.0, None, None, None, None, None, None, None, 2017-01-12 10:00:00, None, None, 53.58
None, -11.92, 79.1, None, None, None, None, 21.55, None, 10.04, 221.0, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-12 11:00:00, None, None, 53.8
None, -11.54, 82.9, None, None, None, None, 21.15, None, 8.87, 225.9, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-12 12:00:00, None, None, 53.78
None, -10.96, 81.8, None, None, None, None, 19.07, None, 7.8, 224.1, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-12 13:00:00, None, None, 53.7
None, -10.67, 82.2, None, None, None, None, 21.91, None, 7.11, 224.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-12 14:00:00, None, None, 53.82
None, -10.24, 83.1, None, None, None, None, 19.03, None, 8.78, 225.9, None, None, None, None, None, -12.0, None, None, None, None, None, None, None, 2017-01-12 15:00:00, None, None, 54.4
None, -10.96, 83.1, None, None, None, None, 21.32, None, 7.76, 229.7, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-12 16:00:00, None, None, 54.42
None, -11.3, 81.6, None, None, None, None, 21.95, None, 5.866, 218.1, None, None, None, None, None, -14.0, None, None, None, None, None, None, None, 2017-01-12 17:00:00, None, None, 54.69
None, -11.2, 88.0, None, None, None, None, 19.32, None, 7.24, 215.9, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-12 18:00:00, None, None, 54.33
None, -11.44, 85.9, None, None, None, None, 21.77, None, 5.642, 217.9, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-12 19:00:00, None, None, 54.26
None, -11.44, 86.3, None, None, None, None, 19.53, None, 7.94, 225.2, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-12 20:00:00, None, None, 54.32
None, -11.68, 86.0, None, None, None, None, 18.59, None, 7.98, 224.1, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-12 21:00:00, None, None, 54.21
None, -11.3, 89.2, None, None, None, None, 20.63, None, 6.758, 221.9, None, None, None, None, None, -13.0, None, None, None, None, None, None, None, 2017-01-12 22:00:00, None, None, 54.43
