station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
91.1, None, None, None, 2.355, 123.9, None, None, None, None, None, None, None, None, 181.3, None, None, -8.57, None, None, None, 36.82, None, None, None, None, None, 2017-01-09 11:00:00, None
91.1, None, None, None, 1.302, 138.9, None, None, None, None, None, None, None, None, 181.2, None, None, -7.63, None, None, None, 34.24, None, None, None, None, None, 2017-01-09 12:00:00, None
90.8, None, None, None, 1.671, 122.2, None, None, None, None, None, None, None, None, 180.9, None, None, -8.81, None, None, None, 48.53, None, None, None, None, None, 2017-01-09 13:00:00, None
90.7, None, None, None, 1.505, 115.8, None, None, None, None, None, None, None, None, 180.9, None, None, -8.86, None, None, None, 36.15, None, None, None, None, None, 2017-01-09 14:00:00, None
90.6, None, None, None, 1.204, 113.0, None, None, None, None, None, None, None, None, 180.7, None, None, -9.44, None, None, None, 53.3, None, None, None, None, None, 2017-01-09 15:00:00, None
90.4, None, None, None, 0.934, 126.2, None, None, None, None, None, None, None, None, 180.6, None, None, -9.73, None, None, None, 24.52, None, None, None, None, None, 2017-01-09 16:00:00, None
90.0, None, None, None, 1.334, 131.0, None, None, None, None, None, None, None, None, 180.6, None, None, -9.98, None, None, None, 38.27, None, None, None, None, None, 2017-01-09 17:00:00, None
89.9, None, None, None, 1.339, 120.1, None, None, None, None, None, None, None, None, 180.6, None, None, -10.2, None, None, None, 34.64, None, None, None, None, None, 2017-01-09 18:00:00, None
90.0, None, None, None, 1.028, 127.4, None, None, None, None, None, None, None, None, 180.4, None, None, -10.11, None, None, None, 41.56, None, None, None, None, None, 2017-01-09 19:00:00, None
89.7, None, None, None, 0.972, 131.1, None, None, None, None, None, None, None, None, 180.3, None, None, -9.98, None, None, None, 22.18, None, None, None, None, None, 2017-01-09 20:00:00, None
89.1, None, None, None, 0.625, 129.8, None, None, None, None, None, None, None, None, 180.1, None, None, -10.47, None, None, None, 17.99, None, None, None, None, None, 2017-01-09 21:00:00, None
89.9, None, None, None, 0.163, 139.6, None, None, None, None, None, None, None, None, 180.2, None, None, -10.17, None, None, None, 25.17, None, None, None, None, None, 2017-01-09 22:00:00, None
89.7, None, None, None, 1.2, 128.0, None, None, None, None, None, None, None, None, 180.0, None, None, -10.23, None, None, None, 16.46, None, None, None, None, None, 2017-01-09 23:00:00, None
89.6, None, None, None, 0.78, 126.7, None, None, None, None, None, None, None, None, 179.9, None, None, -10.22, None, None, None, 26.18, None, None, None, None, None, 2017-01-10 00:00:00, None
89.7, None, None, None, 0.627, 124.9, None, None, None, None, None, None, None, None, 179.8, None, None, -10.23, None, None, None, 21.11, None, None, None, None, None, 2017-01-10 01:00:00, None
89.8, None, None, None, 0.172, 165.1, None, None, None, None, None, None, None, None, 179.9, None, None, -10.34, None, None, None, 50.21, None, None, None, None, None, 2017-01-10 02:00:00, None
89.7, None, None, None, 0.389, 97.5, None, None, None, None, None, None, None, None, 179.6, None, None, -10.48, None, None, None, 35.65, None, None, None, None, None, 2017-01-10 03:00:00, None
89.2, None, None, None, 0.152, 148.9, None, None, None, None, None, None, None, None, 180.3, None, None, -10.65, None, None, None, 65.49, None, None, None, None, None, 2017-01-10 04:00:00, None
89.3, None, None, None, 0.219, 22.95, None, None, None, None, None, None, None, None, 179.2, None, None, -10.87, None, None, None, 54.6, None, None, None, None, None, 2017-01-10 05:00:00, None
88.9, None, None, None, 0.215, 67.62, None, None, None, None, None, None, None, None, 179.5, None, None, -10.97, None, None, None, 64.42, None, None, None, None, None, 2017-01-10 06:00:00, None
88.3, None, None, None, 0.153, 137.1, None, None, None, None, None, None, None, None, 179.6, None, None, -11.34, None, None, None, 40.46, None, None, None, None, None, 2017-01-10 07:00:00, None
88.5, None, None, None, 0.331, 135.5, None, None, None, None, None, None, None, None, 179.3, None, None, -11.54, None, None, None, 36.56, None, None, None, None, None, 2017-01-10 08:00:00, None
88.6, None, None, None, 0.334, 67.45, None, None, None, None, None, None, None, None, 178.4, None, None, -11.27, None, None, None, 57.96, None, None, None, None, None, 2017-01-10 09:00:00, None
88.6, None, None, None, 0.424, 19.48, None, None, None, None, None, None, None, None, 180.4, None, None, -11.07, None, None, None, 58.8, None, None, None, None, None, 2017-01-10 10:00:00, None
88.5, None, None, None, 0.599, 32.47, None, None, None, None, None, None, None, None, 178.3, None, None, -10.67, None, None, None, 63.58, None, None, None, None, None, 2017-01-10 11:00:00, None
87.9, None, None, None, 1.089, 346.3, None, None, None, None, None, None, None, None, 181.2, None, None, -11.15, None, None, None, 60.53, None, None, None, None, None, 2017-01-10 12:00:00, None
87.4, None, None, None, 0.65, 85.2, None, None, None, None, None, None, None, None, 178.6, None, None, -11.4, None, None, None, 57.75, None, None, None, None, None, 2017-01-10 13:00:00, None
87.0, None, None, None, 0.198, 85.0, None, None, None, None, None, None, None, None, 179.8, None, None, -12.6, None, None, None, 55.81, None, None, None, None, None, 2017-01-10 15:00:00, None
84.3, None, None, None, 0.023, 82.9, None, None, None, None, None, None, None, None, 178.8, None, None, -14.91, None, None, None, 68.23, None, None, None, None, None, 2017-01-10 16:00:00, None
82.6, None, None, None, 0.034, 146.3, None, None, None, None, None, None, None, None, 178.9, None, None, -17.54, None, None, None, 36.12, None, None, None, None, None, 2017-01-10 17:00:00, None
81.0, None, None, None, 0.107, 104.2, None, None, None, None, None, None, None, None, 178.4, None, None, -18.71, None, None, None, 48.33, None, None, None, None, None, 2017-01-10 18:00:00, None
82.0, None, None, None, 0.14, 98.8, None, None, None, None, None, None, None, None, 180.0, None, None, -18.34, None, None, None, 21.04, None, None, None, None, None, 2017-01-10 19:00:00, None
82.0, None, None, None, 0.89, 78.45, None, None, None, None, None, None, None, None, 179.2, None, None, -17.79, None, None, None, 23.25, None, None, None, None, None, 2017-01-10 20:00:00, None
82.4, None, None, None, 0.979, 77.28, None, None, None, None, None, None, None, None, 178.7, None, None, -17.61, None, None, None, 26.04, None, None, None, None, None, 2017-01-10 21:00:00, None
82.1, None, None, None, 2.081, 75.12, None, None, None, None, None, None, None, None, 178.2, None, None, -17.41, None, None, None, 20.45, None, None, None, None, None, 2017-01-10 22:00:00, None
81.9, None, None, None, 1.245, 88.5, None, None, None, None, None, None, None, None, 178.5, None, None, -18.1, None, None, None, 24.07, None, None, None, None, None, 2017-01-10 23:00:00, None
82.0, None, None, None, 0.539, 105.2, None, None, None, None, None, None, None, None, 178.9, None, None, -18.25, None, None, None, 27.31, None, None, None, None, None, 2017-01-11 00:00:00, None
81.4, None, None, None, 1.179, 97.1, None, None, None, None, None, None, None, None, 178.3, None, None, -18.34, None, None, None, 31.86, None, None, None, None, None, 2017-01-11 01:00:00, None
80.9, None, None, None, 1.575, 100.6, None, None, None, None, None, None, None, None, None, None, None, -18.56, None, None, None, 30.72, None, None, None, None, None, 2017-01-11 02:00:00, None
80.3, None, None, None, 2.232, 89.7, None, None, None, None, None, None, None, None, None, None, None, -18.67, None, None, None, 30.07, None, None, None, None, None, 2017-01-11 03:00:00, None
80.8, None, None, None, 3.061, 60.95, None, None, None, None, None, None, None, None, 178.6, None, None, -18.96, None, None, None, 27.92, None, None, None, None, None, 2017-01-11 04:00:00, None
79.7, None, None, None, 2.511, 67.01, None, None, None, None, None, None, None, None, None, None, None, -19.51, None, None, None, 25.93, None, None, None, None, None, 2017-01-11 05:00:00, None
79.36, None, None, None, 2.665, 62.56, None, None, None, None, None, None, None, None, None, None, None, -19.01, None, None, None, 27.59, None, None, None, None, None, 2017-01-11 06:00:00, None
79.67, None, None, None, 0.883, 71.97, None, None, None, None, None, None, None, None, None, None, None, -21.19, None, None, None, 30.36, None, None, None, None, None, 2017-01-11 07:00:00, None
80.6, None, None, None, 0.957, 87.3, None, None, None, None, None, None, None, None, None, None, None, -19.62, None, None, None, 28.39, None, None, None, None, None, 2017-01-11 08:00:00, None
78.99, None, None, None, 0.995, 81.2, None, None, None, None, None, None, None, None, None, None, None, -20.28, None, None, None, 26.27, None, None, None, None, None, 2017-01-11 09:00:00, None
81.4, None, None, None, 1.856, 75.13, None, None, None, None, None, None, None, None, None, None, None, -18.43, None, None, None, 20.48, None, None, None, None, None, 2017-01-11 10:00:00, None
82.0, None, None, None, 2.526, 75.76, None, None, None, None, None, None, None, None, None, None, None, -17.37, None, None, None, 19.96, None, None, None, None, None, 2017-01-11 11:00:00, None
82.7, None, None, None, 1.207, 95.8, None, None, None, None, None, None, None, None, None, None, None, -16.63, None, None, None, 23.41, None, None, None, None, None, 2017-01-11 12:00:00, None
83.1, None, None, None, 0.684, 92.4, None, None, None, None, None, None, None, None, 177.5, None, None, -16.3, None, None, None, 21.52, None, None, None, None, None, 2017-01-11 13:00:00, None
83.1, None, None, None, 0.651, 119.2, None, None, None, None, None, None, None, None, 177.2, None, None, -16.11, None, None, None, 14.81, None, None, None, None, None, 2017-01-11 14:00:00, None
83.1, None, None, None, 0.018, 127.3, None, None, None, None, None, None, None, None, 177.2, None, None, -16.37, None, None, None, 8.08, None, None, None, None, None, 2017-01-11 15:00:00, None
82.5, None, None, None, 0.0, 126.3, None, None, None, None, None, None, None, None, 176.4, None, None, -17.16, None, None, None, 3.316, None, None, None, None, None, 2017-01-11 16:00:00, None
82.0, None, None, None, 0.0, 128.2, None, None, None, None, None, None, None, None, 176.7, None, None, -18.39, None, None, None, 0.131, None, None, None, None, None, 2017-01-11 17:00:00, None
84.1, None, None, None, 0.359, 154.2, None, None, None, None, None, None, None, None, 176.7, None, None, -15.92, None, None, None, 12.88, None, None, None, None, None, 2017-01-11 18:00:00, None
83.8, None, None, None, 0.832, 153.3, None, None, None, None, None, None, None, None, 176.4, None, None, -15.95, None, None, None, 13.91, None, None, None, None, None, 2017-01-11 19:00:00, None
83.4, None, None, None, 0.658, 150.4, None, None, None, None, None, None, None, None, None, None, None, -16.1, None, None, None, 13.77, None, None, None, None, None, 2017-01-11 20:00:00, None
83.2, None, None, None, 0.082, 144.1, None, None, None, None, None, None, None, None, None, None, None, -17.72, None, None, None, 29.07, None, None, None, None, None, 2017-01-11 21:00:00, None
82.9, None, None, None, 0.573, 149.3, None, None, None, None, None, None, None, None, None, None, None, -16.78, None, None, None, 18.41, None, None, None, None, None, 2017-01-11 22:00:00, None
82.2, None, None, None, 0.114, 158.4, None, None, None, None, None, None, None, None, None, None, None, -17.48, None, None, None, 16.67, None, None, None, None, None, 2017-01-11 23:00:00, None
82.8, None, None, None, 0.391, 158.0, None, None, None, None, None, None, None, None, None, None, None, -17.09, None, None, None, 8.31, None, None, None, None, None, 2017-01-12 00:00:00, None
82.3, None, None, None, 0.25, 155.5, None, None, None, None, None, None, None, None, None, None, None, -17.52, None, None, None, 10.6, None, None, None, None, None, 2017-01-12 01:00:00, None
81.6, None, None, None, 0.218, 148.4, None, None, None, None, None, None, None, None, None, None, None, -18.08, None, None, None, 14.27, None, None, None, None, None, 2017-01-12 02:00:00, None
81.1, None, None, None, 0.138, 147.0, None, None, None, None, None, None, None, None, None, None, None, -18.46, None, None, None, 14.04, None, None, None, None, None, 2017-01-12 03:00:00, None
81.9, None, None, None, 0.674, 148.3, None, None, None, None, None, None, None, None, None, None, None, -17.87, None, None, None, 21.41, None, None, None, None, None, 2017-01-12 04:00:00, None
81.2, None, None, None, 0.383, 149.8, None, None, None, None, None, None, None, None, None, None, None, -18.36, None, None, None, 12.86, None, None, None, None, None, 2017-01-12 05:00:00, None
81.8, None, None, None, 0.009, 156.7, None, None, None, None, None, None, None, None, None, None, None, -18.4, None, None, None, 4.353, None, None, None, None, None, 2017-01-12 06:00:00, None
81.8, None, None, None, 0.221, 156.2, None, None, None, None, None, None, None, None, None, None, None, -18.33, None, None, None, 11.02, None, None, None, None, None, 2017-01-12 07:00:00, None
81.9, None, None, None, 0.72, 148.7, None, None, None, None, None, None, None, None, None, None, None, -17.86, None, None, None, 16.68, None, None, None, None, None, 2017-01-12 08:00:00, None
81.9, None, None, None, 0.437, 159.2, None, None, None, None, None, None, None, None, None, None, None, -17.68, None, None, None, 20.34, None, None, None, None, None, 2017-01-12 09:00:00, None
81.8, None, None, None, 0.18, 157.8, None, None, None, None, None, None, None, None, None, None, None, -17.83, None, None, None, 18.06, None, None, None, None, None, 2017-01-12 10:00:00, None
82.5, None, None, None, 1.292, 142.9, None, None, None, None, None, None, None, None, None, None, None, -16.74, None, None, None, 19.77, None, None, None, None, None, 2017-01-12 11:00:00, None
82.8, None, None, None, 1.188, 145.5, None, None, None, None, None, None, None, None, None, None, None, -16.22, None, None, None, 23.11, None, None, None, None, None, 2017-01-12 12:00:00, None
83.0, None, None, None, 1.215, 142.2, None, None, None, None, None, None, None, None, None, None, None, -15.85, None, None, None, 19.05, None, None, None, None, None, 2017-01-12 13:00:00, None
83.4, None, None, None, 0.462, 150.9, None, None, None, None, None, None, None, None, None, None, None, -15.4, None, None, None, 13.59, None, None, None, None, None, 2017-01-12 14:00:00, None
83.8, None, None, None, 0.373, 151.1, None, None, None, None, None, None, None, None, None, None, None, -15.49, None, None, None, 12.02, None, None, None, None, None, 2017-01-12 15:00:00, None
83.7, None, None, None, 0.322, 172.0, None, None, None, None, None, None, None, None, None, None, None, -16.04, None, None, None, 5.589, None, None, None, None, None, 2017-01-12 16:00:00, None
83.2, None, None, None, 0.108, 173.1, None, None, None, None, None, None, None, None, None, None, None, -16.78, None, None, None, 5.331, None, None, None, None, None, 2017-01-12 17:00:00, None
83.7, None, None, None, 0.417, 175.2, None, None, None, None, None, None, None, None, None, None, None, -16.52, None, None, None, 6.167, None, None, None, None, None, 2017-01-12 18:00:00, None
82.5, None, None, None, 0.143, 177.4, None, None, None, None, None, None, None, None, None, None, None, -17.06, None, None, None, 4.43, None, None, None, None, None, 2017-01-12 19:00:00, None
82.9, None, None, None, 0.025, 174.0, None, None, None, None, None, None, None, None, None, None, None, -17.21, None, None, None, 0.482, None, None, None, None, None, 2017-01-12 20:00:00, None
83.3, None, None, None, 0.279, 169.9, None, None, None, None, None, None, None, None, None, None, None, -16.74, None, None, None, 11.14, None, None, None, None, None, 2017-01-12 21:00:00, None
83.1, None, None, None, 0.936, 146.8, None, None, None, None, None, None, None, None, None, None, None, -16.43, None, None, None, 14.12, None, None, None, None, None, 2017-01-12 22:00:00, None
