station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -10.0, 91.2, None, None, 12.73, 5.815, 329.0, None, None, None, None, None, None, -11.0, 886.0, None, None, None, 2017-01-06 14:00:00, None, 28.59, None
None, -9.28, 84.5, None, None, 13.73, 6.213, 326.8, None, None, None, None, None, None, -11.0, 887.0, None, None, None, 2017-01-06 15:00:00, None, 28.14, None
None, -9.95, 89.0, None, None, 16.17, 7.39, 320.5, None, None, None, None, None, None, -11.0, 887.0, None, None, None, 2017-01-06 16:00:00, None, 28.33, None
None, -8.31, 91.1, None, None, 15.72, 10.23, 307.6, None, None, None, None, None, None, -9.0, 887.0, None, None, None, 2017-01-06 17:00:00, None, 28.85, None
None, -9.66, 91.3, None, None, 12.39, 8.84, 310.4, None, None, None, None, None, None, -11.0, 887.0, None, None, None, 2017-01-06 18:00:00, None, 28.48, None
None, -10.09, 91.1, None, None, 13.81, 6.201, 323.2, None, None, None, None, None, None, -11.0, 887.0, None, None, None, 2017-01-06 19:00:00, None, 28.43, None
None, -10.08, 92.3, None, None, 18.48, 6.445, 323.6, None, None, None, None, None, None, -11.0, 888.0, None, None, None, 2017-01-06 20:00:00, None, 28.45, None
None, -9.93, 91.4, None, None, 13.34, 8.42, 325.2, None, None, None, None, None, None, -11.0, 888.0, None, None, None, 2017-01-06 21:00:00, None, 28.26, None
None, -9.93, 92.7, None, None, 11.11, 8.12, 328.5, None, None, None, None, None, None, -11.0, 888.0, None, None, None, 2017-01-06 22:00:00, None, 28.29, None
None, -9.89, 91.5, None, None, 11.16, 7.68, 325.0, None, None, None, None, None, None, -11.0, 889.0, None, None, None, 2017-01-06 23:00:00, None, 28.34, None
None, -9.79, 90.5, None, None, 9.69, 8.44, 325.3, None, None, None, None, None, None, -11.0, 889.0, None, None, None, 2017-01-07 00:00:00, None, 28.12, None
None, -9.84, 91.0, None, None, 11.21, 9.66, 321.5, None, None, None, None, None, None, -11.0, 889.0, None, None, None, 2017-01-07 01:00:00, None, 28.18, None
None, -10.37, 91.1, None, None, 9.2, 8.44, 325.5, None, None, None, None, None, None, -11.0, 889.0, None, None, None, 2017-01-07 02:00:00, None, 27.87, None
None, -10.56, 91.7, None, None, 8.71, 10.26, 323.3, None, None, None, None, None, None, -12.0, 890.0, None, None, None, 2017-01-07 03:00:00, None, 27.92, None
None, -9.84, 90.1, None, None, 9.39, 8.62, 322.6, None, None, None, None, None, None, -11.0, 890.0, None, None, None, 2017-01-07 04:00:00, None, 27.96, None
None, -10.13, 89.8, None, None, 13.25, 6.257, 320.9, None, None, None, None, None, None, -11.0, 890.0, None, None, None, 2017-01-07 05:00:00, None, 27.84, None
None, -10.61, 88.8, None, None, 9.35, 5.619, 331.0, None, None, None, None, None, None, -12.0, 890.0, None, None, None, 2017-01-07 06:00:00, None, 27.83, None
None, -10.7, 89.4, None, None, 10.28, 4.313, 346.8, None, None, None, None, None, None, -12.0, 890.0, None, None, None, 2017-01-07 07:00:00, None, 27.85, None
