station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -8.27, 89.9, None, None, None, None, 16.09, None, 0.0, 211.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 14:00:00, None, None
None, -8.39, 89.0, None, None, None, None, 12.81, None, 0.0, 212.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 15:00:00, None, None
None, -8.41, 89.1, None, None, None, None, 7.879, None, 0.0, 209.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 16:00:00, None, None
None, -9.47, 87.6, None, None, None, None, 9.7, None, 0.0, 207.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 17:00:00, None, None
None, -9.26, 82.0, None, None, None, None, 11.77, None, 0.0, 200.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 18:00:00, None, None
None, -8.94, 71.17, None, None, None, None, 13.74, None, 0.0, 144.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 19:00:00, None, None
None, -8.44, 64.09, None, None, None, None, 15.9, None, 0.0, 141.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 20:00:00, None, None
None, -8.39, 56.43, None, None, None, None, 13.72, None, 0.0, 160.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 21:00:00, None, None
None, -7.915, 45.63, None, None, None, None, 15.38, None, 0.0, 162.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 22:00:00, None, None
None, -7.624, 40.88, None, None, None, None, 23.92, None, 0.0, 160.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 23:00:00, None, None
None, -7.836, 41.03, None, None, None, None, 8.94, None, 0.0, 124.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 00:00:00, None, None
None, -7.844, 44.12, None, None, None, None, 10.6, None, 0.0, 126.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 01:00:00, None, None
None, -8.75, 48.53, None, None, None, None, 9.41, None, 0.0, 120.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 02:00:00, None, None
None, -9.21, 51.55, None, None, None, None, 9.73, None, 0.0, 118.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 03:00:00, None, None
None, -7.918, 45.0, None, None, None, None, 12.39, None, 0.0, 126.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 04:00:00, None, None
None, -10.65, 55.24, None, None, None, None, 12.9, None, 0.0, 111.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 05:00:00, None, None
None, -11.61, 54.71, None, None, None, None, 12.39, None, 0.0, 105.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 06:00:00, None, None
None, -13.29, 59.96, None, None, None, None, 8.41, None, 0.0, 111.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 07:00:00, None, None
None, -13.87, 59.96, None, None, None, None, 10.16, None, 0.0, 102.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 08:00:00, None, None
None, -14.86, 64.73, None, None, None, None, 8.14, None, 0.0, 111.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 09:00:00, None, None
None, -14.19, 63.72, None, None, None, None, 11.41, None, 0.0, 107.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 10:00:00, None, None
None, -13.84, 62.94, None, None, None, None, 9.6, None, 0.0, 117.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 11:00:00, None, None
None, -13.42, 64.7, None, None, None, None, 8.59, None, 0.0, 112.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 12:00:00, None, None
None, -12.83, 62.14, None, None, None, None, 7.752, None, 0.0, 111.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 13:00:00, None, None
None, -12.81, 64.87, None, None, None, None, 8.11, None, 0.0, 115.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 14:00:00, None, None
None, -12.4, 64.61, None, None, None, None, 7.82, None, 0.0, 116.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 15:00:00, None, None
None, -12.47, 66.01, None, None, None, None, 8.63, None, 0.0, 116.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 16:00:00, None, None
None, -12.48, 66.64, None, None, None, None, 8.44, None, 0.0, 113.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 17:00:00, None, None
None, -12.25, 65.43, None, None, None, None, 9.14, None, 0.0, 114.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 18:00:00, None, None
None, -12.23, 66.57, None, None, None, None, 9.13, None, 0.0, 115.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 19:00:00, None, None
None, -12.04, 65.76, None, None, None, None, 8.94, None, 0.0, 109.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 20:00:00, None, None
None, -12.56, 69.31, None, None, None, None, 8.79, None, 0.0, 107.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 21:00:00, None, None
None, -12.54, 69.01, None, None, None, None, 7.967, None, 0.0, 107.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 22:00:00, None, None
None, -12.21, 68.04, None, None, None, None, 9.97, None, 0.0, 105.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 23:00:00, None, None
None, -12.2, 68.68, None, None, None, None, 22.32, None, 0.0, 99.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 00:00:00, None, None
None, -11.58, 69.7, None, None, None, None, 23.53, None, 0.0, 108.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 01:00:00, None, None
None, -9.92, 67.14, None, None, None, None, 16.01, None, 0.0, 121.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 02:00:00, None, None
None, -10.36, 68.16, None, None, None, None, 16.21, None, 0.0, 117.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 03:00:00, None, None
None, -12.27, 81.4, None, None, None, None, 18.5, None, 0.0, 115.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 04:00:00, None, None
None, -8.83, 73.66, None, None, None, None, 10.88, None, 0.0, 115.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 05:00:00, None, None
None, -10.26, 78.77, None, None, None, None, 12.57, None, 0.0, 121.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 06:00:00, None, None
None, -10.01, 82.8, None, None, None, None, 11.34, None, 0.0, 112.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 07:00:00, None, None
None, -8.41, 78.27, None, None, None, None, 9.03, None, 0.0, 114.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 08:00:00, None, None
None, -8.91, 85.8, None, None, None, None, 15.51, None, 0.0, 107.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 09:00:00, None, None
None, -10.54, 86.5, None, None, None, None, 7.607, None, 0.0, 109.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 10:00:00, None, None
None, -10.85, 88.8, None, None, None, None, 7.892, None, 0.0, 106.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 11:00:00, None, None
None, -11.2, 88.9, None, None, None, None, 10.84, None, 0.0, 95.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 12:00:00, None, None
None, -11.92, 87.2, None, None, None, None, 12.76, None, 0.0, 94.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 13:00:00, None, None
None, -11.23, 87.7, None, None, None, None, 14.85, None, 0.0, 89.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 14:00:00, None, None
None, -11.48, 87.5, None, None, None, None, 9.57, None, 0.0, 103.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 15:00:00, None, None
None, -11.75, 87.1, None, None, None, None, 12.33, None, 0.0, 112.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 16:00:00, None, None
None, -11.85, 86.9, None, None, None, None, 12.22, None, 0.0, 119.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 17:00:00, None, None
None, -10.8, 88.1, None, None, None, None, 7.062, None, 0.0, 128.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 18:00:00, None, None
None, -10.57, 88.3, None, None, None, None, 7.895, None, 0.0, 116.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 19:00:00, None, None
None, -9.3, 89.4, None, None, None, None, 9.75, None, 0.0, 108.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 20:00:00, None, None
None, -8.11, 90.3, None, None, None, None, 13.76, None, 0.0, 108.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 21:00:00, None, None
None, -6.11, 91.4, None, None, None, None, 26.56, None, 0.0, 206.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 22:00:00, None, None
None, -5.332, 92.2, None, None, None, None, 19.9, None, 0.0, 257.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 23:00:00, None, None
None, -4.317, 93.1, None, None, None, None, 12.69, None, 0.0, 281.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 00:00:00, None, None
None, -4.059, 93.3, None, None, None, None, 14.39, None, 0.042, 288.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 01:00:00, None, None
None, -4.462, 93.0, None, None, None, None, 16.36, None, 0.0, 285.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 02:00:00, None, None
None, -4.704, 92.7, None, None, None, None, 19.38, None, 0.0, 278.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 03:00:00, None, None
None, -5.21, 92.4, None, None, None, None, 21.74, None, 0.0, 287.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 04:00:00, None, None
None, -5.639, 92.0, None, None, None, None, 23.94, None, 0.0, 269.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 05:00:00, None, None
None, -7.415, 90.9, None, None, None, None, 22.95, None, 1.259, 258.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 06:00:00, None, None
None, -7.536, 90.8, None, None, None, None, 26.46, None, 0.001, 246.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 07:00:00, None, None
None, -7.99, 89.9, None, None, None, None, 23.43, None, 0.001, 252.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 08:00:00, None, None
None, -8.86, 87.1, None, None, None, None, 25.8, None, 0.0, 262.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 09:00:00, None, None
None, -8.87, 89.8, None, None, None, None, 27.65, None, 0.0, 228.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 10:00:00, None, None
None, -8.19, 90.2, None, None, None, None, 25.32, None, 0.0, 226.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 11:00:00, None, None
None, -8.3, 90.0, None, None, None, None, 25.63, None, 0.0, 220.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 12:00:00, None, None
None, -8.27, 90.1, None, None, None, None, 22.6, None, 0.0, 201.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 13:00:00, None, None
None, -7.714, 90.6, None, None, None, None, 26.2, None, 0.0, 207.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 14:00:00, None, None
None, -7.646, 90.6, None, None, None, None, 26.37, None, 0.002, 216.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 15:00:00, None, None
None, -7.988, 90.3, None, None, None, None, 24.52, None, 0.0, 206.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 16:00:00, None, None
None, -8.05, 90.1, None, None, None, None, 24.84, None, 0.0, 204.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 17:00:00, None, None
None, -8.41, 89.9, None, None, None, None, 24.07, None, 0.0, 201.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 18:00:00, None, None
None, -9.21, 89.4, None, None, None, None, 20.04, None, 0.0, 227.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 19:00:00, None, None
None, -9.96, 87.7, None, None, None, None, 23.98, None, 0.0, 241.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 20:00:00, None, None
None, -14.46, 84.1, None, None, None, None, 19.26, None, 0.0, 40.77, None, None, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 21:00:00, None, None
