station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
65.02, None, None, None, 3.87, 129.7, None, None, -12.0, 977.0, None, None, None, None, None, 20.14, None, None, -6.908, None, None, None, None, 29.64, None, None, None, None, None, 2017-01-06 14:00:00, None
62.27, None, None, None, 3.572, 126.4, None, None, -13.0, 977.0, None, None, None, None, None, 20.33, None, None, -7.19, None, None, None, None, 31.65, None, None, None, None, None, 2017-01-06 15:00:00, None
59.33, None, None, None, 3.795, 128.3, None, None, -13.0, 979.0, None, None, None, None, None, 20.35, None, None, -7.47, None, None, None, None, 30.18, None, None, None, None, None, 2017-01-06 16:00:00, None
57.43, None, None, None, 3.967, 134.8, None, None, -14.0, 979.0, None, None, None, None, None, 20.46, None, None, -7.84, None, None, None, None, 34.61, None, None, None, None, None, 2017-01-06 17:00:00, None
54.15, None, None, None, 6.134, 141.7, None, None, -15.0, 980.0, None, None, None, None, None, 20.36, None, None, -7.84, None, None, None, None, 34.08, None, None, None, None, None, 2017-01-06 18:00:00, None
52.41, None, None, None, 7.12, 147.9, None, None, -15.0, 981.0, None, None, None, None, None, 20.09, None, None, -8.07, None, None, None, None, 30.81, None, None, None, None, None, 2017-01-06 19:00:00, None
52.2, None, None, None, 6.582, 143.4, None, None, -16.0, 981.0, None, None, None, None, None, 20.1, None, None, -8.39, None, None, None, None, 30.7, None, None, None, None, None, 2017-01-06 20:00:00, None
52.5, None, None, None, 4.319, 136.2, None, None, -16.0, 983.0, None, None, None, None, None, 20.11, None, None, -8.97, None, None, None, None, 28.84, None, None, None, None, None, 2017-01-06 21:00:00, None
53.07, None, None, None, 6.162, 142.4, None, None, -16.0, 984.0, None, None, None, None, None, 20.01, None, None, -9.31, None, None, None, None, 28.02, None, None, None, None, None, 2017-01-06 22:00:00, None
52.55, None, None, None, 7.31, 143.3, None, None, -17.0, 985.0, None, None, None, None, None, 19.97, None, None, -9.71, None, None, None, None, 31.72, None, None, None, None, None, 2017-01-06 23:00:00, None
52.39, None, None, None, 8.5, 146.1, None, None, -17.0, 987.0, None, None, None, None, None, 19.83, None, None, -10.34, None, None, None, None, 30.06, None, None, None, None, None, 2017-01-07 00:00:00, None
52.41, None, None, None, 5.737, 136.8, None, None, -18.0, 987.0, None, None, None, None, None, 19.85, None, None, -10.88, None, None, None, None, 33.07, None, None, None, None, None, 2017-01-07 01:00:00, None
52.66, None, None, None, 3.692, 136.7, None, None, -19.0, 988.0, None, None, None, None, None, 19.88, None, None, -12.07, None, None, None, None, 32.03, None, None, None, None, None, 2017-01-07 03:00:00, None
54.07, None, None, None, 3.338, 124.3, None, None, -19.0, 988.0, None, None, None, None, None, 19.93, None, None, -12.66, None, None, None, None, 34.93, None, None, None, None, None, 2017-01-07 04:00:00, None
54.01, None, None, None, 5.165, 139.4, None, None, -19.0, 989.0, None, None, None, None, None, 19.78, None, None, -12.89, None, None, None, None, 33.43, None, None, None, None, None, 2017-01-07 05:00:00, None
53.0, None, None, None, 5.409, 126.7, None, None, -20.0, 989.0, None, None, None, None, None, 19.8, None, None, -12.99, None, None, None, None, 31.11, None, None, None, None, None, 2017-01-07 06:00:00, None
52.4, None, None, None, 5.666, 132.3, None, None, -20.0, 991.0, None, None, None, None, None, 19.65, None, None, -13.06, None, None, None, None, 32.86, None, None, None, None, None, 2017-01-07 07:00:00, None
50.96, None, None, None, 6.569, 132.7, None, None, -21.0, 991.0, None, None, None, None, None, 19.64, None, None, -13.55, None, None, None, None, 32.55, None, None, None, None, None, 2017-01-07 08:00:00, None
52.75, None, None, None, 4.85, 113.4, None, None, -22.0, 991.0, None, None, None, None, None, 19.29, None, None, -15.1, None, None, None, None, 38.17, None, None, None, None, None, 2017-01-07 09:00:00, None
54.88, None, None, None, 3.0, 61.86, None, None, -23.0, 992.0, None, None, None, None, None, 19.31, None, None, -16.88, None, None, None, None, 21.3, None, None, None, None, None, 2017-01-07 11:00:00, None
57.3, None, None, None, 5.012, 52.68, None, None, -23.0, 992.0, None, None, None, None, None, 18.79, None, None, -17.5, None, None, None, None, 14.07, None, None, None, None, None, 2017-01-07 12:00:00, None
54.77, None, None, None, 4.132, 56.3, None, None, -23.0, 992.0, None, None, None, None, None, 19.69, None, None, -16.59, None, None, None, None, 18.59, None, None, None, None, None, 2017-01-07 13:00:00, None
54.98, None, None, None, 4.313, 62.63, None, None, -22.0, 992.0, None, None, None, None, None, 19.68, None, None, -15.94, None, None, None, None, 19.32, None, None, None, None, None, 2017-01-07 14:00:00, None
54.72, None, None, None, 2.268, 90.4, None, None, -22.0, 992.0, None, None, None, None, None, 18.78, None, None, -15.63, None, None, None, None, 27.87, None, None, None, None, None, 2017-01-07 15:00:00, None
67.09, None, None, None, 1.079, 41.02, None, None, -23.0, 991.0, None, None, None, None, None, 18.57, None, None, -18.81, None, None, None, None, 11.5, None, None, None, None, None, 2017-01-07 16:00:00, None
69.96, None, None, None, 4.503, 34.92, None, None, -25.0, 991.0, None, None, None, None, None, 18.79, None, None, -20.93, None, None, None, None, 6.292, None, None, None, None, None, 2017-01-07 17:00:00, None
68.19, None, None, None, 4.612, 44.79, None, None, -26.0, 991.0, None, None, None, None, None, 18.49, None, None, -22.42, None, None, None, None, 13.4, None, None, None, None, None, 2017-01-07 18:00:00, None
66.24, None, None, None, 5.207, 35.0, None, None, -28.0, 991.0, None, None, None, None, None, 19.2, None, None, -24.07, None, None, None, None, 5.819, None, None, None, None, None, 2017-01-07 19:00:00, None
66.91, None, None, None, 4.136, 51.6, None, None, -28.0, 992.0, None, None, None, None, None, 19.2, None, None, -24.34, None, None, None, None, 14.91, None, None, None, None, None, 2017-01-07 20:00:00, None
66.09, None, None, None, 3.784, 45.73, None, None, -29.0, 992.0, None, None, None, None, None, 18.99, None, None, -25.11, None, None, None, None, 20.98, None, None, None, None, None, 2017-01-07 21:00:00, None
66.32, None, None, None, 2.194, 67.87, None, None, -29.0, 992.0, None, None, None, None, None, 19.14, None, None, -25.16, None, None, None, None, 27.2, None, None, None, None, None, 2017-01-07 22:00:00, None
66.46, None, None, None, 1.959, 76.4, None, None, -29.0, 992.0, None, None, None, None, None, 18.79, None, None, -24.6, None, None, None, None, 28.34, None, None, None, None, None, 2017-01-07 23:00:00, None
64.43, None, None, None, 1.83, 74.3, None, None, -30.0, 992.0, None, None, None, None, None, 19.29, None, None, -25.79, None, None, None, None, 26.39, None, None, None, None, None, 2017-01-08 00:00:00, None
62.58, None, None, None, 1.167, 66.46, None, None, -32.0, 992.0, None, None, None, None, None, 19.03, None, None, -27.04, None, None, None, None, 25.02, None, None, None, None, None, 2017-01-08 01:00:00, None
60.84, None, None, None, 1.886, 70.6, None, None, -33.0, 992.0, None, None, None, None, None, 18.91, None, None, -27.89, None, None, None, None, 31.49, None, None, None, None, None, 2017-01-08 02:00:00, None
64.16, None, None, None, 1.526, 102.3, None, None, -31.0, 991.0, None, None, None, None, None, 19.37, None, None, -26.4, None, None, None, None, 31.65, None, None, None, None, None, 2017-01-08 03:00:00, None
61.71, None, None, None, 1.226, 110.5, None, None, -32.0, 991.0, None, None, None, None, None, 19.18, None, None, -26.9, None, None, None, None, 43.77, None, None, None, None, None, 2017-01-08 04:00:00, None
61.08, None, None, None, 1.779, 62.37, None, None, -32.0, 991.0, None, None, None, None, None, 19.03, None, None, -27.51, None, None, None, None, 21.3, None, None, None, None, None, 2017-01-08 05:00:00, None
60.49, None, None, None, 1.455, 72.2, None, None, -33.0, 989.0, None, None, None, None, None, 18.94, None, None, -28.11, None, None, None, None, 25.04, None, None, None, None, None, 2017-01-08 06:00:00, None
60.32, None, None, None, 1.989, 86.0, None, None, -33.0, 989.0, None, None, None, None, None, 19.43, None, None, -28.26, None, None, None, None, 23.93, None, None, None, None, None, 2017-01-08 07:00:00, None
59.8, None, None, None, 1.573, 88.0, None, None, -33.0, 988.0, None, None, None, None, None, 19.54, None, None, -28.59, None, None, None, None, 27.97, None, None, None, None, None, 2017-01-08 08:00:00, None
59.3, None, None, None, 1.416, 116.8, None, None, -34.0, 988.0, None, None, None, None, None, 19.29, None, None, -28.65, None, None, None, None, 39.39, None, None, None, None, None, 2017-01-08 09:00:00, None
59.26, None, None, None, 1.854, 141.4, None, None, -33.0, 988.0, None, None, None, None, None, 19.2, None, None, -28.31, None, None, None, None, 37.59, None, None, None, None, None, 2017-01-08 10:00:00, None
58.64, None, None, None, 3.651, 158.6, None, None, -33.0, 988.0, None, None, None, None, None, 19.39, None, None, -27.51, None, None, None, None, 36.41, None, None, None, None, None, 2017-01-08 11:00:00, None
58.36, None, None, None, 2.543, 138.5, None, None, -32.0, 988.0, None, None, None, None, None, 19.43, None, None, -27.19, None, None, None, None, 35.76, None, None, None, None, None, 2017-01-08 12:00:00, None
58.3, None, None, None, 3.273, 174.6, None, None, -32.0, 987.0, None, None, None, None, None, 19.72, None, None, -26.38, None, None, None, None, 30.37, None, None, None, None, None, 2017-01-08 13:00:00, None
57.91, None, None, None, 2.33, 137.8, None, None, -31.0, 985.0, None, None, None, None, None, 19.41, None, None, -25.22, None, None, None, None, 39.0, None, None, None, None, None, 2017-01-08 14:00:00, None
57.05, None, None, None, 4.009, 160.7, None, None, -29.0, 985.0, None, None, None, None, None, 19.42, None, None, -23.75, None, None, None, None, 27.86, None, None, None, None, None, 2017-01-08 15:00:00, None
57.02, None, None, None, 2.648, 135.2, None, None, -30.0, 985.0, None, None, None, None, None, 19.29, None, None, -24.34, None, None, None, None, 32.15, None, None, None, None, None, 2017-01-08 16:00:00, None
57.62, None, None, None, 1.683, 101.8, None, None, -31.0, 984.0, None, None, None, None, None, 19.14, None, None, -26.17, None, None, None, None, 33.87, None, None, None, None, None, 2017-01-08 17:00:00, None
58.16, None, None, None, 1.441, 85.2, None, None, -33.0, 983.0, None, None, None, None, None, 18.6, None, None, -27.82, None, None, None, None, 29.76, None, None, None, None, None, 2017-01-08 18:00:00, None
