station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
78.07, None, None, None, 1.602, 167.1, None, None, None, None, None, None, None, None, None, None, None, None, -13.39, None, None, None, None, 47.38, None, None, None, None, 2017-01-06 14:00:00
77.88, None, None, None, 1.347, 207.8, None, None, None, None, None, None, None, None, None, None, None, None, -13.33, None, None, None, None, 61.93, None, None, None, None, 2017-01-06 15:00:00
79.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.91, None, None, None, None, None, None, None, None, None, 2017-01-06 16:00:00
82.1, None, None, None, 4.837, 317.7, None, None, None, None, None, None, None, None, None, None, None, None, -14.88, None, None, None, None, 15.32, None, None, None, None, 2017-01-06 17:00:00
75.22, None, None, None, 4.406, 314.5, None, None, None, None, None, None, None, None, None, None, None, None, -14.54, None, None, None, None, 11.17, None, None, None, None, 2017-01-06 19:00:00
76.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.51, None, None, None, None, None, None, None, None, None, 2017-01-06 20:00:00
77.83, None, None, None, 5.441, 310.2, None, None, None, None, None, None, None, None, None, None, None, None, -14.48, None, None, None, None, 10.56, None, None, None, None, 2017-01-06 21:00:00
76.43, None, None, None, 4.897, 313.6, None, None, None, None, None, None, None, None, None, 48.38, None, None, -14.34, None, None, None, None, 14.21, None, None, None, None, 2017-01-06 22:00:00
72.79, None, None, None, 5.013, 327.5, None, None, None, None, None, None, None, None, None, None, None, None, -13.81, None, None, None, None, 14.95, None, None, None, None, 2017-01-06 23:00:00
67.4, None, None, None, 6.532, 338.9, None, None, None, None, None, None, None, None, None, None, None, None, -13.06, None, None, None, None, 15.35, None, None, None, None, 2017-01-07 00:00:00
66.02, None, None, None, 7.539, 342.1, None, None, None, None, None, None, None, None, None, None, None, None, -12.95, None, None, None, None, 14.63, None, None, None, None, 2017-01-07 02:00:00
63.95, None, None, None, 8.11, 329.7, None, None, None, None, None, None, None, None, None, None, None, None, -12.87, None, None, None, None, 15.12, None, None, None, None, 2017-01-07 03:00:00
58.44, None, None, None, 6.138, 335.0, None, None, None, None, None, None, None, None, None, 48.94, None, None, -12.42, None, None, None, None, 17.1, None, None, None, None, 2017-01-07 04:00:00
53.11, None, None, None, 2.976, 331.4, None, None, None, None, None, None, None, None, None, 48.85, None, None, -11.86, None, None, None, None, 19.91, None, None, None, None, 2017-01-07 05:00:00
52.72, None, None, None, 5.553, 313.6, None, None, None, None, None, None, None, None, None, 48.84, None, None, -11.75, None, None, None, None, 23.84, None, None, None, None, 2017-01-07 06:00:00
53.28, None, None, None, 5.648, 318.0, None, None, None, None, None, None, None, None, None, 48.96, None, None, -11.83, None, None, None, None, 50.09, None, None, None, None, 2017-01-07 07:00:00
45.17, None, None, None, 5.464, 47.25, None, None, None, None, None, None, None, None, None, 48.87, None, None, -10.72, None, None, None, None, 57.36, None, None, None, None, 2017-01-07 08:00:00
42.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.98, None, None, None, None, None, None, None, None, None, 2017-01-07 09:00:00
39.37, None, None, None, 7.194, 167.5, None, None, None, None, None, None, None, None, None, 48.6, None, None, -9.06, None, None, None, None, 64.9, None, None, None, None, 2017-01-07 10:00:00
41.93, None, None, None, 4.538, 161.4, None, None, None, None, None, None, None, None, None, 48.5, None, None, -8.53, None, None, None, None, 71.95, None, None, None, None, 2017-01-07 11:00:00
41.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.39, None, None, None, None, None, None, None, None, None, 2017-01-07 12:00:00
38.48, None, None, None, 12.99, 152.4, None, None, None, None, None, None, None, None, None, 48.53, None, None, -8.26, None, None, None, None, 35.59, None, None, None, None, 2017-01-07 13:00:00
43.27, None, None, None, 6.563, 356.7, None, None, None, None, None, None, None, None, None, 48.53, None, None, -8.38, None, None, None, None, 70.46, None, None, None, None, 2017-01-07 14:00:00
52.93, None, None, None, 7.735, 321.2, None, None, None, None, None, None, None, None, None, 48.5, None, None, -9.16, None, None, None, None, 24.92, None, None, None, None, 2017-01-07 15:00:00
56.09, None, None, None, 9.5, 334.2, None, None, None, None, None, None, None, None, None, 48.23, None, None, -9.57, None, None, None, None, 24.81, None, None, None, None, 2017-01-07 16:00:00
54.24, None, None, None, 10.79, 318.6, None, None, None, None, None, None, None, None, None, 48.09, None, None, -9.47, None, None, None, None, 15.99, None, None, None, None, 2017-01-07 17:00:00
47.25, None, None, None, 7.851, 341.0, None, None, None, None, None, None, None, None, None, 47.71, None, None, -8.63, None, None, None, None, 43.07, None, None, None, None, 2017-01-07 18:00:00
53.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.23, None, None, None, None, None, None, None, None, None, 2017-01-07 19:00:00
72.71, None, None, None, 2.47, 286.2, None, None, None, None, None, None, None, None, None, 48.51, None, None, -9.31, None, None, None, None, 77.61, None, None, None, None, 2017-01-07 20:00:00
85.9, None, None, None, 3.713, 303.1, None, None, None, None, None, None, None, None, None, 47.91, None, None, -10.5, None, None, None, None, 45.54, None, None, None, None, 2017-01-07 21:00:00
88.6, None, None, None, 3.455, 296.7, None, None, None, None, None, None, None, None, None, 48.94, None, None, -10.66, None, None, None, None, 32.55, None, None, None, None, 2017-01-07 22:00:00
88.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.36, None, None, None, None, None, None, None, None, None, 2017-01-07 23:00:00
87.4, None, None, None, 7.229, 303.1, None, None, None, None, None, None, None, None, None, 45.15, None, None, -10.56, None, None, None, None, 11.44, None, None, None, None, 2017-01-08 00:00:00
87.1, None, None, None, 4.279, 294.8, None, None, None, None, None, None, None, None, None, 45.35, None, None, -10.57, None, None, None, None, 16.79, None, None, None, None, 2017-01-08 01:00:00
86.8, None, None, None, 1.929, 297.5, None, None, None, None, None, None, None, None, None, 45.37, None, None, -10.1, None, None, None, None, 54.16, None, None, None, None, 2017-01-08 02:00:00
87.1, None, None, None, 1.238, 309.4, None, None, None, None, None, None, None, None, None, 45.34, None, None, -10.17, None, None, None, None, 50.51, None, None, None, None, 2017-01-08 03:00:00
87.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.24, None, None, None, None, None, None, None, None, None, 2017-01-08 04:00:00
88.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.19, None, None, None, None, None, None, None, None, None, 2017-01-08 05:00:00
88.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 45.49, None, None, -10.26, None, None, None, None, None, None, None, None, None, 2017-01-08 06:00:00
89.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.43, None, None, None, None, None, None, None, None, None, 2017-01-08 07:00:00
90.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.82, None, None, None, None, None, None, None, None, None, 2017-01-08 08:00:00
87.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.21, None, None, None, None, None, None, None, None, None, 2017-01-08 10:00:00
85.9, None, None, None, 7.888, 347.6, None, None, None, None, None, None, None, None, None, 48.68, None, None, -9.95, None, None, None, None, 18.45, None, None, None, None, 2017-01-08 11:00:00
86.8, None, None, None, 5.933, 341.7, None, None, None, None, None, None, None, None, None, 48.59, None, None, -10.22, None, None, None, None, 26.09, None, None, None, None, 2017-01-08 12:00:00
86.5, None, None, None, 10.75, 342.5, None, None, None, None, None, None, None, None, None, 48.81, None, None, -9.83, None, None, None, None, 17.83, None, None, None, None, 2017-01-08 13:00:00
85.8, None, None, None, 11.74, 340.1, None, None, None, None, None, None, None, None, None, 49.43, None, None, -9.63, None, None, None, None, 17.77, None, None, None, None, 2017-01-08 14:00:00
83.9, None, None, None, 11.74, 316.5, None, None, None, None, None, None, None, None, None, 49.33, None, None, -9.26, None, None, None, None, 16.71, None, None, None, None, 2017-01-08 15:00:00
84.6, None, None, None, 15.61, 335.3, None, None, None, None, None, None, None, None, None, 49.1, None, None, -8.91, None, None, None, None, 16.35, None, None, None, None, 2017-01-08 16:00:00
88.7, None, None, None, 23.61, 328.1, None, None, None, None, None, None, None, None, None, 48.56, None, None, -9.92, None, None, None, None, 13.18, None, None, None, None, 2017-01-08 17:00:00
88.6, None, None, None, 22.66, 328.2, None, None, None, None, None, None, None, None, None, 48.8, None, None, -10.72, None, None, None, None, 14.3, None, None, None, None, 2017-01-08 18:00:00
88.6, None, None, None, 19.76, 315.1, None, None, None, None, None, None, None, None, None, 48.06, None, None, -10.48, None, None, None, None, 15.95, None, None, None, None, 2017-01-08 19:00:00
89.4, None, None, None, 16.28, 308.1, None, None, None, None, None, None, None, None, None, 48.13, None, None, -9.7, None, None, None, None, 15.08, None, None, None, None, 2017-01-08 20:00:00
90.2, None, None, None, 13.25, 301.7, None, None, None, None, None, None, None, None, None, 48.22, None, None, -8.61, None, None, None, None, 14.47, None, None, None, None, 2017-01-08 21:00:00
91.3, None, None, None, 4.007, 268.1, None, None, None, None, None, None, None, None, None, 46.72, None, None, -7.25, None, None, None, None, 51.63, None, None, None, None, 2017-01-08 22:00:00
92.2, None, None, None, 5.037, 206.1, None, None, None, None, None, None, None, None, None, 46.9, None, None, -6.217, None, None, None, None, 38.11, None, None, None, None, 2017-01-08 23:00:00
