pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, 14.42, 57.7, None, None, 49.27, 2.889, 293.6, None, None, None, None, None, 6.0, 897.0, None,2021-08-20 00:00:00, None,34
None, 13.86, 59.09, None, None, 59.02, 1.234, 246.4, None, None, None, None, None, 6.0, 897.0, None,2021-08-20 01:00:00, None,34
None, 12.74, 63.64, None, None, 64.92, 2.495, 357.2, None, None, None, None, None, 6.0, 897.0, None,2021-08-20 02:00:00, None,34
None, 12.42, 65.67, None, None, 57.1, 2.19, 276.2, None, None, None, None, None, 6.0, 897.0, None,2021-08-20 03:00:00, None,34
None, 11.1, 71.06, None, None, 46.88, 1.761, 319.2, None, None, None, None, None, 6.0, 896.0, None,2021-08-20 04:00:00, None,34
None, 10.64, 72.17, None, None, 51.03, 2.841, 295.7, None, None, None, None, None, 6.0, 896.0, None,2021-08-20 05:00:00, None,34
None, 10.41, 71.57, None, None, 38.04, 2.072, 278.1, None, None, None, None, None, 6.0, 896.0, None,2021-08-20 06:00:00, None,34
None, 10.68, 72.39, None, None, 60.73, 2.947, 317.9, None, None, None, None, None, 6.0, 896.0, None,2021-08-20 07:00:00, None,34
None, 13.07, 63.95, None, None, 52.61, 1.51, 38.36, None, None, None, None, None, 7.0, 896.0, None,2021-08-20 08:00:00, None,34
None, 15.33, 57.41, None, None, 31.05, 2.581, 85.1, None, None, None, None, None, 7.0, 896.0, None,2021-08-20 09:00:00, None,34
None, 16.51, 52.11, None, None, 28.19, 4.436, 110.3, None, None, None, None, None, 6.0, 896.0, None,2021-08-20 10:00:00, None,34
None, 19.05, 40.84, None, None, 37.82, 4.603, 117.3, None, None, None, None, None, 5.0, 895.0, None,2021-08-20 11:00:00, None,34
None, 18.76, 37.26, None, None, 46.99, 6.42, 92.6, None, None, None, None, None, 4.0, 895.0, None,2021-08-20 12:00:00, None,34
None, 19.39, 35.05, None, None, 55.47, 4.534, 105.3, None, None, None, None, None, 3.0, 894.0, None,2021-08-20 13:00:00, None,34
None, 19.67, 33.25, None, None, 32.01, 9.55, 182.6, None, None, None, None, None, 3.0, 894.0, None,2021-08-20 14:00:00, None,34
None, 20.02, 40.44, None, None, 23.82, 10.64, 172.0, None, None, None, None, None, 6.0, 894.0, None,2021-08-20 15:00:00, None,34
None, 19.83, 37.52, None, None, 24.07, 12.47, 178.7, None, None, None, None, None, 5.0, 894.0, None,2021-08-20 16:00:00, None,34
None, 20.12, 37.0, None, None, 19.83, 11.1, 174.9, None, None, None, None, None, 5.0, 893.0, None,2021-08-20 17:00:00, None,34
None, 19.61, 37.52, None, None, 25.76, 10.4, 235.0, None, None, None, None, None, 4.0, 893.0, None,2021-08-20 18:00:00, None,34
None, 17.88, 42.23, None, None, 14.98, 10.05, 251.0, None, None, None, None, None, 5.0, 893.0, None,2021-08-20 19:00:00, None,34
None, 17.47, 42.63, None, None, 13.26, 8.8, 260.2, None, None, None, None, None, 4.0, 893.0, None,2021-08-20 20:00:00, None,34
None, 16.89, 43.79, None, None, 44.73, 4.22, 274.0, None, None, None, None, None, 5.0, 893.0, None,2021-08-20 21:00:00, None,34
None, 15.15, 48.03, None, None, 33.37, 2.5, 300.3, None, None, None, None, None, 4.0, 893.0, None,2021-08-20 22:00:00, None,34
None, 14.12, 50.71, None, None, 31.52, 3.842, 286.1, None, None, None, None, None, 4.0, 893.0, None,2021-08-20 23:00:00, None,34
None, 12.8, 55.89, None, None, 50.16, 3.076, 306.4, None, None, None, None, None, 4.0, 892.0, None,2021-08-21 00:00:00, None,34
None, 12.95, 55.04, None, None, 24.33, 6.819, 241.4, None, None, None, None, None, 4.0, 892.0, None,2021-08-21 01:00:00, None,34
None, 11.67, 58.46, None, None, 44.91, 2.784, 297.0, None, None, None, None, None, 4.0, 892.0, None,2021-08-21 02:00:00, None,34
None, 10.06, 63.66, None, None, 45.08, 1.126, 340.6, None, None, None, None, None, 3.0, 892.0, None,2021-08-21 03:00:00, None,34
None, 10.48, 63.54, None, None, 34.91, 1.13, 324.1, None, None, None, None, None, 4.0, 892.0, None,2021-08-21 04:00:00, None,34
None, 9.13, 70.85, None, None, 27.11, 1.067, 330.4, None, None, None, None, None, 4.0, 892.0, None,2021-08-21 05:00:00, None,34
None, 8.42, 73.39, None, None, 35.74, 0.919, 266.8, None, None, None, None, None, 4.0, 892.0, None,2021-08-21 06:00:00, None,34
None, 10.75, 65.4, None, None, 48.36, 0.971, 345.4, None, None, None, None, None, 4.0, 892.0, None,2021-08-21 07:00:00, None,34
