pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -1.144, 90.3, None, None, 16.74, 5.202, 139.8, None, None, None, None, None, None, -3.0, 932.0, None, None, None,2018-11-12 00:00:00, None, 7.476, None,46
None, -1.505, 91.6, None, None, 22.33, 3.769, 144.8, None, None, None, None, None, None, -2.0, 932.0, None, None, None,2018-11-12 01:00:00, None, 7.527, None,46
None, -2.451, 94.1, None, None, 57.91, 2.282, 100.9, None, None, None, None, None, None, -3.0, 932.0, None, None, None,2018-11-12 02:00:00, None, 7.221, None,46
None, -1.649, 92.0, None, None, 22.47, 5.507, 127.9, None, None, None, None, None, None, -3.0, 932.0, None, None, None,2018-11-12 03:00:00, None, 7.707, None,46
None, -1.716, 90.0, None, None, 26.73, 4.212, 140.8, None, None, None, None, None, None, -3.0, 931.0, None, None, None,2018-11-12 04:00:00, None, 7.618, None,46
None, -1.641, 89.7, None, None, 20.31, 4.767, 151.6, None, None, None, None, None, None, -2.0, 931.0, None, None, None,2018-11-12 05:00:00, None, 7.575, None,46
None, -2.026, 90.9, None, None, 29.24, 6.419, 160.5, None, None, None, None, None, None, -3.0, 931.0, None, None, None,2018-11-12 06:00:00, None, 7.592, None,46
None, -1.764, 89.7, None, None, 22.69, 7.266, 149.5, None, None, None, None, None, None, -3.0, 931.0, None, None, None,2018-11-12 07:00:00, None, 7.525, None,46
None, -1.899, 88.7, None, None, 17.27, 8.41, 144.1, None, None, None, None, None, None, -4.0, 931.0, None, None, None,2018-11-12 08:00:00, None, 7.528, None,46
None, -1.525, 86.1, None, None, 19.61, 8.66, 146.5, None, None, None, None, None, None, -3.0, 931.0, None, None, None,2018-11-12 09:00:00, None, 7.55, None,46
None, -0.481, 80.3, None, None, 16.99, 10.97, 142.1, None, None, None, None, None, None, -3.0, 931.0, None, None, None,2018-11-12 10:00:00, None, 7.523, None,46
None, 0.051, 81.5, None, None, 18.37, 8.41, 146.9, None, None, None, None, None, None, -2.0, 930.0, None, None, None,2018-11-12 11:00:00, None, 7.62, None,46
None, 1.701, 74.11, None, None, 32.12, 7.042, 162.6, None, None, None, None, None, None, -3.0, 930.0, None, None, None,2018-11-12 12:00:00, None, 7.085, None,46
None, 2.023, 74.68, None, None, 21.3, 10.63, 148.5, None, None, None, None, None, None, -2.0, 929.0, None, None, None,2018-11-12 13:00:00, None, 7.49, None,46
None, 2.139, 77.18, None, None, 33.85, 4.095, 171.7, None, None, None, None, None, None, -2.0, 929.0, None, None, None,2018-11-12 14:00:00, None, 7.457, None,46
None, 2.902, 72.72, None, None, 28.14, 5.352, 158.7, None, None, None, None, None, None, -2.0, 928.0, None, None, None,2018-11-12 15:00:00, None, 7.609, None,46
None, 1.668, 78.24, None, None, 16.4, 6.503, 142.7, None, None, None, None, None, None, -2.0, 927.0, None, None, None,2018-11-12 16:00:00, None, 7.171, None,46
