wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
277.0, 82.0, 1.9, 0.0, -18.9, 1.7, -16.5, -17.1, 329.0, 0.0, 0.0, 81.0,2022-11-19 00:00:00,47,,,,,,
332.0, 81.0, 1.7, 0.0, -19.6, 3.3, -17.1, -15.9, 277.0, 0.0, 0.0, 82.0,2022-11-19 01:00:00,47,,,,,,
305.0, 82.0, 3.3, 0.0, -18.3, 2.3, -15.9, -15.9, 332.0, 0.0, 0.0, 80.0,2022-11-19 02:00:00,47,,,,,,
195.0, 80.0, 2.3, 0.0, -18.6, 1.8, -15.9, -16.3, 305.0, 0.0, 0.0, 81.0,2022-11-19 03:00:00,47,,,,,,
25.0, 81.0, 1.8, 0.0, -18.8, 2.4, -16.3, -15.6, 195.0, 0.0, 0.0, 81.0,2022-11-19 04:00:00,47,,,,,,
5.0, 81.0, 2.4, 0.0, -18.1, 3.3, -15.6, -15.3, 25.0, 0.0, 0.0, 84.0,2022-11-19 05:00:00,47,,,,,,
7.0, 84.0, 3.3, 0.0, -17.4, 4.1, -15.3, -13.4, 5.0, 0.0, 0.0, 87.0,2022-11-19 06:00:00,47,,,,,,
9.0, 87.0, 4.1, 0.0, -15.1, 4.2, -13.4, -12.9, 7.0, 0.0, 0.0, 85.0,2022-11-19 07:00:00,47,,,,,,
3.0, 85.0, 4.2, 0.0, -14.9, 3.1, -12.9, -11.6, 9.0, 0.0, 0.0, 84.0,2022-11-19 08:00:00,47,,,,,,
81.0, 84.0, 3.1, 0.0, -13.8, 2.3, -11.6, -10.5, 3.0, 0.0, 0.0, 86.0,2022-11-19 09:00:00,47,,,,,,
125.0, 86.0, 2.3, 0.0, -12.4, 2.3, -10.5, -8.5, 81.0, 0.0, 0.0, 85.0,2022-11-19 10:00:00,47,,,,,,
119.0, 85.0, 2.3, 0.0, -10.6, 5.4, -8.5, -6.2, 125.0, 0.0, 0.0, 78.0,2022-11-19 11:00:00,47,,,,,,
75.0, 78.0, 5.4, 0.0, -9.4, 7.0, -6.2, -6.2, 119.0, 0.0, 0.0, 73.0,2022-11-19 12:00:00,47,,,,,,
91.0, 73.0, None, 0.0, -10.2, 6.2, -6.2, -5.7, 75.0, 0.0, 0.0, 68.0,2022-11-19 13:00:00,47,,,,,,
90.0, 68.0, 6.2, 0.0, -10.7, 4.4, -5.7, -6.3, 91.0, 0.0, 0.0, 66.0,2022-11-19 14:00:00,47,,,,,,
34.0, 66.0, 4.4, 0.0, -11.6, 7.0, -6.3, -10.2, 90.0, 0.0, 0.0, 73.0,2022-11-19 15:00:00,47,,,,,,
24.0, 73.0, None, 0.0, -14.1, 8.0, -10.2, -12.1, 34.0, 0.0, 0.0, 75.0,2022-11-19 16:00:00,47,,,,,,
24.0, 75.0, None, 0.0, -15.6, 7.3, -12.1, -13.0, 24.0, 0.0, 0.0, 73.0,2022-11-19 17:00:00,47,,,,,,
11.0, 73.0, 7.3, 0.0, -16.8, 11.7, -13.0, -12.2, 24.0, 0.0, 0.0, 68.0,2022-11-19 18:00:00,47,,,,,,
13.0, 68.0, 11.7, 0.0, -16.9, 9.9, -12.2, -12.1, 11.0, 0.0, 0.0, 66.0,2022-11-19 19:00:00,47,,,,,,
13.0, None, None, 0.0, None, 9.6, None, -12.2, None, None, None, 68.0,2022-11-19 20:00:00,47,,,,,,
17.0, 68.0, 9.6, 0.0, -16.9, 8.6, -12.2, -11.7, 13.0, 0.0, 0.0, 69.0,2022-11-19 21:00:00,47,,,,,,
20.0, None, None, 0.0, None, 8.1, None, -10.6, None, None, None, 68.0,2022-11-19 22:00:00,47,,,,,,
22.0, 67.0, 8.3, 0.0, -15.6, 8.0, -10.7, -10.6, 22.0, 0.0, 0.0, 63.0,2022-11-20 00:00:00,47,,,,,,
18.0, 63.0, None, 0.0, -16.3, 10.1, -10.6, -11.5, 22.0, 0.0, 0.0, 63.0,2022-11-20 01:00:00,47,,,,,,
19.0, 63.0, 10.1, 0.0, -17.1, 9.2, -11.5, -11.4, 18.0, 0.0, 0.0, 59.0,2022-11-20 02:00:00,47,,,,,,
19.0, 59.0, 9.2, 0.0, -17.8, 8.3, -11.4, -11.2, 19.0, 0.0, 0.0, 59.0,2022-11-20 03:00:00,47,,,,,,
32.0, 59.0, 8.3, 0.0, -17.6, 7.8, -11.2, -8.8, 19.0, 0.0, 0.0, 52.0,2022-11-20 04:00:00,47,,,,,,
30.0, 52.0, 7.8, 0.0, -16.9, 7.5, -8.8, -8.1, 32.0, 0.0, 0.0, 49.0,2022-11-20 05:00:00,47,,,,,,
27.0, 49.0, 7.5, 0.0, -16.9, 9.3, -8.1, -8.0, 30.0, 0.0, 0.0, 53.0,2022-11-20 06:00:00,47,,,,,,
30.0, None, None, 0.0, None, 7.8, None, -7.5, None, None, None, 52.0,2022-11-20 07:00:00,47,,,,,,
48.0, 52.0, 7.8, 0.0, -15.7, 8.5, -7.5, -6.7, 30.0, 0.0, 0.0, 48.0,2022-11-20 08:00:00,47,,,,,,
81.0, None, None, 0.0, None, 5.3, None, -6.0, None, None, None, 47.0,2022-11-20 09:00:00,47,,,,,,
107.0, 47.0, 5.3, 0.0, -15.5, 4.5, -6.0, -5.5, 81.0, 0.0, 0.0, 49.0,2022-11-20 10:00:00,47,,,,,,
52.0, 49.0, 4.5, 0.0, -14.5, 7.8, -5.5, -5.1, 107.0, 0.0, 0.0, 55.0,2022-11-20 11:00:00,47,,,,,,
61.0, 55.0, 7.8, 0.0, -12.7, 8.3, -5.1, -4.9, 52.0, 0.0, 0.0, 53.0,2022-11-20 12:00:00,47,,,,,,
71.0, None, None, 0.0, None, 8.5, None, -5.1, None, None, None, 58.0,2022-11-20 13:00:00,47,,,,,,
69.0, 58.0, 8.5, 0.0, -12.1, 5.1, -5.1, -5.8, 71.0, 0.0, 0.0, 60.0,2022-11-20 14:00:00,47,,,,,,
59.0, 60.0, 5.1, 0.0, -12.3, 7.9, -5.8, -5.9, 69.0, 0.0, 0.0, 64.0,2022-11-20 15:00:00,47,,,,,,
53.0, None, None, 0.0, None, 5.8, None, -5.7, None, None, None, 63.0,2022-11-20 16:00:00,47,,,,,,
54.0, 63.0, 5.8, 0.0, -11.6, 7.1, -5.7, -5.8, 53.0, 0.0, 0.0, 64.0,2022-11-20 17:00:00,47,,,,,,
63.0, None, None, 0.0, None, 7.1, None, -5.7, None, None, None, 64.0,2022-11-20 18:00:00,47,,,,,,
32.0, 64.0, 7.1, 0.0, -11.4, 7.3, -5.7, -6.0, 63.0, 0.0, 0.0, 66.0,2022-11-20 19:00:00,47,,,,,,
46.0, 66.0, 7.3, 0.0, -11.3, 6.0, -6.0, -5.8, 32.0, 0.0, 0.0, 65.0,2022-11-20 20:00:00,47,,,,,,
59.0, 65.0, None, 0.0, -11.3, 4.5, -5.8, -5.8, 46.0, 0.0, 0.0, 66.0,2022-11-20 21:00:00,47,,,,,,
127.0, None, None, 0.0, None, 3.0, None, -6.0, None, None, None, 76.0,2022-11-20 22:00:00,47,,,,,,
, 76.0, None, None, -9.5, None, -6.0, None, 127.0, 0.0, 0.0, None,2022-11-20 23:00:00,47,,,,,,
170.0, 88.0, 3.9, 0.0, -8.3, 2.0, -6.6, -6.9, 130.0, 0.0, 0.0, 90.0,2022-11-21 00:00:00,47,,,,,,
98.0, 90.0, None, 0.0, -8.3, 3.5, -6.9, -7.2, 170.0, 0.0, 0.0, 89.0,2022-11-21 01:00:00,47,,,,,,
55.0, 89.0, 3.5, 0.0, -8.7, 6.7, -7.2, -6.9, 98.0, 0.0, 0.0, 87.0,2022-11-21 02:00:00,47,,,,,,
332.0, 87.0, 6.7, 0.0, -8.7, 2.1, -6.9, -7.6, 55.0, 0.0, 0.0, 90.0,2022-11-21 03:00:00,47,,,,,,
343.0, 90.0, 2.1, 0.0, -9.0, 3.7, -7.6, -8.9, 332.0, 0.0, 0.0, 87.0,2022-11-21 04:00:00,47,,,,,,
355.0, 87.0, 3.7, 0.0, -10.7, 5.0, -8.9, -9.4, 343.0, 0.0, 0.0, 86.0,2022-11-21 05:00:00,47,,,,,,
355.0, 86.0, None, 0.0, -11.3, 5.5, -9.4, -9.8, 355.0, 0.0, 0.0, 83.0,2022-11-21 06:00:00,47,,,,,,
358.0, 83.0, 5.5, 0.0, -12.1, 6.7, -9.8, -8.7, 355.0, 0.0, 0.0, 83.0,2022-11-21 07:00:00,47,,,,,,
129.0, 83.0, 6.7, 0.0, -11.1, 2.2, -8.7, -5.8, 358.0, 0.0, 0.0, 79.0,2022-11-21 08:00:00,47,,,,,,
115.0, 79.0, 2.2, 0.0, -8.9, 3.2, -5.8, -4.2, 129.0, 0.0, 0.0, 73.0,2022-11-21 09:00:00,47,,,,,,
77.0, 73.0, 3.2, 0.0, -8.3, 6.8, -4.2, -3.6, 115.0, 0.0, 0.0, 71.0,2022-11-21 10:00:00,47,,,,,,
82.0, 71.0, 6.8, 0.0, -8.1, 6.3, -3.6, -3.5, 77.0, 0.0, 0.0, 73.0,2022-11-21 11:00:00,47,,,,,,
101.0, 73.0, 6.3, 0.0, -7.6, 5.5, -3.5, -3.1, 82.0, 0.0, 0.0, 73.0,2022-11-21 12:00:00,47,,,,,,
96.0, 73.0, 5.5, 0.0, -7.3, 4.6, -3.1, -3.2, 101.0, 0.0, 0.0, 74.0,2022-11-21 13:00:00,47,,,,,,
65.0, 74.0, 4.6, 0.0, -7.2, 7.8, -3.2, -4.0, 96.0, 0.0, 0.0, 74.0,2022-11-21 14:00:00,47,,,,,,
47.0, 74.0, 7.8, 0.0, -7.9, 7.7, -4.0, -4.4, 65.0, 0.0, 0.0, 76.0,2022-11-21 15:00:00,47,,,,,,
50.0, 76.0, 7.7, 0.0, -8.0, 6.7, -4.4, -4.3, 47.0, 0.0, 0.0, 77.0,2022-11-21 16:00:00,47,,,,,,
81.0, 77.0, 6.7, 0.0, -7.7, 7.7, -4.3, -4.5, 50.0, 0.0, 0.0, 78.0,2022-11-21 17:00:00,47,,,,,,
44.0, 78.0, 7.7, 0.0, -7.8, 10.0, -4.5, -4.5, 81.0, 0.0, 0.0, 73.0,2022-11-21 18:00:00,47,,,,,,
, 73.0, None, None, -8.6, None, -4.5, None, 44.0, 0.0, 0.0, None,2022-11-21 19:00:00,47,,,,,,
