RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
83.5, None, None, None,1.348,203.8, None, None, -3.0,969.0, None, None, None, None, None, 29.45, None, None,-0.511, None, None, None, None,53.87, None, None, None, None, None,2016-02-12 00:00:00, None,7
96.6, None, None, None,0.528,41.58, None, None, -2.0,969.0, None, None, None, None, None, 29.76, None, None,-1.244, None, None, None, None,69.59, None, None, None, None, None,2016-02-12 01:00:00, None,7
99.2, None, None, None,1.53,1.685, None, None, -1.0,969.0, None, None, None, None, None, 29.63, None, None,-0.795, None, None, None, None,56.66, None, None, None, None, None,2016-02-12 02:00:00, None,7
99.9, None, None, None,0.521,47.07, None, None, -2.0,968.0, None, None, None, None, None, 29.52, None, None,-1.876, None, None, None, None,56.11, None, None, None, None, None,2016-02-12 03:00:00, None,7
100.8, None, None, None,0.575,17.85, None, None, -2.0,968.0, None, None, None, None, None, 29.59, None, None,-1.963, None, None, None, None,57.52, None, None, None, None, None,2016-02-12 04:00:00, None,7
101.2, None, None, None,0.588,34.41, None, None, -3.0,967.0, None, None, None, None, None, 29.44, None, None,-3.182, None, None, None, None,51.4, None, None, None, None, None,2016-02-12 05:00:00, None,7
101.5, None, None, None,0.661,39.44, None, None, -3.0,967.0, None, None, None, None, None, 29.57, None, None,-3.212, None, None, None, None,43.47, None, None, None, None, None,2016-02-12 06:00:00, None,7
101.7, None, None, None,0.9,38.32, None, None, -4.0,967.0, None, None, None, None, None, 29.5, None, None,-3.829, None, None, None, None,46.93, None, None, None, None, None,2016-02-12 07:00:00, None,7
101.7, None, None, None,0.457,36.08, None, None, -4.0,967.0, None, None, None, None, None, 29.61, None, None,-3.549, None, None, None, None,25.94, None, None, None, None, None,2016-02-12 08:00:00, None,7
101.7, None, None, None,0.35,22.21, None, None, -3.0,967.0, None, None, None, None, None, 29.7, None, None,-2.655, None, None, None, None,56.05, None, None, None, None, None,2016-02-12 09:00:00, None,7
101.9, None, None, None,0.191,176.5, None, None, -1.0,968.0, None, None, None, None, None, 29.5, None, None,-1.448, None, None, None, None,55.75, None, None, None, None, None,2016-02-12 10:00:00, None,7
101.8, None, None, None,0.264,136.7, None, None, 0.0,969.0, None, None, None, None, None, 29.36, None, None,-0.29, None, None, None, None,48.55, None, None, None, None, None,2016-02-12 11:00:00, None,7
99.7, None, None, None,0.422,135.4, None, None, 2.0,969.0, None, None, None, None, None, 29.25, None, None,1.761, None, None, None, None,46.52, None, None, None, None, None,2016-02-12 12:00:00, None,7
81.1, None, None, None,0.366,178.9, None, None, 1.0,969.0, None, None, None, None, None, 29.08, None, None,3.915, None, None, None, None,49.11, None, None, None, None, None,2016-02-12 13:00:00, None,7
71.1, None, None, None,1.692,213.8, None, None, 1.0,969.0, None, None, None, None, None, 28.93, None, None,5.41, None, None, None, None,19.84, None, None, None, None, None,2016-02-12 15:00:00, None,7
78.6, None, None, None,0.769,286.7, None, None, 0.0,969.0, None, None, None, None, None, 28.9, None, None,3.036, None, None, None, None,45.38, None, None, None, None, None,2016-02-12 16:00:00, None,7
96.2, None, None, None,2.262,27.4, None, None, -1.0,969.0, None, None, None, None, None, 29.31, None, None,-0.102, None, None, None, None,24.44, None, None, None, None, None,2016-02-12 17:00:00, None,7
99.4, None, None, None,6.279,35.64, None, None, -2.0,969.0, None, None, None, None, None, 29.4, None, None,-1.629, None, None, None, None,5.575, None, None, None, None, None,2016-02-12 18:00:00, None,7
100.5, None, None, None,5.197,32.51, None, None, -3.0,969.0, None, None, None, None, None, 29.29, None, None,-2.778, None, None, None, None,6.628, None, None, None, None, None,2016-02-12 19:00:00, None,7
101.0, None, None, None,4.833,35.15, None, None, -4.0,969.0, None, None, None, None, None, 29.16, None, None,-3.664, None, None, None, None,5.378, None, None, None, None, None,2016-02-12 20:00:00, None,7
101.0, None, None, None,1.574,38.17, None, None, -4.0,971.0, None, None, None, None, None, 29.26, None, None,-4.485, None, None, None, None,12.29, None, None, None, None, None,2016-02-12 21:00:00, None,7
101.1, None, None, None,2.137,40.73, None, None, -5.0,969.0, None, None, None, None, None, 29.17, None, None,-4.998, None, None, None, None,11.25, None, None, None, None, None,2016-02-12 22:00:00, None,7
100.8, None, None, None,2.601,36.8, None, None, -5.0,971.0, None, None, None, None, None, 29.26, None, None,-5.338, None, None, None, None,5.637, None, None, None, None, None,2016-02-12 23:00:00, None,7
100.9, None, None, None,1.366,39.28, None, None, -5.0,971.0, None, None, None, None, None, 29.19, None, None,-4.619, None, None, None, None,7.71, None, None, None, None, None,2016-02-13 00:00:00, None,7
100.8, None, None, None,0.512,57.38, None, None, -4.0,971.0, None, None, None, None, None, 29.37, None, None,-4.223, None, None, None, None,20.69, None, None, None, None, None,2016-02-13 01:00:00, None,7
100.9, None, None, None,0.277,90.4, None, None, -4.0,971.0, None, None, None, None, None, 29.3, None, None,-4.425, None, None, None, None,46.58, None, None, None, None, None,2016-02-13 02:00:00, None,7
100.9, None, None, None,0.396,127.9, None, None, -4.0,971.0, None, None, None, None, None, 29.32, None, None,-4.096, None, None, None, None,37.32, None, None, None, None, None,2016-02-13 03:00:00, None,7
99.6, None, None, None,1.06,148.6, None, None, -5.0,971.0, None, None, None, None, None, 29.27, None, None,-4.619, None, None, None, None,27.53, None, None, None, None, None,2016-02-13 04:00:00, None,7
97.2, None, None, None,0.351,89.9, None, None, -6.0,971.0, None, None, None, None, None, 29.07, None, None,-5.798, None, None, None, None,49.66, None, None, None, None, None,2016-02-13 05:00:00, None,7
96.8, None, None, None,0.256,73.1, None, None, -7.0,971.0, None, None, None, None, None, 28.81, None, None,-6.535, None, None, None, None,56.01, None, None, None, None, None,2016-02-13 06:00:00, None,7
96.0, None, None, None,1.505,42.0, None, None, -8.0,969.0, None, None, None, None, None, 28.89, None, None,-7.65, None, None, None, None,16.81, None, None, None, None, None,2016-02-13 07:00:00, None,7
95.5, None, None, None,0.499,67.12, None, None, -9.0,969.0, None, None, None, None, None, 29.25, None, None,-8.24, None, None, None, None,21.18, None, None, None, None, None,2016-02-13 08:00:00, None,7
95.4, None, None, None,0.848,62.55, None, None, -9.0,969.0, None, None, None, None, None, 28.86, None, None,-8.21, None, None, None, None,26.72, None, None, None, None, None,2016-02-13 09:00:00, None,7
95.4, None, None, None,0.67,99.5, None, None, -6.0,969.0, None, None, None, None, None, 29.3, None, None,-5.279, None, None, None, None,30.28, None, None, None, None, None,2016-02-13 10:00:00, None,7
88.1, None, None, None,2.062,178.0, None, None, -7.0,969.0, None, None, None, None, None, 29.66, None, None,-5.339, None, None, None, None,34.22, None, None, None, None, None,2016-02-13 11:00:00, None,7
82.1, None, None, None,1.135,152.0, None, None, -5.0,969.0, None, None, None, None, None, 29.14, None, None,-2.99, None, None, None, None,40.41, None, None, None, None, None,2016-02-13 12:00:00, None,7
70.8, None, None, None,1.829,170.7, None, None, -4.0,969.0, None, None, None, None, None, 28.94, None, None,0.396, None, None, None, None,28.78, None, None, None, None, None,2016-02-13 13:00:00, None,7
63.33, None, None, None,2.57,196.1, None, None, -5.0,969.0, None, None, None, None, None, 29.31, None, None,0.91, None, None, None, None,36.74, None, None, None, None, None,2016-02-13 14:00:00, None,7
58.17, None, None, None,2.103,223.7, None, None, -5.0,968.0, None, None, None, None, None, 28.39, None, None,2.738, None, None, None, None,27.77, None, None, None, None, None,2016-02-13 15:00:00, None,7
