pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None,2.958, None,2016-02-12 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.85,7
None, None,2.245, None,2016-02-12 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.88,7
None, None,3.55, None,2016-02-12 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.91,7
None, None,3.391, None,2016-02-12 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.47,7
None, None,2.874, None,2016-02-12 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.22,7
None, None,3.156, None,2016-02-12 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.61,7
None, None,2.949, None,2016-02-12 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.83,7
None, None,2.574, None,2016-02-12 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.24,7
None, None,2.846, None,2016-02-12 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.97,7
None, None,1.908, None,2016-02-12 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.25,7
None, None,2.077, None,2016-02-12 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.88,7
None, None,5.092, None,2016-02-12 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.73,7
None, None,4.431, None,2016-02-12 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.19,7
None, None,4.78, None,2016-02-12 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.23,7
None, None,2.73, None,2016-02-12 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.95,7
None, None,2.292, None,2016-02-12 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.96,7
None, None,2.807, None,2016-02-12 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.49,7
None, None,1.027, None,2016-02-12 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.87,7
None, None,1.271, None,2016-02-12 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.65,7
None, None,0.475, None,2016-02-12 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.54,7
None, None,-0.714, None,2016-02-12 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.58,7
None, None,-1.145, None,2016-02-12 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.42,7
None, None,-0.732, None,2016-02-12 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.53,7
None, None,-0.124, None,2016-02-13 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.56,7
None, None,-0.536, None,2016-02-13 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.43,7
None, None,-0.611, None,2016-02-13 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.35,7
None, None,0.139, None,2016-02-13 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.59,7
None, None,-0.096, None,2016-02-13 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.4,7
None, None,-0.086, None,2016-02-13 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.35,7
None, None,-0.114, None,2016-02-13 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.44,7
None, None,-0.124, None,2016-02-13 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.3,7
None, None,0.11, None,2016-02-13 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.43,7
None, None,0.298, None,2016-02-13 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.3,7
None, None,1.037, None,2016-02-13 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.25,7
None, None,4.031, None,2016-02-13 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.49,7
None, None,3.952, None,2016-02-13 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.13,7
None, None,3.904, None,2016-02-13 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.83,7
None, None,4.243, None,2016-02-13 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.83,7
None, None,4.376, None,2016-02-13 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.27,7
None, None,3.689, None,2016-02-13 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.0,7
None, None,1.971, None,2016-02-13 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.24,7
None, None,1.242, None,2016-02-13 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.32,7
None, None,0.859, None,2016-02-13 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.29,7
None, None,0.878, None,2016-02-13 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.26,7
None, None,0.503, None,2016-02-13 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.17,7
None, None,0.56, None,2016-02-13 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.12,7
None, None,0.719, None,2016-02-13 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.05,7
None, None,-0.011, None,2016-02-14 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.08,7
None, None,-0.077, None,2016-02-14 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.0,7
None, None,-0.123, None,2016-02-14 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.07,7
None, None,-0.142, None,2016-02-14 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.02,7
None, None,-0.011, None,2016-02-14 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.98,7
None, None,-0.058, None,2016-02-14 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.0,7
None, None,0.092, None,2016-02-14 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.06,7
None, None,-0.039, None,2016-02-14 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.96,7
None, None,0.092, None,2016-02-14 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.98,7
None, None,0.822, None,2016-02-14 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.87,7
None, None,1.712, None,2016-02-14 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.99,7
None, None,2.564, None,2016-02-14 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.14,7
None, None,2.827, None,2016-02-14 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.09,7
None, None,3.252, None,2016-02-14 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.56,7
None, None,2.797, None,2016-02-14 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.83,7
None, None,2.158, None,2016-02-14 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.91,7
None, None,1.505, None,2016-02-14 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.75,7
None, None,0.344, None,2016-02-14 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.79,7
None, None,0.167, None,2016-02-14 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.33,7
None, None,0.091, None,2016-02-14 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.01,7
None, None,0.082, None,2016-02-14 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.56,7
None, None,0.082, None,2016-02-14 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.99,7
None, None,0.073, None,2016-02-14 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.71,7
None, None,0.063, None,2016-02-14 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.73,7
None, None,0.082, None,2016-02-15 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.88,7
None, None,0.073, None,2016-02-15 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.93,7
None, None,0.082, None,2016-02-15 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.05,7
None, None,0.017, None,2016-02-15 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.97,7
None, None,-0.002, None,2016-02-15 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.98,7
None, None,-0.058, None,2016-02-15 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.99,7
None, None,0.045, None,2016-02-15 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.96,7
None, None,-0.086, None,2016-02-15 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.93,7
None, None,-0.105, None,2016-02-15 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.93,7
None, None,-0.058, None,2016-02-15 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.9,7
None, None,0.194, None,2016-02-15 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.88,7
None, None,2.846, None,2016-02-15 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.92,7
None, None,3.876, None,2016-02-15 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.27,7
None, None,3.349, None,2016-02-15 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.4,7
None, None,3.34, None,2016-02-15 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.85,7
None, None,2.393, None,2016-02-15 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.03,7
None, None,2.533, None,2016-02-15 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.99,7
None, None,1.061, None,2016-02-15 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.89,7
None, None,0.147, None,2016-02-15 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.82,7
None, None,0.729, None,2016-02-15 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.79,7
