WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.236,70.2,2016-04-08 00:00:00,12.48,15
None, None, 0.839999,71.7,2016-04-08 01:00:00,12.21,15
None, None, 1.116,72.6,2016-04-08 02:00:00,11.68,15
None, None, 0.814998,71.6,2016-04-08 03:00:00,11.75,15
None, None, 1.368,78.6,2016-04-08 04:00:00,11.05,15
None, None, 0.848999,80.0,2016-04-08 05:00:00,10.73,15
None, None, 1.252,78.8,2016-04-08 06:00:00,10.86,15
None, None, 0.973999,77.4,2016-04-08 07:00:00,11.9,15
None, None, 0.722,61.41,2016-04-08 08:00:00,14.89,15
None, None, 1.633,63.76,2016-04-08 09:00:00,14.05,15
None, None, 1.513,56.66,2016-04-08 10:00:00,15.21,15
None, None, 2.811,63.29,2016-04-08 11:00:00,14.42,15
None, None, 6.208,57.55,2016-04-08 12:00:00,15.76,15
None, None, 5.673,57.47,2016-04-08 13:00:00,16.7,15
None, None, 2.139,56.15,2016-04-08 14:00:00,17.27,15
None, None, 2.609,60.76,2016-04-08 15:00:00,16.68,15
None, None, 1.893,63.89,2016-04-08 16:00:00,16.3,15
None, None, 1.387,65.72,2016-04-08 17:00:00,16.07,15
None, None, 0.933,67.63,2016-04-08 18:00:00,15.86,15
None, None, 1.195,75.3,2016-04-08 19:00:00,14.48,15
None, None, 1.287,77.3,2016-04-08 20:00:00,13.55,15
None, None, 1.36,79.8,2016-04-08 21:00:00,12.53,15
None, None, 1.441,80.0,2016-04-08 22:00:00,11.81,15
None, None, 1.65,82.7,2016-04-08 23:00:00,11.12,15
None, None, 1.723,83.1,2016-04-09 00:00:00,10.56,15
None, None, 1.252,84.6,2016-04-09 01:00:00,9.96,15
None, None, 1.159,86.8,2016-04-09 02:00:00,9.41,15
None, None, 1.917,87.8,2016-04-09 03:00:00,8.95,15
None, None, 1.621,87.9,2016-04-09 04:00:00,8.47,15
None, None, 1.761,88.7,2016-04-09 05:00:00,7.89,15
None, None, 1.352,89.8,2016-04-09 06:00:00,7.54,15
None, None, 0.221,88.5,2016-04-09 07:00:00,9.64,15
None, None, 0.748,84.8,2016-04-09 08:00:00,10.57,15
None, None, 1.338,81.1,2016-04-09 09:00:00,11.36,15
None, None, 2.383,74.1,2016-04-09 10:00:00,12.02,15
None, None, 4.877,71.7,2016-04-09 11:00:00,12.47,15
None, None, 5.549,69.84,2016-04-09 12:00:00,12.99,15
None, None, 4.865,65.86,2016-04-09 13:00:00,13.86,15
None, None, 4.002,60.04,2016-04-09 14:00:00,14.98,15
None, None, 5.002,61.76,2016-04-09 15:00:00,14.74,15
