CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
-1.555,91.0, None, None, 7.607, 3.971, 97.4, None, None, None, None, None, None, -3.0,942.0, None, None,2018-10-22 00:00:00, None,43
-1.806,91.6, None, None, 12.37, 1.457, 99.6, None, None, None, None, None, None, -3.0,945.0, None, None,2018-10-22 01:00:00, None,43
-2.051,92.6, None, None, 9.6, 2.143, 92.0, None, None, None, None, None, None, -3.0,943.0, None, None,2018-10-22 02:00:00, None,43
-2.277,93.6, None, None, 9.38, 2.135, 92.8, None, None, None, None, None, None, -3.0,947.0, None, None,2018-10-22 03:00:00, None,43
-2.383,93.6, None, None, 13.35, 2.15, 92.7, None, None, None, None, None, None, -3.0,945.0, None, None,2018-10-22 04:00:00, None,43
-2.601,93.9, None, None, 7.792, 1.739, 94.4, None, None, None, None, None, None, -3.0,948.0, None, None,2018-10-22 05:00:00, None,43
-2.886,93.9, None, None, 7.969, 1.003, 93.8, None, None, None, None, None, None, -4.0,949.0, None, None,2018-10-22 06:00:00, None,43
-3.061,94.0, None, None, 8.19, 0.314, 92.5, None, None, None, None, None, None, -4.0,950.0, None, None,2018-10-22 07:00:00, None,43
-3.263,94.3, None, None, 4.881, 0.113, 94.4, None, None, None, None, None, None, -4.0,950.0, None, None,2018-10-22 08:00:00, None,43
-3.29,94.5, None, None, 5.711, 0.0, 92.0, None, None, None, None, None, None, -4.0,953.0, None, None,2018-10-22 09:00:00, None,43
-3.183,94.5, None, None, 9.65, 0.0, 91.3, None, None, None, None, None, None, -4.0,954.0, None, None,2018-10-22 10:00:00, None,43
-1.616,93.5, None, None, 9.33, 0.284, 93.1, None, None, None, None, None, None, -2.0,953.0, None, None,2018-10-22 11:00:00, None,43
