WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
53.2, None, None,2022-04-30 00:00:00, None,18
68.3, None, None,2022-04-30 01:00:00, None,18
75.3, None, None,2022-04-30 02:00:00, None,18
79.4, None, None,2022-04-30 03:00:00, None,18
59.7, None, None,2022-04-30 04:00:00, None,18
47.5, None, None,2022-04-30 05:00:00, None,18
216.5, None, None,2022-04-30 06:00:00, None,18
247.5, None, None,2022-04-30 07:00:00, None,18
241.6, None, None,2022-04-30 08:00:00, None,18
246.6, None, None,2022-04-30 09:00:00, None,18
255.8, None, None,2022-04-30 10:00:00, None,18
255.4, None, None,2022-04-30 11:00:00, None,18
261.0, None, None,2022-04-30 12:00:00, None,18
259.2, None, None,2022-04-30 13:00:00, None,18
258.1, None, None,2022-04-30 14:00:00, None,18
253.9, None, None,2022-04-30 15:00:00, None,18
242.5, None, None,2022-04-30 16:00:00, None,18
243.6, None, None,2022-04-30 17:00:00, None,18
251.6, None, None,2022-04-30 18:00:00, None,18
250.0, None, None,2022-04-30 19:00:00, None,18
233.1, None, None,2022-04-30 20:00:00, None,18
232.8, None, None,2022-04-30 21:00:00, None,18
234.2, None, None,2022-04-30 22:00:00, None,18
231.5, None, None,2022-04-30 23:00:00, None,18
229.1, None, None,2022-05-01 00:00:00, None,18
217.7, None, None,2022-05-01 01:00:00, None,18
227.5, None, None,2022-05-01 02:00:00, None,18
195.2, None, None,2022-05-01 03:00:00, None,18
244.7, None, None,2022-05-01 04:00:00, None,18
217.9, None, None,2022-05-01 05:00:00, None,18
249.8, None, None,2022-05-01 06:00:00, None,18
259.3, None, None,2022-05-01 07:00:00, None,18
261.4, None, None,2022-05-01 08:00:00, None,18
253.4, None, None,2022-05-01 09:00:00, None,18
257.7, None, None,2022-05-01 10:00:00, None,18
256.8, None, None,2022-05-01 11:00:00, None,18
244.8, None, None,2022-05-01 12:00:00, None,18
243.2, None, None,2022-05-01 13:00:00, None,18
