pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 11.39,84.1, None, None, None, None, None, None, None, None, None, None, 9.0, None, None, None, None,2016-07-22 00:00:00, None, None, None,30
None, None, 10.92,81.6, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None,2016-07-22 02:00:00, None, None, None,30
None, None, 11.22,84.6, None, None, None, None, None, None, None, None, None, None, 9.0, None, None, None, None,2016-07-22 03:00:00, None, None, None,30
None, None, 11.03,85.1, None, None, None, None, None, None, None, None, None, None, 9.0, None, None, None, None,2016-07-22 04:00:00, None, None, None,30
None, None, 10.79,81.8, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None,2016-07-22 05:00:00, None, None, None,30
None, None, 10.6,83.6, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None,2016-07-22 06:00:00, None, None, None,30
None, None, 10.98,84.2, None, None, None, None, None, None, None, None, None, None, 8.0, None, None, None, None,2016-07-22 07:00:00, None, None, None,30
None, None, 13.93,80.3, None, None, None, None, None, None, None, None, None, None, 11.0, None, None, None, None,2016-07-22 08:00:00, None, None, None,30
None, None, 12.33,90.2, None, None, None, None, None, None, None, None, None, None, 11.0, None, None, None, None,2016-07-22 09:00:00, None, None, None,30
None, None, 13.05,88.3, None, None, None, None, None, None, None, None, None, None, 11.0, None, None, None, None,2016-07-22 10:00:00, None, None, None,30
None, None, 14.53,80.5, None, None, None, None, None, None, None, None, None, None, 11.0, None, None, None, None,2016-07-22 11:00:00, None, None, None,30
None, None, 15.89,75.8, None, None, None, None, None, None, None, None, None, None, 12.0, None, None, None, None,2016-07-22 12:00:00, None, None, None,30
None, None, 15.86,70.3, None, None, None, None, None, None, None, None, None, None, 10.0, None, None, None, None,2016-07-22 13:00:00, None, None, None,30
None, None, 16.13,67.12, None, None, None, None, None, None, None, None, None, None, 10.0, None, None, None, None,2016-07-22 14:00:00, None, None, None,30
None, None, 15.18,71.3, None, None, None, None, None, None, None, None, None, None, 10.0, None, None, None, None,2016-07-22 15:00:00, None, None, None,30
