RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
86.4, None, None, 32.0, 14.64, 262.5, -1.0, 1.4, -1.0, None, 263.0, None, None, None, None, None, None, None, 1.43, None, 5.4, 86.0, None, 20.61, 14.6, 1.4, 0.1, None,2020-06-03 00:00:00,23
83.8, None, None, 23.2, 9.55, 269.6, -1.0, 0.9, -1.0, None, 270.0, None, None, None, None, None, None, None, 1.007, None, 5.4, 84.0, None, 22.82, 9.6, 1.0, -0.2, None,2020-06-03 01:00:00,23
85.4, None, None, 25.1, 7.61, 284.3, -1.0, 0.8, -1.0, None, 284.0, None, None, None, None, None, None, None, 1.007, None, 5.4, 85.0, None, 40.31, 7.6, 1.0, -0.6, None,2020-06-03 02:00:00,23
81.9, None, None, 28.4, 7.696, 286.1, -2.0, 0.8, -2.0, None, 286.0, None, None, None, None, None, None, None, 0.877, None, 5.4, 82.0, None, 40.08, 7.7, 0.9, -0.1, None,2020-06-03 03:00:00,23
82.2, None, None, 26.0, 9.17, 269.7, -2.0, 0.5, -2.0, None, 270.0, None, None, None, None, None, None, None, 0.491, None, 5.4, 82.0, None, 24.77, 9.2, 0.5, 0.1, None,2020-06-03 04:00:00,23
84.8, None, None, 18.1, 8.1, 277.2, -2.0, 0.4, -2.0, None, 277.0, None, None, None, None, None, None, None, 0.32, None, 5.4, 85.0, None, 23.47, 8.1, 0.3, 0.0, None,2020-06-03 05:00:00,23
85.2, None, None, 16.7, 5.594, 284.0, -2.0, 0.3, -2.0, None, 284.0, None, None, None, None, None, None, None, 0.326, None, 5.4, 85.0, None, 34.05, 5.6, 0.3, 0.0, None,2020-06-03 06:00:00,23
77.34, None, None, 18.6, 7.255, 266.4, -2.0, 0.3, -2.0, None, 266.0, None, None, None, None, None, None, None, 1.011, None, 1.0, 77.0, None, 40.38, 7.3, 1.0, 0.0, None,2020-06-03 07:00:00,23
73.61, None, None, 18.7, 7.623, 275.1, -2.0, 0.3, -2.0, None, 275.0, None, None, None, None, None, None, None, 2.219, None, 2.2, 74.0, None, 30.31, 7.6, 2.2, 0.0, None,2020-06-03 08:00:00,23
69.15, None, None, 19.7, 6.421, 285.9, -2.0, 0.3, -2.0, None, 286.0, None, None, None, None, None, None, None, 3.248, None, 3.3, 69.0, None, 33.36, 6.4, 3.2, 0.0, None,2020-06-03 09:00:00,23
58.92, None, None, 13.3, 3.641, 296.1, -2.0, 0.3, -2.0, None, 296.0, None, None, None, None, None, None, None, 5.846, None, 6.0, 59.0, None, 56.33, 3.6, 5.8, 0.0, None,2020-06-03 10:00:00,23
51.12, None, None, 16.6, 5.482, 289.8, -2.0, 0.3, -2.0, None, 290.0, None, None, None, None, None, None, None, 7.205, None, 7.2, 51.0, None, 38.81, 5.5, 7.2, 0.0, None,2020-06-03 11:00:00,23
42.33, None, None, 13.5, 4.227, 277.6, -3.0, 0.3, -3.0, None, 278.0, None, None, None, None, None, None, None, 9.26, None, 9.4, 42.0, None, 55.53, 4.2, 9.3, -0.1, None,2020-06-03 12:00:00,23
35.51, None, None, 18.7, 5.322, 256.5, -3.0, 0.3, -3.0, None, 257.0, None, None, None, None, None, None, None, 10.79, None, 11.2, 36.0, None, 53.06, 5.3, 10.8, 0.8, None,2020-06-03 13:00:00,23
35.9, None, None, 20.1, 7.923, 229.7, -4.0, 0.3, -4.0, None, 230.0, None, None, None, None, None, None, None, 10.92, None, 11.7, 36.0, None, 38.01, 7.9, 10.9, 0.8, None,2020-06-03 14:00:00,23
29.84, None, None, 21.9, 6.616, 267.1, -5.0, 0.3, -5.0, None, 267.0, None, None, None, None, None, None, None, 11.78, None, 12.7, 30.0, None, 46.94, 6.6, 11.8, 0.0, None,2020-06-03 15:00:00,23
33.48, None, None, 20.5, 5.683, 272.8, -4.0, 0.3, -4.0, None, 273.0, None, None, None, None, None, None, None, 11.46, None, 12.7, 33.0, None, 47.69, 5.7, 11.5, -0.1, None,2020-06-03 16:00:00,23
39.43, None, None, 16.4, 5.364, 271.2, -2.0, 0.3, -2.0, None, 271.0, None, None, None, None, None, None, None, 10.87, None, 12.7, 39.0, None, 37.51, 5.4, 10.9, -0.3, None,2020-06-03 17:00:00,23
48.11, None, None, 16.2, 6.05, 277.7, 0.0, 0.3, 0.0, None, 278.0, None, None, None, None, None, None, None, 9.85, None, 12.7, 48.0, None, 30.89, 6.1, 9.9, 0.1, None,2020-06-03 18:00:00,23
52.2, None, None, 18.4, 6.092, 268.0, 0.0, 8.9, 0.0, None, 268.0, None, None, None, None, None, None, None, 8.85, None, 9.9, 52.0, None, 47.54, 6.1, 8.9, 0.0, None,2020-06-03 19:00:00,23
