CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 1.501, 79.72, None, None, None, 19.2, 26.47, 0.0, 7.553, 286.7, -2.0, 7.6, 1.5, 1.1, None, None, 287.0, 6.6, None, None, 80.0, None,2020-06-03 00:00:00, 112.0, None, 112.3,23
None, 1.161, 78.04, None, None, None, 19.7, 23.3, 0.0, 7.784, 281.3, -2.0, 7.8, 1.2, 0.9, None, None, 281.0, 6.6, None, None, 78.0, None,2020-06-03 01:00:00, 112.0, None, 112.0,23
None, -0.249, 85.8, None, None, None, 19.2, 28.13, 0.0, 8.55, 284.8, -2.0, 8.6, -0.2, -0.2, None, None, 285.0, 6.6, None, None, 86.0, None,2020-06-03 02:00:00, 112.0, None, 111.9,23
None, 0.209, 80.6, None, None, None, 15.0, 39.71, 1.0, 4.671, 298.0, -3.0, 4.7, 0.2, -0.6, None, None, 298.0, 6.6, None, None, 81.0, None,2020-06-03 03:00:00, 112.0, None, 112.2,23
None, -0.066, 83.5, None, None, None, 21.0, 16.45, 0.0, 8.73, 303.9, -2.0, 8.7, -0.1, -0.6, None, None, 304.0, 6.6, None, None, 84.0, None,2020-06-03 04:00:00, 112.0, None, 112.2,23
None, 0.303, 80.8, None, None, None, 18.8, 26.7, 0.0, 8.37, 315.4, -3.0, 8.4, 0.3, -0.6, None, None, 315.0, 6.6, None, None, 81.0, None,2020-06-03 05:00:00, 112.0, None, 112.1,23
None, 0.462, 78.62, None, None, None, 20.2, 15.03, 0.0, 10.84, 315.1, -3.0, 10.8, 0.5, -0.6, None, None, 315.0, 6.6, None, None, 79.0, None,2020-06-03 06:00:00, 112.0, None, 112.1,23
None, 1.03, 75.37, None, None, None, 18.2, 22.95, 0.0, 6.631, 316.5, -3.0, 6.6, 1.0, 0.5, None, None, 317.0, 1.2, None, None, 75.0, None,2020-06-03 07:00:00, 112.0, None, 111.9,23
None, 2.133, 67.6, None, None, None, 14.3, 34.81, 1.0, 5.21, 313.3, -3.0, 5.2, 2.1, 0.5, None, None, 313.0, 2.0, None, None, 68.0, None,2020-06-03 08:00:00, 112.0, None, 112.2,23
None, 3.031, 66.53, None, None, None, 13.2, 57.23, 0.0, 3.628, 322.9, -3.0, 3.6, 3.0, 0.5, None, None, 323.0, 4.4, None, None, 67.0, None,2020-06-03 09:00:00, 112.0, None, 111.9,23
