pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, 5.845, 94.0, 11.6, 94.0, 5.0, 5.8, 5.9, 1004.8, 0.0, 5.0, 956.0, 0.0,2020-06-03 00:00:00, -6999.0, 956.0,23
None, 5.511, 94.2, 11.6, 94.0, 5.0, 5.5, 5.5, 1004.7, 0.0, 5.0, 956.0, 0.0,2020-06-03 01:00:00, -6999.0, 956.0,23
None, 5.755, 90.8, 11.6, 91.0, 4.0, 5.8, 5.4, 1005.7, 0.0, 4.0, 957.0, 0.0,2020-06-03 02:00:00, -6999.0, 957.0,23
None, 5.199, 94.7, 11.6, 95.0, 5.0, 5.2, 5.1, 1005.8, 0.0, 5.0, 957.0, 0.0,2020-06-03 03:00:00, -6999.0, 957.0,23
None, 5.263, 95.3, 11.6, 95.0, 5.0, 5.3, 5.0, 1006.9, 0.0, 5.0, 958.0, 0.0,2020-06-03 04:00:00, -6999.0, 958.0,23
None, 4.635, 96.1, 11.6, 96.0, 4.0, 4.6, 4.6, 1006.9, 0.0, 4.0, 958.0, 0.0,2020-06-03 05:00:00, -6999.0, 958.0,23
None, 4.823, 96.1, 11.6, 96.0, 4.0, 4.8, 4.4, 1006.9, 0.0, 4.0, 958.0, 0.0,2020-06-03 06:00:00, -6999.0, 958.0,23
None, 6.347, 92.2, 6.2, 92.0, 5.0, 6.3, 4.8, 1006.8, 0.0, 5.0, 958.0, 0.0,2020-06-03 07:00:00, -6999.0, 958.0,23
None, 7.355, 89.1, 7.4, 89.0, 6.0, 7.4, 4.8, 1006.8, 0.0, 6.0, 958.0, 0.0,2020-06-03 08:00:00, -6999.0, 958.0,23
None, 9.84, 70.38, None, None, None, None, None, None, None, 5.0, 958.0, None,2020-06-03 09:00:00, None, None,23
None, 9.68, 77.6, 10.5, 78.0, 6.0, 9.7, 4.8, 1006.8, 0.0, 6.0, 958.0, 0.0,2020-06-03 10:00:00, -6999.0, 958.0,23
None, 10.94, 71.11, 12.2, 71.0, 6.0, 10.9, 4.8, 1005.7, 0.0, 6.0, 957.0, 0.0,2020-06-03 11:00:00, -6999.0, 957.0,23
None, 9.45, 87.3, 12.2, 87.0, 7.0, 9.5, 4.8, 1005.8, 0.0, 7.0, 957.0, 0.0,2020-06-03 12:00:00, -6999.0, 957.0,23
None, 10.51, 79.09, 12.2, 79.0, 7.0, 10.5, 4.8, 1005.8, 0.0, 7.0, 957.0, 0.0,2020-06-03 13:00:00, -6999.0, 957.0,23
None, 10.83, 67.81, 12.2, 68.0, 5.0, 10.8, 4.8, 1004.7, 0.0, 5.0, 956.0, 0.0,2020-06-03 14:00:00, -6999.0, 956.0,23
