pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,15.8,84.9, None, None, 52.55, 1.043, 253.8, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 00:00:00, None, None, None,27
None,15.25,87.6, None, None, 53.17, 0.938, 250.5, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-02 01:00:00, None, None, None,27
None,14.96,89.1, None, None, 68.69, 0.821, 233.1, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-02 02:00:00, None, None, None,27
None,15.09,88.7, None, None, 51.23, 1.013, 254.0, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 03:00:00, None, None, None,27
None,14.63,89.5, None, None, 46.69, 1.115, 246.1, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 04:00:00, None, None, None,27
None,14.28,90.7, None, None, 40.97, 0.947, 235.6, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 05:00:00, None, None, None,27
None,13.85,91.5, None, None, 42.18, 0.451, 244.9, None, None, None, None, None, None,12.0, 1014.0, None, None, None,2019-07-02 06:00:00, None, None, None,27
None,13.95,92.2, None, None, 52.17, 0.439, 216.2, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 07:00:00, None, None, None,27
None,14.1,91.9, None, None, 31.35, 2.077, 153.8, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 08:00:00, None, None, None,27
None,14.4,90.6, None, None, 16.97, 2.84, 142.3, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 09:00:00, None, None, None,27
None,14.87,88.8, None, None, 21.97, 3.192, 142.6, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 10:00:00, None, None, None,27
None,15.6,85.7, None, None, 16.79, 4.728, 138.3, None, None, None, None, None, None,13.0, 1015.0, None, None, None,2019-07-02 11:00:00, None, None, None,27
None,18.17,78.32, None, None, 21.23, 4.711, 149.7, None, None, None, None, None, None,14.0, 1015.0, None, None, None,2019-07-02 12:00:00, None, None, None,27
None,18.22,78.88, None, None, 26.57, 5.781, 151.1, None, None, None, None, None, None,15.0, 1014.0, None, None, None,2019-07-02 13:00:00, None, None, None,27
None,18.88,73.63, None, None, 19.69, 7.988, 151.9, None, None, None, None, None, None,14.0, 1014.0, None, None, None,2019-07-02 14:00:00, None, None, None,27
None,19.62,69.65, None, None, 19.2, 8.49, 153.1, None, None, None, None, None, None,14.0, 1013.0, None, None, None,2019-07-02 15:00:00, None, None, None,27
None,21.39,64.01, None, None, 17.76, 8.26, 154.7, None, None, None, None, None, None,14.0, 1012.0, None, None, None,2019-07-02 16:00:00, None, None, None,27
None,22.34,64.07, None, None, 17.58, 8.27, 153.3, None, None, None, None, None, None,16.0, 1012.0, None, None, None,2019-07-02 17:00:00, None, None, None,27
None,22.8,60.72, None, None, 48.81, 5.515, 125.5, None, None, None, None, None, None,14.0, 1012.0, None, None, None,2019-07-02 18:00:00, None, None, None,27
None,20.36,67.24, None, None, 17.05, 9.52, 148.1, None, None, None, None, None, None,14.0, 1012.0, None, None, None,2019-07-02 19:00:00, None, None, None,27
None,18.87,72.23, None, None, 19.5, 7.201, 153.0, None, None, None, None, None, None,14.0, 1012.0, None, None, None,2019-07-02 20:00:00, None, None, None,27
None,17.59,77.11, None, None, 33.32, 3.552, 157.9, None, None, None, None, None, None,14.0, 1012.0, None, None, None,2019-07-02 21:00:00, None, None, None,27
None,16.3,81.9, None, None, 39.71, 2.638, 161.1, None, None, None, None, None, None,13.0, 1012.0, None, None, None,2019-07-02 22:00:00, None, None, None,27
None,15.05,86.5, None, None, 66.59, 1.544, 183.9, None, None, None, None, None, None,13.0, 1012.0, None, None, None,2019-07-02 23:00:00, None, None, None,27
None,14.08,90.3, None, None, 69.63, 1.122, 245.3, None, None, None, None, None, None,13.0, 1012.0, None, None, None,2019-07-03 00:00:00, None, None, None,27
None,13.9,92.3, None, None, 58.61, 1.066, 301.2, None, None, None, None, None, None,13.0, 1013.0, None, None, None,2019-07-03 01:00:00, None, None, None,27
None,14.28,91.3, None, None, 60.42, 0.526, 182.3, None, None, None, None, None, None,13.0, 1013.0, None, None, None,2019-07-03 02:00:00, None, None, None,27
None,14.19,89.7, None, None, 35.35, 1.887, 147.8, None, None, None, None, None, None,13.0, 1013.0, None, None, None,2019-07-03 03:00:00, None, None, None,27
None,13.99,90.6, None, None, 24.72, 2.249, 143.3, None, None, None, None, None, None,12.0, 1013.0, None, None, None,2019-07-03 04:00:00, None, None, None,27
None,13.84,91.3, None, None, 35.56, 1.492, 137.5, None, None, None, None, None, None,12.0, 1013.0, None, None, None,2019-07-03 05:00:00, None, None, None,27
None,13.7,91.6, None, None, 22.21, 2.128, 147.9, None, None, None, None, None, None,12.0, 1013.0, None, None, None,2019-07-03 06:00:00, None, None, None,27
None,13.66,91.4, None, None, 23.1, 1.928, 150.8, None, None, None, None, None, None,12.0, 1013.0, None, None, None,2019-07-03 07:00:00, None, None, None,27
None,13.94,90.6, None, None, 36.01, 1.976, 124.1, None, None, None, None, None, None,12.0, 1013.0, None, None, None,2019-07-03 08:00:00, None, None, None,27
None,14.21,89.1, None, None, 39.79, 1.992, 142.8, None, None, None, None, None, None,12.0, 1013.0, None, None, None,2019-07-03 09:00:00, None, None, None,27
None,14.69,86.6, None, None, 27.45, 2.05, 154.2, None, None, None, None, None, None,13.0, 1013.0, None, None, None,2019-07-03 10:00:00, None, None, None,27
None,14.6,87.4, None, None, 22.35, 2.72, 149.9, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-03 11:00:00, None, None, None,27
None,14.64,89.8, None, None, 35.46, 2.081, 161.2, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-03 12:00:00, None, None, None,27
None,15.51,87.5, None, None, 43.82, 2.512, 160.1, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-03 13:00:00, None, None, None,27
None,16.21,82.3, None, None, 33.28, 3.437, 149.9, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-03 14:00:00, None, None, None,27
None,16.27,80.3, None, None, 19.23, 6.073, 153.7, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-03 15:00:00, None, None, None,27
None,16.89,83.1, None, None, 20.09, 3.787, 161.6, None, None, None, None, None, None,14.0, 1013.0, None, None, None,2019-07-03 16:00:00, None, None, None,27
None,17.07,79.56, None, None, 41.11, 2.309, 164.5, None, None, None, None, None, None,13.0, 1013.0, None, None, None,2019-07-03 17:00:00, None, None, None,27
None,16.74,80.9, None, None, 44.23, 3.43, 160.0, None, None, None, None, None, None,13.0, 1013.0, None, None, None,2019-07-03 18:00:00, None, None, None,27
None,16.97,78.6, None, None, 76.32, 2.051, 172.0, None, None, None, None, None, None,13.0, 1013.0, None, None, None,2019-07-03 19:00:00, None, None, None,27
None,16.75,82.4, None, None, 25.07, 3.599, 158.2, None, None, None, None, None, None,14.0, 1013.0, None, None, None,2019-07-03 20:00:00, None, None, None,27
None,16.69,79.86, None, None, 42.78, 1.917, 162.8, None, None, None, None, None, None,13.0, 1013.0, None, None, None,2019-07-03 21:00:00, None, None, None,27
None,15.48,84.7, None, None, 16.48, 4.583, 147.1, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-03 22:00:00, None, None, None,27
None,15.07,87.1, None, None, 66.64, 1.054, 232.7, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-03 23:00:00, None, None, None,27
None,14.74,90.7, None, None, 71.16, 0.069, 237.6, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-04 00:00:00, None, None, None,27
None,14.62,91.9, None, None, 72.06, 0.142, 299.6, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-04 01:00:00, None, None, None,27
None,14.4,92.9, None, None, 75.91, 0.215, 255.6, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-04 02:00:00, None, None, None,27
None,14.43,93.4, None, None, 68.72, 0.332, 271.3, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-04 03:00:00, None, None, None,27
None,14.13,93.5, None, None, 69.49, 0.289, 260.3, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-04 04:00:00, None, None, None,27
None,13.57,94.3, None, None, 64.43, 0.433, 136.3, None, None, None, None, None, None,13.0, 1014.0, None, None, None,2019-07-04 05:00:00, None, None, None,27
None,13.33,94.6, None, None, 66.65, 0.062, 65.08, None, None, None, None, None, None,12.0, 1014.0, None, None, None,2019-07-04 06:00:00, None, None, None,27
