CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, None, None, None, None, None,14.71, None, 15.07,323.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 00:00:00, None, None,27
None, None, None, None, None, None, None,14.79, None, 13.14,331.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 01:00:00, None, None,27
None, None, None, None, None, None, None,18.64, None, 14.2,327.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 02:00:00, None, None,27
None, None, None, None, None, None, None,8.93, None, 20.59,318.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 03:00:00, None, None,27
None, None, None, None, None, None, None,23.44, None, 11.78,353.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 04:00:00, None, None,27
None, None, None, None, None, None, None,26.49, None, 9.88,359.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 05:00:00, None, None,27
None, None, None, None, None, None, None,29.01, None, 9.48,348.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 06:00:00, None, None,27
None, None, None, None, None, None, None,36.1, None, 7.733,17.15, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 07:00:00, None, None,27
None, None, None, None, None, None, None,19.37, None, 9.5,67.14, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 08:00:00, None, None,27
None, None, None, None, None, None, None,30.34, None, 7.415,52.06, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 09:00:00, None, None,27
None, None, None, None, None, None, None,26.57, None, 9.03,313.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 10:00:00, None, None,27
None, None, None, None, None, None, None,37.22, None, 8.49,330.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 11:00:00, None, None,27
None, None, None, None, None, None, None,33.37, None, 3.785,49.72, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 12:00:00, None, None,27
None, None, None, None, None, None, None,25.64, None, 5.561,57.66, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 13:00:00, None, None,27
None, None, None, None, None, None, None,25.53, None, 5.944,40.16, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 14:00:00, None, None,27
None, None, None, None, None, None, None,33.94, None, 7.285,44.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 15:00:00, None, None,27
None, None, None, None, None, None, None,46.29, None, 6.36,67.29, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 16:00:00, None, None,27
None, None, None, None, None, None, None,34.7, None, 8.67,39.25, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 17:00:00, None, None,27
None, None, None, None, None, None, None,42.67, None, 9.0,21.93, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 18:00:00, None, None,27
None, None, None, None, None, None, None,32.79, None, 6.897,9.96, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 19:00:00, None, None,27
None, None, None, None, None, None, None,31.85, None, 7.072,341.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 20:00:00, None, None,27
None, None, None, None, None, None, None,40.68, None, 7.0,332.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 21:00:00, None, None,27
None, None, None, None, None, None, None,35.99, None, 8.29,34.32, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 22:00:00, None, None,27
None, None, None, None, None, None, None,38.04, None, 3.051,346.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-02 23:00:00, None, None,27
None, None, None, None, None, None, None,25.79, None, 6.704,341.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 00:00:00, None, None,27
None, None, None, None, None, None, None,30.89, None, 5.079,24.65, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 01:00:00, None, None,27
None, None, None, None, None, None, None,15.34, None, 6.765,53.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 02:00:00, None, None,27
None, None, None, None, None, None, None,17.97, None, 7.953,59.48, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 03:00:00, None, None,27
None, None, None, None, None, None, None,16.34, None, 6.876,35.14, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 04:00:00, None, None,27
None, None, None, None, None, None, None,26.86, None, 5.411,39.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 05:00:00, None, None,27
None, None, None, None, None, None, None,22.66, None, 5.747,36.29, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 06:00:00, None, None,27
None, None, None, None, None, None, None,20.12, None, 6.539,38.71, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 07:00:00, None, None,27
None, None, None, None, None, None, None,21.14, None, 6.463,39.82, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 08:00:00, None, None,27
None, None, None, None, None, None, None,24.3, None, 4.711,41.91, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 09:00:00, None, None,27
None, None, None, None, None, None, None,37.13, None, 3.365,35.67, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 10:00:00, None, None,27
None, None, None, None, None, None, None,40.45, None, 2.868,23.84, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 11:00:00, None, None,27
None, None, None, None, None, None, None,55.54, None, 2.921,20.96, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 12:00:00, None, None,27
None, None, None, None, None, None, None,65.43, None, 3.389,15.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 13:00:00, None, None,27
None, None, None, None, None, None, None,63.56, None, 3.555,30.66, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 14:00:00, None, None,27
None, None, None, None, None, None, None,72.86, None, 3.584,14.36, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 15:00:00, None, None,27
None, None, None, None, None, None, None,58.05, None, 6.002,0.117, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 16:00:00, None, None,27
None, None, None, None, None, None, None,55.76, None, 6.493,353.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 17:00:00, None, None,27
None, None, None, None, None, None, None,52.93, None, 7.889,345.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 18:00:00, None, None,27
None, None, None, None, None, None, None,40.37, None, 7.137,7.894, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 19:00:00, None, None,27
None, None, None, None, None, None, None,25.27, None, 10.25,16.09, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 20:00:00, None, None,27
None, None, None, None, None, None, None,22.19, None, 11.75,19.87, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 21:00:00, None, None,27
None, None, None, None, None, None, None,23.54, None, 12.94,15.22, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 22:00:00, None, None,27
None, None, None, None, None, None, None,25.18, None, 10.26,29.78, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-03 23:00:00, None, None,27
None, None, None, None, None, None, None,37.29, None, 8.76,354.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-04 00:00:00, None, None,27
