station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
-7.4, 2.3, -10.1, 150.0, 2023-01-01 00:00:00, 74.0, -6.7
-7.2, None, None, 150.0, 2023-01-01 00:15:00, 74.0, None
-7.2, None, None, 150.0, 2023-01-01 00:30:00, 74.0, None
-7.2, None, None, 150.0, 2023-01-01 00:45:00, 74.0, None
-7.1, None, None, 150.0, 2023-01-01 01:00:00, 74.0, None
-7.3, None, None, 150.0, 2023-01-01 01:15:00, 74.0, None
-7.2, None, None, 150.0, 2023-01-01 01:30:00, 74.0, None
-7.2, None, None, 150.0, 2023-01-01 01:45:00, 74.0, None
-7.1, None, None, 150.0, 2023-01-01 02:00:00, 74.0, None
-7.2, None, None, 150.0, 2023-01-01 02:15:00, 74.0, None
-7.1, None, None, 150.0, 2023-01-01 02:30:00, 74.0, None
-6.9, None, None, 150.0, 2023-01-01 02:45:00, 74.0, None
-7.0, None, None, 150.0, 2023-01-01 03:00:00, 74.0, None
-7.0, None, None, 150.0, 2023-01-01 03:15:00, 74.0, None
-7.0, None, None, 151.0, 2023-01-01 03:30:00, 74.0, None
-7.0, None, None, 151.0, 2023-01-01 03:45:00, 74.0, None
-6.8, None, None, 151.0, 2023-01-01 04:00:00, 74.0, None
-6.9, None, None, 151.0, 2023-01-01 04:15:00, 74.0, None
-6.7, None, None, 151.0, 2023-01-01 04:30:00, 74.0, None
-8.7, None, None, 151.0, 2023-01-01 04:45:00, 74.0, None
-9.1, None, None, 152.0, 2023-01-01 05:00:00, 74.0, None
-9.5, None, None, 152.0, 2023-01-01 05:15:00, 74.0, None
-9.6, None, None, 152.0, 2023-01-01 05:30:00, 74.0, None
-9.7, None, None, 152.0, 2023-01-01 05:45:00, 74.0, None
-9.7, None, None, 152.0, 2023-01-01 06:00:00, 74.0, None
-9.8, None, None, 152.0, 2023-01-01 06:15:00, 74.0, None
-9.8, None, None, 152.0, 2023-01-01 06:30:00, 74.0, None
-9.7, None, None, 153.0, 2023-01-01 06:45:00, 74.0, None
-9.8, None, None, 153.0, 2023-01-01 07:00:00, 74.0, None
-9.9, None, None, 153.0, 2023-01-01 07:15:00, 74.0, None
-10.0, None, None, 153.0, 2023-01-01 07:30:00, 74.0, None
-10.1, None, None, 153.0, 2023-01-01 07:45:00, 74.0, None
-10.1, None, None, 153.0, 2023-01-01 08:00:00, 74.0, None
-9.9, None, None, 153.0, 2023-01-01 08:15:00, 74.0, None
-9.8, None, None, 153.0, 2023-01-01 08:30:00, 74.0, None
-9.8, None, None, 153.0, 2023-01-01 08:45:00, 74.0, None
-10.0, None, None, 153.0, 2023-01-01 09:00:00, 74.0, None
-10.0, None, None, 153.0, 2023-01-01 09:15:00, 74.0, None
-10.0, None, None, 153.0, 2023-01-01 09:30:00, 74.0, None
-9.4, None, None, 153.0, 2023-01-01 09:45:00, 74.0, None
-8.0, None, None, 153.0, 2023-01-01 10:00:00, 74.0, None
-9.0, None, None, 153.0, 2023-01-01 10:15:00, 74.0, None
-9.8, None, None, 153.0, 2023-01-01 10:30:00, 74.0, None
-9.9, None, None, 153.0, 2023-01-01 10:45:00, 74.0, None
-9.9, None, None, 153.0, 2023-01-01 11:00:00, 74.0, None
-9.9, None, None, 153.0, 2023-01-01 11:15:00, 74.0, None
-9.7, None, None, 153.0, 2023-01-01 11:30:00, 74.0, None
-9.4, None, None, 153.0, 2023-01-01 11:45:00, 74.0, None
-9.5, None, None, 153.0, 2023-01-01 12:00:00, 74.0, None
-9.6, None, None, 153.0, 2023-01-01 12:15:00, 74.0, None
-9.6, None, None, 153.0, 2023-01-01 12:30:00, 74.0, None
-9.5, None, None, 153.0, 2023-01-01 12:45:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 13:00:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 13:15:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 13:30:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 13:45:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 14:00:00, 75.0, None
-9.3, None, None, 153.0, 2023-01-01 14:15:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 14:30:00, 75.0, None
-9.3, None, None, 153.0, 2023-01-01 14:45:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 15:00:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 15:15:00, 75.0, None
-9.5, None, None, 160.0, 2023-01-01 15:30:00, 75.0, None
-9.6, None, None, 160.0, 2023-01-01 15:45:00, 75.0, None
None, None, None, 160.0, 2023-01-01 15:52:00, None, None
-9.6, None, None, 160.0, 2023-01-01 16:00:00, 75.0, None
-9.7, None, None, 160.0, 2023-01-01 16:15:00, 75.0, None
-9.7, None, None, 153.0, 2023-01-01 16:30:00, 75.0, None
-9.8, None, None, 153.0, 2023-01-01 16:45:00, 75.0, None
-9.8, None, None, 153.0, 2023-01-01 17:00:00, 75.0, None
-9.8, None, None, 153.0, 2023-01-01 17:15:00, 75.0, None
-9.8, None, None, 153.0, 2023-01-01 17:30:00, 75.0, None
-9.8, None, None, 153.0, 2023-01-01 17:45:00, 75.0, None
-9.8, None, None, 153.0, 2023-01-01 18:00:00, 75.0, None
-9.8, None, None, 153.0, 2023-01-01 18:15:00, 75.0, None
-9.8, None, None, 153.0, 2023-01-01 18:30:00, 75.0, None
-9.7, None, None, 153.0, 2023-01-01 18:45:00, 75.0, None
-9.6, None, None, 153.0, 2023-01-01 19:00:00, 75.0, None
-9.6, None, None, 153.0, 2023-01-01 19:15:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 19:30:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 19:45:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 20:00:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 20:15:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 20:30:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 20:45:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 21:00:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 21:15:00, 75.0, None
-9.5, None, None, 153.0, 2023-01-01 21:30:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 21:45:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 22:00:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 22:15:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 22:30:00, 75.0, None
-9.4, None, None, 153.0, 2023-01-01 22:45:00, 75.0, None
-9.3, None, None, 153.0, 2023-01-01 23:00:00, 75.0, None
-9.2, None, None, 153.0, 2023-01-01 23:15:00, 75.0, None
-9.2, None, None, 153.0, 2023-01-01 23:30:00, 75.0, None
-9.2, None, None, 153.0, 2023-01-01 23:45:00, 75.0, None
-9.3, 0.4, -9.3, 153.0, 2023-01-02 00:00:00, 75.0, -6.6
-9.3, None, None, 153.0, 2023-01-02 00:15:00, 75.0, None
-9.3, None, None, 153.0, 2023-01-02 00:30:00, 75.0, None
