pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 5.785, 99.9, None, None,17.46, 6.973,230.9, None, None, None, None, None, None, 6.0,978.0, None, None, None,2018-12-10 00:00:00, None, 0.153, None,50
None, 5.714, 100.2, None, None,19.18, 6.396,225.6, None, None, None, None, None, None, 6.0,978.0, None, None, None,2018-12-10 01:00:00, None, 0.175, None,50
None, 5.667, 100.4, None, None,17.18, 6.438,232.2, None, None, None, None, None, None, 6.0,978.0, None, None, None,2018-12-10 02:00:00, None, 0.188, None,50
None, 5.037, 100.7, None, None,19.46, 5.265,222.7, None, None, None, None, None, None, 5.0,979.0, None, None, None,2018-12-10 03:00:00, None, 0.154, None,50
None, 4.516, 101.0, None, None,13.47, 6.261,229.6, None, None, None, None, None, None, 5.0,979.0, None, None, None,2018-12-10 04:00:00, None, 0.093, None,50
None, 4.055, 101.1, None, None,19.92, 5.689,226.9, None, None, None, None, None, None, 4.0,979.0, None, None, None,2018-12-10 05:00:00, None, 0.118, None,50
None, 4.277, 95.8, None, None,18.13, 6.671,244.6, None, None, None, None, None, None, 4.0,979.0, None, None, None,2018-12-10 06:00:00, None, 0.065, None,50
None, 4.712, 94.4, None, None,15.9, 7.852,235.3, None, None, None, None, None, None, 4.0,979.0, None, None, None,2018-12-10 07:00:00, None, 0.019, None,50
None, 3.696, 96.8, None, None,21.46, 5.826,224.9, None, None, None, None, None, None, 3.0,980.0, None, None, None,2018-12-10 08:00:00, None, -0.079, None,50
None, 4.471, 96.0, None, None,15.47, 7.685,227.9, None, None, None, None, None, None, 4.0,980.0, None, None, None,2018-12-10 09:00:00, None, 0.188, None,50
None, 5.267, 96.2, None, None,16.77, 6.696,207.4, None, None, None, None, None, None, 5.0,981.0, None, None, None,2018-12-10 10:00:00, None, 0.38, None,50
None, 5.131, 96.5, None, None,14.81, 6.283,209.8, None, None, None, None, None, None, 5.0,981.0, None, None, None,2018-12-10 11:00:00, None, 0.215, None,50
None, 5.703, 93.3, None, None,17.43, 7.585,211.0, None, None, None, None, None, None, 5.0,981.0, None, None, None,2018-12-10 12:00:00, None, 0.343, None,50
None, 7.331, 83.7, None, None,22.39, 8.47,210.3, None, None, None, None, None, None, 5.0,980.0, None, None, None,2018-12-10 13:00:00, None, 0.221, None,50
None, 6.933, 87.0, None, None,27.24, 6.737,211.8, None, None, None, None, None, None, 5.0,980.0, None, None, None,2018-12-10 14:00:00, None, 0.299, None,50
None, 6.108, 88.6, None, None,19.52, 6.149,215.1, None, None, None, None, None, None, 4.0,980.0, None, None, None,2018-12-10 15:00:00, None, 0.233, None,50
None, 5.549, 95.1, None, None,21.4, 4.712,222.6, None, None, None, None, None, None, 5.0,980.0, None, None, None,2018-12-10 16:00:00, None, 0.123, None,50
