wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
25.0, None, None, 0.0, None, 7.8, None, 12.4, None, None, None, 37.0,2021-05-07 00:00:00, None,19
356.0, None, None, 0.0, None, 11.9, None, 11.6, None, None, None, 42.0,2021-05-07 01:00:00, None,19
345.0, None, None, 0.0, None, 10.4, None, 10.1, None, None, None, 46.0,2021-05-07 02:00:00, None,19
353.0, None, None, 0.0, None, 8.7, None, 9.9, None, None, None, 41.0,2021-05-07 03:00:00, None,19
17.0, None, None, 0.0, None, 6.6, None, 9.5, None, None, None, 40.0,2021-05-07 04:00:00, None,19
12.0, None, None, 0.0, None, 8.4, None, 9.5, None, None, None, 36.0,2021-05-07 05:00:00, None,19
352.0, None, None, 0.0, None, 9.8, None, 9.8, None, None, None, 32.0,2021-05-07 06:00:00, None,19
353.0, None, None, 0.0, None, 11.4, None, 10.1, None, None, None, 32.0,2021-05-07 07:00:00, None,19
349.0, None, None, 0.0, None, 12.1, None, 11.4, None, None, None, 32.0,2021-05-07 08:00:00, None,19
11.0, None, None, 0.0, None, 4.5, None, 7.5, None, None, None, 46.0,2021-05-08 03:00:00, None,19
9.0, None, None, 0.0, None, 5.6, None, 7.9, None, None, None, 49.0,2021-05-08 04:00:00, None,19
70.0, None, None, 0.0, None, 2.5, None, 7.8, None, None, None, 56.0,2021-05-08 05:00:00, None,19
107.0, None, None, 0.0, None, 2.4, None, 8.9, None, None, None, 47.0,2021-05-08 06:00:00, None,19
235.0, None, None, 0.0, None, 3.8, None, 9.7, None, None, None, 46.0,2021-05-08 07:00:00, None,19
126.0, None, None, 0.0, None, 3.4, None, 12.2, None, None, None, 35.0,2021-05-08 08:00:00, None,19
262.0, None, None, 0.0, None, 4.6, None, 12.5, None, None, None, 33.0,2021-05-08 09:00:00, None,19
40.0, None, None, 0.0, None, 4.3, None, 12.4, None, None, None, 37.0,2021-05-08 10:00:00, None,19
3.0, None, None, 0.0, None, 4.0, None, 13.4, None, None, None, 33.0,2021-05-08 11:00:00, None,19
314.0, None, None, 0.0, None, 6.4, None, 13.7, None, None, None, 32.0,2021-05-08 12:00:00, None,19
184.0, None, None, 0.0, None, 3.5, None, 14.7, None, None, None, 28.0,2021-05-08 13:00:00, None,19
239.0, None, None, 0.0, None, 5.9, None, 15.7, None, None, None, 25.0,2021-05-08 14:00:00, None,19
323.0, None, None, 0.0, None, 7.4, None, 16.1, None, None, None, 28.0,2021-05-08 15:00:00, None,19
305.0, None, None, 0.0, None, 5.9, None, 17.2, None, None, None, 26.0,2021-05-08 16:00:00, None,19
265.0, None, None, 0.0, None, 5.2, None, 15.4, None, None, None, 27.0,2021-05-08 17:00:00, None,19
