AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
13.4,0.0,2.7, None,2016-07-08 00:00:00,45.0,100.0,28
13.4,0.0,1.8, None,2016-07-08 00:15:00,88.0,100.0,28
13.3,0.0,1.1, None,2016-07-08 00:30:00,81.0,100.0,28
13.1,0.0,1.9, None,2016-07-08 00:45:00,189.0,100.0,28
12.9,0.0,0.0, None,2016-07-08 01:00:00,225.0,100.0,28
12.9,0.0,3.2, None,2016-07-08 01:15:00,249.0,100.0,28
12.8,0.0,3.0, None,2016-07-08 01:30:00,262.0,100.0,28
12.8,0.0,2.7, None,2016-07-08 01:45:00,263.0,100.0,28
12.7,0.0,4.1, None,2016-07-08 02:00:00,273.0,100.0,28
12.6,0.0,5.6, None,2016-07-08 02:15:00,294.0,100.0,28
12.5,0.0,4.2, None,2016-07-08 02:30:00,261.0,100.0,28
12.3,0.26,2.7, None,2016-07-08 02:45:00,323.0,100.0,28
12.1,0.0,3.3, None,2016-07-08 03:00:00,267.0,100.0,28
12.0,0.0,4.5, None,2016-07-08 03:15:00,287.0,100.0,28
11.9,0.0,4.4, None,2016-07-08 03:30:00,260.0,100.0,28
11.8,0.0,2.8, None,2016-07-08 03:45:00,235.0,100.0,28
11.8,0.0,0.9, None,2016-07-08 04:00:00,357.0,100.0,28
12.1,0.0,5.9, None,2016-07-08 04:15:00,134.0,100.0,28
12.3,0.0,6.4, None,2016-07-08 04:30:00,168.0,100.0,28
12.7,0.0,6.1, None,2016-07-08 04:45:00,183.0,91.0,28
13.1,0.0,8.1, None,2016-07-08 05:00:00,80.0,88.0,28
13.3,0.0,7.5, None,2016-07-08 05:15:00,163.0,84.0,28
13.5,0.0,6.3, None,2016-07-08 05:30:00,176.0,89.0,28
13.5,0.0,5.6, None,2016-07-08 05:45:00,240.0,85.0,28
13.7,0.0,4.8, None,2016-07-08 06:00:00,150.0,87.0,28
13.5,0.0,5.7, None,2016-07-08 06:15:00,28.0,81.0,28
14.5,0.0,14.5, None,2016-07-08 06:30:00,267.0,78.0,28
14.8,0.0,8.9, None,2016-07-08 06:45:00,167.0,79.0,28
14.9,0.0,7.9, None,2016-07-08 07:00:00,98.0,77.0,28
14.9,0.0,4.9, None,2016-07-08 07:15:00,81.0,78.0,28
15.1,0.0,5.2, None,2016-07-08 07:30:00,181.0,77.0,28
15.0,0.0,5.6, None,2016-07-08 07:45:00,132.0,79.0,28
15.3,0.0,6.4, None,2016-07-08 08:00:00,141.0,75.0,28
15.5,0.0,4.7, None,2016-07-08 08:15:00,117.0,75.0,28
16.1,0.0,5.1, None,2016-07-08 08:30:00,111.0,74.0,28
16.7,0.0,4.9, None,2016-07-08 08:45:00,78.0,71.0,28
17.0,0.0,7.5, None,2016-07-08 09:00:00,229.0,72.0,28
17.2,0.0,6.5, None,2016-07-08 09:15:00,192.0,69.0,28
17.0,0.0,7.3, None,2016-07-08 09:30:00,216.0,71.0,28
17.7,0.0,6.1, None,2016-07-08 09:45:00,185.0,70.0,28
17.3,0.0,6.0, None,2016-07-08 10:00:00,198.0,70.0,28
17.3,0.0,4.4, None,2016-07-08 10:15:00,216.0,70.0,28
18.2,0.0,6.2, None,2016-07-08 10:30:00,159.0,66.0,28
18.8,0.0,8.0, None,2016-07-08 10:45:00,189.0,64.0,28
18.7,0.0,5.8, None,2016-07-08 11:00:00,114.0,64.0,28
