TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 5.11, None, 51.75,2016-01-29 00:00:00,5.305,5
None, 5.463, None, 50.49,2016-01-29 01:00:00,5.096,5
None, 7.136, None, 51.22,2016-01-29 02:00:00,4.91,5
None, 5.04, None, 51.89,2016-01-29 03:00:00,4.748,5
None, 2.762, None, 50.6,2016-01-29 04:00:00,4.581,5
None, 2.784, None, 53.26,2016-01-29 05:00:00,3.93,5
None, 2.09, None, 52.91,2016-01-29 06:00:00,3.429,5
None, 1.813, None, 56.26,2016-01-29 07:00:00,2.954,5
None, 1.309, None, 53.93,2016-01-29 08:00:00,2.334,5
None, 1.989, None, 53.05,2016-01-29 09:00:00,2.585,5
None, 3.607, None, 51.38,2016-01-29 10:00:00,3.146,5
None, 4.214, None, 50.26,2016-01-29 11:00:00,3.739,5
None, 4.374, None, 47.09,2016-01-29 12:00:00,4.605,5
None, 5.601, None, 43.31,2016-01-29 13:00:00,5.463,5
None, 5.306, None, 41.98,2016-01-29 14:00:00,6.149,5
None, 5.269, None, 43.38,2016-01-29 15:00:00,6.073,5
None, 2.523, None, 47.23,2016-01-29 16:00:00,4.985,5
None, 2.275, None, 51.69,2016-01-29 17:00:00,4.102,5
None, 1.342, None, 50.26,2016-01-29 18:00:00,3.499,5
None, 2.149, None, 49.88,2016-01-29 19:00:00,3.486,5
None, 1.346, None, 63.5,2016-01-29 20:00:00,2.023,5
None, 1.113, None, 56.9,2016-01-29 21:00:00,1.334,5
None, 0.87, None, 61.36,2016-01-29 22:00:00,1.116,5
None, 1.112, None, 61.46,2016-01-29 23:00:00,0.177,5
None, 0.97, None, 60.92,2016-01-30 00:00:00,-0.773998,5
None, 1.21, None, 77.13,2016-01-30 01:00:00,-1.378,5
None, 1.204, None, 78.05,2016-01-30 02:00:00,-2.615,5
None, 1.07, None, 70.87,2016-01-30 03:00:00,-2.118,5
None, 0.797999, None, 74.45,2016-01-30 04:00:00,-3.072,5
None, 0.537, None, 80.6,2016-01-30 05:00:00,-3.729,5
None, 0.825999, None, 88.6,2016-01-30 06:00:00,-4.132,5
None, 0.922999, None, 84.7,2016-01-30 07:00:00,-5.002,5
None, 1.042, None, 79.08,2016-01-30 08:00:00,-5.227,5
None, 1.11, None, 83.5,2016-01-30 09:00:00,-6.058,5
None, 0.472, None, 79.15,2016-01-30 10:00:00,-5.184,5
None, 0.232998, None, 64.71,2016-01-30 11:00:00,-2.956,5
None, 0.382999, None, 66.85,2016-01-30 12:00:00,-0.583998,5
None, 0.596, None, 61.9,2016-01-30 13:00:00,-0.289,5
None, 0.43, None, 55.4,2016-01-30 14:00:00,0.538999,5
None, 0.407999, None, 58.57,2016-01-30 15:00:00,1.479,5
None, 0.495, None, 65.11,2016-01-30 16:00:00,0.423,5
None, 1.403, None, 66.88,2016-01-30 17:00:00,-0.754,5
None, 1.413, None, 68.1,2016-01-30 18:00:00,-1.873,5
None, 0.568, None, 71.85,2016-01-30 19:00:00,-2.075,5
None, 0.216998, None, 76.07,2016-01-30 20:00:00,-2.136,5
None, 0.609, None, 79.96,2016-01-30 21:00:00,-2.31,5
None, 0.739, None, 77.91,2016-01-30 22:00:00,-2.536,5
None, 0.510999, None, 86.4,2016-01-30 23:00:00,-3.197,5
None, 0.570999, None, 83.9,2016-01-31 00:00:00,-4.204,5
None, 1.135, None, 76.14,2016-01-31 01:00:00,-3.923,5
None, 1.926, None, 79.21,2016-01-31 02:00:00,-3.304,5
None, 2.866, None, 73.48,2016-01-31 03:00:00,-3.296,5
None, 3.061, None, 72.06,2016-01-31 04:00:00,-3.488,5
None, 1.325, None, 74.24,2016-01-31 05:00:00,-3.51,5
None, 1.613, None, 73.05,2016-01-31 06:00:00,-3.801,5
None, 2.19, None, 76.63,2016-01-31 07:00:00,-3.461,5
None, 1.484, None, 77.65,2016-01-31 08:00:00,-3.879,5
None, 1.591, None, 78.16,2016-01-31 09:00:00,-4.038,5
None, 0.972, None, 80.3,2016-01-31 10:00:00,-3.98,5
None, 1.377, None, 74.18,2016-01-31 11:00:00,-3.363,5
None, 1.337, None, 74.78,2016-01-31 12:00:00,-2.926,5
None, 2.371, None, 74.92,2016-01-31 13:00:00,-2.725,5
None, 2.619, None, 74.54,2016-01-31 14:00:00,-2.716,5
None, 2.054, None, 74.17,2016-01-31 15:00:00,-2.645,5
