pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,6.379, None, None, None, None, None, None, None, None, None, None,2017-05-21 00:00:00, None, None,21
None,6.005, None, None, None, None, None, None, None, None, None, None,2017-05-21 01:00:00, None, None,21
None,4.563, None, None, None, None, None, None, None, None, None, None,2017-05-21 02:00:00, None, None,21
None,4.087, None, None, None, None, None, None, None, None, None, None,2017-05-21 03:00:00, None, None,21
None,3.279, None, None, None, None, None, None, None, None, None, None,2017-05-21 04:00:00, None, None,21
None,2.417, None, None, None, None, None, None, None, None, None, None,2017-05-21 05:00:00, None, None,21
None,2.379, None, None, None, None, None, None, None, None, None, None,2017-05-21 06:00:00, None, None,21
None,2.493, None, None, None, None, None, None, None, None, None, None,2017-05-21 07:00:00, None, None,21
None,3.214, None, None, None, None, None, None, None, None, None, None,2017-05-21 08:00:00, None, None,21
None,6.037, None, None, None, None, None, None, None, None, None, None,2017-05-21 09:00:00, None, None,21
None,9.24, None, None, None, None, None, None, None, None, None, None,2017-05-21 10:00:00, None, None,21
None,12.65, None, None, None, None, None, None, None, None, None, None,2017-05-21 11:00:00, None, None,21
None,15.5, None, None, None, None, None, None, None, None, None, None,2017-05-21 12:00:00, None, None,21
None,19.65, None, None, None, None, None, None, None, None, None, None,2017-05-21 13:00:00, None, None,21
None,21.35, None, None, None, None, None, None, None, None, None, None,2017-05-21 14:00:00, None, None,21
None,23.63, None, None, None, None, None, None, None, None, None, None,2017-05-21 15:00:00, None, None,21
None,23.75, None, None, None, None, None, None, None, None, None, None,2017-05-21 16:00:00, None, None,21
None,23.97, None, None, None, None, None, None, None, None, None, None,2017-05-21 17:00:00, None, None,21
None,19.67, None, None, None, None, None, None, None, None, None, None,2017-05-21 18:00:00, None, None,21
None,18.83, None, None, None, None, None, None, None, None, None, None,2017-05-21 19:00:00, None, None,21
None,15.2, None, None, None, None, None, None, None, None, None, None,2017-05-21 20:00:00, None, None,21
None,12.38, None, None, None, None, None, None, None, None, None, None,2017-05-21 21:00:00, None, None,21
None,10.32, None, None, None, None, None, None, None, None, None, None,2017-05-21 22:00:00, None, None,21
