CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,3.356, 72.8, None, None, None,21.32,3.509, None,276.0, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-05-21 00:00:00, None, None, None, None,21
None,4.175, 68.49, None, None, None,10.92,6.001, None,293.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-05-21 01:00:00, None, None, None, None,21
None,3.935, 63.6, None, None, None,31.83,3.723, None,344.4, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-21 02:00:00, None, None, None, None,21
None,5.433, 53.23, None, None, None,11.21,6.681, None,61.14, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-21 03:00:00, None, None, None, None,21
None,4.188, 53.3, None, None, None,50.58,1.418, None,161.9, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-05-21 04:00:00, None, None, None, None,21
None,4.81, 50.62, None, None, None,31.41,1.362, None,110.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-05-21 05:00:00, None, None, None, None,21
None,8.86, 39.2, None, None, None,18.88,12.28, None,271.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-05-21 16:00:00, None, None, None, None,21
None,8.14, 40.21, None, None, None,12.12,13.34, None,279.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-05-21 17:00:00, None, None, None, None,21
None,8.81, 35.99, None, None, None,10.51,15.63, None,281.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-05-21 18:00:00, None, None, None, None,21
None,8.43, 39.2, None, None, None,10.22,15.36, None,283.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-05-21 19:00:00, None, None, None, None,21
None,8.05, 35.66, None, None, None,10.55,12.94, None,282.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-05-21 20:00:00, None, None, None, None,21
None,6.804, 43.62, None, None, None,10.31,14.17, None,279.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-05-21 21:00:00, None, None, None, None,21
None,5.942, 50.91, None, None, None,21.6,6.623, None,296.6, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-21 22:00:00, None, None, None, None,21
None,6.159, 46.91, None, None, None,14.47,5.139, None,309.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-05-21 23:00:00, None, None, None, None,21
None,7.46, 34.74, None, None, None,36.29,6.649, None,49.99, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-05-22 00:00:00, None, None, None, None,21
None,6.615, 35.81, None, None, None,26.42,7.54, None,36.5, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-05-22 01:00:00, None, None, None, None,21
None,7.77, 37.09, None, None, None,17.16,10.98, None,46.82, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-05-22 02:00:00, None, None, None, None,21
None,8.01, 44.18, None, None, None,10.93,11.51, None,71.7, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-22 03:00:00, None, None, None, None,21
None,7.77, 43.98, None, None, None,7.85,11.67, None,112.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-05-22 04:00:00, None, None, None, None,21
None,6.617, 47.8, None, None, None,22.14,5.53, None,129.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-05-22 05:00:00, None, None, None, None,21
None,7.53, 45.59, None, None, None,24.34,2.507, None,116.9, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-22 06:00:00, None, None, None, None,21
None,8.77, 42.18, None, None, None,6.933,13.59, None,151.9, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-22 07:00:00, None, None, None, None,21
None,9.2, 41.71, None, None, None,5.882,11.14, None,169.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-22 08:00:00, None, None, None, None,21
None,9.4, 42.58, None, None, None,5.813,15.95, None,163.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-22 09:00:00, None, None, None, None,21
None,10.43, 41.36, None, None, None,12.02,13.97, None,172.2, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-22 10:00:00, None, None, None, None,21
None,11.24, 40.96, None, None, None,25.17,8.04, None,195.3, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-22 11:00:00, None, None, None, None,21
None,11.51, 41.29, None, None, None,26.61,9.41, None,204.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-05-22 12:00:00, None, None, None, None,21
None,12.16, 38.2, None, None, None,20.57,9.07, None,261.9, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-22 13:00:00, None, None, None, None,21
None,12.26, 36.19, None, None, None,27.16,7.63, None,243.2, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-22 14:00:00, None, None, None, None,21
None,12.11, 35.99, None, None, None,23.46,9.81, None,257.3, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-22 15:00:00, None, None, None, None,21
None,12.3, 35.39, None, None, None,18.0,13.37, None,280.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-22 16:00:00, None, None, None, None,21
