air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
7.4, 7.35, 77.17, 15.4, 77.0, 6.0,2020-05-13 00:00:00, 4.0,20
5.2, 5.219, 89.8, 15.4, 90.0, 5.1,2020-05-13 01:00:00, 4.0,20
9.4, 9.35, 66.21, 15.4, 66.0, 5.1,2020-05-13 02:00:00, 3.0,20
7.5, 7.509, 70.75, 15.4, 71.0, 5.1,2020-05-13 03:00:00, 2.0,20
8.5, 8.5, 68.44, 15.4, 68.0, 5.1,2020-05-13 04:00:00, 3.0,20
7.6, 7.608, 71.55, 15.4, 72.0, 5.1,2020-05-13 05:00:00, 3.0,20
4.6, 4.633, 83.9, 15.4, 84.0, 4.4,2020-05-13 06:00:00, 2.0,20
9.8, 9.83, 64.2, 9.9, 64.0, 4.4,2020-05-13 07:00:00, 3.0,20
10.1, 10.12, 58.96, 10.3, 59.0, 4.4,2020-05-13 08:00:00, 3.0,20
11.0, 10.95, 55.77, 11.3, 56.0, 4.4,2020-05-13 09:00:00, 3.0,20
12.1, 12.05, 50.48, 12.1, 50.0, 4.4,2020-05-13 10:00:00, 2.0,20
13.4, 13.43, 47.4, 13.6, 47.0, 4.4,2020-05-13 11:00:00, 3.0,20
13.7, 13.68, 45.48, 13.9, 45.0, 4.4,2020-05-13 12:00:00, 2.0,20
14.1, 14.05, 43.59, 14.7, 44.0, 4.4,2020-05-13 13:00:00, 2.0,20
14.8, 14.8, 42.99, 15.0, 43.0, 4.4,2020-05-13 14:00:00, 2.0,20
14.4, 14.42, 42.0, 15.4, 42.0, 4.4,2020-05-13 15:00:00, 2.0,20
14.8, 14.83, 41.13, 15.4, 41.0, 4.4,2020-05-13 16:00:00, 2.0,20
14.8, 14.78, 42.43, 15.4, 42.0, 4.4,2020-05-13 17:00:00, 2.0,20
13.9, 13.89, 45.04, 15.4, 45.0, 4.4,2020-05-13 18:00:00, 2.0,20
12.9, 12.88, 48.92, 14.1, 49.0, 12.9,2020-05-13 19:00:00, 3.0,20
11.8, 11.78, 53.99, 14.1, 54.0, 11.8,2020-05-13 20:00:00, 3.0,20
8.6, 8.63, 64.31, 14.1, 64.0, 8.5,2020-05-13 21:00:00, 2.0,20
5.9, 5.949, 74.76, 14.1, 75.0, 6.0,2020-05-13 22:00:00, 2.0,20
5.5, 5.48, 76.76, 14.1, 77.0, 5.1,2020-05-13 23:00:00, 2.0,20
4.3, 4.294, 80.2, 14.1, 80.0, 4.3,2020-05-14 00:00:00, 1.0,20
3.8, 3.803, 81.3, 14.1, 81.0, 3.8,2020-05-14 01:00:00, 1.0,20
4.1, 4.138, 78.59, 14.1, 79.0, 3.6,2020-05-14 02:00:00, 1.0,20
3.4, 3.372, 81.4, 14.1, 81.0, 3.3,2020-05-14 03:00:00, 0.0,20
2.9, 2.869, 82.7, 14.1, 83.0, 2.9,2020-05-14 04:00:00, 0.0,20
2.7, 2.743, 84.3, 14.1, 84.0, 2.6,2020-05-14 05:00:00, 0.0,20
2.3, 2.331, 85.7, 14.1, 86.0, 2.2,2020-05-14 06:00:00, 0.0,20
5.5, 5.491, 74.79, 6.2, 75.0, 2.3,2020-05-14 07:00:00, 2.0,20
8.6, 8.63, 64.45, 8.8, 64.0, 2.3,2020-05-14 08:00:00, 2.0,20
11.2, 11.17, 49.23, 11.3, 49.0, 2.3,2020-05-14 09:00:00, 1.0,20
12.3, 12.26, 43.18, 12.4, 43.0, 2.3,2020-05-14 10:00:00, 0.0,20
13.2, 13.23, 41.86, 13.3, 42.0, 2.3,2020-05-14 11:00:00, 1.0,20
14.2, 14.23, 38.21, 14.7, 38.0, 2.3,2020-05-14 12:00:00, 0.0,20
15.9, 15.9, 33.75, 16.1, 34.0, 2.3,2020-05-14 13:00:00, 0.0,20
15.7, 15.72, 33.33, 16.3, 33.0, 2.3,2020-05-14 14:00:00, 0.0,20
16.6, 16.62, 30.42, 17.6, 30.0, 2.3,2020-05-14 15:00:00, -1.0,20
17.0, 16.98, 29.33, 17.6, 29.0, 2.3,2020-05-14 16:00:00, -1.0,20
12.9, 12.9, 51.93, 17.6, 52.0, 2.3,2020-05-14 17:00:00, 3.0,20
12.3, 12.29, 53.62, 17.6, 54.0, 2.3,2020-05-14 18:00:00, 3.0,20
12.5, 12.52, 52.53, 12.7, 53.0, 12.1,2020-05-14 19:00:00, 3.0,20
10.1, 10.12, 67.82, 12.8, 68.0, 10.2,2020-05-14 20:00:00, 4.0,20
7.6, 7.585, 75.36, 12.8, 75.0, 7.6,2020-05-14 21:00:00, 4.0,20
7.0, 7.045, 77.04, 12.8, 77.0, 7.0,2020-05-14 22:00:00, 3.0,20
6.4, 6.431, 80.6, 12.8, 81.0, 6.4,2020-05-14 23:00:00, 4.0,20
6.3, 6.324, 80.1, 12.8, 80.0, 6.2,2020-05-15 00:00:00, 3.0,20
5.9, 5.944, 82.6, 12.8, 83.0, 5.7,2020-05-15 01:00:00, 3.0,20
5.7, 5.682, 82.8, 12.8, 83.0, 5.4,2020-05-15 02:00:00, 3.0,20
4.6, 4.607, 85.8, 12.8, 86.0, 4.6,2020-05-15 03:00:00, 3.0,20
4.2, 4.167, 87.3, 12.8, 87.0, 4.0,2020-05-15 04:00:00, 2.0,20
4.5, 4.544, 86.7, 12.8, 87.0, 3.7,2020-05-15 05:00:00, 2.0,20
4.9, 4.932, 87.0, 12.8, 87.0, 3.7,2020-05-15 06:00:00, 3.0,20
6.4, 6.398, 87.5, 6.3, 88.0, 4.9,2020-05-15 07:00:00, 5.0,20
9.5, 9.52, 67.6, 9.5, 68.0, 4.9,2020-05-15 08:00:00, 4.0,20
10.7, 10.66, 62.18, 10.6, 62.0, 4.9,2020-05-15 09:00:00, 4.0,20
10.7, 10.67, 60.67, 11.2, 61.0, 4.9,2020-05-15 10:00:00, 3.0,20
12.7, 12.65, 50.5, 13.3, 51.0, 4.9,2020-05-15 11:00:00, 3.0,20
14.3, 14.32, 45.12, 14.2, 45.0, 4.9,2020-05-15 12:00:00, 3.0,20
14.9, 14.9, 44.12, 15.1, 44.0, 4.9,2020-05-15 13:00:00, 3.0,20
15.0, 14.95, 44.51, 15.9, 45.0, 4.9,2020-05-15 14:00:00, 3.0,20
