WDIR_VECT,time,HUMIDITY,week_of_year
154.5,2020-08-19 00:00:00, None,34
126.7,2020-08-19 01:00:00, None,34
107.0,2020-08-19 02:00:00, None,34
103.0,2020-08-19 03:00:00, None,34
108.3,2020-08-19 04:00:00, None,34
111.3,2020-08-19 05:00:00, None,34
118.6,2020-08-19 06:00:00, None,34
97.8,2020-08-19 07:00:00, None,34
123.3,2020-08-19 08:00:00, None,34
129.9,2020-08-19 09:00:00, None,34
136.5,2020-08-19 10:00:00, None,34
321.4,2020-08-19 11:00:00, None,34
254.2,2020-08-19 12:00:00, None,34
298.1,2020-08-19 13:00:00, None,34
319.5,2020-08-19 14:00:00, None,34
286.7,2020-08-19 15:00:00, None,34
281.2,2020-08-19 16:00:00, None,34
264.0,2020-08-19 17:00:00, None,34
269.2,2020-08-19 18:00:00, None,34
263.8,2020-08-19 19:00:00, None,34
242.7,2020-08-19 20:00:00, None,34
212.2,2020-08-19 21:00:00, None,34
309.1,2020-08-19 22:00:00, None,34
271.7,2020-08-19 23:00:00, None,34
239.1,2020-08-20 00:00:00, None,34
239.7,2020-08-20 01:00:00, None,34
231.6,2020-08-20 02:00:00, None,34
124.7,2020-08-20 03:00:00, None,34
128.0,2020-08-20 04:00:00, None,34
246.5,2020-08-20 05:00:00, None,34
276.9,2020-08-20 06:00:00, None,34
269.0,2020-08-20 07:00:00, None,34
274.4,2020-08-20 08:00:00, None,34
52.4,2020-08-20 09:00:00, None,34
102.7,2020-08-20 10:00:00, None,34
115.3,2020-08-20 11:00:00, None,34
109.1,2020-08-20 12:00:00, None,34
109.2,2020-08-20 13:00:00, None,34
149.3,2020-08-20 14:00:00, None,34
115.7,2020-08-20 15:00:00, None,34
319.3,2020-08-20 16:00:00, None,34
249.6,2020-08-20 17:00:00, None,34
300.6,2020-08-20 18:00:00, None,34
321.8,2020-08-20 19:00:00, None,34
272.1,2020-08-20 20:00:00, None,34
250.5,2020-08-20 21:00:00, None,34
247.2,2020-08-20 22:00:00, None,34
204.6,2020-08-20 23:00:00, None,34
285.8,2020-08-21 00:00:00, None,34
223.5,2020-08-21 01:00:00, None,34
319.1,2020-08-21 02:00:00, None,34
111.2,2020-08-21 03:00:00, None,34
125.8,2020-08-21 04:00:00, None,34
123.7,2020-08-21 05:00:00, None,34
130.1,2020-08-21 06:00:00, None,34
181.3,2020-08-21 07:00:00, None,34
130.4,2020-08-21 08:00:00, None,34
176.5,2020-08-21 09:00:00, None,34
115.8,2020-08-21 10:00:00, None,34
109.9,2020-08-21 11:00:00, None,34
130.5,2020-08-21 12:00:00, None,34
111.4,2020-08-21 13:00:00, None,34
224.2,2020-08-21 14:00:00, None,34
213.0,2020-08-21 15:00:00, None,34
92.0,2020-08-21 16:00:00, None,34
122.1,2020-08-21 17:00:00, None,34
162.6,2020-08-21 18:00:00, None,34
221.2,2020-08-21 19:00:00, None,34
199.6,2020-08-21 20:00:00, None,34
212.4,2020-08-21 21:00:00, None,34
113.7,2020-08-21 22:00:00, None,34
116.4,2020-08-21 23:00:00, None,34
152.9,2020-08-22 00:00:00, None,34
204.1,2020-08-22 01:00:00, None,34
226.3,2020-08-22 02:00:00, None,34
215.3,2020-08-22 03:00:00, None,34
219.9,2020-08-22 04:00:00, None,34
128.9,2020-08-22 05:00:00, None,34
125.5,2020-08-22 06:00:00, None,34
125.6,2020-08-22 07:00:00, None,34
127.9,2020-08-22 08:00:00, None,34
122.5,2020-08-22 09:00:00, None,34
112.7,2020-08-22 10:00:00, None,34
103.3,2020-08-22 11:00:00, None,34
145.6,2020-08-22 12:00:00, None,34
234.4,2020-08-22 13:00:00, None,34
248.4,2020-08-22 14:00:00, None,34
207.5,2020-08-22 15:00:00, None,34
217.4,2020-08-22 16:00:00, None,34
203.3,2020-08-22 17:00:00, None,34
205.7,2020-08-22 18:00:00, None,34
186.8,2020-08-22 19:00:00, None,34
224.6,2020-08-22 20:00:00, None,34
222.2,2020-08-22 21:00:00, None,34
230.3,2020-08-22 22:00:00, None,34
135.8,2020-08-22 23:00:00, None,34
118.0,2020-08-23 00:00:00, None,34
97.0,2020-08-23 01:00:00, None,34
124.8,2020-08-23 02:00:00, None,34
128.4,2020-08-23 03:00:00, None,34
127.5,2020-08-23 04:00:00, None,34
120.6,2020-08-23 05:00:00, None,34
117.9,2020-08-23 06:00:00, None,34
120.5,2020-08-23 07:00:00, None,34
118.5,2020-08-23 08:00:00, None,34
129.8,2020-08-23 09:00:00, None,34
118.7,2020-08-23 10:00:00, None,34
15.5,2020-08-23 11:00:00, None,34
8.0,2020-08-23 12:00:00, None,34
115.9,2020-08-23 13:00:00, None,34
279.1,2020-08-23 14:00:00, None,34
89.4,2020-08-23 15:00:00, None,34
112.5,2020-08-23 16:00:00, None,34
265.9,2020-08-23 17:00:00, None,34
254.4,2020-08-23 18:00:00, None,34
255.9,2020-08-23 19:00:00, None,34
249.2,2020-08-23 20:00:00, None,34
231.2,2020-08-23 21:00:00, None,34
115.5,2020-08-23 22:00:00, None,34
103.5,2020-08-23 23:00:00, None,34
104.5,2020-08-24 00:00:00, None,34
81.3,2020-08-24 01:00:00, None,34
124.9,2020-08-24 02:00:00, None,34
101.9,2020-08-24 03:00:00, None,34
112.2,2020-08-24 04:00:00, None,34
118.7,2020-08-24 05:00:00, None,34
110.0,2020-08-24 06:00:00, None,34
98.0,2020-08-24 07:00:00, None,34
108.8,2020-08-24 08:00:00, None,34
108.4,2020-08-24 09:00:00, None,34
102.0,2020-08-24 10:00:00, None,34
85.9,2020-08-24 11:00:00, None,34
286.6,2020-08-24 12:00:00, None,34
220.7,2020-08-24 13:00:00, None,34
230.6,2020-08-24 14:00:00, None,34
232.4,2020-08-24 15:00:00, None,34
254.0,2020-08-24 16:00:00, None,34
293.4,2020-08-24 17:00:00, None,34
