wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
104.0, 62.0, 8.6, 0.0, 9.2, 4.4, 16.5, 13.1, 150.0, 0.0, 0.0, 75.0,2021-09-10 00:00:00, None,37,,,,,,,,,,,,
81.0, 70.0, 4.9, 0.0, 8.9, 4.8, 14.3, 12.0, 59.0, 0.0, 0.0, 80.0,2021-09-10 01:00:00, None,37,,,,,,,,,,,,
163.0, 75.0, 4.4, 0.0, 8.8, 3.1, 13.1, 11.8, 104.0, 0.0, 0.0, 81.0,2021-09-10 02:00:00, None,37,,,,,,,,,,,,
81.0, 80.0, 4.8, 0.0, 8.7, 4.3, 12.0, 10.9, 81.0, 0.0, 0.0, 84.0,2021-09-10 03:00:00, None,37,,,,,,,,,,,,
149.0, 81.0, 3.1, 0.0, 8.6, 3.9, 11.8, 10.7, 163.0, 0.0, 0.0, 85.0,2021-09-10 04:00:00, None,37,,,,,,,,,,,,
94.0, 84.0, 4.3, 0.0, 8.3, 4.2, 10.9, 10.0, 81.0, 0.0, 0.0, 89.0,2021-09-10 05:00:00, None,37,,,,,,,,,,,,
73.0, 85.0, 3.9, 0.0, 8.3, 3.1, 10.7, 11.8, 149.0, 0.0, 0.0, 84.0,2021-09-10 06:00:00, None,37,,,,,,,,,,,,
274.0, 89.0, 4.2, 0.0, 8.3, 1.9, 10.0, 15.2, 94.0, 0.0, 0.0, 75.0,2021-09-10 07:00:00, None,37,,,,,,,,,,,,
290.0, 84.0, 3.1, 0.0, 9.2, 4.1, 11.8, 17.2, 73.0, 0.0, 0.0, 63.0,2021-09-10 08:00:00, None,37,,,,,,,,,,,,
269.0, 75.0, 1.9, 0.0, 10.8, 4.5, 15.2, 19.2, 274.0, 0.0, 0.0, 56.0,2021-09-10 09:00:00, None,37,,,,,,,,,,,,
318.0, 63.0, 4.1, 0.0, 10.1, 5.7, 17.2, 21.1, 290.0, 0.0, 0.0, 48.0,2021-09-10 10:00:00, None,37,,,,,,,,,,,,
334.0, 56.0, 4.5, 0.0, 10.2, 5.1, 19.2, 22.0, 269.0, 0.0, 0.0, 47.0,2021-09-10 11:00:00, None,37,,,,,,,,,,,,
254.0, 48.0, 5.7, 0.0, 9.7, 1.8, 21.1, 22.1, 318.0, 0.0, 0.0, 51.0,2021-09-10 12:00:00, None,37,,,,,,,,,,,,
151.0, 47.0, 5.1, 0.0, 10.2, 3.4, 22.0, 21.3, 334.0, 0.0, 0.0, 55.0,2021-09-10 13:00:00, None,37,,,,,,,,,,,,
144.0, None, None, 0.0, None, 5.9, None, 19.6, None, None, None, 73.0,2021-09-10 14:00:00, None,37,,,,,,,,,,,,
54.0, 55.0, 3.4, 0.2, 11.9, 5.0, 21.3, 19.3, 151.0, 0.0, 0.0, 70.0,2021-09-10 15:00:00, None,37,,,,,,,,,,,,
136.0, 73.0, 5.9, 0.0, 14.6, 13.7, 19.6, 19.9, 144.0, 0.0, 0.0, 53.0,2021-09-10 16:00:00, None,37,,,,,,,,,,,,
94.0, None, None, 0.0, None, 9.6, None, 19.1, None, None, None, 56.0,2021-09-10 17:00:00, None,37,,,,,,,,,,,,
94.0, None, None, 0.0, None, 6.6, None, 17.6, None, None, None, 67.0,2021-09-10 18:00:00, None,37,,,,,,,,,,,,
157.0, 56.0, 9.6, 0.0, 10.1, 5.1, 19.1, 16.0, 94.0, 0.0, 0.2, 79.0,2021-09-10 19:00:00, None,37,,,,,,,,,,,,
146.0, None, None, 0.0, None, 3.7, None, 15.1, None, None, None, 85.0,2021-09-10 20:00:00, None,37,,,,,,,,,,,,
158.0, 79.0, 5.1, 0.0, 12.4, 7.2, 16.0, 13.9, 157.0, 0.0, 0.2, 86.0,2021-09-10 21:00:00, None,37,,,,,,,,,,,,
234.0, 85.0, 3.7, 0.0, 12.6, 4.3, 15.1, 13.5, 146.0, 0.0, 0.2, 91.0,2021-09-10 22:00:00, None,37,,,,,,,,,,,,
127.0, 86.0, 7.2, 0.0, 11.6, 4.9, 13.9, 13.0, 158.0, 0.0, 0.2, 88.0,2021-09-10 23:00:00, None,37,,,,,,,,,,,,
166.0, 91.0, 4.3, 0.0, 12.1, 3.4, 13.5, 12.9, 234.0, 0.0, 0.2, 88.0,2021-09-11 00:00:00, None,37,,,,,,,,,,,,
224.0, 88.0, 4.9, 0.0, 11.1, 2.9, 13.0, 12.6, 127.0, 0.0, 0.2, 88.0,2021-09-11 01:00:00, None,37,,,,,,,,,,,,
99.0, 88.0, 3.4, 0.0, 11.0, 5.3, 12.9, 11.4, 166.0, 0.0, 0.2, 91.0,2021-09-11 02:00:00, None,37,,,,,,,,,,,,
83.0, 88.0, 2.9, 0.0, 10.7, 4.2, 12.6, 11.4, 224.0, 0.0, 0.2, 90.0,2021-09-11 03:00:00, None,37,,,,,,,,,,,,
98.0, 91.0, 5.3, 0.0, 10.0, 4.2, 11.4, 11.1, 99.0, 0.0, 0.2, 93.0,2021-09-11 04:00:00, None,37,,,,,,,,,,,,
153.0, 90.0, 4.2, 0.0, 9.8, 4.1, 11.4, 10.9, 83.0, 0.0, 0.2, 92.0,2021-09-11 05:00:00, None,37,,,,,,,,,,,,
158.0, 93.0, 4.2, 0.0, 10.0, 3.3, 11.1, 12.6, 98.0, 0.0, 0.2, 92.0,2021-09-11 06:00:00, None,37,,,,,,,,,,,,
148.0, 92.0, 4.1, 0.0, 9.7, 2.2, 10.9, 14.8, 153.0, 0.0, 0.2, 87.0,2021-09-11 07:00:00, None,37,,,,,,,,,,,,
271.0, 92.0, 3.3, 0.0, 11.3, 7.4, 12.6, 17.4, 158.0, 0.0, 0.2, 60.0,2021-09-11 08:00:00, None,37,,,,,,,,,,,,
200.0, 87.0, 2.2, 0.0, 12.7, 12.7, 14.8, 19.8, 148.0, 0.0, 0.2, 48.0,2021-09-11 09:00:00, None,37,,,,,,,,,,,,
