WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
None, None, 0.537, None,2016-02-26 00:00:00,3.783,9
None, None, 0.904999, None,2016-02-26 01:00:00,3.207,9
None, None, 1.208, None,2016-02-26 02:00:00,2.159,9
None, None, 1.071, None,2016-02-26 03:00:00,1.295,9
None, None, 0.86, None,2016-02-26 04:00:00,1.356,9
None, None, 1.882, None,2016-02-26 05:00:00,3.053,9
None, None, 1.069, None,2016-02-26 06:00:00,1.833,9
None, None, 0.922999, None,2016-02-26 07:00:00,1.044,9
None, None, 0.998, None,2016-02-26 08:00:00,1.893,9
None, None, 1.967, None,2016-02-26 09:00:00,3.175,9
None, None, 1.029, None,2016-02-26 10:00:00,3.358,9
None, None, 1.753, None,2016-02-26 11:00:00,4.888,9
None, None, 2.672, None,2016-02-26 12:00:00,5.855,9
None, None, 3.517, None,2016-02-26 13:00:00,6.473,9
None, None, 3.978, None,2016-02-26 14:00:00,6.464,9
None, None, 2.42, None,2016-02-26 15:00:00,5.504,9
None, None, 0.981, None,2016-02-26 16:00:00,4.991,9
None, None, 0.871999, None,2016-02-26 17:00:00,3.869,9
None, None, 1.235, None,2016-02-26 18:00:00,3.259,9
None, None, 1.395, None,2016-02-26 19:00:00,2.801,9
None, None, 2.577, None,2016-02-26 20:00:00,2.474,9
None, None, 1.889, None,2016-02-26 21:00:00,2.367,9
None, None, 2.379, None,2016-02-26 22:00:00,2.258,9
None, None, 2.173, None,2016-02-26 23:00:00,2.093,9
None, None, 2.2, None,2016-02-27 00:00:00,1.885,9
None, None, 1.808, None,2016-02-27 01:00:00,1.723,9
None, None, 2.569, None,2016-02-27 02:00:00,1.241,9
None, None, 2.455, None,2016-02-27 03:00:00,1.163,9
None, None, 2.64, None,2016-02-27 04:00:00,0.782,9
None, None, 2.048, None,2016-02-27 05:00:00,0.259,9
None, None, 2.672, None,2016-02-27 06:00:00,-0.163,9
None, None, 3.125, None,2016-02-27 07:00:00,-0.203998,9
None, None, 2.28, None,2016-02-27 08:00:00,-0.224,9
None, None, 2.303, None,2016-02-27 09:00:00,-1.012,9
None, None, 2.214, None,2016-02-27 10:00:00,-1.253,9
None, None, 2.228, None,2016-02-27 11:00:00,0.206,9
None, None, 2.529, None,2016-02-27 12:00:00,2.496,9
None, None, 2.689, None,2016-02-27 13:00:00,4.125,9
None, None, 3.074, None,2016-02-27 14:00:00,4.781,9
None, None, 3.385, None,2016-02-27 15:00:00,5.042,9
None, None, 3.347, None,2016-02-27 16:00:00,5.392,9
None, None, 4.084, None,2016-02-27 17:00:00,5.368,9
None, None, 2.51, None,2016-02-27 18:00:00,4.669,9
None, None, 1.416, None,2016-02-27 19:00:00,4.16,9
None, None, 0.892, None,2016-02-27 20:00:00,3.361,9
None, None, 0.393, None,2016-02-27 21:00:00,2.316,9
None, None, 0.949998, None,2016-02-27 22:00:00,1.225,9
None, None, 1.32, None,2016-02-27 23:00:00,-0.014999,9
None, None, 1.236, None,2016-02-28 00:00:00,-0.303999,9
None, None, 1.031, None,2016-02-28 01:00:00,-0.777998,9
None, None, 1.279, None,2016-02-28 02:00:00,-1.044,9
None, None, 1.423, None,2016-02-28 03:00:00,-1.502,9
None, None, 1.543, None,2016-02-28 04:00:00,-1.769,9
None, None, 1.027, None,2016-02-28 05:00:00,-1.748,9
None, None, 1.428, None,2016-02-28 06:00:00,-1.141,9
None, None, 2.085, None,2016-02-28 07:00:00,-0.223,9
None, None, 1.145, None,2016-02-28 08:00:00,-0.460999,9
None, None, 1.595, None,2016-02-28 09:00:00,-0.824998,9
None, None, 1.769, None,2016-02-28 10:00:00,-0.586,9
None, None, 1.723, None,2016-02-28 11:00:00,-0.158,9
None, None, 1.267, None,2016-02-28 12:00:00,-0.043999,9
None, None, 1.313, None,2016-02-28 13:00:00,0.043999,9
None, None, 1.433, None,2016-02-28 14:00:00,0.107,9
None, None, 1.102, None,2016-02-28 15:00:00,0.119998,9
None, None, 0.280999, None,2016-02-28 16:00:00,0.231,9
None, None, 0.633, None,2016-02-28 17:00:00,0.037999,9
None, None, 1.514, None,2016-02-28 18:00:00,-0.175999,9
None, None, 2.27, None,2016-02-28 19:00:00,-0.082,9
None, None, 2.091, None,2016-02-28 20:00:00,0.179,9
None, None, 1.464, None,2016-02-28 21:00:00,0.501999,9
None, None, 1.671, None,2016-02-28 22:00:00,0.625,9
None, None, 2.645, None,2016-02-28 23:00:00,0.837998,9
None, None, 3.387, None,2016-02-29 00:00:00,0.976,9
None, None, 3.101, None,2016-02-29 01:00:00,0.740998,9
None, None, 2.892, None,2016-02-29 02:00:00,0.393999,9
None, None, 2.79, None,2016-02-29 03:00:00,-0.046999,9
None, None, 2.478, None,2016-02-29 04:00:00,-0.349999,9
None, None, 2.272, None,2016-02-29 05:00:00,-0.699,9
None, None, 1.916, None,2016-02-29 06:00:00,-1.159,9
None, None, 2.369, None,2016-02-29 07:00:00,-1.518,9
None, None, 2.588, None,2016-02-29 08:00:00,-1.407,9
None, None, 2.639, None,2016-02-29 09:00:00,-1.026,9
None, None, 3.046, None,2016-02-29 10:00:00,0.1,9
None, None, 2.834, None,2016-02-29 11:00:00,1.273,9
None, None, 2.102, None,2016-02-29 12:00:00,2.549,9
None, None, 2.054, None,2016-02-29 13:00:00,3.259,9
None, None, 2.068, None,2016-02-29 14:00:00,3.894,9
None, None, 2.621, None,2016-02-29 15:00:00,4.077,9
None, None, 2.683, None,2016-02-29 16:00:00,4.281,9
None, None, 2.15, None,2016-02-29 17:00:00,4.276,9
None, None, 1.496, None,2016-02-29 18:00:00,3.621,9
None, None, 1.136, None,2016-02-29 19:00:00,2.848,9
None, None, 0.685, None,2016-02-29 20:00:00,2.452,9
None, None, 0.246, None,2016-02-29 21:00:00,0.922999,9
None, None, 1.35, None,2016-02-29 22:00:00,-0.561999,9
None, None, 0.862999, None,2016-02-29 23:00:00,-0.656,9
None, None, 1.084, None,2016-03-01 00:00:00,0.159998,9
None, None, 0.632, None,2016-03-01 01:00:00,-1.574,9
None, None, 1.243, None,2016-03-01 02:00:00,-2.607,9
None, None, 1.4, None,2016-03-01 03:00:00,-3.694,9
None, None, 1.414, None,2016-03-01 04:00:00,-3.619,9
None, None, 1.45, None,2016-03-01 05:00:00,-3.506,9
None, None, 1.652, None,2016-03-01 06:00:00,-4.11,9
None, None, 1.808, None,2016-03-01 07:00:00,-3.965,9
None, None, 1.772, None,2016-03-01 08:00:00,-3.902,9
None, None, 2.191, None,2016-03-01 09:00:00,-3.58,9
None, None, 2.177, None,2016-03-01 10:00:00,-2.722,9
None, None, 2.491, None,2016-03-01 11:00:00,-1.062,9
None, None, 2.798, None,2016-03-01 12:00:00,-0.061,9
None, None, 3.259, None,2016-03-01 13:00:00,1.119,9
None, None, 3.478, None,2016-03-01 14:00:00,1.74,9
None, None, 3.595, None,2016-03-01 15:00:00,2.448,9
None, None, 3.231, None,2016-03-01 16:00:00,2.653,9
None, None, 2.844, None,2016-03-01 17:00:00,2.7,9
None, None, 2.098, None,2016-03-01 18:00:00,2.613,9
None, None, 1.139, None,2016-03-01 19:00:00,2.115,9
None, None, 1.884, None,2016-03-01 20:00:00,2.151,9
None, None, 3.577, None,2016-03-01 21:00:00,1.451,9
None, None, 3.234, None,2016-03-01 22:00:00,0.104998,9
None, None, 3.358, None,2016-03-01 23:00:00,-0.231998,9
None, None, 3.103, None,2016-03-02 00:00:00,-0.388998,9
None, None, 3.036, None,2016-03-02 01:00:00,-0.386,9
None, None, 2.815, None,2016-03-02 02:00:00,-0.400999,9
None, None, 2.408, None,2016-03-02 03:00:00,-0.421999,9
None, None, 2.081, None,2016-03-02 04:00:00,-0.524999,9
None, None, 1.704, None,2016-03-02 05:00:00,-0.598999,9
None, None, 1.433, None,2016-03-02 06:00:00,-0.675,9
None, None, 1.128, None,2016-03-02 07:00:00,-0.666,9
None, None, 0.684, None,2016-03-02 08:00:00,-0.639998,9
None, None, 0.412999, None,2016-03-02 09:00:00,-0.435,9
None, None, 0.800998, None,2016-03-02 10:00:00,-0.216998,9
None, None, 1.773, None,2016-03-02 11:00:00,-0.103,9
None, None, 1.755, None,2016-03-02 12:00:00,-0.137998,9
None, None, 1.048, None,2016-03-02 13:00:00,0.222,9
None, None, 0.428, None,2016-03-02 14:00:00,0.640999,9
None, None, 0.476, None,2016-03-02 15:00:00,1.15,9
None, None, 0.885999, None,2016-03-02 16:00:00,1.131,9
None, None, 1.138, None,2016-03-02 17:00:00,1.015,9
None, None, 1.605, None,2016-03-02 18:00:00,0.554,9
None, None, 2.044, None,2016-03-02 19:00:00,0.337998,9
None, None, 2.322, None,2016-03-02 20:00:00,0.194998,9
None, None, 3.141, None,2016-03-02 21:00:00,0.072999,9
None, None, 3.05, None,2016-03-02 22:00:00,-0.059,9
