wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
262.0, None, None,0.0, None,11.5, None,18.9, None, None, None,48.0,2017-08-13 00:00:00,33
249.0, None, None,0.0, None,6.2, None,15.9, None, None, None,62.0,2017-08-13 01:00:00,33
271.0, None, None,0.0, None,7.9, None,16.1, None, None, None,58.0,2017-08-13 02:00:00,33
269.0, None, None,0.0, None,5.9, None,16.0, None, None, None,53.0,2017-08-13 03:00:00,33
263.0, None, None,0.0, None,5.0, None,15.4, None, None, None,53.0,2017-08-13 04:00:00,33
246.0, None, None,0.0, None,3.0, None,15.1, None, None, None,61.0,2017-08-13 05:00:00,33
258.0, None, None,0.0, None,6.7, None,12.7, None, None, None,76.0,2017-08-13 06:00:00,33
251.0, None, None,1.0, None,5.6, None,10.9, None, None, None,94.0,2017-08-13 07:00:00,33
43.0, None, None,1.6, None,2.9, None,11.0, None, None, None,95.0,2017-08-13 08:00:00,33
344.0, None, None,0.8, None,0.1, None,11.6, None, None, None,95.0,2017-08-13 09:00:00,33
160.0, None, None,0.0, None,2.8, None,12.5, None, None, None,88.0,2017-08-13 10:00:00,33
77.0, None, None,0.0, None,3.9, None,12.7, None, None, None,95.0,2017-08-13 11:00:00,33
97.0, None, None,0.2, None,3.0, None,14.0, None, None, None,91.0,2017-08-13 12:00:00,33
36.0, None, None,0.0, None,4.0, None,13.7, None, None, None,92.0,2017-08-13 13:00:00,33
61.0, None, None,0.2, None,4.6, None,16.2, None, None, None,82.0,2017-08-13 14:00:00,33
325.0, None, None,0.0, None,0.9, None,16.4, None, None, None,69.0,2017-08-13 15:00:00,33
24.0, None, None,0.0, None,4.3, None,19.3, None, None, None,65.0,2017-08-13 16:00:00,33
253.0, None, None,0.0, None,1.8, None,15.2, None, None, None,87.0,2017-08-13 17:00:00,33
240.0, None, None,0.0, None,2.9, None,13.1, None, None, None,91.0,2017-08-13 18:00:00,33
259.0, None, None,0.0, None,11.9, None,14.2, None, None, None,41.0,2017-08-13 19:00:00,33
182.0, None, None,0.0, None,7.7, None,12.7, None, None, None,50.0,2017-08-13 20:00:00,33
262.0, None, None,0.0, None,14.0, None,11.9, None, None, None,54.0,2017-08-13 21:00:00,33
274.0, None, None,0.0, None,9.5, None,11.2, None, None, None,59.0,2017-08-13 22:00:00,33
280.0, None, None,0.0, None,7.0, None,10.3, None, None, None,62.0,2017-08-13 23:00:00,33
237.0, None, None,0.0, None,8.6, None,9.1, None, None, None,67.0,2017-08-14 00:00:00,33
221.0, None, None,0.0, None,6.3, None,8.7, None, None, None,70.0,2017-08-14 01:00:00,33
223.0, None, None,0.0, None,7.0, None,8.4, None, None, None,73.0,2017-08-14 02:00:00,33
245.0, None, None,0.0, None,6.9, None,8.2, None, None, None,73.0,2017-08-14 03:00:00,33
268.0, None, None,0.0, None,6.1, None,7.4, None, None, None,78.0,2017-08-14 04:00:00,33
201.0, None, None,0.0, None,2.6, None,7.2, None, None, None,82.0,2017-08-14 05:00:00,33
237.0, None, None,0.0, None,2.1, None,7.4, None, None, None,85.0,2017-08-14 06:00:00,33
194.0, None, None,0.0, None,4.2, None,8.9, None, None, None,74.0,2017-08-14 07:00:00,33
53.0, None, None,0.0, None,2.3, None,10.3, None, None, None,73.0,2017-08-14 08:00:00,33
39.0, None, None,0.0, None,3.4, None,10.5, None, None, None,73.0,2017-08-14 09:00:00,33
20.0, None, None,0.0, None,3.6, None,10.9, None, None, None,72.0,2017-08-14 10:00:00,33
44.0, None, None,0.0, None,5.3, None,11.9, None, None, None,64.0,2017-08-14 11:00:00,33
28.0, None, None,0.0, None,5.6, None,12.7, None, None, None,62.0,2017-08-14 12:00:00,33
60.0, None, None,0.0, None,4.8, None,13.1, None, None, None,61.0,2017-08-14 13:00:00,33
44.0, None, None,0.0, None,5.7, None,14.0, None, None, None,57.0,2017-08-14 14:00:00,33
49.0, None, None,0.0, None,3.3, None,14.6, None, None, None,54.0,2017-08-14 15:00:00,33
274.0, None, None,0.0, None,2.5, None,16.0, None, None, None,48.0,2017-08-14 16:00:00,33
16.0, None, None,0.0, None,0.6, None,15.2, None, None, None,56.0,2017-08-14 17:00:00,33
