TempC,time,RH,week_of_year
0.66,2019-03-19 00:00:00,73.7,12
-0.032,2019-03-19 01:00:00,71.0,12
0.246,2019-03-19 02:00:00,72.1,12
-0.199,2019-03-19 03:00:00,72.3,12
-0.088,2019-03-19 04:00:00,72.6,12
-0.171,2019-03-19 05:00:00,72.2,12
-0.873,2019-03-19 06:00:00,73.5,12
0.797,2019-03-19 07:00:00,73.6,12
2.717,2019-03-19 08:00:00,66.2,12
5.024,2019-03-19 09:00:00,58.1,12
8.817,2019-03-19 10:00:00,49.8,12
14.218,2019-03-19 11:00:00,38.0,12
14.936,2019-03-19 12:00:00,29.2,12
16.487,2019-03-19 13:00:00,26.2,12
16.892,2019-03-19 14:00:00,24.5,12
14.146,2019-03-19 15:00:00,27.1,12
10.834,2019-03-19 16:00:00,33.0,12
7.192,2019-03-19 17:00:00,44.6,12
4.947,2019-03-19 18:00:00,57.2,12
2.182,2019-03-19 19:00:00,63.0,12
0.797,2019-03-19 20:00:00,66.9,12
3.327,2019-03-19 21:00:00,70.0,12
2.93,2019-03-19 22:00:00,55.7,12
2.074,2019-03-19 23:00:00,60.8,12
2.53,2019-03-20 00:00:00,63.7,12
1.94,2019-03-20 01:00:00,58.5,12
1.751,2019-03-20 02:00:00,63.2,12
2.128,2019-03-20 03:00:00,64.8,12
0.797,2019-03-20 04:00:00,63.8,12
0.273,2019-03-20 05:00:00,65.4,12
0.163,2019-03-20 06:00:00,67.0,12
-0.817,2019-03-20 07:00:00,73.8,12
3.38,2019-03-20 08:00:00,69.0,12
6.889,2019-03-20 09:00:00,58.0,12
10.051,2019-03-20 10:00:00,45.9,12
15.461,2019-03-20 11:00:00,35.8,12
17.415,2019-03-20 12:00:00,28.0,12
16.677,2019-03-20 13:00:00,26.9,12
18.461,2019-03-20 14:00:00,25.9,12
16.796,2019-03-20 15:00:00,25.2,12
16.129,2019-03-20 16:00:00,25.6,12
9.435,2019-03-20 17:00:00,34.6,12
5.642,2019-03-20 18:00:00,50.3,12
3.168,2019-03-20 19:00:00,58.6,12
0.852,2019-03-20 20:00:00,62.6,12
-0.535,2019-03-20 21:00:00,69.3,12
0.163,2019-03-20 22:00:00,74.8,12
1.778,2019-03-20 23:00:00,69.6,12
3.906,2019-03-21 00:00:00,63.8,12
0.962,2019-03-21 01:00:00,64.7,12
2.101,2019-03-21 02:00:00,64.3,12
2.182,2019-03-21 03:00:00,62.3,12
1.48,2019-03-21 04:00:00,63.7,12
1.017,2019-03-21 05:00:00,65.7,12
0.797,2019-03-21 06:00:00,66.5,12
1.099,2019-03-21 07:00:00,66.9,12
4.973,2019-03-21 08:00:00,63.0,12
7.67,2019-03-21 09:00:00,48.5,12
11.759,2019-03-21 10:00:00,40.6,12
15.819,2019-03-21 11:00:00,33.5,12
17.653,2019-03-21 12:00:00,26.8,12
17.724,2019-03-21 13:00:00,25.3,12
17.819,2019-03-21 14:00:00,24.4,12
16.296,2019-03-21 15:00:00,22.2,12
15.103,2019-03-21 16:00:00,24.4,12
13.786,2019-03-21 17:00:00,28.5,12
5.975,2019-03-21 18:00:00,46.3,12
3.327,2019-03-21 19:00:00,56.5,12
1.099,2019-03-21 20:00:00,62.1,12
-0.311,2019-03-21 21:00:00,68.8,12
-1.242,2019-03-21 22:00:00,75.4,12
-0.563,2019-03-21 23:00:00,78.4,12
-0.116,2019-03-22 00:00:00,79.2,12
0.384,2019-03-22 01:00:00,77.3,12
-0.004,2019-03-22 02:00:00,75.1,12
-0.732,2019-03-22 03:00:00,79.4,12
0.301,2019-03-22 04:00:00,77.1,12
1.017,2019-03-22 05:00:00,72.0,12
0.55,2019-03-22 06:00:00,71.3,12
1.235,2019-03-22 07:00:00,70.5,12
3.063,2019-03-22 08:00:00,66.8,12
5.949,2019-03-22 09:00:00,57.9,12
8.941,2019-03-22 10:00:00,52.1,12
12.703,2019-03-22 11:00:00,43.3,12
14.84,2019-03-22 12:00:00,35.9,12
15.461,2019-03-22 13:00:00,32.5,12
15.557,2019-03-22 14:00:00,31.3,12
16.106,2019-03-22 15:00:00,30.1,12
11.224,2019-03-22 16:00:00,37.7,12
9.188,2019-03-22 17:00:00,39.5,12
5.847,2019-03-22 18:00:00,53.5,12
4.324,2019-03-22 19:00:00,61.3,12
3.301,2019-03-22 20:00:00,65.4,12
2.956,2019-03-22 21:00:00,66.9,12
5.488,2019-03-22 22:00:00,65.9,12
4.324,2019-03-22 23:00:00,59.0,12
5.231,2019-03-23 00:00:00,64.8,12
4.454,2019-03-23 01:00:00,61.8,12
4.48,2019-03-23 02:00:00,64.3,12
3.643,2019-03-23 03:00:00,63.5,12
3.827,2019-03-23 04:00:00,69.7,12
2.85,2019-03-23 05:00:00,77.2,12
3.036,2019-03-23 06:00:00,77.0,12
